"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,946789122,"Keep_it_Real (2/2)",0,326.5,"PG Lou Williams F Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns SF Rudy Gay PF Kelly Olynyk G Tyler Johnson",NA,"Jimmy Butler","SG","75.29%",40.5
2,947293236,"BBROWN2014 (2/2)",0,318.25,"G Lou Williams PF Taj Gibson C DeAndre Jordan SG Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay F Danny Green PG Patty Mills",NA,"LaMarcus Aldridge","PF","67.72%",24.5
3,946761782,"TexasPike (20/20)",0,317,"SG Lou Williams F Taj Gibson C DeAndre Jordan G Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay PG Patty Mills PF Kelly Olynyk",NA,"Lou Williams","PG","59.29%",42.25
3,946910242,"DrNickIsIn (9/20)",0,317,"PG Lou Williams F Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns SF Rudy Gay G Patty Mills PF Kelly Olynyk",NA,"Karl-Anthony Towns","C","52.86%",53.5
3,946970484,"pocketmoney (18/20)",0,317,"G Lou Williams F Taj Gibson C DeAndre Jordan SG Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay PG Patty Mills PF Kelly Olynyk",NA,"Austin Rivers","SG","48.46%",35.5
3,947098658,"McKenna1211 (10/13)",0,317,"SG Lou Williams F Taj Gibson C DeAndre Jordan G Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay PG Patty Mills PF Kelly Olynyk",NA,"DeAndre Jordan","UTIL","46.27%",47.25
7,946848612,"dropindimes (19/20)",0,315.75,"SG Lou Williams PF Taj Gibson PG Jeff Teague C DeAndre Jordan UTIL Karl-Anthony Towns SF Rudy Gay G Danny Green F Kelly Olynyk",NA,"Kelly Olynyk","F","44.14%",28.5
8,946610561,"regulator84",0,314,"PF Taj Gibson PG Jeff Teague C DeAndre Jordan SG Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay G Danny Green F Kelly Olynyk",NA,"Andrew Wiggins","PF","42.73%",20.5
8,946694067,"pepdaone (8/20)",0,314,"G Lou Williams F Taj Gibson PG Jeff Teague UTIL DeAndre Jordan C Karl-Anthony Towns PF Rudy Gay SF James Johnson SG Tyler Johnson",NA,"Pau Gasol","F","42.44%",24.25
8,946801074,"ColtsAllDay28",0,314,"F Taj Gibson PG Jeff Teague UTIL DeAndre Jordan G Jimmy Butler C Karl-Anthony Towns SF Rudy Gay SG Danny Green PF Kelly Olynyk",NA,"Danny Green","SF","39.16%",29.75
11,946601136,"farkasta",0,313.75,"F Taj Gibson C DeAndre Jordan SG Jimmy Butler PG Austin Rivers UTIL Karl-Anthony Towns SF Rudy Gay G Danny Green PF Kelly Olynyk",NA,"Jeff Teague","PG","38.96%",35.75
11,947410093,"mak2015",0,313.75,"PF Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Rudy Gay G Danny Green F Kelly Olynyk",NA,"Rudy Gay","SF","32.09%",35.25
13,946552576,"Goldfinger03",0,312.25,"F Taj Gibson C DeAndre Jordan G Jimmy Butler PG Austin Rivers UTIL Karl-Anthony Towns SG Danny Green PF Kelly Olynyk SF Dion Waiters",NA,"Taj Gibson","UTIL","29.04%",43.5
13,946791879,"mrich.202 (1/3)",0,312.25,"F Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Danny Green PF Kelly Olynyk G Dion Waiters",NA,"Goran Dragic","UTIL","25.00%",22.5
15,946906261,"MrOldsoft",0,312,"PG Lou Williams PF Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns SF James Johnson F Kelly Olynyk G Tyler Johnson",NA,"Dion Waiters","SF","23.61%",33.75
15,947007673,"BobBrunk (2/12)",0,312,"PG Lou Williams PF Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns SF James Johnson F Kelly Olynyk G Tyler Johnson",NA,"James Johnson","SF","16.81%",20.75
17,946699400,"dbaker2110 (7/8)",0,311.25,"G Lou Williams PF Taj Gibson C DeAndre Jordan PG Austin Rivers UTIL Karl-Anthony Towns F Pau Gasol SF Rudy Gay SG Danny Green",NA,"Josh Richardson","SF","15.67%",25
17,946704681,"jzap227 (1/2)",0,311.25,"PG Lou Williams F Taj Gibson C DeAndre Jordan SG Austin Rivers UTIL Karl-Anthony Towns PF Pau Gasol SF Rudy Gay G Danny Green",NA,"Manu Ginobili","G","12.02%",17.25
17,946792883,"dallasboss9977",0,311.25,"SG Lou Williams F Taj Gibson UTIL DeAndre Jordan PG Austin Rivers C Karl-Anthony Towns PF Pau Gasol SF Rudy Gay G Danny Green",NA,"Wesley Johnson","SF","11.75%",21.75
17,947129448,"duhmattman (1/4)",0,311.25,"PG Lou Williams F Taj Gibson C DeAndre Jordan G Austin Rivers UTIL Karl-Anthony Towns PF Pau Gasol SF Rudy Gay SG Danny Green",NA,"Patty Mills","UTIL","9.92%",26.25
21,947063323,"chepo311 (1/2)",0,311,"G Wesley Johnson PF Taj Gibson C DeAndre Jordan SG Jimmy Butler PG Austin Rivers UTIL Karl-Anthony Towns F Rudy Gay SF Dion Waiters",NA,"Danilo Gallinari","UTIL","9.19%",13.5
22,946566450,"lar_wonder",0,310.75,"PG Lou Williams C DeAndre Jordan SG Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay G Danny Green PF Kelly Olynyk F Dion Waiters",NA,"Tyler Johnson","PG","8.70%",35.75
22,946825313,"DeadMoney1 (1/9)",0,310.75,"PG Lou Williams UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns F Rudy Gay SF Danny Green PF Kelly Olynyk G Dion Waiters",NA,"Bam Adebayo","F","6.96%",14.75
22,947087812,"childishgip",0,310.75,"PG Lou Williams UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns PF Rudy Gay SF Danny Green F Kelly Olynyk G Dion Waiters",NA,"Gorgui Dieng","F","6.59%",15
25,947239211,"enochcaron (18/20)",0,310.5,"G Lou Williams F Taj Gibson SG Jimmy Butler UTIL Austin Rivers C Karl-Anthony Towns PF Pau Gasol SF Rudy Gay PG Tyler Johnson",NA,"Justise Winslow","F","5.41%",14
26,947177465,"Caught_U_zzzzz",0,309.25,"PF Taj Gibson PG Jeff Teague C DeAndre Jordan SG Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay F Kelly Olynyk G Josh Richardson",NA,"Tony Parker","PG","4.42%",28.75
26,947387092,"Diggy1984",0,309.25,"PG Lou Williams F Wesley Johnson PF Taj Gibson G Jeff Teague UTIL DeAndre Jordan SG Austin Rivers C Karl-Anthony Towns SF Danny Green",NA,"Jamal Crawford","SG","3.81%",19.25
28,946835442,"Bjr2774",0,309,"PF Taj Gibson PG Jeff Teague UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns G Patty Mills F Kelly Olynyk SF Dion Waiters",NA,"Davis Bertans","SF","3.49%",16.25
29,946488201,"rpjr10",0,308.75,"SG Lou Williams PF Taj Gibson G Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Rudy Gay F Danny Green UTIL Kelly Olynyk",NA,"Wayne Ellington","SG","2.94%",10.25
29,946589135,"kyastanley1",0,308.75,"PG Lou Williams PF Taj Gibson G Jimmy Butler SG Austin Rivers UTIL Karl-Anthony Towns F Rudy Gay SF Danny Green C Kelly Olynyk",NA,"Dejounte Murray","G","2.09%",0
29,946644995,"KBToys73 (1/2)",0,308.75,"G Lou Williams PF Taj Gibson SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns UTIL Rudy Gay SF Danny Green F Kelly Olynyk",NA,"Jamil Wilson","F","1.92%",11.25
29,946705942,"bobbydempsey (2/9)",0,308.75,"PG Lou Williams PF Taj Gibson SG Jimmy Butler G Austin Rivers C Karl-Anthony Towns SF Rudy Gay UTIL Danny Green F Kelly Olynyk",NA,"Montrezl Harrell","PF","1.42%",12.5
29,946755566,"tarheels23523 (9/10)",0,308.75,"G Lou Williams UTIL Taj Gibson SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns PF Rudy Gay SF Danny Green F Kelly Olynyk",NA,"Sam Dekker","SF","0.78%",3.25
29,946836696,"yungjcr15",0,308.75,"G Lou Williams PF Taj Gibson SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Rudy Gay F Danny Green UTIL Kelly Olynyk",NA,"Tyus Jones","G","0.68%",7
29,946845050,"jcc3322 (2/4)",0,308.75,"PF Taj Gibson PG Jeff Teague UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns F Pau Gasol G Tony Parker SF Rudy Gay",NA,"C.J. Williams","SG","0.34%",5
29,946909108,"NaeMoe (2/2)",0,308.75,"PG Lou Williams PF Taj Gibson SG Jimmy Butler G Austin Rivers UTIL Karl-Anthony Towns SF Rudy Gay F Danny Green C Kelly Olynyk",NA,"Joffrey Lauvergne","F","0.31%",0
29,947068683,"cdriggs11 (2/2)",0,308.75,"PF Taj Gibson UTIL DeAndre Jordan G Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SG Danny Green SF Dion Waiters F Josh Richardson",NA,"Sindarius Thornwell","G","0.30%",8.5
29,947239213,"enochcaron (20/20)",0,308.75,"PG Lou Williams C Taj Gibson G Jimmy Butler SG Austin Rivers UTIL Karl-Anthony Towns F Rudy Gay SF Danny Green PF Kelly Olynyk",NA,"Jawun Evans","PG","0.30%",14.5
29,947407708,"Saquestor1",0,308.75,"UTIL Lou Williams F Taj Gibson G Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Rudy Gay SG Danny Green PF Kelly Olynyk",NA,"Bryn Forbes","G","0.19%",25.75
40,946686290,"bigephatrides (6/20)",0,308.5,"F Taj Gibson C DeAndre Jordan SG Jimmy Butler G Austin Rivers UTIL Karl-Anthony Towns PF Pau Gasol PG Tony Parker SF Rudy Gay",NA,"Derrick White","G","0.19%",0
40,946691164,"Mooremoney91 (2/4)",0,308.5,"PF Taj Gibson C DeAndre Jordan SG Jimmy Butler PG Austin Rivers UTIL Karl-Anthony Towns F Pau Gasol G Tony Parker SF Rudy Gay",NA,"Cole Aldrich","UTIL","0.18%",0
