"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Langston Galloway","PG/SGPGSG","DET","@ PHI","15th",104.5,3100,1.3,23.8,10.9,0.81,18.8,5.1,13.5,14,10.96,10.96,"%",41,3.5,9,9.5,3.1
"Cheick Diallo","PF","NOP","@ POR","2nd",101.5,3100,3.1,20,6.4,0.81,14.6,2.5,7.9,15,10.31,10.31,"%",25,3.3,0,0,NA
"Brice Johnson","PF/CPFC","LAC","@ DAL","23rd",102.5,3000,0,12.8,5.3,1.2,17.9,1.4,4.4,4,5.22,5.22,"%",28,1.7,5,6.75,2.3
"JaKarr Sampson","SF/PFSFPF","SAC","@ MIL","5th",93.25,3000,0,7.2,6.9,1.25,20.1,2,5.5,0,0,0,"%",0,0,24,11.25,3.8
"Jeff Withey","C","DAL","vs LAC","25th",106.5,3000,0,5.5,3.5,0.9,23.2,1.7,3.9,0,0,0,"%",21,0,6,6,2
"C.J. Williams","SG","LAC","@ DAL","16th",102.5,3000,0.7,14.1,6.1,0.63,16.3,2.5,9.7,10,6.46,6.46,"%",37,2.2,22,11.75,3.9
"Vince Carter","SG/SFSGSF","SAC","@ MIL","29th",93.25,3000,0.3,15.3,7.2,0.63,16.9,3.5,11.5,10.45,6.73,6.73,"%",41,2.2,7,0,NA
"Jamil Wilson","SF/PFSFPF","LAC","@ DAL","10th",102.5,3000,0,6.5,4.5,1.8,23.5,1.5,2.5,0,0,0,"%",0,0,14,13,4.3
"Jason Terry","PG/SGPGSG","MIL","vs SAC","21st",106.25,3000,2,17.6,5.3,0.51,12.8,2.1,10.3,16.9,8.69,8.69,"%",16,2.9,21,10.75,3.6
"Josh Hart","PG/SGPGSG","LAL","@ DEN","11th",109.25,3000,0,18.3,7.9,0.59,10.6,2.8,13.4,14.5,7.8,7.8,"%",33,2.6,22,23.25,7.8
"Omer Asik","C","NOP","@ POR","9th",101.5,3000,0,0,7.3,0.73,20.6,5,10,0,0,0,"%",0,0,13,11.25,3.8
"Willie Reed","C","LAC","@ DAL","23rd",102.5,3000,6.5,29.2,11.3,1.08,19.3,3.3,10.5,14.4,16.19,16.19,"%",43,5.4,6,2,0.7
"Richard Jefferson","SF/PFSFPF","DEN","vs LAL","12th",113.25,3000,0,5,3,0.48,10.3,1.3,6.2,0,0,0,"%",16,0,13,7.75,2.6
"Jawun Evans","PG","LAC","@ DAL","25th",102.5,3000,5.1,22.9,8.7,0.75,23.1,4.2,11.6,15.73,12.76,12.76,"%",42,4.3,18,9.25,3.1
"Antonius Cleveland","SG","DAL","vs LAC","28th",106.5,3000,0,2.9,2.6,0.68,14.7,0.5,3.8,0,0,0,"%",45,0,7,6.25,2.1
"Eric Moreland","PF/CPFC","DET","@ PHI","21st",104.5,3000,0.8,24,7.9,0.8,7.6,1.1,9.9,12.1,10.7,10.7,"%",16,3.6,7,2.25,0.8
"Boban Marjanovic","C","DET","@ PHI","11th",104.5,3000,0,10,8.1,1.4,40.4,3,5.8,0,0,0,"%",39,0,5,7.5,2.5
"Corey Brewer","SG/SFSGSF","LAL","@ DEN","8th",109.25,3000,0,18,7.9,0.66,13.6,2.5,12,9.7,6.86,6.86,"%",30,2.3,9,0,NA
"Jose Calderon","PG","CLE","vs MEM","11th",108.75,3000,0.9,23.1,7.5,0.54,8.7,2,13.9,20.87,10.44,10.44,"%",15,3.5,13,1.5,0.5
"Nik Stauskas","PG/SFPGSF","PHI","vs DET","8th",108.5,3000,0.3,7.4,2.6,0.4,9.4,0.5,6.5,8.6,3.36,3.36,"%",22,1.1,8,3.5,1.2
