"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,946975140,"mattkimes",0,317,"PG Lou Williams F Taj Gibson C DeAndre Jordan SG Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay G Patty Mills PF Kelly Olynyk",NA,"Jimmy Butler","SG","78.97%",40.5
2,946738935,"Hawkeye-1 (11/20)",0,314,"F Taj Gibson PG Jeff Teague C DeAndre Jordan G Jimmy Butler UTIL Karl-Anthony Towns SF Rudy Gay SG Danny Green PF Kelly Olynyk",NA,"Lou Williams","PG","65.60%",42.25
2,947143206,"sman2020",0,314,"PF Taj Gibson PG Jeff Teague UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns SF Rudy Gay G Danny Green F Kelly Olynyk",NA,"LaMarcus Aldridge","PF","61.56%",24.5
4,946771901,"LightningStrikes937 (1/2)",0,312.25,"PF Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns G Danny Green F Kelly Olynyk SF Dion Waiters",NA,"Karl-Anthony Towns","C","59.55%",53.5
4,946778364,"LightningStrikes937 (2/2)",0,312.25,"PF Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns G Danny Green F Kelly Olynyk SF Dion Waiters",NA,"Kelly Olynyk","F","52.99%",28.5
6,946829883,"Miller421 (16/20)",0,310.5,"UTIL Lou Williams F Taj Gibson SG Jimmy Butler G Austin Rivers C Karl-Anthony Towns PF Pau Gasol SF Rudy Gay PG Tyler Johnson",NA,"DeAndre Jordan","C","47.77%",47.25
7,946577492,"robevole",0,310.25,"PG Lou Williams F Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns SF Danny Green PF Kelly Olynyk G Josh Richardson",NA,"Pau Gasol","C","45.58%",24.25
7,946599254,"heyitsgus23",0,310.25,"PF Taj Gibson PG Jeff Teague UTIL DeAndre Jordan SG Jimmy Butler C Karl-Anthony Towns F Pau Gasol SF Danny Green G Tyler Johnson",NA,"Rudy Gay","SF","43.31%",35.25
9,946777946,"diggity_doc",0,309,"F Taj Gibson UTIL DeAndre Jordan SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Rudy Gay PF Kelly Olynyk G Josh Richardson",NA,"Austin Rivers","SG","42.64%",35.5
10,946549624,"gbpackfan1234",0,308.75,"G Lou Williams PF Taj Gibson SG Jimmy Butler PG Austin Rivers C Karl-Anthony Towns SF Rudy Gay F Danny Green UTIL Kelly Olynyk",NA,"Jeff Teague","G","39.78%",35.75
