"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,946627731,"MBett1 (1/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"DeMarcus Cousins","C","69.48%",81
1,946627738,"MBett1 (2/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Jrue Holiday","G","59.28%",40.25
1,946627747,"MBett1 (3/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Jordan Bell","C","58.22%",18.25
1,946627751,"MBett1 (4/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Rajon Rondo","PG","57.89%",28.5
1,946627757,"MBett1 (5/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Kevin Durant","PF","49.43%",72.25
1,946627758,"MBett1 (6/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Zach Randolph","PF","49.19%",48
1,946629375,"MBett1 (7/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"E'Twaun Moore","SG","41.59%",22.75
1,946629430,"MBett1 (8/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Jimmy Butler","SG","35.83%",40.5
1,946629439,"MBett1 (9/9)",0,346.5,"C DeMarcus Cousins PF Kevin Durant UTIL Andre Drummond PG Rajon Rondo SG E'Twaun Moore F Trey Lyles SF Jakarr Sampson G Quinn Cook",NA,"Rudy Gay","PF","34.61%",35.25
10,946615006,"JSB31",0,342.5,"PF DeMarcus Cousins SF Kevin Durant PG Rajon Rondo C Zach Randolph SG Jamal Murray UTIL Bojan Bogdanovic G E'Twaun Moore F Trey Lyles",NA,"Marcus Smart","UTIL","33.20%",7.25
11,946928086,"connman89 (1/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Quinn Cook","UTIL","31.63%",16.75
11,946928091,"connman89 (2/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Andre Iguodala","G","16.91%",29
11,946928101,"connman89 (3/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Gary Harris","G","16.23%",38.75
11,946928125,"connman89 (4/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Mason Plumlee","PF","15.49%",13.75
11,946928138,"connman89 (5/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Elfrid Payton","UTIL","14.98%",25.25
11,946928146,"connman89 (6/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Jonathon Simmons","F","11.87%",27
11,946928149,"connman89 (7/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Jamal Murray","UTIL","9.05%",27.75
11,946928153,"connman89 (8/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Nicolas Batum","F","8.56%",30.25
11,946928154,"connman89 (9/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Andre Drummond","C","7.73%",62
11,946928157,"connman89 (10/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Kenneth Faried","PF","6.66%",16.25
11,946932539,"connman89 (11/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Klay Thompson","SG","6.58%",32
11,946932546,"connman89 (12/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Kemba Walker","PG","5.55%",44
11,946932550,"connman89 (13/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Kristaps Porzingis","PF","5.39%",28.75
11,946932553,"connman89 (14/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Will Barton","UTIL","5.19%",28.25
11,946932556,"connman89 (15/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Tyreke Evans","F","5.13%",22.25
11,946932559,"connman89 (16/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"DeAndre Jordan","UTIL","5.03%",47.25
11,946932564,"connman89 (17/20)",0,341.75,"C DeMarcus Cousins SF Kevin Durant SG Jrue Holiday G Rajon Rondo PF Zach Randolph F Jonathon Simmons UTIL Jakarr Sampson PG Quinn Cook",NA,"Nikola Vucevic","C","4.79%",61.5
