"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PG","Antonio Blakeney",3100,"CHI@IND 12/06/2017 07:00PM ET",10.682,"CHI","IND",0,0,0
"PF/C","Marreese Speights",3100,"ATL@ORL 12/06/2017 07:00PM ET",13.105,"ORL","ATL",0,12.7,0
"PG","Ramon Sessions",3100,"MEM@NY 12/06/2017 07:30PM ET",11.4,"NY","MEM",0,0,0
"PG/SG","Langston Galloway",3100,"DET@MIL 12/06/2017 08:00PM ET",10.545,"DET","MIL",0,8,0
"SG/SF","Tony Allen",3100,"DEN@NO 12/06/2017 08:00PM ET",9.288,"NO","DEN",0,9.8,10
"PF","Nerlens Noel",3000,"DAL@BOS 12/06/2017 07:30PM ET",12.132,"DAL","BOS",0,0,0
"SG","Antonius Cleveland",3000,"DAL@BOS 12/06/2017 07:30PM ET",3.35,"DAL","BOS",0,0,0
"PF/C","Josh McRoberts",3000,"DAL@BOS 12/06/2017 07:30PM ET",0,"DAL","BOS",0,0,0
"C","Jeff Withey",3000,"DAL@BOS 12/06/2017 07:30PM ET",3.781,"DAL","BOS",0,0,0
"PF/C","Johnathan Motley",3000,"DAL@BOS 12/06/2017 07:30PM ET",0,"DAL","BOS",0,0,0
"SF","Dorian Finney-Smith",3000,"DAL@BOS 12/06/2017 07:30PM ET",5.875,"DAL","BOS",0,0,0
"PF","Abdel Nader",3000,"DAL@BOS 12/06/2017 07:30PM ET",3.432,"BOS","DAL",0,6.4,7.5
"PF/C","Guerschon Yabusele",3000,"DAL@BOS 12/06/2017 07:30PM ET",4.393,"BOS","DAL",0,0,10.5
"SG","Kadeem Allen",3000,"DAL@BOS 12/06/2017 07:30PM ET",0,"BOS","DAL",0,0,0
"SG/SF","Gordon Hayward",3000,"DAL@BOS 12/06/2017 07:30PM ET",3.25,"BOS","DAL",0,0,0
"SG","Jabari Bird",3000,"DAL@BOS 12/06/2017 07:30PM ET",2.125,"BOS","DAL",0,0,0
"PG","Edmond Sumner",3000,"CHI@IND 12/06/2017 07:00PM ET",0,"IND","CHI",0,0,0
"SF/PF","TJ Leaf",3000,"CHI@IND 12/06/2017 07:00PM ET",7.363,"IND","CHI",0,0,0
"SF","Alex Poythress",3000,"CHI@IND 12/06/2017 07:00PM ET",1.917,"IND","CHI",0,0,0
"PF/C","Ike Anigbogu",3000,"CHI@IND 12/06/2017 07:00PM ET",2,"IND","CHI",0,0,0
"PG/SG","Joe Young",3000,"CHI@IND 12/06/2017 07:00PM ET",4.827,"IND","CHI",0,0,0
"SG/SF","Damien Wilkins",3000,"CHI@IND 12/06/2017 07:00PM ET",3.038,"IND","CHI",0,0,0
"PF/C","Cristiano Felicio",3000,"CHI@IND 12/06/2017 07:00PM ET",9.288,"CHI","IND",0,9.3,0
"SG/SF","Quincy Pondexter",3000,"CHI@IND 12/06/2017 07:00PM ET",6.133,"CHI","IND",0,0,0
"PG","Ryan Arcidiacono",3000,"CHI@IND 12/06/2017 07:00PM ET",1.5,"CHI","IND",0,0,0
"PG","Kay Felder",3000,"CHI@IND 12/06/2017 07:00PM ET",7.923,"CHI","IND",0,0,0
"PG/SG","Cameron Payne",3000,"CHI@IND 12/06/2017 07:00PM ET",0,"CHI","IND",0,0,0
"PF","Jack Cooley",3000,"SAC@CLE 12/06/2017 07:00PM ET",4.75,"SAC","CLE",0,0,0
"SG/SF","Vince Carter",3000,"SAC@CLE 12/06/2017 07:00PM ET",6.714,"SAC","CLE",0,8.3,9
"SG/SF","Malachi Richardson",3000,"SAC@CLE 12/06/2017 07:00PM ET",6.979,"SAC","CLE",0,0,0
"SF/PF","Jakarr Sampson",3000,"SAC@CLE 12/06/2017 07:00PM ET",8.333,"SAC","CLE",0,16.3,0
"PF/C","Harry Giles",3000,"SAC@CLE 12/06/2017 07:00PM ET",0,"SAC","CLE",0,0,0
"C","Georgios Papagiannis",3000,"SAC@CLE 12/06/2017 07:00PM ET",5.313,"SAC","CLE",0,0,0
"SG/SF","Cedi Osman",3000,"SAC@CLE 12/06/2017 07:00PM ET",4.375,"CLE","SAC",0,0,0
"SG/SF","John Holland",3000,"SAC@CLE 12/06/2017 07:00PM ET",1.833,"CLE","SAC",0,0,0
"PG","Jose Calderon",3000,"SAC@CLE 12/06/2017 07:00PM ET",6.967,"CLE","SAC",0,12.1,3.5
"PG","London Perrantes",3000,"SAC@CLE 12/06/2017 07:00PM ET",0,"CLE","SAC",0,0,0
"PF/C","Khem Birch",3000,"ATL@ORL 12/06/2017 07:00PM ET",2.667,"ORL","ATL",0,0,0
"SG/SF","Wes Iwundu",3000,"ATL@ORL 12/06/2017 07:00PM ET",3.286,"ORL","ATL",0,0,0
"PF","Adreian Payne",3000,"ATL@ORL 12/06/2017 07:00PM ET",0,"ORL","ATL",0,0,0
"SG/SF","Jamel Artis",3000,"ATL@ORL 12/06/2017 07:00PM ET",0,"ORL","ATL",0,0,0
"SG","Nicolas Brussino",3000,"ATL@ORL 12/06/2017 07:00PM ET",1.25,"ATL","ORL",0,0,0
"PG/SG","Tyler Dorsey",3000,"ATL@ORL 12/06/2017 07:00PM ET",4.188,"ATL","ORL",0,0,0
"PG","Josh Magette",3000,"ATL@ORL 12/06/2017 07:00PM ET",6.188,"ATL","ORL",0,0,0
"PG/SG","Wayne Selden",3000,"MEM@NY 12/06/2017 07:30PM ET",8.25,"MEM","NY",0,0,0
"SG","Kobi Simmons",3000,"MEM@NY 12/06/2017 07:30PM ET",2,"MEM","NY",0,0,0
"PF","Vince Hunter",3000,"MEM@NY 12/06/2017 07:30PM ET",4,"MEM","NY",0,0,0
"PF/C","Ivan Rabb",3000,"MEM@NY 12/06/2017 07:30PM ET",0,"MEM","NY",0,0,0
"PF","Isaiah Hicks",3000,"MEM@NY 12/06/2017 07:30PM ET",0,"NY","MEM",0,0,0
"PG/SG","Ron Baker",3000,"MEM@NY 12/06/2017 07:30PM ET",9.643,"NY","MEM",0,0,0
"PF","Luke Kornet",3000,"MEM@NY 12/06/2017 07:30PM ET",0,"NY","MEM",0,0,0
"PG","Marcus Paige",3000,"GS@CHA 12/06/2017 08:00PM ET",2.5,"CHA","GS",0,0,0
"PF/C","Mangok Mathiang",3000,"GS@CHA 12/06/2017 08:00PM ET",2.5,"CHA","GS",0,0,0
"PF/C","Johnny O'Bryant III",3000,"GS@CHA 12/06/2017 08:00PM ET",9.406,"CHA","GS",0,0,0
"PG/SG","Julyan Stone",3000,"GS@CHA 12/06/2017 08:00PM ET",9.625,"CHA","GS",0,0,0
"SG/SF","Treveon Graham",3000,"GS@CHA 12/06/2017 08:00PM ET",10.271,"CHA","GS",0,0,8.25
"C","JaVale McGee",3000,"GS@CHA 12/06/2017 08:00PM ET",8.727,"GS","CHA",0,0,9.25
"PG","Quinn Cook",3000,"GS@CHA 12/06/2017 08:00PM ET",5.167,"GS","CHA",0,17.4,16.75
"PF","Chris Boucher",3000,"GS@CHA 12/06/2017 08:00PM ET",0,"GS","CHA",0,0,0
"C","Damian Jones",3000,"GS@CHA 12/06/2017 08:00PM ET",0,"GS","CHA",0,0,0
"SF/PF","Kevon Looney",3000,"GS@CHA 12/06/2017 08:00PM ET",9.486,"GS","CHA",0,0,5.5
"PG/SG","Patrick Beverley",3000,"MIN@LAC 12/06/2017 10:30PM ET",25.977,"LAC","MIN",0,0,0
"PG/SG","Aaron Brooks",3000,"MIN@LAC 12/06/2017 10:30PM ET",3.958,"MIN","LAC",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"MIN@LAC 12/06/2017 10:30PM ET",0.917,"MIN","LAC",0,0,0
"C","Justin Patton",3000,"MIN@LAC 12/06/2017 10:30PM ET",0,"MIN","LAC",0,0,0
"SG/SF","Anthony Brown",3000,"MIN@LAC 12/06/2017 10:30PM ET",0,"MIN","LAC",0,0,0
"C","Cole Aldrich",3000,"MIN@LAC 12/06/2017 10:30PM ET",1.15,"MIN","LAC",0,0,0
"PG","Jawun Evans",3000,"MIN@LAC 12/06/2017 10:30PM ET",8.967,"LAC","MIN",0,0,14.5
"PF/C","Brice Johnson",3000,"MIN@LAC 12/06/2017 10:30PM ET",5.542,"LAC","MIN",0,0,0
"SG","CJ Williams",3000,"MIN@LAC 12/06/2017 10:30PM ET",6.222,"LAC","MIN",0,7.9,5
"C","Willie Reed",3000,"MIN@LAC 12/06/2017 10:30PM ET",10.345,"LAC","MIN",0,0,0
"PF","Joel Bolomboy",3000,"DET@MIL 12/06/2017 08:00PM ET",3,"MIL","DET",0,0,0
"PF/C","DJ Wilson",3000,"DET@MIL 12/06/2017 08:00PM ET",1.906,"MIL","DET",0,0,0
"PG/SG","Jason Terry",3000,"DET@MIL 12/06/2017 08:00PM ET",5.972,"MIL","DET",0,0,0
"SG","Sterling Brown",3000,"DET@MIL 12/06/2017 08:00PM ET",4.45,"MIL","DET",0,0,0
"PG/SF","Rashad Vaughn",3000,"DET@MIL 12/06/2017 08:00PM ET",4.75,"MIL","DET",0,0,23.25
"SG","Gary Payton II",3000,"DET@MIL 12/06/2017 08:00PM ET",4,"MIL","DET",0,0,0
"PF/C","Eric Moreland",3000,"DET@MIL 12/06/2017 08:00PM ET",7.525,"DET","MIL",0,8.7,8.25
"PF/C","Jon Leuer",3000,"DET@MIL 12/06/2017 08:00PM ET",11.813,"DET","MIL",0,0,0
"PF/C","Henry Ellenson",3000,"DET@MIL 12/06/2017 08:00PM ET",10.094,"DET","MIL",0,0,0
"PG","Dwight Buycks",3000,"DET@MIL 12/06/2017 08:00PM ET",0,"DET","MIL",0,0,0
"SF","Luis Montero",3000,"DET@MIL 12/06/2017 08:00PM ET",0,"DET","MIL",0,0,0
"SG/SF","Reggie Bullock",3000,"DET@MIL 12/06/2017 08:00PM ET",7.091,"DET","MIL",0,0,0
"C","Boban Marjanovic",3000,"DET@MIL 12/06/2017 08:00PM ET",8,"DET","MIL",0,0,0
"PF","Cheick Diallo",3000,"DEN@NO 12/06/2017 08:00PM ET",5.55,"NO","DEN",0,0,0
"PF","Tyler Lydon",3000,"DEN@NO 12/06/2017 08:00PM ET",0,"DEN","NO",0,0,0
"SF/PF","Richard Jefferson",3000,"DEN@NO 12/06/2017 08:00PM ET",3.219,"DEN","NO",0,0,0
"SG","Malik Beasley",3000,"DEN@NO 12/06/2017 08:00PM ET",6.197,"DEN","NO",0,0,14.75
"SG/SF","Torrey Craig",3000,"DEN@NO 12/06/2017 08:00PM ET",1.25,"DEN","NO",0,0,0
"PF","Darrell Arthur",3000,"DEN@NO 12/06/2017 08:00PM ET",2.75,"DEN","NO",0,0,0
"PG","Monte Morris",3000,"DEN@NO 12/06/2017 08:00PM ET",0,"DEN","NO",0,0,0
"C","Omer Asik",3000,"DEN@NO 12/06/2017 08:00PM ET",8.75,"NO","DEN",0,8.6,8.5
"SF","Jalen Jones",3000,"DEN@NO 12/06/2017 08:00PM ET",2.667,"NO","DEN",0,0,0
"SF/PF","Solomon Hill",3000,"DEN@NO 12/06/2017 08:00PM ET",0,"NO","DEN",0,0,0
"PG","Frank Jackson",3000,"DEN@NO 12/06/2017 08:00PM ET",0,"NO","DEN",0,0,0
"SG","Charles Cooke",3000,"DEN@NO 12/06/2017 08:00PM ET",2.75,"NO","DEN",0,0,0
"C","Alexis Ajinca",3000,"DEN@NO 12/06/2017 08:00PM ET",0,"NO","DEN",0,0,0
"SG/SF","Darrun Hilliard",3000,"MIA@SA 12/06/2017 08:30PM ET",2.167,"SA","MIA",0,0,0
"PF/C","Joffrey Lauvergne",3000,"MIA@SA 12/06/2017 08:30PM ET",9.396,"SA","MIA",0,0,0
"PG/SG","Derrick White",3000,"MIA@SA 12/06/2017 08:30PM ET",7.25,"SA","MIA",0,0,0
"PF","Matt Costello",3000,"MIA@SA 12/06/2017 08:30PM ET",12.25,"SA","MIA",0,0,0
"SF/PF","Davis Bertans",3000,"MIA@SA 12/06/2017 08:30PM ET",7.329,"SA","MIA",0,10.8,16.25
"SG/SF","Rodney McGruder",3000,"MIA@SA 12/06/2017 08:30PM ET",0,"MIA","SA",0,0,0
"SF/PF","Okaro White",3000,"MIA@SA 12/06/2017 08:30PM ET",8.45,"MIA","SA",0,0,0
"PG/SG","Derrick Walton",3000,"MIA@SA 12/06/2017 08:30PM ET",1.417,"MIA","SA",0,0,0
"SG","Matt Williams",3000,"MIA@SA 12/06/2017 08:30PM ET",0,"MIA","SA",0,0,0
"PF/C","Jordan Mickey",3000,"MIA@SA 12/06/2017 08:30PM ET",8.6,"MIA","SA",0,0,0
"C","AJ Hammons",3000,"MIA@SA 12/06/2017 08:30PM ET",0,"MIA","SA",0,0,0
"PF/C","Udonis Haslem",3000,"MIA@SA 12/06/2017 08:30PM ET",1.625,"MIA","SA",0,0,0
