Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,974366180,ryan7962 (2/3),0,304.25,SG James Harden C Karl-Anthony Towns UTIL Eric Gordon F Jayson Tatum SF Marcus Smart G Ish Smith PF Bismack Biyombo PG Tyus Jones,,Al Horford,C,26.80%,26
11,974501009,itzpest,0,304.25,PG James Harden C Karl-Anthony Towns SG Eric Gordon PF Jayson Tatum SF Marcus Smart G Ish Smith F Bismack Biyombo UTIL Tyus Jones,,Tobias Harris,PF,25.26%,29.75
11,974525382,todfrompa (1/5),0,304.25,SG James Harden C Karl-Anthony Towns UTIL Eric Gordon F Jayson Tatum SF Marcus Smart G Ish Smith PF Bismack Biyombo PG Tyus Jones,,Eric Gordon,SG,13.60%,35.75
11,974531273,todfrompa (2/5),0,304.25,SG James Harden C Karl-Anthony Towns UTIL Eric Gordon F Jayson Tatum SF Marcus Smart G Ish Smith PF Bismack Biyombo PG Tyus Jones,,Kawhi Leonard,F,12.33%,0
11,974531420,todfrompa (3/5),0,304.25,SG James Harden C Karl-Anthony Towns UTIL Eric Gordon F Jayson Tatum SF Marcus Smart G Ish Smith PF Bismack Biyombo PG Tyus Jones,,Terry Rozier,G,11.19%,27.75
11,974531425,todfrompa (4/5),0,304.25,SG James Harden C Karl-Anthony Towns UTIL Eric Gordon F Jayson Tatum SF Marcus Smart G Ish Smith PF Bismack Biyombo PG Tyus Jones,,Langston Galloway,PG,10.32%,4.5
11,974531430,todfrompa (5/5),0,304.25,SG James Harden C Karl-Anthony Towns UTIL Eric Gordon F Jayson Tatum SF Marcus Smart G Ish Smith PF Bismack Biyombo PG Tyus Jones,,Courtney Lee,F,9.02%,24
18,974464450,semienkid (1/2),0,303.5,SG James Harden SF Giannis Antetokounmpo PF Jayson Tatum F Marcus Smart UTIL Ish Smith C Bismack Biyombo G Shabazz Napier PG Tyus Jones,,Al-Farouq Aminu,F,7.63%,13.5
19,974413773,Keno7777 (1/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Kyrie Irving,PG,6.96%,40.5
19,974413794,Keno7777 (2/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Ryan Anderson,PF,6.64%,24.5
19,974413841,Keno7777 (3/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Ed Davis,F,6.61%,14.5
19,974413859,Keno7777 (4/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Andrew Wiggins,SF,5.63%,29.75
19,974413900,Keno7777 (5/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Andre Drummond,UTIL,5.31%,55
19,974413915,Keno7777 (6/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Giannis Antetokounmpo,SF,5.22%,38.5
19,974413930,Keno7777 (7/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Elfrid Payton,PG,4.73%,42.5
19,974418229,Keno7777 (12/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Shabazz Napier,UTIL,4.58%,35.75
19,974418747,Keno7777 (13/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Robert Covington,SF,3.25%,14.5
19,974418764,Keno7777 (14/19),0,302.5,SG James Harden C Karl-Anthony Towns UTIL Eric Bledsoe SF Jayson Tatum PG Ish Smith PF Bismack Biyombo F Reggie Bullock G Tyus Jones,,Khris Middleton,UTIL,3.16%,30.75
29,974216983,btjordan23,0,302.25,UTIL James Harden C Karl-Anthony Towns F Khris Middleton SF Marcus Smart PG Ish Smith PF Bismack Biyombo G Shabazz Napier SG Tyus Jones,,Aaron Gordon,PF,3.13%,26.25
29,974245896,kevinlinhart34 (1/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,JJ Redick,SG,2.84%,25.25
29,974245912,kevinlinhart34 (2/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Evan Fournier,F,2.44%,32.25
29,974245925,kevinlinhart34 (3/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Taj Gibson,C,2.32%,22.25
29,974245934,kevinlinhart34 (4/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Jamal Crawford,UTIL,2.32%,16.75
29,974245949,kevinlinhart34 (5/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Malcolm Brogdon,PG,2.20%,25.25
29,974245958,kevinlinhart34 (6/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Kristaps Porzingis,C,2.09%,40.25
29,974245968,kevinlinhart34 (7/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Eric Bledsoe,PG,2.00%,47.75
29,974245979,kevinlinhart34 (8/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Dario Saric,F,1.83%,47.25
29,974250875,kevinlinhart34 (9/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Joel Embiid,C,1.68%,47.75
29,974250956,kevinlinhart34 (10/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Ben Simmons,UTIL,1.39%,34.5
29,974367025,kevinlinhart34 (11/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Pau Gasol,PF,1.33%,43.25
29,974367123,kevinlinhart34 (12/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,John Henson,C,1.07%,21
29,974367362,kevinlinhart34 (13/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Nene Hilario,C,0.90%,19
29,974372064,kevinlinhart34 (14/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Damian Lillard,G,0.87%,0
29,974372170,kevinlinhart34 (15/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Doug McDermott,SF,0.87%,16.25
29,974372388,kevinlinhart34 (16/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Stanley Johnson,SF,0.84%,18
29,974372600,kevinlinhart34 (17/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,Enes Kanter,F,0.84%,20
29,974372829,kevinlinhart34 (18/18),0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,CJ McCollum,UTIL,0.81%,50.25
48,974287625,LuckyPapa,0,301.5,G James Harden C Andre Drummond PF Tobias Harris SF Trevor Ariza PG Ish Smith F Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,P.J. Tucker,F,0.81%,17.25
48,974314003,acr1051 (1/5),0,301.5,SG James Harden SF Khris Middleton C Pau Gasol UTIL Eric Gordon PF Jayson Tatum G Ish Smith F Bismack Biyombo PG Tyus Jones,,Evan Turner,UTIL,0.75%,11.5
48,974314007,acr1051 (2/5),0,301.5,SG James Harden SF Khris Middleton C Pau Gasol UTIL Eric Gordon PF Jayson Tatum G Ish Smith F Bismack Biyombo PG Tyus Jones,,Jusuf Nurkic,UTIL,0.52%,42.5
48,974319150,acr1051 (3/5),0,301.5,SG James Harden SF Khris Middleton C Pau Gasol UTIL Eric Gordon PF Jayson Tatum G Ish Smith F Bismack Biyombo PG Tyus Jones,,LaMarcus Aldridge,PF,0.44%,40.75
48,974319156,acr1051 (4/5),0,301.5,SG James Harden SF Khris Middleton C Pau Gasol UTIL Eric Gordon PF Jayson Tatum G Ish Smith F Bismack Biyombo PG Tyus Jones,,Michael Beasley,PF,0.35%,51
48,974319170,acr1051 (5/5),0,301.5,SG James Harden SF Khris Middleton C Pau Gasol UTIL Eric Gordon PF Jayson Tatum G Ish Smith F Bismack Biyombo PG Tyus Jones,,Manu Ginobili,SF,0.32%,6.25
54,973974111,ChipotleAddict (1/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Tony Snell,F,0.29%,10.5
54,973974112,ChipotleAddict (2/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Mario Hezonja,G,0.26%,8.75
54,973974113,ChipotleAddict (3/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Jonathon Simmons,F,0.26%,27
54,973974114,ChipotleAddict (4/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Zach Collins,PF,0.23%,8.5
54,973974115,ChipotleAddict (5/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Pat Connaughton,F,0.20%,17.5
54,973974116,ChipotleAddict (6/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Kyle O'Quinn,UTIL,0.17%,17.5
54,973974117,ChipotleAddict (7/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Aron Baynes,C,0.17%,5.75
54,973974118,ChipotleAddict (8/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Danny Green,G,0.15%,25
54,973974119,ChipotleAddict (9/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Gorgui Dieng,C,0.15%,10
54,973974120,ChipotleAddict (10/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Frank Ntilikina,PG,0.12%,35.25
54,973974121,ChipotleAddict (11/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Tony Parker,UTIL,0.12%,22.5
54,973974122,ChipotleAddict (12/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Anthony Tolliver,F,0.12%,6
54,973974123,ChipotleAddict (13/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Trevor Booker,C,0.12%,9.5
54,973974124,ChipotleAddict (14/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Marcus Morris,SF,0.12%,16.5
54,973974125,ChipotleAddict (15/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Rudy Gay,UTIL,0.12%,19.75
54,973974126,ChipotleAddict (16/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,D.J. Augustin,G,0.09%,10
54,973974127,ChipotleAddict (17/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Kyle Anderson,F,0.09%,27.5
54,973974128,ChipotleAddict (18/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Jarrett Jack,UTIL,0.09%,20.5
54,973974129,ChipotleAddict (19/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Tarik Black,PF,0.09%,9.25
54,973974130,ChipotleAddict (20/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Maurice Harkless,F,0.06%,18.5
54,973974131,ChipotleAddict (21/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,T.J. McConnell,UTIL,0.06%,29.75
54,973974132,ChipotleAddict (22/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Marreese Speights,PF,0.06%,26.75
54,973974133,ChipotleAddict (23/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Dejounte Murray,UTIL,0.06%,10.75
54,973974134,ChipotleAddict (24/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Daniel Theis,UTIL,0.06%,0.75
54,973974135,ChipotleAddict (25/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Amir Johnson,PF,0.06%,7.25
54,973974136,ChipotleAddict (26/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Jeff Teague,G,0.03%,0
54,973974137,ChipotleAddict (27/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Davis Bertans,F,0.03%,0
54,973974138,ChipotleAddict (28/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Jaylen Brown,F,0.03%,0
54,973974139,ChipotleAddict (29/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Jerryd Bayless,SG,0.03%,4
54,973974140,ChipotleAddict (30/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,Shelvin Mack,PG,0.03%,0
54,973974141,ChipotleAddict (31/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974142,ChipotleAddict (32/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974143,ChipotleAddict (33/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974144,ChipotleAddict (34/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974145,ChipotleAddict (35/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974146,ChipotleAddict (36/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974147,ChipotleAddict (37/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974148,ChipotleAddict (38/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974149,ChipotleAddict (39/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974150,ChipotleAddict (40/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974151,ChipotleAddict (41/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974152,ChipotleAddict (42/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974153,ChipotleAddict (43/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974154,ChipotleAddict (44/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974155,ChipotleAddict (45/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974156,ChipotleAddict (46/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974157,ChipotleAddict (47/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974158,ChipotleAddict (48/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974159,ChipotleAddict (49/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974160,ChipotleAddict (50/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974161,ChipotleAddict (51/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974162,ChipotleAddict (52/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974163,ChipotleAddict (53/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974164,ChipotleAddict (54/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974165,ChipotleAddict (55/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974166,ChipotleAddict (56/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974167,ChipotleAddict (57/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974168,ChipotleAddict (58/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974169,ChipotleAddict (59/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974170,ChipotleAddict (60/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974171,ChipotleAddict (61/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974172,ChipotleAddict (62/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974173,ChipotleAddict (63/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974174,ChipotleAddict (64/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974175,ChipotleAddict (65/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974176,ChipotleAddict (66/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974177,ChipotleAddict (67/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974178,ChipotleAddict (68/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
54,973974179,ChipotleAddict (69/103),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
