"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Tyreke Evans","PG/SGPGSG","MEM","vs LAC","27th",98,7900,24.5,63.8,33.7,1.13,27.9,14.6,29.9,33.94,41.34,41.34,"%",67,5.2,38,64.75,8.2
"Bradley Beal","SG","WAS","vs ORL","17th",111,7800,20.6,61.4,37,1.07,29.3,18.9,34.7,36,38.09,38.09,"%",69,4.9,30,26.25,3.4
"C.J. McCollum","PG/SGPGSG","POR","@ LAL","20th",99,7700,22.2,47.2,33,0.91,25.8,17.7,36.2,37.61,32.91,32.91,"%",78,4.3,35,33.25,4.3
"Nikola Jokic","C","DEN","@ GSW","7th",103.5,7600,23.2,71.1,39.5,1.36,23.3,11.8,29,34.85,43.74,43.74,"%",65,5.8,36,38.25,5
"Khris Middleton","SG/SFSGSF","MIL","@ CHA","19th",105.25,7600,22.3,64.1,36.5,0.99,24.8,16,36.7,38.8,40.24,40.24,"%",67,5.3,40,47.75,6.3
"LaMarcus Aldridge","PF/CPFC","SAS","@ SAC","25th",101,7600,26.7,59.8,38.5,1.17,29.1,17.3,32.8,34.82,40.88,40.88,"%",75,5.4,38,46,6.1
"Jrue Holiday","PG/SGPGSG","NOP","@ MIA","10th",106,7500,19.6,57.5,35.1,0.97,22.2,14.8,36.3,36.6,35.83,35.83,"%",69,4.8,30,28,3.7
"Dwight Howard","C","CHA","vs MIL","28th",106.25,7400,23.9,69.4,35.1,1.22,26.2,10.6,28.8,31.86,43.39,43.39,"%",63,5.9,32,47.5,6.4
"DeAndre Jordan","C","LAC","@ MEM","5th",99,7400,19,56.4,35.2,1.1,14.2,7.3,32,34,35.02,35.02,"%",70,4.7,36,30.5,4.1
"Al Horford","PF/CPFC","BOS","vs CHI","19th",105.75,7300,24,53.5,34.9,1.08,19.2,10.7,32.2,31.43,36.68,36.68,"%",76,5,27,29.5,4
"Draymond Green","PF/CPFC","GSW","vs DEN","17th",111.5,7200,26.5,56.8,35.9,1.13,16,7.8,31.7,33,39.47,39.47,"%",76,5.5,33,32.75,4.5
"Klay Thompson","SG","GSW","vs DEN","11th",111.5,7100,22.2,46.3,33.4,0.99,24.6,16.5,33.7,33.7,32.55,32.55,"%",79,4.6,34,32.25,4.5
"Paul George","SF","OKC","@ UTA","6th",97.75,7100,17,59.6,37.8,1.03,25.5,16.6,36.6,35.58,35.26,35.26,"%",68,5,37,50.75,7.1
"Louis Williams","PG/SGPGSG","LAC","@ MEM","13th",99,7000,18.8,62.8,32.9,1.08,28.9,15.1,30.6,36.05,37.64,37.64,"%",62,5.4,34,44.5,6.4
"Dennis Schroder","PG","ATL","vs DAL","21st",100.75,6900,23.2,50,34.8,1.1,29.8,17.3,31.5,31.25,34.69,34.69,"%",78,5,36,50.25,7.3
"Lonzo Ball","PG","LAL","vs POR","3rd",101,6900,10.7,56.7,33.6,1.01,17.9,11,33.3,35.9,30.44,30.44,"%",61,4.4,36,42.5,6.2
"Kris Dunn","PG/SGPGSG","CHI","@ BOS","18th",98.75,6900,25.5,62,31.2,1.11,25.8,12.5,28.1,34.36,41.13,41.13,"%",67,6,24,14,2
"Kemba Walker","PG","CHA","vs MIL","4th",106.25,6800,16.6,51.7,37.6,1.1,27.1,17,34.3,33.86,31.66,31.66,"%",73,4.7,33,33.75,5
"Donovan Mitchell","PG/SGPGSG","UTA","vs OKC","10th",98.75,6800,23.9,64.6,30.2,1.02,29,15.5,29.5,38,41.31,41.31,"%",61,6.1,37,39.75,5.8
"Kyle Kuzma","SF/PFSFPF","LAL","vs POR","12th",101,6700,17.6,56.5,30.6,0.99,22,13.2,30.8,36.2,34.25,34.25,"%",64,5.1,34,32.75,4.9
"Jusuf Nurkic","C","POR","@ LAL","15th",99,6700,14.1,56,29.5,1.09,29,13.1,27.1,29.29,32.07,32.07,"%",59,4.8,16,15.25,2.3
"T.J. Warren","SF/PFSFPF","PHX","vs MIN","11th",104.25,6600,10.3,52.1,30.8,0.99,26.6,16,31.1,31.86,28.23,28.23,"%",61,4.3,38,43.25,6.6
"Kent Bazemore","SG/SFSGSF","ATL","vs DAL","14th",100.75,6600,12.5,46.9,28.6,1.01,22.2,10.3,28.2,28.39,27.23,27.23,"%",66,4.1,28,31.5,4.8
"Jonathon Simmons","SG/SFSGSF","ORL","@ WAS","3rd",100,6500,11.5,45.7,24.7,0.87,24.8,12.1,28.3,34.4,26.18,26.18,"%",60,4,24,19.5,3
"Myles Turner","C","IND","vs BKN","18th",112,6500,15.9,49.6,31,1.05,21.2,11.2,29.6,30.19,30.34,30.34,"%",69,4.7,38,48.25,7.4
"Nikola Mirotic","PF/CPFC","CHI","@ BOS","10th",98.75,6500,16.4,54.7,32.7,1.3,26.6,12.6,25.1,26.21,32.81,32.81,"%",66,5,22,23.75,3.7
"Harrison Barnes","SF/PFSFPF","DAL","@ ATL","28th",101.75,6500,25.5,50.4,32.1,0.93,25.4,15.4,34.4,34.39,36.21,36.21,"%",78,5.6,34,31.5,4.8
"Josh Richardson","SG/SFSGSF","MIA","vs NOP","30th",102,6400,14.8,52.8,23.2,0.71,17.9,10.1,32.6,38.04,31.08,31.08,"%",53,4.9,36,22,3.4
"Eric Bledsoe","PG/SGPGSG","MIL","@ CHA","15th",105.25,6400,21.9,57.8,33.5,1.08,28,14.2,31,36,37.3,37.3,"%",69,5.8,31,32.75,5.1
"Spencer Dinwiddie","PG/SGPGSG","BKN","@ IND","13th",103,6400,14.7,53,29.1,1.11,21,10.5,26.2,29.14,31.12,31.12,"%",62,4.9,38,41.25,6.4
"Rodney Hood","SG/SFSGSF","UTA","vs OKC","10th",98.75,6400,16.1,47.8,26.6,0.95,28.3,14.7,28,28.54,29.68,29.68,"%",66,4.6,30,14.25,2.2
"Steven Adams","C","OKC","@ UTA","2nd",97.75,6400,13.9,44.4,30.1,0.94,16.6,9.1,31.9,34.8,26.97,26.97,"%",71,4.2,31,27.25,4.3
"Gary Harris","SG","DEN","@ GSW","14th",103.5,6300,22.2,50,29.4,0.87,19.8,13,33.8,36,34.09,34.09,"%",73,5.4,35,28.5,4.5
"Taurean Prince","SG/SFSGSF","ATL","vs DAL","14th",100.75,6300,12,44.5,26.5,0.87,20.3,11,30.6,31,25.92,25.92,"%",65,4.1,28,20.25,3.2
"James Johnson","SF/PFSFPF","MIA","vs NOP","27th",102,6200,11.4,49.4,26.5,0.98,20.9,8.4,27,28,27.69,27.69,"%",59,4.5,8,10.75,1.7
"Jeff Teague","PG","MIN","@ PHX","28th",112.25,6200,18.6,54,31.3,0.93,20,11.2,33.7,34.85,33.77,33.77,"%",68,5.4,33,27.25,4.4
"Rondae Hollis-Jefferson","SF/PFSFPF","BKN","@ IND","16th",103,6200,16.5,53.8,28.5,1.04,22.6,10.5,27.5,30.92,32.5,32.5,"%",63,5.2,36,35.5,5.7
"Zach Randolph","PF/CPFC","SAC","vs SAS","4th",95,6100,11.7,53.5,29.7,1.16,27.4,12.8,25.5,25.65,29.63,29.63,"%",60,4.9,31,25.5,4.2
"Thaddeus Young","SF/PFSFPF","IND","vs BKN","18th",112,6100,16.7,43.9,27.9,0.85,17.5,11.3,33,31.52,28.34,28.34,"%",72,4.6,26,16.5,2.7
"Goran Dragic","PG","MIA","vs NOP","24th",102,6000,12.9,40.6,29.9,0.96,26.1,13.7,31,25.48,24.79,24.79,"%",74,4.1,29,22.5,3.8
"Andrew Wiggins","SG/SFSGSF","MIN","@ PHX","18th",112.25,6000,15.2,44.1,28.7,0.79,23.7,15.6,36.2,36.51,27.6,27.6,"%",71,4.6,30,23.5,3.9
"Jamal Murray","PG/SGPGSG","DEN","@ GSW","14th",103.5,5900,8.6,51.9,24.7,0.9,24.1,12.3,27.3,27.6,27.16,27.16,"%",50,4.6,26,33,5.6
"Kelly Olynyk","PF/CPFC","MIA","vs NOP","23rd",102,5900,17.7,51.2,22.1,1.01,20.7,6.9,21.9,32,32.1,32.1,"%",57,5.4,25,27,4.6
"Elfrid Payton","PG","ORL","@ WAS","14th",100,5900,14.2,48.5,27.7,0.99,20.7,9.6,27.9,29.8,28.88,28.88,"%",65,4.9,35,61.25,10.4
"Otto Porter","SF/PFSFPF","WAS","vs ORL","29th",111,5900,15.8,61.1,30.1,0.98,19.1,11.5,30.6,33,35.21,35.21,"%",57,6,22,29.5,5
"Pau Gasol","PF/CPFC","SAS","@ SAC","27th",101,5900,12.1,50.9,27.8,1.14,20.2,8.3,24.3,24.5,28.76,28.76,"%",60,4.9,30,47.75,8.1
"Taj Gibson","PF/CPFC","MIN","@ PHX","29th",112.25,5900,16.9,49,26.7,0.81,14.5,8.4,32.9,34.68,30.69,30.69,"%",66,5.2,34,22.5,3.8
"Carmelo Anthony","SF/PFSFPF","OKC","@ UTA","6th",97.75,5900,14.4,41.3,30.9,0.95,25.2,15.9,32.5,32.46,25.9,25.9,"%",75,4.4,35,29.5,5
"Will Barton","SG/SFSGSF","DEN","@ GSW","30th",103.5,5800,15.6,55,30.4,0.99,21.4,12.2,30.6,28,32.51,32.51,"%",63,5.6,28,32.75,5.6
"Rajon Rondo","PG","NOP","@ MIA","10th",106,5700,3.9,50.9,25.8,1.06,16.2,6.6,24.4,24.5,24.08,24.08,"%",48,4.2,22,13.75,2.4
"Kentavious Caldwell-Pope","SG","LAL","vs POR","7th",101,5700,18,46.7,28.3,0.83,18.3,12.3,34.3,35,30.28,30.28,"%",71,5.3,33,28.25,5
"Derrick Favors","PF/CPFC","UTA","vs OKC","12th",98.75,5700,14,52.6,25.3,0.94,19.6,9,26.8,28.2,30.54,30.54,"%",56,5.4,34,24,4.2
"Ricky Rubio","PG","UTA","vs OKC","1st",98.75,5700,7.9,43.2,26.3,0.92,23.2,9.9,28.7,31.11,23.02,23.02,"%",62,4,22,16.75,2.9
"Jayson Tatum","SF/PFSFPF","BOS","vs CHI","17th",105.75,5700,14.7,41.6,26.7,0.89,18.1,9.1,30,30.18,26.26,26.26,"%",71,4.6,32,31.75,5.6
"Marcin Gortat","C","WAS","vs ORL","20th",111,5600,12.4,43.6,25.2,0.92,15.2,7,27.5,26.09,25.75,25.75,"%",65,4.6,15,10.75,1.9
"Alex Len","PF/CPFC","PHX","vs MIN","30th",104.25,5600,25.5,61.8,25.1,1.16,17.5,6.1,21.6,28.34,41.04,41.04,"%",59,7.3,16,14,2.5
"Darren Collison","PG","IND","vs BKN","30th",112,5500,17.7,55.4,27.8,0.93,17.4,9.4,29.9,30.38,33.84,33.84,"%",61,6.2,38,30,5.5
"Jaylen Brown","SG/SFSGSF","BOS","vs CHI","17th",105.75,5500,14.4,40.3,26.7,0.87,21.3,11.3,30.8,30.69,25.47,25.47,"%",72,4.6,27,34.25,6.2
"John Collins","PF/CPFC","ATL","vs DAL","24th",100.75,5500,16.7,47.3,24.8,1.1,21.4,7.9,22.5,28.62,29.79,29.79,"%",65,5.4,20,21,3.8
"Tyler Johnson","PG/SGPGSG","MIA","vs NOP","30th",102,5400,16.2,45.4,21.8,0.78,19.1,9.3,27.9,32.62,28.74,28.74,"%",62,5.3,28,29.25,5.4
"Austin Rivers","PG/SGPGSG","LAC","@ MEM","13th",99,5400,16.7,52.7,26.9,0.83,22.8,13.7,32.6,38,32.11,32.11,"%",62,5.9,33,48.75,9
"Domantas Sabonis","PF/CPFC","IND","vs BKN","18th",112,5400,10.8,41.3,26,1.1,22.7,8.5,23.7,22.04,23.85,23.85,"%",66,4.4,28,35.25,6.5
"Nicolas Batum","SG/SFSGSF","CHA","vs MIL","29th",106.25,5300,12.9,46.3,24.5,0.81,16.8,9.3,30.2,31.13,27.21,27.21,"%",61,5.1,35,32.75,6.2
"Julius Randle","PF/CPFC","LAL","vs POR","2nd",101,5300,11,40.2,25,1.14,24.3,8.8,21.9,27.56,23.51,23.51,"%",67,4.4,22,28.25,5.3
"Marcus Smart","SG/SFSGSF","BOS","vs CHI","26th",105.75,5300,16.5,43.5,24.6,0.81,19.8,9.3,30.2,33.02,28.03,28.03,"%",69,5.3,26,22.25,4.2
"Justin Holiday","SG/SFSGSF","CHI","@ BOS","9th",98.75,5300,12,39.4,27.1,0.82,19.3,12.3,33.2,31.75,23.75,23.75,"%",71,4.5,25,24.25,4.6
"Al-Farouq Aminu","SF/PFSFPF","POR","@ LAL","21st",99,5200,14.9,47.3,23.7,0.81,14.3,8.1,29.4,34.98,28.82,28.82,"%",61,5.5,22,22.5,4.3
"Larry Nance Jr.","SF/PFSFPF","LAL","vs POR","12th",101,5200,7.7,40.3,23,1.04,15.4,6.3,22.2,22.08,21.68,21.68,"%",60,4.2,10,9.25,1.8
"Caris LeVert","SG/SFSGSF","BKN","@ IND","16th",103,5200,16.9,46.3,24.5,0.95,21.6,9.7,25.9,27.62,29.53,29.53,"%",66,5.7,33,22,4.2
"Jeremy Lamb","SG/SFSGSF","CHA","vs MIL","29th",106.25,5200,16.2,49.3,26.8,1,24.4,11.9,26.8,27.86,30.37,30.37,"%",65,5.8,18,17,3.3
"Rudy Gay","SF/PFSFPF","SAS","@ SAC","2nd",101,5200,10.8,40,23.6,1.04,24.8,9.3,22.8,25.18,23.29,23.29,"%",65,4.5,16,13.5,2.6
"Willie Cauley-Stein","PF/CPFC","SAC","vs SAS","13th",95,5200,13.8,48.7,23.9,0.96,21.1,8.7,24.8,29.2,28.76,28.76,"%",58,5.5,31,41.25,7.9
"Shabazz Napier","PG/SGPGSG","POR","@ LAL","27th",99,5100,14.6,49.1,15.5,0.89,18.5,6.1,17.4,31.68,29.4,29.4,"%",37,5.8,35,39.75,7.8
"Lauri Markkanen","PF","CHI","@ BOS","10th",98.75,5100,13.6,41.5,29.4,1,22.9,12.9,29.5,26.97,25.54,25.54,"%",73,5,26,20.25,4
"Dennis Smith Jr.","PG/SGPGSG","DAL","@ ATL","23rd",101.75,5100,16.4,46.2,26.7,0.98,29.6,14,27.2,26,29.17,29.17,"%",68,5.7,22,13.75,2.7
"Joe Ingles","SG/SFSGSF","UTA","vs OKC","10th",98.75,5000,14.6,39.1,24.5,0.82,15.5,8.2,29.9,32.32,25.11,25.11,"%",71,5,33,24,4.8
"Jordan Clarkson","PG/SGPGSG","LAL","vs POR","7th",101,4900,2.9,37.5,22.6,1.05,28.2,11.8,21.6,18.2,17.75,17.75,"%",56,3.6,21,25.75,5.3
"Mike Scott","PF","WAS","vs ORL","22nd",111,4800,8,40.4,16.9,0.9,19.8,7,18.7,20.9,21.88,21.88,"%",45,4.6,17,22.5,4.7
"Isaiah Canaan","PG/SGPGSG","PHX","vs MIN","17th",104.25,4800,7.7,50.3,22.3,1.1,21.6,7,20.2,23.5,25.92,25.92,"%",45,5.4,30,31,6.5
"DeMarre Carroll","SF/PFSFPF","BKN","@ IND","3rd",103,4800,13.2,39.8,27.3,0.96,20,10.3,28.3,30.24,24.62,24.62,"%",72,5.1,36,45.25,9.4
"Denzel Valentine","SG/SFSGSF","CHI","@ BOS","9th",98.75,4800,8.2,42.6,22.8,0.81,16.6,9.1,28,32.86,22.94,22.94,"%",57,4.8,26,14.25,3
"Milos Teodosic","PG/SGPGSG","LAC","@ MEM","5th",99,4700,12.2,35.1,21.2,0.95,21.1,8.7,22.4,25.51,21.99,21.99,"%",69,4.7,32,17.25,3.7
"Kyle Anderson","PG/SFPGSF","SAS","@ SAC","2nd",101,4700,5.4,33.1,23.8,0.89,14.9,6.6,26.6,21.33,17.23,17.23,"%",67,3.7,26,14.75,3.1
"Juan Jose Barea","PG/SGPGSG","DAL","@ ATL","23rd",101.75,4700,18.3,41.4,25.3,1.14,26.5,10,22.2,22.4,28.22,28.22,"%",74,6,29,43,9.1
"Mason Plumlee","PF/CPFC","DEN","@ GSW","13th",103.5,4600,10.8,42.1,19.7,1.02,18.3,5.2,19.3,25,24.25,24.25,"%",55,5.3,24,14,3
"Omri Casspi","SF/PFSFPF","GSW","vs DEN","4th",111.5,4600,0.8,35.2,16.2,1.03,15.7,4.5,15.8,18.62,15.53,15.53,"%",39,3.4,21,16.25,3.5
"E'Twaun Moore","SG/SFSGSF","NOP","@ MIA","18th",106,4600,9,39.3,22.1,0.7,15.8,10.1,31.7,32,22.02,22.02,"%",61,4.8,27,19,4.1
"Kelly Oubre Jr.","SG/SFSGSF","WAS","vs ORL","29th",111,4600,12.3,43.2,22.3,0.82,19.4,9.2,27.3,25.48,25.58,25.58,"%",60,5.6,27,30.5,6.6
"Alec Burks","PG/SGPGSG","UTA","vs OKC","10th",98.75,4600,0,36.5,18.7,0.97,24.2,8.2,19.3,12.09,13.78,13.78,"%",39,3,12,11,2.4
"Bobby Portis","PF","CHI","@ BOS","10th",98.75,4600,3.9,36.5,24.8,1.2,26.2,10.1,20.7,15.68,17.88,17.88,"%",63,3.9,20,30.5,6.6
"Yogi Ferrell","PG/SGPGSG","DAL","@ ATL","23rd",101.75,4600,6.3,36.5,20,0.7,17.1,8.4,28.7,25.68,19.26,19.26,"%",57,4.2,24,12.5,2.7
"Buddy Hield","SG/SFSGSF","SAC","vs SAS","2nd",95,4500,3.7,42.3,21.8,0.98,25.5,10.7,22.3,23.25,20.23,20.23,"%",49,4.5,31,39.5,8.8
"Ersan Ilyasova","SF/PFSFPF","ATL","vs DAL","24th",100.75,4500,11.3,45,20.7,0.88,18,8.4,23.4,27.68,25.77,25.77,"%",54,5.7,35,36.75,8.2
"Dirk Nowitzki","PF/CPFC","DAL","@ ATL","19th",101.75,4500,13.4,38.7,23.2,0.94,20.8,9.8,24.8,24.77,24.25,24.25,"%",69,5.4,27,34.5,7.7
"Wesley Matthews","SG/SFSGSF","DAL","@ ATL","25th",101.75,4500,7.4,41,22.7,0.67,17.4,10.7,33.8,32.58,21.8,21.8,"%",58,4.8,33,18.5,4.1
"Trey Lyles","SF/PFSFPF","DEN","@ GSW","13th",103.5,4500,8.9,48.6,16.3,0.99,20.4,5.8,16.4,26.76,25.93,25.93,"%",30,5.8,29,26,5.8
"Wilson Chandler","SF/PFSFPF","DEN","@ GSW","30th",103.5,4500,17.1,47.1,21.5,0.71,15.2,8.5,30.3,34,29.95,29.95,"%",60,6.7,33,28.75,6.4
"Malcolm Brogdon","PG/SGPGSG","MIL","@ CHA","19th",105.25,4500,11.4,41,24.4,0.82,20.1,10.9,29.9,32,24.06,24.06,"%",65,5.3,32,17,3.8
"Mario Hezonja","SG","ORL","@ WAS","3rd",100,4500,2.2,43.1,11,0.82,17.1,4.4,13.4,26.3,19.7,19.7,"%",0,4.4,35,30.5,6.8
"George Hill","PG/SGPGSG","SAC","vs SAS","7th",95,4400,12.2,43.6,20.4,0.78,17,7.7,26,33.2,25.66,25.66,"%",56,5.8,34,19.5,4.4
"Tyson Chandler","C","PHX","vs MIN","30th",104.25,4400,10.4,39.8,21.9,0.88,10.7,4.2,25,24,22.97,22.97,"%",62,5.2,31,25.25,5.7
"Lance Stephenson","SG/SFSGSF","IND","vs BKN","26th",112,4400,13,41.2,20.1,0.92,19.4,7.4,21.8,24.39,25.1,25.1,"%",60,5.7,24,17.5,4
"Robin Lopez","C","CHI","@ BOS","6th",98.75,4400,10.2,33.8,24.6,0.84,20.5,11.3,29.4,26.86,20.33,20.33,"%",73,4.6,16,17,3.9
"Jordan Bell","PF/CPFC","GSW","vs DEN","17th",111.5,4300,14.7,50.4,14.8,1.16,14.1,3.3,12.8,26,30.03,30.03,"%",31,7,22,28.5,6.6
"John Henson","C","MIL","@ CHA","20th",105.25,4300,11,43.5,21.6,0.92,15.3,5.6,23.4,27.2,24.92,24.92,"%",57,5.8,28,23.75,5.5
"Markieff Morris","SF/PFSFPF","WAS","vs ORL","22nd",111,4300,6.1,36.7,18.8,0.82,21.8,8.7,22.8,23.46,19.19,19.19,"%",53,4.5,27,23.25,5.4
"Dejounte Murray","PG","SAS","@ SAC","16th",101,4300,0,29.4,17.9,0.96,19.3,6.4,18.6,6.36,6,6,"%",35,1.4,24,32.75,7.6
"Tony Parker","PG","SAS","@ SAC","16th",101,4300,13.3,37.6,18.7,0.98,23.4,7.2,19,24.08,23.72,23.72,"%",63,5.5,23,18.5,4.3
"Bojan Bogdanovic","SG/SFSGSF","IND","vs BKN","26th",112,4300,11.2,41.2,21.8,0.7,18.4,10.8,31,35.7,24.06,24.06,"%",61,5.6,40,30,7
"Andre Iguodala","SG/SFSGSF","GSW","vs DEN","11th",111.5,4200,10,30.6,18.1,0.69,11.4,5,26.3,26.27,18.81,18.81,"%",68,4.5,23,20.5,4.9
