"Kevin Durant_GS","James Harden_HOU","Russell Westbrook_OKC","Giannis Antetokounmpo_MIL","DeMarcus Cousins_NO","Anthony Davis_NO","Chris Paul_HOU","Stephen Curry_GS","Nikola Vucevic_ORL","John Wall_WAS","Andre Drummond_DET","Kristaps Porzingis_NY","Damian Lillard_POR","DeAndre Jordan_LAC","Dwight Howard_CHA","Bradley Beal_WAS","Draymond Green_GS","Nikola Jokic_DEN","Aaron Gordon_ORL","Blake Griffin_LAC","Khris Middleton_MIL","Jrue Holiday_NO","Klay Thompson_GS","Lou Williams_LAC","Paul George_OKC","Clint Capela_HOU","Lonzo Ball_LAL","CJ McCollum_POR","Hassan Whiteside_MIA","Brandon Ingram_LAL","Kemba Walker_CHA","D'Angelo Russell_BKN","Eric Bledsoe_MIL","Jonathon Simmons_ORL","Dennis Schroder_ATL","Paul Millsap_DEN","Steven Adams_OKC","Spencer Dinwiddie_BKN","Jusuf Nurkic_POR","Harrison Barnes_DAL","Kyle Kuzma_LAL","Enes Kanter_NY","Tim Hardaway_NY","Gary Harris_DEN","Kent Bazemore_ATL","Josh Richardson_MIA","James Johnson_MIA","Tobias Harris_DET","Rondae Hollis-Jefferson_BKN","Dion Waiters_MIA","Will Barton_DEN","Goran Dragic_MIA","Eric Gordon_HOU","Kentavious Caldwell-Pope_LAL","Otto Porter_WAS","Jamal Murray_DEN","Taurean Prince_ATL","Evan Fournier_ORL","Rajon Rondo_NO","Elfrid Payton_ORL","Carmelo Anthony_OKC","Kelly Olynyk_MIA","Danilo Gallinari_LAC","Austin Rivers_LAC","Reggie Jackson_DET","Trevor Ariza_HOU","Nicolas Batum_CHA","Julius Randle_LAL","Tyler Johnson_MIA","Courtney Lee_NY","Caris LeVert_BKN","Michael Beasley_NY","Larry Nance_LAL","Marcin Gortat_WAS","Jordan Clarkson_LAL","Dewayne Dedmon_ATL","John Collins_ATL","JJ Barea_DAL","Avery Bradley_DET","Milos Teodosic_LAC","Jeremy Lamb_CHA","Jabari Parker_MIL","Omri Casspi_GS","DeMarre Carroll_BKN","Dennis Smith_DAL","Yogi Ferrell_DAL","Kelly Oubre_WAS","Al-Farouq Aminu_POR","E'Twaun Moore_NO","Mario Hezonja_ORL","Malcolm Brogdon_MIL","Jarrett Jack_NY","Mike Scott_WAS","Trey Lyles_DEN","Ersan Ilyasova_ATL","Wesley Matthews_DAL","Wilson Chandler_DEN","Dirk Nowitzki_DAL","Brook Lopez_LAL","Jordan Bell_GS","Markieff Morris_WAS","Mason Plumlee_DEN","PJ Tucker_HOU","Ryan Anderson_HOU","John Henson_MIL","Michael Kidd-Gilchrist_CHA","Allen Crabbe_BKN","Shabazz Napier_POR","Bam Adebayo_MIA","Stanley Johnson_DET","Andre Iguodala_GS","Wesley Johnson_LAC","Kyle O'Quinn_NY","Frank Ntilikina_NY","Seth Curry_DAL","Marvin Williams_CHA","Josh Hart_LAL","Joe Harris_BKN","Jordan Mickey_MIA","Justise Winslow_MIA","Maxi Kleber_DAL","Wayne Ellington_MIA","Frank Kaminsky_CHA","Reggie Bullock_DET","Ish Smith_DET","Evan Turner_POR","Ed Davis_POR","Emmanuel Mudiay_DEN","DJ Augustin_ORL","Cody Zeller_CHA","Anthony Tolliver_DET","Doug McDermott_NY","Langston Galloway_DET","Patrick McCaw_GS","Torrey Craig_DEN","Marco Belinelli_ATL","Nene Hilario_HOU","Jamil Wilson_LAC","Sam Dekker_LAC","Tony Snell_MIL","Luke Kennard_DET","Corey Brewer_LAL","Shaun Livingston_GS","Jahlil Okafor_BKN","Kenneth Faried_DEN","Arron Afflalo_ORL","Tyler Cavanaugh_ATL","Devin Harris_DAL","Montrezl Harrell_LAC","Guillermo Hernangomez_NY","David West_GS","Tomas Satoransky_WAS","Tim Frazier_WAS","Terrence Ross_ORL","Miles Plumlee_ATL","Jerami Grant_OKC","DeAndre' Bembry_ATL","Jawun Evans_LAC","Damyean Dotson_NY","Kevon Looney_GS","Ian Mahinmi_WAS","Jarrett Allen_BKN","Tyler Zeller_BKN","Nik Stauskas_BKN","Zach Collins_POR","Maurice Harkless_POR","Shelvin Mack_ORL","Jameer Nelson_NO","Andre Roberson_OKC","Alex Abrines_OKC","Malcolm Delaney_ATL","CJ Williams_LAC","Thon Maker_MIL","Ron Baker_NY","Boban Marjanovic_DET","Nick Young_GS","Zaza Pachulia_GS","Quincy Acy_BKN","Pat Connaughton_POR","Juancho Hernangomez_DEN","Jonathan Isaac_ORL","Darius Miller_NO","Dante Cunningham_NO","Isaiah Taylor_ATL","Michael Carter-Williams_CHA","DeAndre Liggins_MIL","Lance Thomas_NY","JaVale McGee_GS","Ivica Zubac_LAL","Isaiah Whitehead_BKN","Caleb Swanigan_POR","Malik Beasley_DEN","Meyers Leonard_POR","Noah Vonleh_POR","Wes Iwundu_ORL","Patrick Patterson_OKC","Dwight Powell_DAL","Luc Richard Mbah a Moute_HOU","Mirza Teletovic_MIL","Matthew Dellavedova_MIL","Ramon Sessions_NY","Quinn Cook_GS","Jodie Meeks_WAS","Bismack Biyombo_ORL","Tony Allen_NO","Raymond Felton_OKC","Luke Babbitt_ATL","Luke Kornet_NY","Isaiah Hicks_NY","Henry Ellenson_DET","Eric Moreland_DET","Jon Leuer_DET","Luis Montero_DET","Dwight Buycks_DET","Joakim Noah_NY","Luol Deng_LAL","Alex Caruso_LAL","Vander Blue_LAL","Thomas Bryant_LAL","Tyler Ennis_LAL","Andrew Bogut_LAL","Damian Jones_GS","Chris Boucher_GS","Jason Smith_WAS","Chris McCullough_WAS","Sheldon Mac_WAS","Mike Young_WAS","Devin Robinson_WAS","Jacob Wiley_BKN","Timofey Mozgov_BKN","Yakuba Ouattara_BKN","Milton Doyle_BKN","Jeremy Lin_BKN","Jake Layman_POR","CJ Wilcox_POR","Wade Baldwin IV_POR","Tyler Lydon_DEN","Richard Jefferson_DEN","Darrell Arthur_DEN","Monte Morris_DEN","Marreese Speights_ORL","Khem Birch_ORL","Adreian Payne_ORL","Jamel Artis_ORL","Charles Cooke_NO","Ian Clark_NO","Jalen Jones_NO","Omer Asik_NO","Cheick Diallo_NO","Frank Jackson_NO","Alexis Ajinca_NO","Solomon Hill_NO","Daniel Hamilton_OKC","Terrance Ferguson_OKC","Nick Collison_OKC","Kyle Singler_OKC","Josh Huestis_OKC","Dakari Johnson_OKC","PJ Dozier_OKC","Josh Magette_ATL","Tyler Dorsey_ATL","Mike Muscala_ATL","Rodney McGruder_MIA","Matt Williams_MIA","Udonis Haslem_MIA","Okaro White_MIA","Derrick Walton_MIA","AJ Hammons_MIA","Salah Mejri_DAL","Kyle Collinsworth_DAL","Dorian Finney-Smith_DAL","Nerlens Noel_DAL","Johnathan Motley_DAL","Josh McRoberts_DAL","Brice Johnson_LAC","Patrick Beverley_LAC","Willie Reed_LAC","Sindarius Thornwell_LAC","Troy Williams_HOU","Zhou Qi_HOU","Tarik Black_HOU","Briante Weber_HOU","Demetrius Jackson_HOU","Chinanu Onuaku_HOU","Bobby Brown_HOU","Sean Kilpatrick_MIL","Malik Monk_CHA","Dwayne Bacon_CHA","Marcus Paige_CHA","Mangok Mathiang_CHA","Johnny O'Bryant III_CHA","Julyan Stone_CHA","Treveon Graham_CHA","Joel Bolomboy_MIL","DJ Wilson_MIL","Jason Terry_MIL","Sterling Brown_MIL","Rashad Vaughn_MIL"
0,132.59375,0,0,0,0,-150.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-154.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3541666666667,0,0,0,0,0,0,0,0,0,0,0,0,150.104166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.875,-56.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.6458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.96875,-8.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.50297619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6488095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1755952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,-79.2901785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32738095238095,0,0,0,0,0,0,0,0,0,5.54464285714286,0,0,0,0,0,0,3.17410714285714,0,0,0,0,0,0,20.6934523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.6651785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72.3244047619048,-22.358630952381,0,-10.6026785714286,0,-16.9642857142857,9.93154761904762,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90833333333333,0,0,32.1125,0,0,0,0,0,0,0,0,0,0,-129.479166666667,0,0,0,0,0,0,0,0,0,0,0,0,42.0583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7916666666667,0,0,0,0,-44.0291666666667,0,57.1208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103.095833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.046130952381,-103.630952380952,0,0,6.57440476190476,0,-54.5119047619048,0,0,0,0,0,0,0,0,0,121.938988095238,0,0,0,0,0,0,189.071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.7306547619048,0,0,0,0,0,0,0,0,0,34.4285714285714,10.016369047619,0,-78.8898809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95684523809524,0,0.827380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,48.20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.26875,0,0,0,0,0,0,0,0,0,0,0,0,-1.18125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.86875,0,0,0,0,0,0,0,0,0,0,-22.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.8,18.5625,-7.29166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49375,0,0,0,0,0,0,0,0,0,0,0,-10.31875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46666666666667,0,0,35.725,0,0,0,0,0,0,0,0,0,0,43.8541666666667,0,0,0,0,0,0,0,0,0,0,0,0,-38.8958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.0291666666667,0,0,0,0,69.1666666666667,0,-19.0583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.7416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,89.2544642857143,0,0,0,0,0,17.9151785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8392857142857,0,0,0,0,0,0,0,0,0,0,0,0,-49.8928571428571,0,0,0,0,0,42.1026785714286,0,0,0,0,0,0,0,74.5223214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63392857142857,20.03125,0,0,0,0,0,0,0,3.83482142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.4151785714286,-32.2098214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.6770833333333,0,0,30.65625,0,0,0,0,0,0,0,0,0,0,-195.295833333333,0,0,0,0,0,0,0,0,0,0,0,0,175.435416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1208333333333,0,0,0,0,-19.0583333333333,0,126.635416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.0041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.2321428571429,0,0,0,0,0,0,0,0,0,-25.2991071428571,0,0,0,0,0,0,0,0,0,0,0,-80.3348214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.410714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6830357142857,0,0,0,0,0,0,0,0,0,0,-116.035714285714,0,0,0,0,0,0,0,-25.6071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5535714285714,0,0,0,0,0,0,0,0,0,0,0,0,-56.2008928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.4241071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34821428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,102.964285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4821428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,118.321428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.625,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.3125,0,0,0,0,0,0,-16.8928571428571,0,3.79464285714286,0,0,0,0,0,0,0,35.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.6517857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.6785714285714,45.4196428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,91.7008928571429,0,0,0,0,0,-97.2098214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.1160714285714,-134.495535714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.580357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1979166666667,43.1339285714286,0,0,0,0,0,0,0,0,0,40.4866071428571,0,0,0,0,0,0,0,0,7.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4985119047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0580357142857,0,-5.85714285714286,-34.0133928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
