"Kevin Durant_GS","James Harden_HOU","Russell Westbrook_OKC","Giannis Antetokounmpo_MIL","DeMarcus Cousins_NO","Anthony Davis_NO","Chris Paul_HOU","Stephen Curry_GS","Nikola Vucevic_ORL","John Wall_WAS","Andre Drummond_DET","Kristaps Porzingis_NY","Damian Lillard_POR","DeAndre Jordan_LAC","Dwight Howard_CHA","Bradley Beal_WAS","Draymond Green_GS","Nikola Jokic_DEN","Aaron Gordon_ORL","Blake Griffin_LAC","Khris Middleton_MIL","Jrue Holiday_NO","Klay Thompson_GS","Lou Williams_LAC","Paul George_OKC","Clint Capela_HOU","Lonzo Ball_LAL","CJ McCollum_POR","Hassan Whiteside_MIA","Brandon Ingram_LAL","Kemba Walker_CHA","D'Angelo Russell_BKN","Eric Bledsoe_MIL","Jonathon Simmons_ORL","Dennis Schroder_ATL","Paul Millsap_DEN","Steven Adams_OKC","Spencer Dinwiddie_BKN","Jusuf Nurkic_POR","Harrison Barnes_DAL","Kyle Kuzma_LAL","Enes Kanter_NY","Tim Hardaway_NY","Gary Harris_DEN","Kent Bazemore_ATL","Josh Richardson_MIA","James Johnson_MIA","Tobias Harris_DET","Rondae Hollis-Jefferson_BKN","Dion Waiters_MIA","Will Barton_DEN","Goran Dragic_MIA","Eric Gordon_HOU","Kentavious Caldwell-Pope_LAL","Otto Porter_WAS","Jamal Murray_DEN","Taurean Prince_ATL","Evan Fournier_ORL","Rajon Rondo_NO","Elfrid Payton_ORL","Carmelo Anthony_OKC","Kelly Olynyk_MIA","Danilo Gallinari_LAC","Austin Rivers_LAC","Reggie Jackson_DET","Trevor Ariza_HOU","Nicolas Batum_CHA","Julius Randle_LAL","Tyler Johnson_MIA","Courtney Lee_NY","Caris LeVert_BKN","Michael Beasley_NY","Larry Nance_LAL","Marcin Gortat_WAS","Jordan Clarkson_LAL","Dewayne Dedmon_ATL","John Collins_ATL","JJ Barea_DAL","Avery Bradley_DET","Milos Teodosic_LAC","Jeremy Lamb_CHA","Jabari Parker_MIL","Omri Casspi_GS","DeMarre Carroll_BKN","Dennis Smith_DAL","Yogi Ferrell_DAL","Kelly Oubre_WAS","Al-Farouq Aminu_POR","E'Twaun Moore_NO","Mario Hezonja_ORL","Malcolm Brogdon_MIL","Jarrett Jack_NY","Mike Scott_WAS","Trey Lyles_DEN","Ersan Ilyasova_ATL","Wesley Matthews_DAL","Wilson Chandler_DEN","Dirk Nowitzki_DAL","Brook Lopez_LAL","Jordan Bell_GS","Markieff Morris_WAS","Mason Plumlee_DEN","PJ Tucker_HOU","Ryan Anderson_HOU","John Henson_MIL","Michael Kidd-Gilchrist_CHA","Allen Crabbe_BKN","Shabazz Napier_POR","Bam Adebayo_MIA","Stanley Johnson_DET","Andre Iguodala_GS","Wesley Johnson_LAC","Kyle O'Quinn_NY","Frank Ntilikina_NY","Seth Curry_DAL","Marvin Williams_CHA","Josh Hart_LAL","Joe Harris_BKN","Jordan Mickey_MIA","Justise Winslow_MIA","Maxi Kleber_DAL","Wayne Ellington_MIA","Frank Kaminsky_CHA","Reggie Bullock_DET","Ish Smith_DET","Evan Turner_POR","Ed Davis_POR","Emmanuel Mudiay_DEN","DJ Augustin_ORL","Cody Zeller_CHA","Anthony Tolliver_DET","Doug McDermott_NY","Langston Galloway_DET","Patrick McCaw_GS","Torrey Craig_DEN","Marco Belinelli_ATL","Nene Hilario_HOU","Jamil Wilson_LAC","Sam Dekker_LAC","Tony Snell_MIL","Luke Kennard_DET","Corey Brewer_LAL","Shaun Livingston_GS","Jahlil Okafor_BKN","Kenneth Faried_DEN","Arron Afflalo_ORL","Tyler Cavanaugh_ATL","Devin Harris_DAL","Montrezl Harrell_LAC","Guillermo Hernangomez_NY","David West_GS","Tomas Satoransky_WAS","Tim Frazier_WAS","Terrence Ross_ORL","Miles Plumlee_ATL","Jerami Grant_OKC","DeAndre' Bembry_ATL","Jawun Evans_LAC","Damyean Dotson_NY","Kevon Looney_GS","Ian Mahinmi_WAS","Jarrett Allen_BKN","Tyler Zeller_BKN","Nik Stauskas_BKN","Zach Collins_POR","Maurice Harkless_POR","Shelvin Mack_ORL","Jameer Nelson_NO","Andre Roberson_OKC","Alex Abrines_OKC","Malcolm Delaney_ATL","CJ Williams_LAC","Thon Maker_MIL","Ron Baker_NY","Boban Marjanovic_DET","Nick Young_GS","Zaza Pachulia_GS","Quincy Acy_BKN","Pat Connaughton_POR","Juancho Hernangomez_DEN","Jonathan Isaac_ORL","Darius Miller_NO","Dante Cunningham_NO","Isaiah Taylor_ATL","Michael Carter-Williams_CHA","DeAndre Liggins_MIL","Lance Thomas_NY","JaVale McGee_GS","Ivica Zubac_LAL","Isaiah Whitehead_BKN","Caleb Swanigan_POR","Malik Beasley_DEN","Meyers Leonard_POR","Noah Vonleh_POR","Wes Iwundu_ORL","Patrick Patterson_OKC","Dwight Powell_DAL","Luc Richard Mbah a Moute_HOU","Mirza Teletovic_MIL","Matthew Dellavedova_MIL","Ramon Sessions_NY","Quinn Cook_GS","Jodie Meeks_WAS","Bismack Biyombo_ORL","Tony Allen_NO","Raymond Felton_OKC","Luke Babbitt_ATL","Luke Kornet_NY","Isaiah Hicks_NY","Henry Ellenson_DET","Eric Moreland_DET","Jon Leuer_DET","Luis Montero_DET","Dwight Buycks_DET","Joakim Noah_NY","Luol Deng_LAL","Alex Caruso_LAL","Vander Blue_LAL","Thomas Bryant_LAL","Tyler Ennis_LAL","Andrew Bogut_LAL","Damian Jones_GS","Chris Boucher_GS","Jason Smith_WAS","Chris McCullough_WAS","Sheldon Mac_WAS","Mike Young_WAS","Devin Robinson_WAS","Jacob Wiley_BKN","Timofey Mozgov_BKN","Yakuba Ouattara_BKN","Milton Doyle_BKN","Jeremy Lin_BKN","Jake Layman_POR","CJ Wilcox_POR","Wade Baldwin IV_POR","Tyler Lydon_DEN","Richard Jefferson_DEN","Darrell Arthur_DEN","Monte Morris_DEN","Marreese Speights_ORL","Khem Birch_ORL","Adreian Payne_ORL","Jamel Artis_ORL","Charles Cooke_NO","Ian Clark_NO","Jalen Jones_NO","Omer Asik_NO","Cheick Diallo_NO","Frank Jackson_NO","Alexis Ajinca_NO","Solomon Hill_NO","Daniel Hamilton_OKC","Terrance Ferguson_OKC","Nick Collison_OKC","Kyle Singler_OKC","Josh Huestis_OKC","Dakari Johnson_OKC","PJ Dozier_OKC","Josh Magette_ATL","Tyler Dorsey_ATL","Mike Muscala_ATL","Rodney McGruder_MIA","Matt Williams_MIA","Udonis Haslem_MIA","Okaro White_MIA","Derrick Walton_MIA","AJ Hammons_MIA","Salah Mejri_DAL","Kyle Collinsworth_DAL","Dorian Finney-Smith_DAL","Nerlens Noel_DAL","Johnathan Motley_DAL","Josh McRoberts_DAL","Brice Johnson_LAC","Patrick Beverley_LAC","Willie Reed_LAC","Sindarius Thornwell_LAC","Troy Williams_HOU","Zhou Qi_HOU","Tarik Black_HOU","Briante Weber_HOU","Demetrius Jackson_HOU","Chinanu Onuaku_HOU","Bobby Brown_HOU","Sean Kilpatrick_MIL","Malik Monk_CHA","Dwayne Bacon_CHA","Marcus Paige_CHA","Mangok Mathiang_CHA","Johnny O'Bryant III_CHA","Julyan Stone_CHA","Treveon Graham_CHA","Joel Bolomboy_MIL","DJ Wilson_MIL","Jason Terry_MIL","Sterling Brown_MIL","Rashad Vaughn_MIL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.2678571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.375,0,0,0,0,0,0,74.2232142857143,0,0,0,0,-82.5982142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47321428571429,0,0,-104.955357142857,0,0,0,0,-76.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2321428571429,0,0,0,0,0,0,-53.5714285714286,0,0,0,0,0,0,0,0,0,164.214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4107142857143,-20.0892857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10.45,0,0,0,0,0,0,0,0,0,17.24375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.10208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.63125,0,-6.06666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.3854166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1354166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6604166666667,0,0,0,0,0,0,0,-3.42291666666667,0,0,0,0,0,0,0,0,0,0,0,0,-13.7729166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.595833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10625,0,-1.57083333333333,-1.16458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1904761904762,0,0,0,0,0,0,0,0,0,38.3616071428571,0,0,0,0,0,0,0,0,0,0,0,59.9494047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116.035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.1949404761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.547619047619,0,0,0,0,0,0,0,0,0,0,94.2023809523809,0,0,0,0,0,0,0,-9.92410714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.6889880952381,0,0,0,0,0,0,0,0,0,0,0,0,22.9613095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6741071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.09821428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2053571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7053571428571,-59.5178571428571,0,0,0,0,0,0,0,0,0,1.91071428571429,0,2.01785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56.9196428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0357142857143,0,0,0,10.0982142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40.5133928571429,0,0,0,0,0,-126.522321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.86607142857143,-50.7247023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4866071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9791666666667,-22.0327380952381,0,0,0,0,0,0,0,0,0,55.7470238095238,0,0,0,0,0,0,0,0,2.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37946428571429,0,19.0282738095238,-6.04464285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.3184523809524,0,0,0,0,0,0,-110.014880952381,0,0,0,0,0,0,0,0,-98.9776785714286,0,0,0,0,0,13.1949404761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8601190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07440476190476,0,0,0,0,0,0,0,0,0,0,19.2113095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9553571428571,0,0,0,0,0,0,0,0,2.1889880952381,0,0,0,0,0,0,0,64.5297619047619,0,0,0,0,0,0,0,0,-22.1800595238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.625,-62.4553571428571,0,0,0,0,0,0,0,0,0,0,29.3348214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9627976190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-34.5044642857143,0,0,0,0,0,-30.5848214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63392857142857,0,0,0,0,0,0,0,0,0,0,0,0,21.9642857142857,0,0,0,0,0,-8.05803571428571,0,0,0,0,0,0,0,54.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1785714285714,25.8616071428571,0,0,0,0,0,0,0,41.2723214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04464285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6651785714286,2.62946428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-68.9564732142857,0,0,0,0,0,11.2578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1662946428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.03125,0,0,0,0,0,0,0,0,0,0,0,0,12.2991071428571,0,0,0,0,0,-11.6997767857143,0,0,0,0,0,0,0,73.0837053571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8616071428571,53.4095982142857,0,0,0,0,0,0,0,14.3158482142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.8805803571429,-8.00334821428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-11.925,0,0,0,0,0,0,0,0,0,118.91875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.5104166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60625,0,30.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.7520833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42291666666667,0,0,0,0,0,0,0,29.2604166666667,0,0,0,0,0,0,0,0,0,0,0,0,-13.1395833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.29375,0,-6.40416666666667,-4.74791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23809523809524,0,0,0,0,0,0,0,0,0,-21.6651785714286,0,0,0,0,0,0,0,0,0,0,0,-5.11011904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.6071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.1473214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.09077380952381,0,0,0,0,0,0,0,0,0,0,-9.92410714285714,0,0,0,0,0,0,0,74.2380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5580357142857,0,0,0,0,0,0,0,0,0,0,0,0,38.9360119047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665178571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.50297619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-40.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8875,0,0,0,0,0,0,0,0,0,0,0,8.3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.875,0,0,0,0,0,0,0,0,0,0,0,0,-16.1875,13.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,20.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.575,2.6625,0,11.325,1.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25.78125,0,0,0,0,0,-29.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,-15.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73958333333333,5.55208333333333,0,0,0,0,0,0,0,0,0,2.5625,0,0,0,0,0,0,0,0,17.3958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.79166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09375,0,-9.52083333333333,2.02083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
