"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,968028363,"cheddabisque (18/148)",0,352.5,"UTIL Tyreke Evans C Nikola Jokic PG Dennis Schroder SF T.J. Warren SG Eric Bledsoe G Elfrid Payton F Ersan Ilyasova PF Bam Adebayo",NA,"Eric Bledsoe","PG","64.99%",32.75
2,967935209,"Hooligans (78/148)",0,344.75,"PG Tyreke Evans F Khris Middleton SF Kyle Kuzma UTIL Myles Turner G Eric Bledsoe SG Austin Rivers PF Willie Cauley-Stein C Jordan Bell",NA,"Khris Middleton","SG","48.68%",47.75
3,968150648,"Kobe4MVP (63/148)",0,344.5,"C Nikola Jokic SF Paul George UTIL Dennis Schroder G Eric Bledsoe SG Spencer Dinwiddie PG Elfrid Payton PF Willie Cauley-Stein F Wilson Chandler",NA,"Nikola Jokic","C","47.62%",38.25
4,968082116,"youdacao (21/148)",0,343.75,"G John Wall C Dwight Howard SF Paul George SG Lou Williams PG Elfrid Payton UTIL Shabazz Napier PF DeMarre Carroll F Josh Jackson",NA,"Brandan Wright","UTIL","40.35%",10.5
5,967716664,"devobrain",0,343.25,"SG Tyreke Evans SF Khris Middleton F Kyle Kuzma C Myles Turner PG Eric Bledsoe G Austin Rivers UTIL Shabazz Napier PF Jordan Bell",NA,"Kyle Kuzma","PF","30.30%",32.75
6,967636579,"Munch2013 (3/5)",0,338.5,"PG Tyreke Evans SG Klay Thompson PF Kyle Kuzma C Myles Turner SF Jonathon Simmons G Elfrid Payton F DeMarre Carroll UTIL Dirk Nowitzki",NA,"Wayne Ellington","F","26.95%",19.75
7,968428636,"DannibalLecter (12/12)",0,338,"PG Tyreke Evans PF LaMarcus Aldridge SF Khris Middleton G Lou Williams F Kelly Olynyk UTIL Shabazz Napier SG J.J. Barea C Bam Adebayo",NA,"Shabazz Napier","SG","24.36%",39.75
8,968028442,"cheddabisque (97/148)",0,333.5,"SG Tyreke Evans C Nikola Jokic PF Kyle Kuzma F T.J. Warren PG Eric Bledsoe G Elfrid Payton SF Ersan Ilyasova UTIL John Henson",NA,"Malcolm Brogdon","SG","23.49%",17
9,968397109,"tprokopenko (1/3)",0,332.75,"SG Tyreke Evans SF Khris Middleton UTIL Lou Williams C Myles Turner PG Eric Bledsoe PF Rondae Hollis-Jefferson G Austin Rivers F Brandan Wright",NA,"Tyreke Evans","G","22.70%",64.75
10,968039537,"darcmaniluk (51/148)",0,332.25,"SG Tyreke Evans SF Khris Middleton C Dwight Howard PG Eric Bledsoe F Pau Gasol PF Julius Randle G Shabazz Napier UTIL John Henson",NA,"John Wall","PG","16.27%",36.75
11,968411153,"anilprao88 (115/148)",0,331.75,"G Tyreke Evans F Khris Middleton SF Paul George C Jusuf Nurkic SG Eric Bledsoe PG Elfrid Payton UTIL Austin Rivers PF Brandan Wright",NA,"Draymond Green","F","14.25%",32.75
12,968411043,"anilprao88 (5/148)",0,331.5,"SG Tyreke Evans C Dwight Howard SF Kyle Kuzma UTIL Myles Turner PG Eric Bledsoe G Austin Rivers F Julius Randle PF Jordan Bell",NA,"CJ McCollum","PG","13.81%",33.25
13,968039530,"darcmaniluk (44/148)",0,329.75,"PG Russell Westbrook SG Tyreke Evans SF Paul George UTIL Donovan Mitchell G Austin Rivers C John Henson F Jordan Bell PF Brandan Wright",NA,"Kemba Walker","PG","11.99%",33.75
14,967924153,"RexGrossman (1/148)",0,329.25,"PG Tyreke Evans C Nikola Jokic SF Khris Middleton G Eric Bledsoe PF Zach Randolph SG Austin Rivers UTIL J.J. Barea F Jordan Bell",NA,"Russell Westbrook","PG","11.72%",63
15,968407065,"DannibalLecter (2/12)",0,328.75,"UTIL Russell Westbrook PG Tyreke Evans G Khris Middleton SF Paul George SG J.J. Barea C John Henson F Bam Adebayo PF Brandan Wright",NA,"Myles Turner","C","11.70%",48.25
16,968411181,"anilprao88 (143/148)",0,328,"SG Tyreke Evans UTIL Nikola Jokic F LaMarcus Aldridge PG Kemba Walker C Myles Turner G Austin Rivers PF Jordan Bell SF Wayne Ellington",NA,"Jordan Bell","PF","10.92%",28.5
17,968495875,"ddubbs415",0,327.5,"G Victor Oladipo UTIL Tyreke Evans SF Khris Middleton SG Lou Williams PG Austin Rivers F Bobby Portis PF Marvin Williams C Frank Kaminsky",NA,"Nikola Vucevic","C","10.75%",2
18,967507238,"petteytheft89 (3/100)",0,327,"SG Tyreke Evans UTIL Nikola Jokic SF Khris Middleton C Dwight Howard PG Eric Bledsoe G Austin Rivers F Ersan Ilyasova PF Brandan Wright",NA,"Austin Rivers","SG","10.37%",48.75
