"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,941516267,"HeatFan2015",0,336.5,"PF DeMarcus Cousins PG Damian Lillard SF Tyreke Evans SG Jrue Holiday UTIL Robert Covington G Rajon Rondo C Mason Plumlee F E'Twaun Moore",NA,"DeMarcus Cousins","F","59.75%",50
2,940576078,"GreyPoupon (5/20)",0,335,"PF DeMarcus Cousins C Andre Drummond SF Tyreke Evans SG Jrue Holiday G Jamal Murray F Kenneth Faried PG Rajon Rondo UTIL Mason Plumlee",NA,"Mason Plumlee","C","59.75%",28
2,940952867,"tarsonic20",0,335,"PF DeMarcus Cousins UTIL Andre Drummond SF Tyreke Evans G Jrue Holiday SG Jamal Murray F Kenneth Faried PG Rajon Rondo C Mason Plumlee",NA,"Jrue Holiday","PG","39.41%",33.75
2,941092082,"OoDeBaby (9/10)",0,335,"F DeMarcus Cousins C Andre Drummond SF Tyreke Evans SG Jrue Holiday PG Jamal Murray PF Kenneth Faried G Rajon Rondo UTIL Mason Plumlee",NA,"Rajon Rondo","G","36.24%",38.5
2,941570482,"TenZero (7/10)",0,335,"PF DeMarcus Cousins C Andre Drummond SF Tyreke Evans PG Jrue Holiday SG Jamal Murray UTIL Kenneth Faried G Rajon Rondo F Mason Plumlee",NA,"Ben Simmons","G","33.99%",28.5
6,941111750,"gehrenberg (13/20)",0,331.75,"F DeMarcus Cousins UTIL Andre Drummond SF Tyreke Evans SG Jrue Holiday G Jamal Murray C John Henson PG Rajon Rondo PF Mason Plumlee",NA,"Andre Drummond","C","29.57%",49.75
6,941593492,"YTRounder (2/3)",0,331.75,"PF DeMarcus Cousins C Andre Drummond SF Tyreke Evans PG Jrue Holiday SG Jamal Murray UTIL Kenneth Faried G Rajon Rondo F Trey Lyles",NA,"Gary Harris","G","29.35%",32
8,941332665,"BigNub (17/20)",0,330.5,"PG Damian Lillard C Andre Drummond SF Tyreke Evans F Tobias Harris SG Jrue Holiday PF Kenneth Faried G Rajon Rondo UTIL Mason Plumlee",NA,"Kenneth Faried","C","27.13%",27.25
9,941583516,"thunderboy (1/3)",0,328.25,"F DeMarcus Cousins UTIL Damian Lillard SF Tyreke Evans SG Jrue Holiday PF Robert Covington G Rajon Rondo C Mason Plumlee PG Jerryd Bayless",NA,"Will Barton","SF","26.29%",34.5
10,941460156,"ferrara316",0,327.5,"F DeMarcus Cousins C Andre Drummond SG Tyreke Evans G Jrue Holiday UTIL Robert Covington PG Rajon Rondo PF Mason Plumlee SF Juancho Hernangómez",NA,"Lonzo Ball","UTIL","25.86%",29.75
