"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,941306047,"ELLISNYC",0,329,"PF DeMarcus Cousins C Andre Drummond SF Tyreke Evans SG Jrue Holiday G Jamal Murray F Kenneth Faried PG Rajon Rondo UTIL Bogdan Bogdanovic",NA,"Mason Plumlee","F","87.53%",28
2,940719904,"bpl21 (2/3)",0,324,"F DeMarcus Cousins C Andre Drummond SF Tyreke Evans PG Jrue Holiday SG Gary Harris G Jamal Murray PF Mason Plumlee UTIL E'Twaun Moore",NA,"DeMarcus Cousins","PF","82.52%",50
3,941062082,"mgp2488 (1/2)",0,318.75,"PF DeMarcus Cousins C Andre Drummond UTIL Marc Gasol PG Jrue Holiday SG Jamal Murray G Rajon Rondo F Mason Plumlee SF Trey Lyles",NA,"Rajon Rondo","G","59.83%",38.5
3,941062096,"mgp2488 (2/2)",0,318.75,"PF DeMarcus Cousins C Andre Drummond UTIL Marc Gasol PG Jrue Holiday SG Jamal Murray G Rajon Rondo F Mason Plumlee SF Trey Lyles",NA,"Jrue Holiday","PG","56.13%",33.75
5,941090339,"suprme",0,317.75,"F DeMarcus Cousins UTIL Damian Lillard C Marc Gasol SG Jrue Holiday PG Jamal Murray G Rajon Rondo PF Mason Plumlee SF E'Twaun Moore",NA,"Andre Drummond","C","49.60%",49.75
6,940966184,"IrishKellams23",0,317.25,"F LeBron James UTIL Kevin Love SF Robert Covington SG Dwyane Wade PF Zach Randolph G Jamal Murray C Kenneth Faried PG Rajon Rondo",NA,"E'Twaun Moore","SF","46.63%",22.75
7,940805500,"Taker1977 (1/2)",0,307.5,"PF DeMarcus Cousins C Joel Embiid SG Tyreke Evans PG Jrue Holiday G Jamal Murray UTIL Kenneth Faried F Mason Plumlee SF E'Twaun Moore",NA,"Gary Harris","SG","35.82%",32
7,940805689,"Taker1977 (2/2)",0,307.5,"PF DeMarcus Cousins C Joel Embiid SG Tyreke Evans PG Jrue Holiday G Jamal Murray UTIL Kenneth Faried F Mason Plumlee SF E'Twaun Moore",NA,"Will Barton","SG","34.88%",34.5
9,940655189,"Devoun (1/41)",0,306.25,"C DeMarcus Cousins UTIL Andre Drummond SF Will Barton G Jrue Holiday SG Jamal Murray PF Kenneth Faried PG Rajon Rondo F Mason Plumlee",NA,"Ben Simmons","SF","32.78%",28.5
9,940655190,"Devoun (2/41)",0,306.25,"C DeMarcus Cousins UTIL Andre Drummond SF Will Barton G Jrue Holiday SG Jamal Murray PF Kenneth Faried PG Rajon Rondo F Mason Plumlee",NA,"Kenneth Faried","UTIL","25.53%",27.25
