"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"DeAndre Liggins","PG/SFPGSF","MIL","vs DET","7th",104,3500,1.1,20.3,7.5,0.5,12,2.5,15.1,17.78,9.33,9.33,"%",27,2.7,23,12.5,3.6
"Jamal Crawford","SG","MIN","@ LAC","28th",108.25,3500,4.6,31.6,14.6,0.86,26.6,8,17,17.96,16.2,16.2,"%",47,4.6,16,19.25,5.5
"Doug McDermott","SF/PFSFPF","NYK","vs MEM","12th",99.75,3500,5.5,24.7,14.3,0.62,14.6,6.6,23,25.93,13.74,13.74,"%",62,3.9,21,14.75,4.2
"Andrew Harrison","PG/SGPGSG","MEM","@ NYK","17th",97.75,3500,0,13.8,11.3,0.74,20.8,4.8,15.2,2.7,2.15,2.15,"%",48,0.6,28,18.25,5.2
"Frank Ntilikina","PG/SGPGSG","NYK","vs MEM","3rd",99.75,3500,0.2,28.6,14.2,0.76,19.2,6,18.8,19.66,12.39,12.39,"%",43,3.5,20,18,5.1
"Ben McLemore","SG/SFSGSF","MEM","@ NYK","19th",97.75,3500,6.3,25.7,12.9,0.67,19.7,6.5,19.3,21.79,14.64,14.64,"%",57,4.2,8,1.5,0.4
"Paul Zipser","SG/SFSGSF","CHI","@ IND","1st",98.5,3500,0,19.2,11.3,0.66,18.2,5.7,17,11.11,5.98,5.98,"%",41,1.7,16,14.25,4.1
"Cory Joseph","PG","IND","vs CHI","25th",108.5,3500,7.3,36,18.2,0.77,15.8,6.8,23.7,24.21,19.59,19.59,"%",55,5.6,31,21.25,6.1
"Arron Afflalo","SG/SFSGSF","ORL","vs ATL","27th",111.25,3400,0,19.7,5.4,0.45,9.9,2.4,11.9,17.28,7.88,7.88,"%",0,2.3,12,6.5,1.9
"Channing Frye","PF/CPFC","CLE","vs SAC","28th",110.5,3400,5.5,29.4,10.2,0.8,17.4,3.6,12.7,18.04,15.73,15.73,"%",33,4.6,17,13.25,3.9
"Brandon Paul","SG","SAS","vs MIA","22nd",102.5,3400,0,28.5,8.5,0.69,12.8,2.8,12.4,12.57,9.87,9.87,"%",0,2.9,6,3.5,1
"Jameer Nelson","PG/SGPGSG","NOP","vs DEN","24th",113.5,3400,5.7,31.3,17.5,0.72,12.3,5.1,24.2,20.57,16.66,16.66,"%",58,4.9,22,19.25,5.7
"Anthony Tolliver","SF/PFSFPF","DET","@ MIL","4th",100,3400,2.7,23.4,13.5,0.76,15.5,4.8,17.7,18.86,11.56,11.56,"%",56,3.4,20,7,2.1
"Sam Dekker","SF/PFSFPF","LAC","vs MIN","14th",103.25,3400,3.4,20.3,7.5,0.74,18.8,3.6,10.1,14.98,10.64,10.64,"%",36,3.1,6,3.25,1
"Omri Casspi","SF/PFSFPF","GSW","@ CHA","27th",109.75,3400,5.1,33.6,13.9,0.99,15.7,4,14.1,16,17.33,17.33,"%",41,5.1,16,13.25,3.9
"Jarell Martin","PF/CPFC","MEM","@ NYK","25th",97.75,3400,0.1,23.3,11.6,0.67,15.3,4.5,17.3,15.64,10.06,10.06,"%",43,3,12,13,3.8
"Luke Kennard","SG","DET","@ MIL","29th",100,3300,4.8,31.6,11.4,0.74,18.5,5.5,15.5,19.95,16.26,16.26,"%",33,4.9,17,9,2.7
"Jordan Bell","PF/CPFC","GSW","@ CHA","21st",109.75,3300,19.3,49.2,11.8,1.23,14,2.7,9.6,25.96,32.14,32.14,"%",28,9.7,20,18.25,5.5
"Zaza Pachulia","C","GSW","@ CHA","11th",109.75,3300,8,28.4,15.2,1.06,16.8,3.8,14.3,14.71,16.71,16.71,"%",62,5.1,4,3.25,1
"Dwayne Bacon","SG/SFSGSF","CHA","vs GSW","16th",105.75,3300,0,21,10.9,0.6,12.6,4.8,18.2,10.6,6.21,6.21,"%",32,1.9,6,3.75,1.1
"Tyler Cavanaugh","PF","ATL","@ ORL","18th",105.25,3300,1.7,28.3,10,0.81,13.3,3.2,12.4,15.68,13.09,13.09,"%",24,4,29,25.5,7.7
"Isaiah Taylor","PG","ATL","@ ORL","29th",105.25,3300,5.3,32.7,12.3,0.77,18.8,5.1,15.9,20.25,17.05,17.05,"%",37,5.2,15,9.75,3
"Bismack Biyombo","PF/CPFC","ORL","vs ATL","10th",111.25,3300,5.4,24.6,12.5,0.82,14.6,3.2,15.2,16.96,13.62,13.62,"%",56,4.1,13,9,2.7
"Mario Hezonja","PG/SFPGSF","ORL","vs ATL","27th",111.25,3300,0,17.5,6.7,0.71,16.9,2.8,9.4,8.18,5.96,5.96,"%",14,1.8,0,0,NA
"Kosta Koufos","C","SAC","@ CLE","23rd",98.5,3300,0,30.1,15.3,0.85,13,3.7,17.9,15.49,12.73,12.73,"%",43,3.9,16,15.75,4.8
"Jamil Wilson","SF/PFSFPF","LAC","vs MIN","14th",103.25,3200,2.2,19,8.7,0.74,19.7,4,11.8,12.98,9.41,9.41,"%",45,2.9,16,11.25,3.5
"Sindarius Thornwell","SG","LAC","vs MIN","4th",103.25,3200,0,17.3,8.2,0.53,15.3,3.5,15.6,13.49,5.9,5.9,"%",30,1.8,15,8.5,2.7
"Lance Thomas","SF/PFSFPF","NYK","vs MEM","12th",99.75,3200,5.2,23.1,8.4,0.58,14.2,3.9,14.5,23.7,12.89,12.89,"%",39,4,31,14,4.4
"Deyonta Davis","PF/CPFC","MEM","@ NYK","6th",97.75,3200,0,22.6,10.9,0.97,16.2,2.9,11.2,10.14,9.03,9.03,"%",38,2.8,12,1.25,0.4
"Semi Ojeleye","SG/SFSGSF","BOS","vs DAL","10th",104.25,3200,4.9,21.6,6.3,0.48,10,2.5,13.2,24.96,12.06,12.06,"%",24,3.8,24,3.75,1.2
"Shane Larkin","PG","BOS","vs DAL","23rd",104.25,3200,0,16.5,5.8,0.64,16.3,3.1,9.1,6.2,3.89,3.89,"%",0,1.2,15,22,6.9
"Maxi Kleber","PF","DAL","@ BOS","6th",97.25,3200,0.9,23.7,9.7,0.66,13.2,3.5,14.6,19.54,10.65,10.65,"%",33,3.3,28,32.75,10.2
"Antonio Blakeney","PG","CHI","@ IND","21st",98.5,3100,0,16.5,10.7,0.74,28.8,7,14.4,5.71,4.46,4.46,"%",44,1.4,NA,NA,NA
"Salah Mejri","C","DAL","@ BOS","13th",97.25,3100,0,31.2,13.6,1.1,11.2,2.1,12.4,11.91,12.93,12.93,"%",33,4.2,3,2.75,0.9
"Tony Allen","SG/SFSGSF","NOP","vs DEN","9th",113.5,3100,0,17.3,9.3,0.75,22.3,4.3,12.4,9.75,6.68,6.68,"%",43,2.2,14,10,3.2
"Langston Galloway","PG/SGPGSG","DET","@ MIL","7th",100,3100,0,21.7,10.5,0.81,19.9,5.1,13,12.42,9.13,9.13,"%",40,2.9,0,0,NA
"Marreese Speights","PF/CPFC","ORL","vs ATL","22nd",111.25,3100,1.1,28.7,13.1,1.13,31.1,6.8,11.6,11.23,12.94,12.94,"%",40,4.2,0,0,NA
"Georgios Papagiannis","C","SAC","@ CLE","23rd",98.5,3000,0.3,12.3,5.3,0.91,15.8,1.8,5.8,5.5,5.41,5.41,"%",35,1.8,0,0,NA
"JaKarr Sampson","SF/PFSFPF","SAC","@ CLE","20th",98.5,3000,12.3,25,8.3,0.71,17.4,3.3,11.7,25,17.73,17.73,"%",57,5.9,32,28,9.3
"Vince Carter","SG/SFSGSF","SAC","@ CLE","18th",98.5,3000,0,14.4,6.7,0.6,16.2,3.3,11.1,9.26,5.32,5.32,"%",33,1.8,18,9,3
"Kevon Looney","SF/PFSFPF","GSW","@ CHA","21st",109.75,3000,0.9,22.3,9.5,0.96,15.1,2.4,9.9,10,10.04,10.04,"%",36,3.3,11,5.5,1.8
"Omer Asik","C","NOP","vs DEN","20th",113.5,3000,6.3,12.5,8.8,0.78,12.7,2.7,11.3,11.2,8.98,8.98,"%",80,3,8,8.5,2.8
"Quinn Cook","PG","GSW","@ CHA","18th",109.75,3000,9.3,32.9,6.8,0.76,8.3,2,9,24.7,19.39,19.39,"%",0,6.5,22,16.75,5.6
"JaVale McGee","C","GSW","@ CHA","11th",109.75,3000,0.9,20.5,8.7,1.18,19.1,2.6,7.4,8.6,9.31,9.31,"%",36,3.1,7,9.25,3.1
"Treveon Graham","SG/SFSGSF","CHA","vs GSW","16th",105.75,3000,0,10.4,10.3,0.61,14.2,3.9,17,0,0,0,"%",50,0,13,8.25,2.8
"Malik Beasley","SG","DEN","@ NOP","25th",108.5,3000,0,9.2,6.2,0.73,18.6,2.6,8.5,0,0,0,"%",26,0,17,14.75,4.9
"Cristiano Da Silva Felicio","PF/CPFC","CHI","@ IND","27th",98.5,3000,2.5,18,9.3,0.63,12.2,2.9,14.7,12.04,9.16,9.16,"%",52,3.1,0,0,NA
"Eric Moreland","PF/CPFC","DET","@ MIL","4th",100,3000,0,19.8,7.5,0.74,7.2,1,10.1,10.51,6.95,6.95,"%",15,2.3,10,8.25,2.8
"Guerschon Yabusele","PF/CPFC","BOS","vs DAL","23rd",104.25,3000,0,3.6,4.4,1.07,28.7,1.7,4.1,0,0,0,"%",59,0,6,10.5,3.5
"Rashad Vaughn","PG/SFPGSF","MIL","vs DET","7th",104,3000,0,21.5,5.3,0.68,16.7,2.6,7.8,10,6.85,6.85,"%",0,2.3,17,23.25,7.8
"Abdel Nader","PF","BOS","vs DAL","10th",104.25,3000,0,11.5,3.4,0.52,16.1,1.7,6.5,5,2.4,2.4,"%",0,0.8,7,7.5,2.5
"Davis Bertans","SF/PFSFPF","SAS","vs MIA","26th",102.5,3000,0,29.9,7.7,0.95,23.8,2.9,8.1,11.5,12.42,12.42,"%",0,4.1,17,16.25,5.4
"C.J. Williams","SG","LAC","vs MIN","4th",103.25,3000,2.3,15.6,7,0.61,16.6,3.1,11.5,14,7.98,7.98,"%",46,2.7,11,5,1.7
"Jose Calderon","PG","CLE","vs SAC","21st",110.5,3000,0.8,22.8,7.5,0.51,8.7,2.1,14.8,19.5,10.22,10.22,"%",16,3.4,15,3.5,1.2
"Jawun Evans","PG","LAC","vs MIN","20th",103.25,3000,2,19,9,0.74,22.8,4.4,12.1,12.37,9.28,9.28,"%",46,3.1,11,14.5,4.8
"Joffrey Lauvergne","PF/CPFC","SAS","vs MIA","2nd",102.5,3000,0,18.5,9.4,0.87,16.8,3.5,10.8,8,5.72,5.72,"%",32,1.9,0,0,NA
"Cedi Osman","SG/SFSGSF","CLE","vs SAC","2nd",110.5,3000,0,15,4.7,0.78,14.7,1.5,6,7.46,5.29,5.29,"%",0,1.8,3,0,NA
