"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,971380185,"mjchan89 (1/5)",0,341.75,"PG James Harden PF Kevin Love SF Kyle Kuzma C Enes Kanter G Eric Gordon F Courtney Lee UTIL Jamal Crawford SG Josh Hart",NA,"Jordan Clarkson","PG","74.51%",42.5
1,971380186,"mjchan89 (2/5)",0,341.75,"PG James Harden PF Kevin Love SF Kyle Kuzma C Enes Kanter G Eric Gordon F Courtney Lee UTIL Jamal Crawford SG Josh Hart",NA,"James Harden","SG","58.47%",68.5
1,971380187,"mjchan89 (3/5)",0,341.75,"PG James Harden PF Kevin Love SF Kyle Kuzma C Enes Kanter G Eric Gordon F Courtney Lee UTIL Jamal Crawford SG Josh Hart",NA,"Eric Gordon","SG","56.88%",25.75
1,971380188,"mjchan89 (4/5)",0,341.75,"PG James Harden PF Kevin Love SF Kyle Kuzma C Enes Kanter G Eric Gordon F Courtney Lee UTIL Jamal Crawford SG Josh Hart",NA,"Carmelo Anthony","PF","52.62%",27.25
1,971380189,"mjchan89 (5/5)",0,341.75,"PG James Harden PF Kevin Love SF Kyle Kuzma C Enes Kanter G Eric Gordon F Courtney Lee UTIL Jamal Crawford SG Josh Hart",NA,"Paul George","SF","49.03%",37.75
6,970985794,"billynz",0,332.25,"PG James Harden C Kevin Love PF Kyle Kuzma SF Andrew Wiggins G Dwyane Wade F Julius Randle SG Jordan Clarkson UTIL Josh Hart",NA,"Steven Adams","C","45.53%",37
7,970730184,"Lepitre20",0,329.75,"PG James Harden C Joel Embiid PF Enes Kanter SG Eric Gordon SF Otto Porter Jr. G Jordan Clarkson F Andre Iguodala UTIL Josh Hart",NA,"Kentavious Caldwell-Pope","SG","35.83%",17.25
8,971599048,"RaVexTacozz",0,329,"PG James Harden PF Kevin Love SF Kyle Kuzma C Steven Adams F Jaylen Brown SG Trevor Ariza UTIL Jordan Clarkson G Josh Hart",NA,"Andre Iguodala","F","31.41%",19.5
9,971034637,"leroythegr8 (1/2)",0,327.75,"PG James Harden G Klay Thompson PF Enes Kanter C Steven Adams UTIL Eric Gordon SF Carmelo Anthony F Trevor Ariza SG Jordan Clarkson",NA,"Klay Thompson","SG","30.93%",37.75
9,971042405,"leroythegr8 (2/2)",0,327.75,"PG James Harden G Klay Thompson PF Enes Kanter C Steven Adams UTIL Eric Gordon SF Carmelo Anthony F Trevor Ariza SG Jordan Clarkson",NA,"Trevor Ariza","F","29.02%",28.5
