Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
637,967989331,bradysballboy2011,0,286,G Khris Middleton PF Harrison Barnes C Myles Turner PG Jeff Teague UTIL Andrew Wiggins SF Carmelo Anthony F Otto Porter Jr. SG Austin Rivers,,,
637,967998667,cgier23 (3/5),0,286,C LaMarcus Aldridge UTIL Draymond Green F Paul George PF Harrison Barnes G Jonathon Simmons SG Tyler Johnson SF DeMarre Carroll PG Isaiah Canaan,,,
637,968124375,Lastblows (4/20),0,286,G Tyreke Evans SG CJ McCollum C Nikola Jokic SF Khris Middleton PG Eric Bledsoe F Julius Randle UTIL Mario Hezonja PF Brandan Wright,,,
637,968174475,baron44 (1/5),0,286,G Russell Westbrook C Nikola Jokic SF Khris Middleton PG Eric Bledsoe UTIL Spencer Dinwiddie F Frank Kaminsky SG Andrew Harrison PF Brandan Wright,,,
637,968174874,baron44 (2/5),0,286,G Russell Westbrook C Nikola Jokic SF Khris Middleton PG Eric Bledsoe UTIL Spencer Dinwiddie F Frank Kaminsky SG Andrew Harrison PF Brandan Wright,,,
637,968183879,baron44 (4/5),0,286,G Russell Westbrook C Nikola Jokic SF Khris Middleton PG Eric Bledsoe UTIL Spencer Dinwiddie F Frank Kaminsky SG Andrew Harrison PF Brandan Wright,,,
637,968297703,zayas23 (1/3),0,286,PG Lonzo Ball SF Kyle Kuzma PF Nikola Mirotic C Steven Adams UTIL Taurean Prince F Otto Porter Jr. G Elfrid Payton SG Austin Rivers,,,
637,968362743,iballiy (5/8),0,286,PG Russell Westbrook SG Victor Oladipo G Lou Williams PF Rondae Hollis-Jefferson UTIL Austin Rivers SF Joe Harris C Tyler Zeller F Andre Roberson,,,
637,968406703,e_theman (4/8),0,286,PG Tyreke Evans UTIL Nikola Jokic C DeAndre Jordan SG Lou Williams SF Andrew Wiggins G Austin Rivers F Joe Ingles PF Sam Dekker,,,
637,968525757,62272 (10/15),0,286,UTIL Russell Westbrook PG Tyreke Evans C DeAndre Jordan F Julius Randle SG Shabazz Napier G Milos Teodosic SF Wilson Chandler PF Chandler Parsons,,,
637,968526964,moldova (17/19),0,286,SG Jimmy Butler SF Paul George PG Lonzo Ball PF T.J. Warren C Steven Adams UTIL Kentavious Caldwell-Pope F Wilson Chandler G Wayne Ellington,,,
637,968537903,moldova (18/19),0,286,SG Jimmy Butler SF Paul George PG Lonzo Ball PF T.J. Warren C Steven Adams UTIL Kentavious Caldwell-Pope F Wilson Chandler G Wayne Ellington,,,
637,968545115,moldova (19/19),0,286,SG Jimmy Butler SF Paul George PG Lonzo Ball PF T.J. Warren C Steven Adams UTIL Kentavious Caldwell-Pope F Wilson Chandler G Wayne Ellington,,,
637,968643167,agua27 (2/11),0,286,SG Khris Middleton PF Nikola Mirotic SF Harrison Barnes C Myles Turner G Eric Bledsoe F Otto Porter Jr. UTIL Nicolas Batum PG Shabazz Napier,,,
637,968643204,agua27 (3/11),0,286,SG Khris Middleton PF Nikola Mirotic SF Harrison Barnes C Myles Turner G Eric Bledsoe F Otto Porter Jr. UTIL Nicolas Batum PG Shabazz Napier,,,
637,968643224,agua27 (4/11),0,286,SG Khris Middleton PF Nikola Mirotic SF Harrison Barnes C Myles Turner G Eric Bledsoe F Otto Porter Jr. UTIL Nicolas Batum PG Shabazz Napier,,,
637,968648229,Cooch317 (1/2),0,286,UTIL Karl-Anthony Towns SG Khris Middleton C Myles Turner PG Eric Bledsoe PF Taj Gibson F Nicolas Batum G Mario Hezonja SF Bojan Bogdanovic,,,
637,968648263,Cooch317 (2/2),0,286,UTIL Karl-Anthony Towns SG Khris Middleton C Myles Turner PG Eric Bledsoe PF Taj Gibson F Nicolas Batum G Mario Hezonja SF Bojan Bogdanovic,,,
637,968652108,agua27 (5/11),0,286,SG Khris Middleton PF Nikola Mirotic SF Harrison Barnes C Myles Turner G Eric Bledsoe F Otto Porter Jr. UTIL Nicolas Batum PG Shabazz Napier,,,
637,968742628,SharpiePicks (2/5),0,286,G Tyreke Evans UTIL LaMarcus Aldridge SF Khris Middleton PG Eric Bledsoe F Josh Richardson C Taj Gibson SG Shabazz Napier PF Brandan Wright,,,
658,967768271,nolefan31 (13/20),0,285.75,PG John Wall G Tyreke Evans UTIL Nikola Jokic C Dwight Howard PF Rondae Hollis-Jefferson SF Nicolas Batum SG Wayne Ellington F Brandan Wright,,,
658,967826481,noochgosteelers26 (4/5),0,285.75,UTIL Tyreke Evans G Lonzo Ball SG Kent Bazemore F Harrison Barnes SF Taurean Prince C John Collins PG Shabazz Napier PF Dirk Nowitzki,,,
658,968009464,BulldogB (5/9),0,285.75,PF Anthony Davis C Nikola Jokic SF Kyle Kuzma PG Elfrid Payton SG Austin Rivers UTIL Justin Holiday G Isaiah Canaan F Brandan Wright,,,
658,968317317,tunaguywinner (1/2),0,285.75,SG CJ McCollum UTIL LaMarcus Aldridge SF T.J. Warren F Otto Porter Jr. PF Jayson Tatum C Derrick Favors PG Austin Rivers G Tyler Johnson,,,
658,968412901,BigHoj (11/17),0,285.75,SG Tyreke Evans UTIL CJ McCollum SF Khris Middleton C Myles Turner F Josh Richardson PG Darren Collison G Tyler Johnson PF Brandan Wright,,,
658,968649082,peteypabloh,0,285.75,PG Tyreke Evans SG Khris Middleton C Draymond Green SF Kyle Kuzma G Jamal Murray PF Lauri Markkanen UTIL Joe Ingles F Bobby Portis,,,
658,968685063,Flabio8 (1/2),0,285.75,PG Victor Oladipo SF Khris Middleton C Jusuf Nurkic PF Kyle Kuzma UTIL Jaylen Brown G Shabazz Napier SG Mario Hezonja F Jordan Bell,,,
658,968707252,jeromy-smith (2/2),0,285.75,SG Victor Oladipo PG Lou Williams SF Andrew Wiggins PF Jayson Tatum C Marcin Gortat G Austin Rivers F Julius Randle UTIL Willie Cauley-Stein,,,
658,968771440,D-Rock718,0,285.75,PG Russell Westbrook SF Kyle Kuzma C Myles Turner SG Eric Bledsoe PF Rondae Hollis-Jefferson F Wilson Chandler G George Hill UTIL Bam Adebayo,,,
667,968227672,mpr3eagle2 (15/20),0,285.5,F DeMarcus Cousins UTIL Nikola Jokic C Myles Turner SG Eric Bledsoe G Elfrid Payton SF Nicolas Batum PG Malcolm Brogdon PF Brandan Wright,,,
667,968313314,greenteaLL,0,285.5,PG Victor Oladipo C Myles Turner G Eric Bledsoe SG Spencer Dinwiddie SF Rondae Hollis-Jefferson PF Thaddeus Young UTIL Kelly Oubre Jr. F Allen Crabbe,,,
667,968571181,GoliathPix08 (10/20),0,285.5,F Anthony Davis SG Khris Middleton C Dwight Howard PF Derrick Favors PG Shabazz Napier SF DeMarre Carroll G Malcolm Brogdon UTIL Bam Adebayo,,,
667,968596140,warrior133 (11/20),0,285.5,C Karl-Anthony Towns SG Tyreke Evans SF Khris Middleton G Jeff Teague PF Alex Len UTIL Austin Rivers PG Isaiah Canaan F Brandan Wright,,,
667,968596141,warrior133 (12/20),0,285.5,C Karl-Anthony Towns SG Tyreke Evans SF Khris Middleton G Jeff Teague PF Alex Len UTIL Austin Rivers PG Isaiah Canaan F Brandan Wright,,,
667,968636367,bams34,0,285.5,PG Kyrie Irving SG Tyreke Evans PF Draymond Green SF Paul George G Lonzo Ball UTIL Shabazz Napier C David West F Corey Brewer,,,
667,968737249,pogallagher (20/20),0,285.5,C Al Horford SF Paul George PF Kyle Kuzma PG Eric Bledsoe F Josh Richardson G Austin Rivers SG Tyler Johnson UTIL Shabazz Napier,,,
667,968746954,charger08rt (5/7),0,285.5,PG John Wall C Nikola Jokic F Khris Middleton PF Draymond Green SG Shabazz Napier G Isaiah Canaan SF Wilson Chandler UTIL Mario Hezonja,,,
667,968771327,jdjay (4/5),0,285.5,G Tyreke Evans UTIL Nikola Jokic SF Khris Middleton C Myles Turner PG Eric Bledsoe F Alex Len SG Tyler Johnson PF Brandan Wright,,,
676,967839903,bender8cheese (19/20),0,285.25,PG Russell Westbrook SF Khris Middleton SG Eric Bledsoe C Kelly Olynyk G Tyler Johnson UTIL Shabazz Napier PF Trey Lyles F Wayne Ellington,,,
676,967857842,imadeit110 (5/20),0,285.25,PG Kyrie Irving SG Tyreke Evans UTIL Draymond Green SF Kyle Kuzma F Josh Richardson G Austin Rivers C Jordan Bell PF Brandan Wright,,,
676,967961036,jamesberg (1/4),0,285.25,UTIL Tyreke Evans F Khris Middleton SF Kyle Kuzma C Nikola Mirotic SG Josh Richardson G Austin Rivers PG Malcolm Brogdon PF Jordan Bell,,,
676,968105680,SnoozDude (1/20),0,285.25,C Nikola Jokic F Khris Middleton PF Harrison Barnes UTIL Myles Turner SG Eric Bledsoe PG Jeff Teague G Shabazz Napier SF Wayne Ellington,,,
676,968105689,SnoozDude (10/20),0,285.25,C Nikola Jokic PF LaMarcus Aldridge SG Khris Middleton UTIL Myles Turner G Eric Bledsoe PG Jeff Teague F Bam Adebayo SF Wayne Ellington,,,
676,968695977,Green_Blood (1/3),0,285.25,UTIL CJ McCollum SF Khris Middleton C DeAndre Jordan F Kyle Kuzma SG Eric Bledsoe G Austin Rivers PG Shabazz Napier PF Jarell Martin,,,
676,968715091,Adam1708 (3/5),0,285.25,UTIL Jimmy Butler F Draymond Green PG Lou Williams C Myles Turner G Elfrid Payton SF Al-Farouq Aminu PF Greg Monroe SG Mario Hezonja,,,
676,968742598,dukemo (2/3),0,285.25,PG Tyreke Evans SG Khris Middleton G Lou Williams SF Carmelo Anthony PF Otto Porter Jr. C Domantas Sabonis F Lauri Markkanen UTIL Dennis Smith Jr.,,,
676,968754962,jamesberg (4/4),0,285.25,UTIL Tyreke Evans F Khris Middleton SF Kyle Kuzma C Nikola Mirotic SG Josh Richardson G Austin Rivers PG Malcolm Brogdon PF Jordan Bell,,,
676,968755673,jpete16 (5/12),0,285.25,C Nikola Jokic PF LaMarcus Aldridge F Khris Middleton SF Harrison Barnes UTIL Jamal Murray SG Tyler Johnson PG Shabazz Napier G Wayne Ellington,,,
676,968762828,jpete16 (11/12),0,285.25,C Nikola Jokic PF LaMarcus Aldridge F Khris Middleton SF Harrison Barnes UTIL Jamal Murray SG Tyler Johnson PG Shabazz Napier G Wayne Ellington,,,
676,968781211,rrangel7 (2/2),0,285.25,UTIL Khris Middleton C DeAndre Jordan SG Lou Williams PG Lonzo Ball SF Carmelo Anthony G Elfrid Payton PF Derrick Favors F Andre Roberson,,,
688,968124381,Lastblows (10/20),0,285,UTIL Jimmy Butler C Nikola Jokic G Khris Middleton F Paul George PG Eric Bledsoe SG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
688,968226419,SaltyCrocodile,0,285,UTIL Victor Oladipo G Lonzo Ball SF Carmelo Anthony F Taj Gibson C Derrick Favors PF John Collins SG Austin Rivers PG Shabazz Napier,,,
688,968320231,blaccheart,0,285,C DeMarcus Cousins UTIL Jimmy Butler SF Kyle Kuzma PG Eric Bledsoe SG J.J. Barea PF Ersan Ilyasova F Jordan Bell G Jerian Grant,,,
688,968518842,Vinny070 (1/2),0,285,UTIL Russell Westbrook PG John Wall C Steven Adams SG Austin Rivers SF Joe Ingles F Wesley Matthews PF Ersan Ilyasova G Bojan Bogdanovic,,,
688,968644746,Croggs (11/13),0,285,G Jimmy Butler SG Tyreke Evans C Nikola Jokic F LaMarcus Aldridge PG Lou Williams UTIL John Henson SF Sam Dekker PF Brandan Wright,,,
688,968671347,thomasmr10 (3/4),0,285,SG Tyreke Evans SF Khris Middleton C Jusuf Nurkic F Kyle Kuzma PF Kelly Olynyk UTIL Austin Rivers PG Tyler Johnson G George Hill,,,
688,968699672,40coach (4/4),0,285,UTIL Russell Westbrook G Kyrie Irving SG Tyreke Evans PF Taj Gibson PG Tyler Johnson SF Bojan Bogdanovic F Jarell Martin C Brandan Wright,,,
688,968723126,chriz2525 (1/2),0,285,PG Tyreke Evans SG CJ McCollum F LaMarcus Aldridge G Khris Middleton UTIL Elfrid Payton C Greg Monroe PF Mason Plumlee SF Josh Jackson,,,
688,968750998,Slowpoke12,0,285,UTIL Kevin Durant SG Khris Middleton PG Lou Williams C Domantas Sabonis F Lauri Markkanen SF DeMarre Carroll G Bojan Bogdanovic PF Jordan Bell,,,
688,968751878,ajp65,0,285,PG Kyrie Irving UTIL Paul George G Lonzo Ball SG Spencer Dinwiddie C Zach Randolph SF Jayson Tatum PF Bobby Portis F Lance Stephenson,,,
688,968769661,dynomite206 (1/4),0,285,C Karl-Anthony Towns SF Khris Middleton PF Kyle Kuzma PG Elfrid Payton SG Jamal Murray F Lauri Markkanen UTIL Isaiah Canaan G Lance Stephenson,,,
688,968769673,dynomite206 (2/4),0,285,C Karl-Anthony Towns SF Khris Middleton PF Kyle Kuzma PG Elfrid Payton SG Jamal Murray F Lauri Markkanen UTIL Isaiah Canaan G Lance Stephenson,,,
688,968769680,dynomite206 (3/4),0,285,C Karl-Anthony Towns SF Khris Middleton PF Kyle Kuzma PG Elfrid Payton SG Jamal Murray F Lauri Markkanen UTIL Isaiah Canaan G Lance Stephenson,,,
688,968779200,dynomite206 (4/4),0,285,C Karl-Anthony Towns SF Khris Middleton PF Kyle Kuzma PG Elfrid Payton SG Jamal Murray F Lauri Markkanen UTIL Isaiah Canaan G Lance Stephenson,,,
702,967962805,tommyq236 (2/4),0,284.75,C Karl-Anthony Towns F Khris Middleton SF Kyle Kuzma SG Eric Bledsoe PG Spencer Dinwiddie G Elfrid Payton UTIL Malcolm Brogdon PF Brandan Wright,,,
702,968353324,Sdotbrown24 (20/20),0,284.75,G Victor Oladipo UTIL Tyreke Evans SG Khris Middleton SF Kyle Kuzma F Rondae Hollis-Jefferson PG George Hill C Robin Lopez PF Brandan Wright,,,
702,968588038,astrouf (3/10),0,284.75,C Nikola Jokic PF Al Horford F Kyle Kuzma SG Spencer Dinwiddie SF Josh Richardson UTIL Austin Rivers G Tyler Johnson PG J.J. Barea,,,
702,968751686,evibez,0,284.75,PG Russell Westbrook PF Kyle Kuzma UTIL Myles Turner C Taj Gibson SF Jayson Tatum F Domantas Sabonis G Shabazz Napier SG Nik Stauskas,,,
706,968046981,Joejoe2338,0,284.5,SG Victor Oladipo G John Wall PG Lonzo Ball C Jusuf Nurkic UTIL Elfrid Payton F Ersan Ilyasova PF Frank Kaminsky SF Jamil Wilson,,,
706,968329645,nanagirl84,0,284.5,G Kyrie Irving C Draymond Green PG Lou Williams PF Kyle Kuzma UTIL Austin Rivers SF Nicolas Batum F Joe Ingles SG Allen Crabbe,,,
706,968511268,rennie_x (1/6),0,284.5,PG Russell Westbrook SG Victor Oladipo G Khris Middleton UTIL Malcolm Brogdon PF Wilson Chandler SF Lance Stephenson F Bojan Bogdanovic C Frank Kaminsky,,,
706,968521053,rennie_x (2/6),0,284.5,PG Russell Westbrook SG Victor Oladipo G Khris Middleton UTIL Malcolm Brogdon PF Wilson Chandler SF Lance Stephenson F Bojan Bogdanovic C Frank Kaminsky,,,
706,968521079,rennie_x (3/6),0,284.5,PG Russell Westbrook SG Victor Oladipo G Khris Middleton UTIL Malcolm Brogdon PF Wilson Chandler SF Lance Stephenson F Bojan Bogdanovic C Frank Kaminsky,,,
706,968654140,case987 (4/12),0,284.5,UTIL Kyrie Irving G CJ McCollum C Nikola Jokic SF Khris Middleton PG Spencer Dinwiddie SG J.J. Barea PF Bam Adebayo F Brandan Wright,,,
706,968720276,dbellamy03 (2/2),0,284.5,UTIL Russell Westbrook PF Kyle Kuzma C Steven Adams SF Rondae Hollis-Jefferson SG Austin Rivers G Tyler Johnson PG George Hill F Jordan Bell,,,
713,967724319,joepatz71,0,284.25,PG John Wall SG Tyreke Evans G Will Barton SF Jayson Tatum C Alex Len PF Domantas Sabonis UTIL Austin Rivers F Lauri Markkanen,,,
713,968099403,MParris86 (2/2),0,284.25,C Nikola Jokic SG Khris Middleton PG Lonzo Ball PF Kyle Kuzma SF Josh Richardson G Austin Rivers UTIL Shabazz Napier F Evan Turner,,,
713,968350212,Jovan914 (20/20),0,284.25,PF Kevin Durant C Nikola Jokic SF Kyle Kuzma SG Spencer Dinwiddie PG Austin Rivers G Shabazz Napier UTIL Wayne Ellington F Gorgui Dieng,,,
713,968735656,chiefskingdom2289 (2/2),0,284.25,SG Tyreke Evans SF Khris Middleton C DeAndre Jordan F Kyle Kuzma UTIL Myles Turner G Eric Bledsoe PG Malcolm Brogdon PF Brandan Wright,,,
713,968751759,AbeFr0man73 (3/3),0,284.25,C Karl-Anthony Towns PG Tyreke Evans SF Khris Middleton PF Nikola Mirotic SG Eric Bledsoe G Shabazz Napier UTIL Frank Kaminsky F Brandan Wright,,,
713,968754019,jdmon45 (1/2),0,284.25,SG Tyreke Evans SF Khris Middleton C DeAndre Jordan F Kyle Kuzma UTIL Myles Turner G Eric Bledsoe PG Malcolm Brogdon PF Brandan Wright,,,
713,968769701,jdmon45 (2/2),0,284.25,SG Tyreke Evans SF Khris Middleton C DeAndre Jordan F Kyle Kuzma UTIL Myles Turner G Eric Bledsoe PG Malcolm Brogdon PF Brandan Wright,,,
720,967724419,slpanthers24 (1/6),0,284,F Anthony Davis UTIL Tyreke Evans G Lonzo Ball PF Kyle Kuzma PG Isaiah Canaan SF Trey Lyles SG George Hill C Jordan Bell,,,
720,967732165,mtmw (1/3),0,284,PG Russell Westbrook G Tyreke Evans SF Khris Middleton SG Eric Bledsoe F Zach Randolph PF Frank Kaminsky UTIL Jamal Crawford C Brandan Wright,,,
720,967732188,mtmw (2/3),0,284,PG Russell Westbrook G Tyreke Evans SF Khris Middleton SG Eric Bledsoe F Zach Randolph PF Frank Kaminsky UTIL Jamal Crawford C Brandan Wright,,,
720,967741557,mtmw (3/3),0,284,PG Russell Westbrook G Tyreke Evans SF Khris Middleton SG Eric Bledsoe F Zach Randolph PF Frank Kaminsky UTIL Jamal Crawford C Brandan Wright,,,
720,968195557,drobles123,0,284,G Victor Oladipo SG Tyreke Evans SF Kyle Kuzma PF Nikola Mirotic C Julius Randle PG Shabazz Napier UTIL Mason Plumlee F Allen Crabbe,,,
720,968245097,SirFatherTy22 (1/15),0,284,PG Russell Westbrook G Lonzo Ball UTIL Rondae Hollis-Jefferson F Zach Randolph PF Carmelo Anthony SG Austin Rivers C Jordan Bell SF Marvin Williams,,,
720,968565752,JoeFizzlee (2/5),0,284,G Russell Westbrook UTIL Kyrie Irving C Nikola Jokic SG Tyler Johnson PG J.J. Barea F Wilson Chandler SF Trey Lyles PF Brandan Wright,,,
720,968645517,sprom (2/2),0,284,G Tyreke Evans C Nikola Jokic UTIL Kemba Walker PF Kyle Kuzma SF Harrison Barnes SG Eric Bledsoe PG Shabazz Napier F Brandan Wright,,,
720,968711103,GMONEY31 (3/3),0,284,SG Victor Oladipo G Jimmy Butler PG Kyrie Irving SF Harrison Barnes C Dirk Nowitzki PF Trey Lyles UTIL Dillon Brooks F Gorgui Dieng,,,
720,968728462,roel2112 (10/12),0,284,C Nikola Jokic SF Khris Middleton PF Kyle Kuzma SG Eric Bledsoe PG Spencer Dinwiddie G Austin Rivers UTIL Tyler Johnson F Michael Kidd-Gilchrist,,,
720,968743905,vegasswanny (1/16),0,284,PG Victor Oladipo C Karl-Anthony Towns SF Kyle Kuzma PF Rondae Hollis-Jefferson SG Austin Rivers UTIL Shabazz Napier G Jamal Crawford F Thabo Sefolosha,,,
720,968780854,johnnymeatball,0,284,G Russell Westbrook SG Victor Oladipo C Myles Turner UTIL Kentavious Caldwell-Pope F DeMarre Carroll SF Kyle Anderson PG Malcolm Brogdon PF Brandan Wright,,,
732,967545429,Sandyclams,0,283.75,G John Wall UTIL Tyreke Evans SF Khris Middleton PF Kyle Kuzma SG Eric Bledsoe PG Malcolm Brogdon C Jordan Bell F Frank Kaminsky,,,
732,967821003,cptnspaulding (16/20),0,283.75,PG John Wall F LaMarcus Aldridge SF Khris Middleton UTIL Donovan Mitchell C Myles Turner SG Malcolm Brogdon PF Jordan Bell G Wayne Ellington,,,
732,967833989,CaliCapper22,0,283.75,SG Jimmy Butler SF T.J. Warren C Myles Turner UTIL Eric Bledsoe F Taj Gibson G Tyler Johnson PF Al-Farouq Aminu PG Shabazz Napier,,,
732,967972544,coreyking22 (1/3),0,283.75,PG Victor Oladipo F Khris Middleton SF Kyle Kuzma G Jamal Murray C Domantas Sabonis SG Tyler Johnson PF Lauri Markkanen UTIL Jordan Bell,,,
732,967992627,sarahmay (2/2),0,283.75,PG Russell Westbrook SG Victor Oladipo C Al Horford PF Willie Cauley-Stein SF Ersan Ilyasova F Lance Stephenson UTIL Frank Kaminsky G Cory Joseph,,,
732,968316375,JamusMcBruwn (4/20),0,283.75,C Nikola Jokic PF LaMarcus Aldridge G Khris Middleton SF T.J. Warren UTIL Myles Turner SG Eric Bledsoe PG Malcolm Brogdon F Brandan Wright,,,
732,968318104,Captainwacky (9/20),0,283.75,SF Khris Middleton UTIL DeAndre Jordan F Paul George SG Lou Williams PG Eric Bledsoe C Steven Adams G Shabazz Napier PF Brandan Wright,,,
732,968344617,coreyking22 (3/3),0,283.75,PG Victor Oladipo F Khris Middleton SF Kyle Kuzma G Jamal Murray C Domantas Sabonis SG Tyler Johnson PF Lauri Markkanen UTIL Jordan Bell,,,
732,968491366,ShowStopers (2/2),0,283.75,PG Russell Westbrook SG Tyreke Evans SF Kyle Kuzma UTIL Caris LeVert PF Lauri Markkanen F Denzel Valentine G J.J. Barea C John Henson,,,
732,968680330,Howardthedog (2/6),0,283.75,PG Russell Westbrook SG Tyreke Evans G Lou Williams SF Kyle Kuzma F Rudy Gay PF Wilson Chandler UTIL Trey Lyles C Brandan Wright,,,
732,968680332,Howardthedog (4/6),0,283.75,PG CJ McCollum SF Khris Middleton PF Kyle Kuzma C Myles Turner SG Eric Bledsoe UTIL Domantas Sabonis G Shabazz Napier F Mason Plumlee,,,
732,968712016,youngp10,0,283.75,SG Tyreke Evans PG CJ McCollum C Al Horford SF Rondae Hollis-Jefferson PF Kelly Olynyk G Austin Rivers UTIL Isaiah Canaan F Mason Plumlee,,,
732,968713860,clagg10,0,283.75,F DeMarcus Cousins G Kris Dunn SG Andrew Wiggins PF Carmelo Anthony UTIL Elfrid Payton SF Jayson Tatum PG Austin Rivers C Gorgui Dieng,,,
732,968753071,jgreezy12 (6/11),0,283.75,PG Victor Oladipo G Kyrie Irving C Nikola Jokic SF Khris Middleton SG J.J. Barea F Wilson Chandler UTIL Michael Kidd-Gilchrist PF Brandan Wright,,,
732,968754251,pikupman99 (1/2),0,283.75,UTIL Russell Westbrook PG John Wall SG Bradley Beal G Elfrid Payton F Kelly Oubre Jr. SF Markieff Morris PF Frank Kaminsky C Tyler Zeller,,,
732,968780082,imurhuckleberry,0,283.75,G John Wall SF Khris Middleton F Jonathon Simmons PG Eric Bledsoe UTIL Elfrid Payton C Taj Gibson SG Shabazz Napier PF Frank Kaminsky,,,
748,967986098,darkhulk10,0,283.5,G Tyreke Evans PF Draymond Green PG Kris Dunn SF T.J. Warren C Steven Adams SG Austin Rivers UTIL Tyler Johnson F Frank Kaminsky,,,
748,968590962,kingLeo87 (2/2),0,283.5,C Karl-Anthony Towns PG John Wall SG Eric Bledsoe SF Jayson Tatum PF Willie Cauley-Stein UTIL Shabazz Napier G Isaiah Canaan F Wilson Chandler,,,
748,968674289,marquevius (1/5),0,283.5,G Russell Westbrook UTIL Nikola Jokic C Myles Turner PG Eric Bledsoe SG Tyler Johnson SF Nicolas Batum F Wilson Chandler PF Brandan Wright,,,
748,968695770,SparkytheClown (1/2),0,283.5,PG John Wall G Khris Middleton C Myles Turner SG Eric Bledsoe UTIL Spencer Dinwiddie PF Taj Gibson F Dirk Nowitzki SF Wayne Ellington,,,
748,968705102,SparkytheClown (2/2),0,283.5,PG John Wall G Khris Middleton C Myles Turner SG Eric Bledsoe UTIL Spencer Dinwiddie PF Taj Gibson F Dirk Nowitzki SF Wayne Ellington,,,
748,968747864,Wcaddel,0,283.5,C LaMarcus Aldridge SG Khris Middleton PG Jrue Holiday PF Al Horford SF Paul George UTIL Isaiah Canaan G Mario Hezonja F Tony Snell,,,
748,968755797,RBM23,0,283.5,PG Victor Oladipo SF Khris Middleton C Dwight Howard G Kemba Walker SG Eric Bledsoe PF Carmelo Anthony UTIL Matthew Dellavedova F Dwight Powell,,,
755,967567856,baskings (1/4),0,283.25,PG Tyreke Evans SG Donovan Mitchell PF Kyle Kuzma SF T.J. Warren C Steven Adams F Josh Richardson G Austin Rivers UTIL Marco Belinelli,,,
755,968124387,Lastblows (16/20),0,283.25,PF DeMarcus Cousins C Anthony Davis SG Eric Bledsoe G Elfrid Payton PG Shabazz Napier SF Bojan Bogdanovic F Bam Adebayo UTIL Brandan Wright,,,
755,968503915,dpatt06 (1/2),0,283.25,SG Victor Oladipo G Tyreke Evans SF Kyle Kuzma UTIL Josh Richardson C John Collins PG Shabazz Napier F Lance Stephenson PF Jordan Bell,,,
755,968608982,Arnie2013 (2/11),0,283.25,SG Victor Oladipo PG John Wall G Tyreke Evans C Nikola Jokic UTIL Tyson Chandler F Josh Jackson PF Frank Kaminsky SF Wayne Ellington,,,
755,968613184,Arnie2013 (6/11),0,283.25,SG Victor Oladipo PG John Wall G Tyreke Evans C Nikola Jokic UTIL Tyson Chandler F Josh Jackson PF Frank Kaminsky SF Wayne Ellington,,,
755,968748392,KapiteinBruin (2/2),0,283.25,PG John Wall C Nikola Jokic G Eric Bledsoe SG Spencer Dinwiddie SF Josh Richardson UTIL Elfrid Payton PF Dirk Nowitzki F Jordan Mickey,,,
755,968780093,SB3Prime,0,283.25,PG Russell Westbrook C Nikola Jokic SF Khris Middleton SG Eric Bledsoe UTIL Spencer Dinwiddie G George Hill F Gorgui Dieng PF Brandan Wright,,,
762,967649177,csmaniac (8/20),0,283,PG Russell Westbrook F LaMarcus Aldridge C Dwight Howard SG Eric Bledsoe SF Marcus Smart UTIL Willie Cauley-Stein G Wayne Ellington PF Brandan Wright,,,
762,967735526,scottlarock40,0,283,PG Victor Oladipo SG Bradley Beal PF Draymond Green C Myles Turner SF Jayson Tatum F Buddy Hield G Lance Stephenson UTIL Bojan Bogdanovic,,,
762,968105692,SnoozDude (13/20),0,283,G Russell Westbrook SF Khris Middleton C Myles Turner SG Eric Bledsoe PG Jeff Teague UTIL Shabazz Napier F Chandler Parsons PF Brandan Wright,,,
762,968522236,Bigrob71940 (4/5),0,283,PG Lou Williams UTIL Lonzo Ball SF Kyle Kuzma F Nikola Mirotic SG Rodney Hood PF Rondae Hollis-Jefferson G Elfrid Payton C Jordan Bell,,,
762,968575543,I_AM_KING,0,283,SF Paul George PF Kyle Kuzma PG Jeff Teague UTIL Rondae Hollis-Jefferson SG Andrew Wiggins F Carmelo Anthony G Elfrid Payton C Taj Gibson,,,
762,968612503,ruf615,0,283,PG Russell Westbrook SG Jimmy Butler SF Khris Middleton PF Harrison Barnes UTIL J.J. Barea C Robin Lopez G Jameer Nelson F Dwight Powell,,,
762,968703098,Pontiac57,0,283,PG Victor Oladipo SG Khris Middleton UTIL Lou Williams SF Kyle Kuzma F Josh Richardson G Shabazz Napier PF Wilson Chandler C Brandan Wright,,,
762,968725639,fountaincity,0,283,SG Victor Oladipo UTIL Karl-Anthony Towns C Nikola Jokic SF Khris Middleton PG J.J. Barea PF Bam Adebayo G Wayne Ellington F Brandan Wright,,,
762,968730693,moweeks,0,283,UTIL DeMarcus Cousins G Tyreke Evans F Draymond Green SF Kyle Kuzma PG Shabazz Napier C Jordan Bell PF Frank Kaminsky SG Jamal Crawford,,,
771,967886669,ferrara316 (1/2),0,282.75,F DeMarcus Cousins G Donovan Mitchell PF Nikola Mirotic SF Harrison Barnes UTIL Myles Turner PG Shabazz Napier C Frank Kaminsky SG Josh Hart,,,
