"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,945978967,"solduar79 (3/3)",0,329.75,"PF Mike Scott F Al-Farouq Aminu G Bradley Beal C Jusuf Nurkic SG Kelly Oubre Jr. UTIL Russell Westbrook SF Joe Ingles PG Donovan Mitchell",NA,"Russell Westbrook","PG","54.22%",77.25
2,945698611,"DrNickIsIn (7/20)",0,324.5,"C Marcin Gortat SF Al-Farouq Aminu SG Bradley Beal PF Carmelo Anthony F Thabo Sefolosha PG Russell Westbrook UTIL Alec Burks G Donovan Mitchell",NA,"Alec Burks","G","52.20%",21
3,945988553,"GoliathPix08 (13/20)",0,319,"PF Al-Farouq Aminu F Markieff Morris SG Bradley Beal PG Russell Westbrook UTIL Alec Burks SF Joe Ingles C Steven Adams G Donovan Mitchell",NA,"Damian Lillard","PG","45.85%",53
3,946046586,"sheiraas (13/20)",0,319,"PF Al-Farouq Aminu F Markieff Morris SG Bradley Beal PG Russell Westbrook UTIL Alec Burks SF Joe Ingles C Steven Adams G Donovan Mitchell",NA,"Paul George","SF","43.59%",28.25
3,946096119,"GreyPoupon (19/20)",0,319,"SF Al-Farouq Aminu PF Markieff Morris SG Bradley Beal PG Russell Westbrook UTIL Alec Burks F Joe Ingles C Steven Adams G Donovan Mitchell",NA,"Steven Adams","C","41.80%",33.75
3,946115672,"Bearsssssss (8/20)",0,319,"PF Al-Farouq Aminu F Markieff Morris G Bradley Beal SF Kelly Oubre Jr. UTIL Russell Westbrook SG Alec Burks C Steven Adams PG Donovan Mitchell",NA,"Carmelo Anthony","F","40.34%",31.5
3,946136555,"JDubs800 (8/12)",0,319,"F Al-Farouq Aminu PF Markieff Morris UTIL Bradley Beal PG Russell Westbrook G Alec Burks SF Joe Ingles C Steven Adams SG Donovan Mitchell",NA,"C.J. McCollum","SG","39.25%",28
8,945791260,"Parkermjp2000",0,316.75,"PF Al-Farouq Aminu G Damian Lillard SG Bradley Beal SF Kelly Oubre Jr. UTIL Raymond Felton F Thabo Sefolosha PG Russell Westbrook C Steven Adams",NA,"Al-Farouq Aminu","SF","36.50%",27
9,945677166,"jf1133 (1/20)",0,316,"PF Al-Farouq Aminu SG Bradley Beal C Jusuf Nurkic SF Kelly Oubre Jr. PG Russell Westbrook UTIL Alec Burks F Andre Roberson G Donovan Mitchell",NA,"Derrick Favors","C","34.11%",18.5
9,945677168,"jf1133 (3/20)",0,316,"PF Al-Farouq Aminu SG Bradley Beal C Jusuf Nurkic SF Kelly Oubre Jr. PG Russell Westbrook UTIL Alec Burks F Andre Roberson G Donovan Mitchell",NA,"Jusuf Nurkic","UTIL","32.60%",34.25
9,945677174,"jf1133 (5/20)",0,316,"PF Al-Farouq Aminu SG Bradley Beal C Jusuf Nurkic SF Kelly Oubre Jr. PG Russell Westbrook UTIL Alec Burks F Andre Roberson G Donovan Mitchell",NA,"Otto Porter","F","32.24%",22
9,945685148,"jf1133 (7/20)",0,316,"PF Al-Farouq Aminu SG Bradley Beal C Jusuf Nurkic SF Kelly Oubre Jr. PG Russell Westbrook UTIL Alec Burks F Andre Roberson G Donovan Mitchell",NA,"Markieff Morris","PF","32.22%",22.5
9,945685151,"jf1133 (9/20)",0,316,"PF Al-Farouq Aminu SG Bradley Beal C Jusuf Nurkic SF Kelly Oubre Jr. PG Russell Westbrook UTIL Alec Burks F Andre Roberson G Donovan Mitchell",NA,"Joe Ingles","G","31.55%",30
