Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
269,968743814,Patsfan688 (1/4),0,280.75,PG Kyrie Irving G John Wall SG Tyreke Evans SF Khris Middleton F Mason Plumlee PF Wilson Chandler C Bam Adebayo UTIL Malcolm Delaney,,,
272,968502645,astrosfan75956,0,280.5,C Karl-Anthony Towns G Jimmy Butler SF Khris Middleton UTIL Eric Bledsoe PG Elfrid Payton SG Mario Hezonja F Marvin Williams PF Brandan Wright,,,
272,968762150,crackadaz,0,280.5,UTIL Nikola Jokic SF Khris Middleton F Draymond Green G Kemba Walker C Steven Adams PG Shabazz Napier PF Bobby Portis SG Mario Hezonja,,,
272,968762260,jswood,0,280.5,C Nikola Jokic PG Lou Williams G Lonzo Ball SG Donovan Mitchell SF Will Barton F Jaylen Brown PF Julius Randle UTIL Lauri Markkanen,,,
275,968677949,tylerk01422,0,280.25,C Nikola Jokic SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe F Kelly Olynyk SG Tyler Johnson UTIL Nicolas Batum PG Shabazz Napier,,,
275,968714137,patrickduff,0,280.25,PG Victor Oladipo G Kyrie Irving SG Tyreke Evans UTIL Gary Harris C Domantas Sabonis SF Trey Lyles PF Frank Kaminsky F Kenneth Faried,,,
275,968755294,TripleBar,0,280.25,G CJ McCollum SF Khris Middleton F Draymond Green PF Kyle Kuzma SG Eric Bledsoe UTIL Elfrid Payton PG Tyler Johnson C Brandan Wright,,,
278,968441201,bertag3 (2/2),0,279.75,C Karl-Anthony Towns SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe SG Kentavious Caldwell-Pope UTIL Austin Rivers G George Hill PF Jordan Bell,,,
278,968626007,mj_perk (4/5),0,279.75,SG Tyreke Evans C DeAndre Jordan G Lou Williams UTIL Eric Bledsoe PF Kelly Olynyk F John Collins PG Tyler Johnson SF Bojan Bogdanovic,,,
278,968652255,mhacker1,0,279.75,G Russell Westbrook SF Khris Middleton SG Donovan Mitchell C Myles Turner PG Eric Bledsoe UTIL Tyson Chandler F Evan Turner PF Brandan Wright,,,
278,968691765,mj_perk (5/5),0,279.75,SG Tyreke Evans C DeAndre Jordan G Lou Williams UTIL Eric Bledsoe PF Kelly Olynyk F John Collins PG Tyler Johnson SF Bojan Bogdanovic,,,
278,968724071,sasmallen (10/10),0,279.75,PF LaMarcus Aldridge SG Khris Middleton C Dwight Howard UTIL DeAndre Jordan F Harrison Barnes PG Shabazz Napier G Malcolm Brogdon SF Wayne Ellington,,,
278,968747103,foofighters1977 (2/4),0,279.75,SG CJ McCollum F Khris Middleton UTIL Lonzo Ball PF Kyle Kuzma G Eric Bledsoe SF Al-Farouq Aminu PG Shabazz Napier C Jordan Bell,,,
278,968747140,foofighters1977 (3/4),0,279.75,SG CJ McCollum F Khris Middleton UTIL Lonzo Ball PF Kyle Kuzma G Eric Bledsoe SF Al-Farouq Aminu PG Shabazz Napier C Jordan Bell,,,
278,968748288,jslaybe,0,279.75,UTIL Karl-Anthony Towns PG Tyreke Evans C Nikola Jokic PF Draymond Green G Austin Rivers SG George Hill SF Marvin Williams F Frank Kaminsky,,,
278,968778404,tarsonic20 (10/20),0,279.75,SG Khris Middleton SF Paul George PG Kemba Walker UTIL Eric Bledsoe PF Rondae Hollis-Jefferson F Derrick Favors G Darren Collison C Tyson Chandler,,,
287,968636201,Statwell,0,279.5,G Tyreke Evans C Nikola Jokic SF Khris Middleton UTIL DeAndre Jordan SG Dennis Smith Jr. PG Shabazz Napier PF Omri Casspi F Jordan Bell,,,
287,968655125,graymatters84,0,279.5,UTIL Russell Westbrook PG Victor Oladipo C Nikola Jokic SG Tyler Johnson G J.J. Barea SF Michael Kidd-Gilchrist F Bam Adebayo PF Brandan Wright,,,
287,968753831,jsr2424,0,279.5,PG Victor Oladipo C Karl-Anthony Towns SG Khris Middleton F John Collins UTIL Austin Rivers G Shabazz Napier SF Michael Kidd-Gilchrist PF Brandan Wright,,,
287,968762853,tookieman2 (13/20),0,279.5,F DeMarcus Cousins UTIL Khris Middleton C Al Horford PF Kyle Kuzma PG Austin Rivers SG Shabazz Napier SF Wayne Ellington G Wes Iwundu,,,
291,968591579,LynnFaletic,0,279.25,PG Victor Oladipo F Kyle Kuzma C Myles Turner SF Thaddeus Young UTIL Carmelo Anthony G Darren Collison PF Domantas Sabonis SG Bojan Bogdanovic,,,
291,968634500,DoctorRoBry (17/20),0,279.25,UTIL Tyreke Evans SF Khris Middleton C Dwight Howard SG Kris Dunn PG Eric Bledsoe PF Kelly Olynyk G Andrew Harrison F Jordan Mickey,,,
291,968754333,mcadden,0,279.25,C LaMarcus Aldridge SF Khris Middleton F Draymond Green PF Al Horford SG Eric Bledsoe PG Shabazz Napier G Isaiah Canaan UTIL Wayne Ellington,,,
291,968761634,swtsu1 (5/6),0,279.25,SF Kevin Durant PG Victor Oladipo UTIL Myles Turner G Tyler Johnson SG J.J. Barea PF Markieff Morris C Bam Adebayo F Wayne Ellington,,,
291,968771246,swtsu1 (6/6),0,279.25,SF Kevin Durant PG Victor Oladipo UTIL Myles Turner G Tyler Johnson SG J.J. Barea PF Markieff Morris C Bam Adebayo F Wayne Ellington,,,
296,968314622,Dannyyuill (1/3),0,278.75,SG Jimmy Butler C Nikola Jokic F LaMarcus Aldridge UTIL Lou Williams PG Eric Bledsoe G Austin Rivers SF Evan Turner PF Brandan Wright,,,
296,968320052,Futurebeyondsatan,0,278.75,C Karl-Anthony Towns G Tyreke Evans SG Khris Middleton UTIL Eric Bledsoe F Josh Richardson PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
296,968367780,lbressan,0,278.75,PG Tyreke Evans SG CJ McCollum C Draymond Green G Lonzo Ball SF Kyle Kuzma F Al-Farouq Aminu UTIL Shabazz Napier PF Brandan Wright,,,
296,968441200,bertag3 (1/2),0,278.75,PF Kevin Durant SF Khris Middleton C Myles Turner PG Eric Bledsoe UTIL Austin Rivers G George Hill F Jordan Bell SG Wayne Ellington,,,
296,968595752,desuschristomayne,0,278.75,SG Victor Oladipo PG Kyrie Irving F Khris Middleton C Draymond Green UTIL Shabazz Napier PF Bam Adebayo SF Josh Jackson G Bryn Forbes,,,
296,968626052,kendiggidydogs,0,278.75,SG Victor Oladipo PG Kyrie Irving PF Kyle Kuzma G Jeff Teague SF Rondae Hollis-Jefferson F Al-Farouq Aminu C Frank Kaminsky UTIL Maurice Harkless,,,
296,968686967,MrTake77 (1/2),0,278.75,PG Russell Westbrook PF LaMarcus Aldridge C DeAndre Jordan G Elfrid Payton SG Shabazz Napier F Joe Ingles SF Denzel Valentine UTIL Joffrey Lauvergne,,,
296,968716954,SharpiePicks (1/5),0,278.75,C Karl-Anthony Towns G Tyreke Evans F Khris Middleton PG Eric Bledsoe SG Josh Richardson UTIL Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
296,968723197,daadland,0,278.75,PG Victor Oladipo SG Lou Williams C Nikola Mirotic PF Harrison Barnes F Derrick Favors SF Marcus Smart UTIL DeMarre Carroll G Kelly Oubre Jr.,,,
305,968621426,Smokeflock (2/2),0,278.5,UTIL Karl-Anthony Towns C LaMarcus Aldridge PG Lonzo Ball PF Harrison Barnes F John Collins G Shabazz Napier SF Ersan Ilyasova SG George Hill,,,
305,968632486,shoei20 (1/2),0,278.5,PG Kyrie Irving C Nikola Jokic SF Kyle Kuzma SG Spencer Dinwiddie PF Rondae Hollis-Jefferson G Tyler Johnson UTIL J.J. Barea F Michael Kidd-Gilchrist,,,
305,968755474,ldunderwood,0,278.5,SG Victor Oladipo F Khris Middleton C Nikola Mirotic PF Harrison Barnes PG Austin Rivers SF Marcus Smart UTIL Bobby Portis G Malcolm Brogdon,,,
308,968510501,riversoule (3/3),0,278.25,SF Khris Middleton C DeAndre Jordan F Kyle Kuzma SG Eric Bledsoe PF Zach Randolph G Elfrid Payton UTIL Julius Randle PG George Hill,,,
308,968652681,FanaticVern,0,278.25,PG Victor Oladipo F LaMarcus Aldridge C Myles Turner G Eric Bledsoe UTIL Zach Randolph SF Marcus Smart PF Jordan Bell SG Josh Jackson,,,
308,968762851,tookieman2 (11/20),0,278.25,PF DeMarcus Cousins UTIL Lou Williams F Kyle Kuzma C Kelly Olynyk G Austin Rivers PG Tyler Johnson SG Shabazz Napier SF Jamil Wilson,,,
311,967766580,Westray (15/20),0,278,C Karl-Anthony Towns SG CJ McCollum UTIL Spencer Dinwiddie PF Pau Gasol SF Will Barton G Tyler Johnson PG Shabazz Napier F Evan Turner,,,
311,968585824,RonDog63,0,278,UTIL Victor Oladipo SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe SG Austin Rivers G Caris LeVert PF Rudy Gay C Frank Kaminsky,,,
311,968609793,njballinra3 (3/3),0,278,G Russell Westbrook C Nikola Jokic UTIL Myles Turner PG Eric Bledsoe SG Jamal Murray F Jordan Bell SF Marvin Williams PF Frank Kaminsky,,,
311,968634502,DoctorRoBry (19/20),0,278,UTIL Tyreke Evans SF Khris Middleton C Dwight Howard PF Al Horford PG Kris Dunn F Trey Lyles G George Hill SG Andrew Harrison,,,
311,968705314,outyler89,0,278,UTIL Victor Oladipo C Nikola Jokic G Lou Williams F Kyle Kuzma SG Eric Bledsoe PF Bobby Portis SF Michael Kidd-Gilchrist PG Andrew Harrison,,,
311,968725197,taxlaw00 (3/20),0,278,SG Tyreke Evans C Nikola Jokic PG Spencer Dinwiddie SF Rondae Hollis-Jefferson F Taj Gibson PF Kelly Olynyk G Tyler Johnson UTIL George Hill,,,
311,968732016,Mabez27,0,278,G Kyrie Irving C Nikola Jokic SF Khris Middleton PG Eric Bledsoe SG Spencer Dinwiddie UTIL Tyler Johnson F Michael Kidd-Gilchrist PF Gorgui Dieng,,,
318,968348027,longjon44,0,277.75,PF Anthony Davis PG Lonzo Ball SF T.J. Warren SG Andrew Wiggins F Carmelo Anthony C Domantas Sabonis G Buddy Hield UTIL Bam Adebayo,,,
318,968656582,Deiner10,0,277.75,G Russell Westbrook C Nikola Jokic SF Khris Middleton PG Eric Bledsoe UTIL Shabazz Napier SG Malcolm Brogdon F Wilson Chandler PF Brandan Wright,,,
318,968666052,jazz4428 (1/2),0,277.75,PG Victor Oladipo SG Tyreke Evans G Eric Bledsoe F Andrew Wiggins UTIL Jayson Tatum SF Caris LeVert PF Al-Farouq Aminu C Frank Kaminsky,,,
318,968738386,Lunchbx,0,277.75,SG Jimmy Butler PG Tyreke Evans PF LaMarcus Aldridge C Jusuf Nurkic G Darren Collison UTIL Joe Ingles SF Wilson Chandler F Frank Kaminsky,,,
318,968760127,sflynn1,0,277.75,C Karl-Anthony Towns SF Khris Middleton PG Lou Williams UTIL Josh Richardson G Elfrid Payton PF Wilson Chandler SG George Hill F Evan Turner,,,
323,968213671,Hansen25 (1/2),0,277.5,PF Kevin Durant PG Tyreke Evans UTIL Myles Turner SG Josh Richardson G Shabazz Napier SF Trey Lyles C Frank Kaminsky F Wayne Ellington,,,
323,968747350,zarrbo,0,277.5,PF Anthony Davis G Tyreke Evans F Khris Middleton SG Jonathon Simmons PG Shabazz Napier UTIL George Hill SF Allen Crabbe C Frank Kaminsky,,,
323,968752397,el_patron2010 (1/2),0,277.5,C Karl-Anthony Towns PG Tyreke Evans SF Khris Middleton SG Eric Bledsoe G Jeff Teague UTIL Shabazz Napier F Michael Kidd-Gilchrist PF Brandan Wright,,,
323,968760408,mcgintymc (9/9),0,277.5,SG Jimmy Butler PG John Wall SF Khris Middleton C Myles Turner G Kentavious Caldwell-Pope F Domantas Sabonis UTIL Bam Adebayo PF Brandan Wright,,,
323,968781220,Rgarcia37,0,277.5,C Karl-Anthony Towns PG Tyreke Evans SF Khris Middleton SG Eric Bledsoe G Jeff Teague UTIL Shabazz Napier F Michael Kidd-Gilchrist PF Brandan Wright,,,
328,968610649,csg3t (1/2),0,277.25,UTIL Karl-Anthony Towns PG Donovan Mitchell PF Kyle Kuzma G Eric Bledsoe F Carmelo Anthony SF Nicolas Batum SG Shabazz Napier C Jordan Bell,,,
328,968619829,csg3t (2/2),0,277.25,UTIL Karl-Anthony Towns PG Donovan Mitchell PF Kyle Kuzma G Eric Bledsoe F Carmelo Anthony SF Nicolas Batum SG Shabazz Napier C Jordan Bell,,,
328,968762006,cowboy6184 (1/4),0,277.25,F Kevin Durant C Nikola Jokic PF Carmelo Anthony PG Austin Rivers SG Nicolas Batum G Shabazz Napier UTIL Wilson Chandler SF Trey Lyles,,,
328,968762663,BFerr54,0,277.25,PG John Wall SG Khris Middleton C Myles Turner UTIL Eric Bledsoe G Jeff Teague SF Rondae Hollis-Jefferson F Allen Crabbe PF Bam Adebayo,,,
328,968772101,yarrayyarray (3/4),0,277.25,G Tyreke Evans C DeAndre Jordan PF Draymond Green PG Lou Williams SG Eric Bledsoe F Al-Farouq Aminu UTIL George Hill SF Bojan Bogdanovic,,,
333,968472428,Broseidon13,0,277,PG Russell Westbrook UTIL Dwight Howard SF Kyle Kuzma C Myles Turner SG Eric Bledsoe G Malcolm Brogdon PF Bam Adebayo F Brandan Wright,,,
333,968609938,Arnie2013 (2/2),0,277,SG Victor Oladipo G Lou Williams PG Lonzo Ball F Josh Richardson UTIL Jamal Murray C Derrick Favors SF Kelly Oubre Jr. PF Frank Kaminsky,,,
333,968754283,mailman330,0,277,PG Russell Westbrook C Nikola Jokic G Khris Middleton UTIL Eric Bledsoe SG Spencer Dinwiddie SF Michael Kidd-Gilchrist F Gorgui Dieng PF Brandan Wright,,,
336,967694104,brigante13,0,276.75,PG Tyreke Evans F Khris Middleton UTIL DeAndre Jordan PF Kyle Kuzma SF Josh Richardson C Julius Randle G Isaiah Canaan SG Wayne Ellington,,,
336,968279692,billyduffy,0,276.75,G Jimmy Butler F Khris Middleton UTIL T.J. Warren PF Harrison Barnes PG Eric Bledsoe SF Jeremy Lamb SG Mario Hezonja C Jordan Bell,,,
336,968547856,jacobsjj13 (1/3),0,276.75,PG Kyrie Irving G John Wall C Nikola Jokic SF Paul George PF Kyle Kuzma UTIL Mario Hezonja F Gorgui Dieng SG Matthew Dellavedova,,,
336,968726431,Bears7381,0,276.75,SG Jimmy Butler PG Kyrie Irving PF Al Horford SF Kyle Kuzma G Elfrid Payton F Wilson Chandler C Jordan Bell UTIL Andre Roberson,,,
336,968762706,Aburke9580 (2/10),0,276.75,G Tyreke Evans SG Bradley Beal PF LaMarcus Aldridge UTIL Khris Middleton SF Josh Richardson PG Shabazz Napier F Wayne Ellington C Brandan Wright,,,
341,967723083,Lucano,0,276.25,PG Tyreke Evans SG Bradley Beal SF Khris Middleton C Myles Turner G Eric Bledsoe F Andrew Wiggins UTIL Mike Scott PF Brandan Wright,,,
341,968229461,savmario (3/4),0,276.25,C Karl-Anthony Towns SG Tyreke Evans F Kyle Kuzma G Eric Bledsoe PF Alex Len UTIL Shabazz Napier PG Isaiah Canaan SF Wayne Ellington,,,
341,968627629,SoupRx,0,276.25,PG Victor Oladipo SG Jimmy Butler F T.J. Warren SF Kent Bazemore PF Julius Randle G Wesley Matthews C Jordan Bell UTIL Allen Crabbe,,,
341,968716956,SharpiePicks (3/5),0,276.25,G Tyreke Evans UTIL LaMarcus Aldridge SF Khris Middleton C Draymond Green PG Eric Bledsoe SG Josh Richardson F Wayne Ellington PF Brandan Wright,,,
345,968358666,damonhall1972 (1/2),0,276,PG Victor Oladipo SG Jimmy Butler G Kyrie Irving SF Justin Holiday PF DeMarre Carroll C Greg Monroe F Buddy Hield UTIL Tyler Zeller,,,
345,968669993,fraggle13,0,276,C Nikola Jokic UTIL LaMarcus Aldridge SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe SG Kentavious Caldwell-Pope G Shabazz Napier PF Brandan Wright,,,
347,968683183,Ehill1965,0,275.75,PF Anthony Davis C Nikola Jokic PG Spencer Dinwiddie G Austin Rivers SF Nicolas Batum SG Jeremy Lamb UTIL Caris LeVert F Ersan Ilyasova,,,
347,968684443,seeleyalex (1/2),0,275.75,C Nikola Jokic SF Khris Middleton UTIL Draymond Green F Kyle Kuzma SG Eric Bledsoe G Spencer Dinwiddie PG Shabazz Napier PF Brandan Wright,,,
347,968761623,seeleyalex (2/2),0,275.75,C Nikola Jokic SF Khris Middleton UTIL Draymond Green F Kyle Kuzma SG Eric Bledsoe G Spencer Dinwiddie PG Shabazz Napier PF Brandan Wright,,,
350,968327176,jjakab001 (3/12),0,275.5,SG Tyreke Evans F Khris Middleton C DeAndre Jordan SF Kyle Kuzma G Eric Bledsoe PF Zach Randolph PG Isaiah Canaan UTIL Brandan Wright,,,
350,968631076,Bond4956 (1/2),0,275.5,PG John Wall SG Bradley Beal C Myles Turner SF Carmelo Anthony PF Otto Porter Jr. UTIL Jaylen Brown G Jordan Clarkson F DeMarre Carroll,,,
350,968639678,Bond4956 (2/2),0,275.5,PG John Wall SG Bradley Beal C Myles Turner SF Carmelo Anthony PF Otto Porter Jr. UTIL Jaylen Brown G Jordan Clarkson F DeMarre Carroll,,,
350,968667220,BatBoyLives55 (1/2),0,275.5,G Kyrie Irving SG Khris Middleton C Draymond Green UTIL Paul George PG Kemba Walker PF Jordan Bell SF Michael Kidd-Gilchrist F Frank Kaminsky,,,
350,968678958,BatBoyLives55 (2/2),0,275.5,G Kyrie Irving SG Khris Middleton C Draymond Green UTIL Paul George PG Kemba Walker PF Jordan Bell SF Michael Kidd-Gilchrist F Frank Kaminsky,,,
355,968753529,jstigen35 (1/3),0,275.25,G Khris Middleton UTIL Kyle Kuzma C Myles Turner SF Jonathon Simmons PG Eric Bledsoe SG Spencer Dinwiddie PF Carmelo Anthony F Frank Kaminsky,,,
355,968761586,jstigen35 (2/3),0,275.25,G Khris Middleton UTIL Kyle Kuzma C Myles Turner SF Jonathon Simmons PG Eric Bledsoe SG Spencer Dinwiddie PF Carmelo Anthony F Frank Kaminsky,,,
355,968770803,jstigen35 (3/3),0,275.25,G Khris Middleton UTIL Kyle Kuzma C Myles Turner SF Jonathon Simmons PG Eric Bledsoe SG Spencer Dinwiddie PF Carmelo Anthony F Frank Kaminsky,,,
358,967588702,foofighters1977 (1/4),0,275,SG CJ McCollum F Khris Middleton UTIL Lonzo Ball PF Kyle Kuzma G Eric Bledsoe SF Al-Farouq Aminu PG Shabazz Napier C John Henson,,,
358,967609144,petraccj,0,275,PG Russell Westbrook SF Khris Middleton SG Eric Bledsoe PF Taj Gibson F Will Barton UTIL Austin Rivers G Malcolm Brogdon C Brandan Wright,,,
358,968618337,docwyatt12,0,275,SG Tyreke Evans C DeAndre Jordan PG Lou Williams G Lonzo Ball PF Kyle Kuzma SF Josh Richardson F Wayne Ellington UTIL Malcolm Delaney,,,
358,968683370,Asok16,0,275,PF LaMarcus Aldridge SG Khris Middleton SF Paul George C Myles Turner G Jonathon Simmons PG Darren Collison UTIL Lauri Markkanen F Evan Turner,,,
358,968717620,jerbear12345,0,275,PG Tyreke Evans C Draymond Green G Eric Bledsoe SF Otto Porter Jr. F Kelly Olynyk SG Kentavious Caldwell-Pope UTIL Jayson Tatum PF Julius Randle,,,
363,968712821,G31176,0,274.75,UTIL Tyreke Evans SF Khris Middleton C DeAndre Jordan G Lou Williams SG Eric Bledsoe PF Al-Farouq Aminu PG George Hill F Evan Turner,,,
364,968595946,hopper89,0,274.5,PG CJ McCollum C DeAndre Jordan F Kyle Kuzma SF Carmelo Anthony UTIL Jamal Murray PF Kelly Olynyk G Austin Rivers SG Shabazz Napier,,,
364,968678451,echerbek,0,274.5,PG CJ McCollum UTIL DeAndre Jordan PF T.J. Warren SF Thaddeus Young SG Andrew Wiggins G Elfrid Payton C John Collins F DeMarre Carroll,,,
364,968745347,bscoop13,0,274.5,PG Victor Oladipo C Nikola Jokic UTIL LaMarcus Aldridge SF Khris Middleton G Tyler Johnson SG Malcolm Brogdon F Wilson Chandler PF Brandan Wright,,,
364,968768369,rpoeter,0,274.5,C Nikola Jokic PF LaMarcus Aldridge SF Kyle Kuzma SG Jonathon Simmons G Eric Bledsoe PG Elfrid Payton UTIL Derrick Favors F Tony Snell,,,
364,968771746,jrkola,0,274.5,C Nikola Jokic SG Khris Middleton F Draymond Green G Lonzo Ball PF Kyle Kuzma PG Tyler Johnson SF Trey Lyles UTIL Bam Adebayo,,,
369,968432196,dallasstars56 (1/3),0,274.25,UTIL Karl-Anthony Towns SG Tyreke Evans PF Al Horford PG Eric Bledsoe C John Collins G J.J. Barea F Jordan Bell SF Michael Kidd-Gilchrist,,,
369,968527404,sextonb2,0,274.25,C Karl-Anthony Towns PG Lou Williams SF Kyle Kuzma UTIL Zach Randolph PF Thaddeus Young G Austin Rivers F DeMarre Carroll SG George Hill,,,
369,968628772,dankraj20,0,274.25,C Karl-Anthony Towns UTIL Draymond Green SF Kyle Kuzma SG Josh Richardson G Austin Rivers F Julius Randle PG Shabazz Napier PF Jordan Bell,,,
369,968654957,maineevent207,0,274.25,UTIL Karl-Anthony Towns C LaMarcus Aldridge F Kyle Kuzma SF Andrew Wiggins PF Jayson Tatum G Austin Rivers SG Mario Hezonja PG George Hill,,,
369,968741657,mimi40_17,0,274.25,C DeMarcus Cousins SG Tyreke Evans SF Kyle Kuzma F Josh Richardson PG Shabazz Napier G Isaiah Canaan UTIL Jordan Bell PF Marvin Williams,,,
369,968759667,flair91,0,274.25,C Nikola Jokic PF Draymond Green PG Lonzo Ball SF Kyle Kuzma G Eric Bledsoe UTIL John Collins SG Shabazz Napier F Dirk Nowitzki,,,
369,968760334,jburnet3,0,274.25,G Tyreke Evans PG CJ McCollum SF Khris Middleton UTIL Kemba Walker SG Eric Bledsoe PF Zach Randolph F Trey Lyles C Brandan Wright,,,
376,968286263,allinfinn,0,274,G Russell Westbrook SG Tyreke Evans SF Khris Middleton F Josh Richardson PG Dennis Smith Jr. UTIL Wilson Chandler C Frank Kaminsky PF Brandan Wright,,,
376,968686888,ErikTheDude,0,274,G Tyreke Evans PG CJ McCollum UTIL Khris Middleton F Kyle Kuzma PF T.J. Warren SG Josh Richardson SF Wayne Ellington C Brandan Wright,,,
376,968736612,pateraman (1/2),0,274,SG Khris Middleton UTIL Klay Thompson SF Harrison Barnes G Eric Bledsoe PG Spencer Dinwiddie F Josh Richardson PF Willie Cauley-Stein C Tyson Chandler,,,
376,968747002,phillyblount,0,274,PG Russell Westbrook SF Khris Middleton F Kyle Kuzma UTIL Rondae Hollis-Jefferson C Julius Randle SG Shabazz Napier PF Marvin Williams G Jamal Crawford,,,
376,968755723,VinnyCash007 (1/7),0,274,PG Tyreke Evans SG CJ McCollum C Nikola Jokic SF Khris Middleton PF Taj Gibson UTIL Milos Teodosic F Bobby Portis G Wayne Ellington,,,
376,968755724,VinnyCash007 (2/7),0,274,PG Tyreke Evans SG CJ McCollum C Nikola Jokic SF Khris Middleton PF Taj Gibson UTIL Milos Teodosic F Bobby Portis G Wayne Ellington,,,
376,968755725,VinnyCash007 (3/7),0,274,PG Tyreke Evans SG CJ McCollum C Nikola Jokic SF Khris Middleton PF Taj Gibson UTIL Milos Teodosic F Bobby Portis G Wayne Ellington,,,
376,968755726,VinnyCash007 (4/7),0,274,PG Tyreke Evans SG CJ McCollum C Nikola Jokic SF Khris Middleton PF Taj Gibson UTIL Milos Teodosic F Bobby Portis G Wayne Ellington,,,
384,967955783,payton36 (1/2),0,273.75,PG Russell Westbrook UTIL DeMarcus Cousins C Nikola Jokic SG J.J. Barea F Wilson Chandler SF Michael Kidd-Gilchrist G Wayne Ellington PF Dwight Powell,,,
384,968115074,Lastblows (15/20),0,273.75,SG Tyreke Evans SF Khris Middleton C DeAndre Jordan PG Kemba Walker G Eric Bledsoe F Alex Len UTIL Shabazz Napier PF Brandan Wright,,,
384,968226837,savmario (2/4),0,273.75,C Karl-Anthony Towns G Khris Middleton SF Kyle Kuzma PF T.J. Warren PG Jeff Teague SG Isaiah Canaan UTIL Mario Hezonja F Wayne Ellington,,,
384,968709691,tim2fresh,0,273.75,PG Kyrie Irving SG Tyreke Evans SF Khris Middleton C Draymond Green PF Nikola Mirotic F Bam Adebayo G Josh Jackson UTIL Jamal Crawford,,,
384,968739564,Holli5ter81 (2/2),0,273.75,G Russell Westbrook PG Kyrie Irving C Nikola Jokic UTIL Tyler Johnson SG J.J. Barea SF Michael Kidd-Gilchrist PF Bam Adebayo F Jordan Mickey,,,
389,968115064,Lastblows (5/20),0,273.5,G Tyreke Evans SG CJ McCollum SF Khris Middleton C DeAndre Jordan PG Eric Bledsoe F Derrick Favors UTIL Bojan Bogdanovic PF Brandan Wright,,,
389,968729963,beverhart,0,273.5,C Nikola Jokic UTIL DeAndre Jordan F Draymond Green PG Eric Bledsoe SF Will Barton G Austin Rivers SG Tyler Johnson PF Jordan Bell,,,
389,968732497,wburgess3,0,273.5,PG Russell Westbrook PF Draymond Green F Kyle Kuzma UTIL Myles Turner SF Jayson Tatum SG Mario Hezonja G Josh Jackson C Jordan Mickey,,,
392,968602873,njballinra3 (1/3),0,273.25,PF Anthony Davis SG Victor Oladipo PG Spencer Dinwiddie G Darren Collison F Julius Randle UTIL Dirk Nowitzki C Frank Kaminsky SF Wayne Ellington,,,
392,968603699,FantasySportsFreaks,0,273.25,C Karl-Anthony Towns SG Khris Middleton UTIL Harrison Barnes G Eric Bledsoe SF Josh Richardson PG Shabazz Napier F Dirk Nowitzki PF Frank Kaminsky,,,
392,968719656,kah2005 (2/2),0,273.25,G Bradley Beal C LaMarcus Aldridge SF Khris Middleton PF Kyle Kuzma PG Spencer Dinwiddie F Otto Porter Jr. SG Kelly Oubre Jr. UTIL Tyler Zeller,,,
395,968755158,dfsmonkey (1/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968755224,dfsmonkey (2/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968755260,dfsmonkey (3/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968762280,dfsmonkey (4/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968762350,dfsmonkey (5/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968771448,dfsmonkey (6/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968780900,7goots0007,0,273,UTIL LaMarcus Aldridge SF Paul George PG Dennis Schroder SG Eric Bledsoe G Jeff Teague F Jayson Tatum PF Marvin Williams C Frank Kaminsky,,,
395,968781113,dfsmonkey (7/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968781133,dfsmonkey (8/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968781166,dfsmonkey (9/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
395,968781185,dfsmonkey (10/10),0,273,G John Wall C Nikola Jokic F Khris Middleton UTIL Dwight Howard SG Eric Bledsoe PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
