"Russell Westbrook_OKC","Damian Lillard_POR","Kyle Lowry_TOR","John Wall_WAS","DeMar DeRozan_TOR","Paul George_OKC","Devin Booker_PHO","Bradley Beal_WAS","Rudy Gobert_UTA","Jusuf Nurkic_POR","Donovan Mitchell_UTA","CJ McCollum_POR","Otto Porter_WAS","Derrick Favors_UTA","Carmelo Anthony_OKC","TJ Warren_PHO","Steven Adams_OKC","Rodney Hood_UTA","Ricky Rubio_UTA","Marcin Gortat_WAS","Serge Ibaka_TOR","Kelly Oubre_WAS","Joe Ingles_UTA","Jonas Valanciunas_TOR","Markieff Morris_WAS","Alec Burks_UTA","Greg Monroe_PHO","Alex Len_PHO","Tyson Chandler_PHO","Al-Farouq Aminu_POR","Mike James_PHO","Tomas Satoransky_WAS","Noah Vonleh_POR","Josh Jackson_PHO","Norman Powell_TOR","Tim Frazier_WAS","Evan Turner_POR","Pascal Siakam_TOR","Tyler Ulis_PHO","Marquese Chriss_PHO","Jonas Jerebko_UTA","CJ Miles_TOR","Jerami Grant_OKC","Thabo Sefolosha_UTA","Shabazz Napier_POR","Pat Connaughton_POR","Jared Dudley_PHO","Joe Johnson_UTA","Andre Roberson_OKC","Delon Wright_TOR","OG Anunoby_TOR","Caleb Swanigan_POR","Jodie Meeks_WAS","Maurice Harkless_POR","Jakob Poeltl_TOR","Fred VanVleet_TOR","Lucas Nogueira_TOR","Dragan Bender_PHO","Jason Smith_WAS","Ian Mahinmi_WAS","Ed Davis_POR","Raymond Felton_OKC","Alex Abrines_OKC","Dakari Johnson_OKC","Troy Daniels_PHO","Meyers Leonard_POR","Raul Neto_UTA","Alan Williams_PHO","Mike Scott_WAS","Patrick Patterson_OKC","Sheldon Mac_WAS","Mike Young_WAS","Devin Robinson_WAS","Chris McCullough_WAS","CJ Wilcox_POR","Jake Layman_POR","Wade Baldwin IV_POR","Zach Collins_POR","Dante Exum_UTA","Tony Bradley_UTA","Ekpe Udoh_UTA","Nate Wolters_UTA","Eric Griffin_UTA","Royce O'Neale_UTA","Kyle Singler_OKC","Nick Collison_OKC","Josh Huestis_OKC","Terrance Ferguson_OKC","PJ Dozier_OKC","Daniel Hamilton_OKC","Malcolm Miller_TOR","Alfonzo McKinnie_TOR","Lorenzo Brown_TOR","Bruno Caboclo_TOR","Alec Peters_PHO","Brandon Knight_PHO","Derrick Jones_PHO","Davon Reed_PHO"
0,0,0,0,0,0,-78.6979166666667,0,0,0,0,0,0,0,0,-57.9166666666667,0,0,0,0,0,0,0,0,0,0,74.0885416666667,-3.17708333333333,-60.7552083333333,0,38.9322916666667,0,0,22.8125,0,0,0,0,-41.3802083333333,-2.13541666666667,0,0,0,0,0,0,29.5572916666667,0,0,0,0,0,0,0,0,0,0,-10.6770833333333,0,0,0,0,0,0,-5.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.8697916666667,0,0,0,0,33.5572916666667,0,0,0,0,0,0,40.3541666666667,0,49.296875,0,0,52.3229166666667,0,0,0,0,0,0,55.3489583333333,0,0,0,42.1197916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.421875,0,0,0,0,0,-15.65625,35,0,0,0,0,0,0,0,0,16.7916666666667,0,0,0,0,-21.5052083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50.625,0,0,0,0,0,0,0,-110.53125,0,-16.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0625,0,0,22.78125,0,0,0,-37.96875,0,0,0,0,0,0,0,75.9375,46.40625,0,0,0,0,0,0,0,-18.5625,0,0,0,0,0,0,26.15625,0,0,0,0,71.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-184.958333333333,0,0,0,0,0,0,0,0,-189.625,0,0,0,0,0,0,0,0,0,0,181.520833333333,-90.5,-159.104166666667,0,22.8125,0,0,217.416666666667,0,0,0,0,-15.1458333333333,78.125,0,0,0,0,0,0,66.7708333333333,0,0,0,0,0,0,0,0,0,0,7.29166666666667,0,0,0,0,0,0,-50.7083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-81,0,4.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.625,0,0,15.1875,0,0,0,0,0,0,0,0,0,0,22.78125,0,0,-14.34375,0,0,0,21.09375,0,0,0,0,0,0,0,0,13.5,0,0,0,72.5625,12.65625,-22.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-6.69270833333333,0,0,0,0,44.890625,0,0,0,0,0,0,86.0625,0,-14.3489583333333,0,0,114.84375,0,0,0,0,0,0,42.1197916666667,0,0,0,60.6822916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.6614583333333,0,0,0,0,0,-7.78125,11.1458333333333,0,0,0,0,0,0,0,0,-4.08333333333333,0,0,0,0,-26.1510416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-84.375,0,0,0,0,0,0,0,184.21875,0,28.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.4375,0,0,-37.96875,0,0,0,63.28125,0,0,0,0,0,0,0,-126.5625,-77.34375,0,0,0,0,0,0,0,30.9375,0,0,0,0,0,0,-43.59375,0,0,0,0,-119.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,51,0,-2.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.875,0,0,-9.5625,0,0,0,0,0,0,0,0,0,0,-14.34375,0,0,9.03125,0,0,0,-13.28125,0,0,0,0,0,0,0,0,-8.5,0,0,0,-45.6875,-7.96875,14.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,59.96875,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,-114.140625,122.697916666667,-71.546875,0,-41.3802083333333,0,0,-15.1458333333333,0,0,0,0,114.848958333333,22.7395833333333,0,0,0,0,0,0,-48.984375,0,0,0,0,0,0,0,0,0,0,-2.44791666666667,0,0,0,0,0,0,27.6458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-53.8958333333333,0,0,0,0,0,0,0,0,-62.5,0,0,0,0,0,0,0,0,0,0,39.6770833333333,-4.6875,-76.09375,0,-2.13541666666667,0,0,78.125,0,0,0,0,22.7395833333333,35.0625,0,0,0,0,0,0,12.8645833333333,0,0,0,0,0,0,0,0,0,0,2.39583333333333,0,0,0,0,0,0,-12.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-60.125,0,-19.59375,0,0,68.8958333333333,0,0,0,0,33.1822916666667,0,0,0,-10.546875,0,0,-57.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0572916666667,0,0,-11.7604166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76041666666667,0,0,-39.2135416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-75,0,3.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,14.0625,0,0,0,0,0,0,0,0,0,0,21.09375,0,0,-13.28125,0,0,0,19.53125,0,0,0,0,0,0,0,0,12.5,0,0,0,67.1875,11.71875,-21.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.375,0,0,0,0,18.1875,0,0,0,0,0,0,0,0,-9.5625,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,-3.9375,0,0,0,0,0,0,0,0,0,0,0,0,-4.6875,0,-2.4375,0,0,0,0,0,6.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1875,3.5625,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-3.25,0,7.3125,0,0,-20.6458333333333,0,0,0,0,8.61458333333333,0,0,0,5.34375,0,0,47.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.7604166666667,0,0,15.1041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89583333333333,0,0,14.3854166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168.75,0,0,0,0,0,0,0,-368.4375,0,-56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.875,0,0,75.9375,0,0,0,-126.5625,0,0,0,0,0,0,0,253.125,154.6875,0,0,0,0,0,0,0,-61.875,0,0,0,0,0,0,87.1875,0,0,0,0,239.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103.125,0,0,0,0,0,0,0,-225.15625,0,-34.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3125,0,0,46.40625,0,0,0,-77.34375,0,0,0,0,0,0,0,154.6875,94.53125,0,0,0,0,0,0,0,-37.8125,0,0,0,0,0,0,53.28125,0,0,0,0,146.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-88.4895833333333,0,0,0,0,0,0,0,0,-75.7291666666667,0,0,0,0,0,0,0,0,0,0,101.380208333333,-58.4895833333333,-39.4010416666667,0,29.5572916666667,0,0,66.7708333333333,0,0,0,0,-48.984375,12.8645833333333,0,0,0,0,0,0,39.9739583333333,0,0,0,0,0,0,0,0,0,0,-0.78125,0,0,0,0,0,0,-22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.8125,0,0,0,0,-63.65625,0,0,0,0,0,0,0,0,33.46875,0,-47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9375,0,0,0,0,0,13.78125,0,0,0,0,0,0,0,0,0,0,0,0,16.40625,0,8.53125,0,0,0,0,0,-24.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.15625,-12.46875,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-48,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,13.5,0,0,-8.5,0,0,0,12.5,0,0,0,0,0,0,0,0,8,0,0,0,43,7.5,-13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,82.6302083333333,0,0,0,0,-54.0364583333333,0,0,0,0,0,0,-92.8333333333333,0,124.223958333333,0,0,-92.2604166666667,0,0,0,0,0,0,22.421875,0,0,0,-26.6614583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.932291666667,0,0,0,0,0,-11.34375,29.4375,0,0,0,0,0,0,0,0,-31.2916666666667,0,0,0,0,43.0885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-41.25,0,0,0,0,0,0,0,90.0625,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.125,0,0,-18.5625,0,0,0,30.9375,0,0,0,0,0,0,0,-61.875,-37.8125,0,0,0,0,0,0,0,15.125,0,0,0,0,0,0,-21.3125,0,0,0,0,-58.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-258,0,13.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.25,0,0,48.375,0,0,0,0,0,0,0,0,0,0,72.5625,0,0,-45.6875,0,0,0,67.1875,0,0,0,0,0,0,0,0,43,0,0,0,231.125,40.3125,-72.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-45,0,2.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,0,0,8.4375,0,0,0,0,0,0,0,0,0,0,12.65625,0,0,-7.96875,0,0,0,11.71875,0,0,0,0,0,0,0,0,7.5,0,0,0,40.3125,7.03125,-12.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81,0,-4.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.625,0,0,-15.1875,0,0,0,0,0,0,0,0,0,0,-22.78125,0,0,14.34375,0,0,0,-21.09375,0,0,0,0,0,0,0,0,-13.5,0,0,0,-72.5625,-12.65625,22.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15.9375,0,0,0,0,0,0,0,0,9.89583333333333,0,0,0,0,0,0,0,0,0,0,-2.65625,-30.2083333333333,35.15625,0,-10.6770833333333,0,0,7.29166666666667,0,0,0,0,-2.44791666666667,2.39583333333333,0,0,0,0,0,0,-0.78125,0,0,0,0,0,0,0,0,0,0,6.77083333333333,0,0,0,0,0,0,-6.35416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-11.53125,0,0,0,0,-7.78125,0,0,0,0,0,0,-4.125,0,-20.71875,0,0,-3.9375,0,0,0,0,0,0,-15.65625,0,0,0,-7.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.34375,0,0,0,0,0,5.0625,-12.375,0,0,0,0,0,0,0,0,-9,0,0,0,0,5.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.8125,0,0,0,0,17.6875,0,0,0,0,0,0,0.0625,0,54.6666666666667,0,0,-7.70833333333333,0,0,0,0,0,0,35,0,0,0,11.1458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4375,0,0,0,0,0,-12.375,32.0416666666667,0,0,0,0,0,0,0,0,31.375,0,0,0,0,-15.0208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58.125,0,0,0,0,0,0,0,-126.90625,0,-19.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8125,0,0,26.15625,0,0,0,-43.59375,0,0,0,0,0,0,0,87.1875,53.28125,0,0,0,0,0,0,0,-21.3125,0,0,0,0,0,0,30.03125,0,0,0,0,82.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0625,0,0,0,0,-75.78125,0,0,0,0,0,0,0,0,39.84375,0,-56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6875,0,0,0,0,0,16.40625,0,0,0,0,0,0,0,0,0,0,0,0,19.53125,0,10.15625,0,0,0,0,0,-28.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.28125,-14.84375,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3125,0,0,0,0,-39.40625,0,0,0,0,0,0,0,0,20.71875,0,-29.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4375,0,0,0,0,0,8.53125,0,0,0,0,0,0,0,0,0,0,0,0,10.15625,0,5.28125,0,0,0,0,0,-15.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90625,-7.71875,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,38.125,0,0,0,0,0,0,0,0,37.6458333333333,0,0,0,0,0,0,0,0,0,0,-57,62.2291666666667,-5.9375,0,-5.83333333333333,0,0,-50.7083333333333,0,0,0,0,27.6458333333333,-12.4166666666667,0,0,0,0,0,0,-22.5,0,0,0,0,0,0,0,0,0,0,-6.35416666666667,0,0,0,0,0,0,19.7083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,159.375,0,0,0,0,0,0,0,-347.96875,0,-53.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9375,0,0,71.71875,0,0,0,-119.53125,0,0,0,0,0,0,0,239.0625,146.09375,0,0,0,0,0,0,0,-58.4375,0,0,0,0,0,0,82.34375,0,0,0,0,225.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-12,0,0,0,0,51.5416666666667,0,0,0,0,0,0,13.7916666666667,0,10.7916666666667,0,0,-29.875,0,0,0,0,0,0,16.7916666666667,0,0,0,-4.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.2916666666667,0,0,0,0,0,-9,31.375,0,0,0,0,0,0,0,0,103.5,0,0,0,0,-51.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-94.8125,0,0,0,0,112.15625,0,0,0,0,0,0,0,0,-58.96875,0,83.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9375,0,0,0,0,0,-24.28125,0,0,0,0,0,0,0,0,0,0,0,0,-28.90625,0,-15.03125,0,0,0,0,0,42.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.65625,21.96875,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20.3072916666667,0,0,0,0,-50.109375,0,0,0,0,0,0,-54.3125,0,18.609375,0,0,-45.0729166666667,0,0,0,0,0,0,-21.5052083333333,0,0,0,-26.1510416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0885416666667,0,0,0,0,0,5.71875,-15.0208333333333,0,0,0,0,0,0,0,0,-51.8333333333333,0,0,0,0,41.1822916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-22.75,0,20.3125,0,0,12.5833333333333,0,0,0,0,2.13541666666667,0,0,0,11.21875,0,0,5.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76041666666667,0,0,2.89583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22916666666667,0,0,-20.4479166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,132.708333333333,0,-117.322916666667,0,0,-120.458333333333,0,0,0,0,9.93229166666667,0,0,0,-61.7760416666667,0,0,63.6822916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.2135416666667,0,0,14.3854166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.4479166666667,0,0,160.723958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-43.5625,0,0,0,0,51.53125,0,0,0,0,0,0,0,0,-27.09375,0,38.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1875,0,0,0,0,0,-11.15625,0,0,0,0,0,0,0,0,0,0,0,0,-13.28125,0,-6.90625,0,0,0,0,0,19.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03125,10.09375,0,0,0,0,0,0,0,0,0,0,0
