"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,945138404,"stlcardinals84 (6/7)",0,334,"C DeMarcus Cousins SF Kevin Durant PF Draymond Green SG Jrue Holiday PG Rajon Rondo UTIL Alec Burks G E'Twaun Moore F Michael Beasley",NA,"Michael Beasley","SF","75.49%",14.25
2,945229603,"WPalmer2014 (2/2)",0,330.5,"PG Victor Oladipo SG Devin Booker F Tyreke Evans PF T.J. Warren SF Robert Covington G Rajon Rondo C Tyson Chandler UTIL Alec Burks",NA,"Mason Plumlee","C","50.94%",18.75
3,944623249,"ChipotleAddict (139/150)",0,329.5,"UTIL DeMarcus Cousins PF Kevin Durant F Harrison Barnes SF Rondae Hollis-Jefferson SG Nicolas Batum C Tyson Chandler PG Alec Burks G E'Twaun Moore",NA,"Enes Kanter","C","44.34%",16
4,944978315,"fallfromgrace (15/72)",0,328.25,"G Stephen Curry UTIL Marc Gasol SG Jimmy Butler PF Harrison Barnes PG Jrue Holiday C Pau Gasol F E'Twaun Moore SF Michael Beasley",NA,"DeMarcus Cousins","C","41.09%",58.75
5,945142124,"JL003 (13/20)",0,327.25,"C DeMarcus Cousins G Stephen Curry SG Jrue Holiday F Pau Gasol UTIL Dario Saric PG Rajon Rondo SF E'Twaun Moore PF Michael Beasley",NA,"Joel Embiid","C","25.51%",49.5
6,944678380,"ThatStunna (7/27)",0,326.75,"F DeMarcus Cousins PG Ben Simmons PF Draymond Green G Jrue Holiday C Mason Plumlee UTIL Alec Burks SG E'Twaun Moore SF Michael Beasley",NA,"Rajon Rondo","UTIL","23.75%",38.75
7,944623227,"ChipotleAddict (117/150)",0,324,"C DeMarcus Cousins PG Dennis Schroder F T.J. Warren G Jrue Holiday UTIL Pau Gasol PF Rudy Gay SF Michael Kidd-Gilchrist SG E'Twaun Moore",NA,"Alec Burks","UTIL","23.42%",41.25
8,944872044,"youdacao (137/150)",0,323,"PF DeMarcus Cousins SG Jimmy Butler F T.J. Warren C Myles Turner SF Nicolas Batum PG Rajon Rondo UTIL Rudy Gay G E'Twaun Moore",NA,"Kemba Walker","PG","20.91%",50.5
9,944623114,"ChipotleAddict (4/150)",0,322.25,"C Joel Embiid PG Kemba Walker SG Jimmy Butler UTIL Myles Turner SF Rondae Hollis-Jefferson PF Pau Gasol F Rudy Gay G E'Twaun Moore",NA,"Marc Gasol","C","20.40%",38.75
9,944623179,"ChipotleAddict (69/150)",0,322.25,"UTIL DeMarcus Cousins C Joel Embiid PG Kemba Walker PF Rondae Hollis-Jefferson F Mason Plumlee G Alec Burks SF Michael Kidd-Gilchrist SG E'Twaun Moore",NA,"Jrue Holiday","SG","19.89%",50
