Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4753,974169146,shawnzhan (112/150),0,236,G Kyrie Irving SG Jimmy Butler PF Al Horford PG Elfrid Payton C Jusuf Nurkic F Kawhi Leonard SF P.J. Tucker UTIL Tyus Jones,,,
4753,974200001,moklovin (77/150),0,236,G James Harden C Karl-Anthony Towns UTIL Kawhi Leonard PF Jayson Tatum F Marcus Smart PG Ish Smith SF Reggie Bullock SG Langston Galloway,,,
4753,974257046,pianoclub (100/150),0,236,PG James Harden G Damian Lillard SG Jimmy Butler PF Jayson Tatum SF Marcus Smart UTIL Terry Rozier F Reggie Bullock C Ed Davis,,,
4753,974338781,bad_idea,0,236,SF Giannis Antetokounmpo UTIL Kyrie Irving G Jimmy Butler C Taj Gibson PF Ryan Anderson F Bismack Biyombo PG Terry Rozier SG Tony Snell,,,
4753,974466850,anilprao88 (68/150),0,236,C Karl-Anthony Towns G Jimmy Butler PF Aaron Gordon F Kawhi Leonard SG Eric Gordon SF Andrew Wiggins PG Ish Smith UTIL Tyus Jones,,,
4753,974504305,gopher0404 (1/3),0,236,C Karl-Anthony Towns PF Kristaps Porzingis SF Tobias Harris UTIL Robert Covington SG Eric Gordon G JJ Redick PG Ish Smith F Al-Farouq Aminu,,,
4759,974124837,EmileHeskey (56/150),0,235.75,G James Harden PG Ben Simmons C Al Horford PF Jayson Tatum SF Evan Fournier F P.J. Tucker SG Langston Galloway UTIL Tyus Jones,,,
4759,974156351,youdacao (147/150),0,235.75,UTIL Joel Embiid PG Damian Lillard G Jimmy Butler SG Eric Gordon PF Jayson Tatum F Marcus Smart SF Reggie Bullock C Nene Hilario,,,
4759,974169140,shawnzhan (106/150),0,235.75,G Damian Lillard PG Kyrie Irving SF Khris Middleton PF Al Horford C Jusuf Nurkic F Jayson Tatum UTIL Frank Ntilikina SG Tyus Jones,,,
4759,974188537,cjack51 (3/3),0,235.75,G James Harden C Karl-Anthony Towns SF Aaron Gordon PF Al Horford PG T.J. McConnell UTIL Evan Turner F Ed Davis SG Tyus Jones,,,
4759,974219807,Neoaugust2003,0,235.75,PG James Harden C Karl-Anthony Towns SG Jimmy Butler PF Al Horford SF Reggie Bullock G Langston Galloway F Ed Davis UTIL Tyus Jones,,,
4759,974230280,brentwvu (4/27),0,235.75,SG James Harden C Joel Embiid PG Kyrie Irving SF Tobias Harris PF Bismack Biyombo F Timothé Luwawu-Cabarrot UTIL Lance Thomas G Pat Connaughton,,,
4759,974237201,greeny10 (1/3),0,235.75,C Karl-Anthony Towns PG Ben Simmons SF Robert Covington SG Andrew Wiggins PF Jayson Tatum F Trevor Ariza G JJ Redick UTIL Ish Smith,,,
4759,974312183,CasBrM (103/110),0,235.75,C Karl-Anthony Towns G Kyrie Irving SG Jimmy Butler SF Khris Middleton PF Tobias Harris F Reggie Bullock PG Langston Galloway UTIL Tyus Jones,,,
4759,974326212,ChipotleAddict (74/150),0,235.75,SF Giannis Antetokounmpo C Karl-Anthony Towns G Ben Simmons UTIL Jayson Tatum PF Ryan Anderson SG Reggie Bullock F Ed Davis PG Tyus Jones,,,
4759,974336506,jchmoney (2/3),0,235.75,PG James Harden C Karl-Anthony Towns SG Jimmy Butler PF Al Horford SF Reggie Bullock G Langston Galloway F Ed Davis UTIL Tyus Jones,,,
4759,974415486,pipolechap (2/4),0,235.75,PG James Harden C Karl-Anthony Towns SG Jimmy Butler PF Al Horford SF Reggie Bullock G Langston Galloway F Ed Davis UTIL Tyus Jones,,,
4759,974429404,Kobe4MVP (4/150),0,235.75,PF Giannis Antetokounmpo C Karl-Anthony Towns SF Kawhi Leonard F Jayson Tatum SG Trevor Ariza UTIL Marcus Smart G Ish Smith PG Tyus Jones,,,
4759,974466847,anilprao88 (65/150),0,235.75,G James Harden C Joel Embiid F Kawhi Leonard SF Jayson Tatum PG Ish Smith PF Ryan Anderson SG Langston Galloway UTIL Tyus Jones,,,
4759,974529243,papagates (140/150),0,235.75,UTIL Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Khris Middleton G JJ Redick F Marcus Smart C Nene Hilario PG Langston Galloway,,,
4759,974613407,docpoetry,0,235.75,G James Harden PF Giannis Antetokounmpo UTIL Kawhi Leonard F Jayson Tatum PG Ish Smith SF Reggie Bullock C Ed Davis SG Tyus Jones,,,
4759,974632125,madoublet98 (90/101),0,235.75,G Kyrie Irving C Kristaps Porzingis SG Jimmy Butler PF Al Horford SF Kawhi Leonard PG Ish Smith F Courtney Lee UTIL Tyus Jones,,,
4775,974167595,rikkidee (16/75),0,235.5,PF Giannis Antetokounmpo C Joel Embiid SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Al-Farouq Aminu SG Langston Galloway G Tyus Jones,,,
4775,974257029,pianoclub (83/150),0,235.5,UTIL James Harden F Khris Middleton PF Kawhi Leonard SG Eric Gordon SF Trevor Ariza PG Ish Smith C John Henson G Terry Rozier,,,
4775,974529177,papagates (74/150),0,235.5,UTIL Karl-Anthony Towns F Kristaps Porzingis PF Al Horford SG Eric Bledsoe SF Jayson Tatum G Courtney Lee C John Henson PG Langston Galloway,,,
4775,974646784,bellaedward4eva (63/150),0,235.5,UTIL Andre Drummond SG Jimmy Butler F Khris Middleton C Al Horford PF Robert Covington SF JJ Redick G Jamal Crawford PG Tyus Jones,,,
4779,974124828,EmileHeskey (47/150),0,235.25,F Ben Simmons PG Kyrie Irving SG Jimmy Butler C Al Horford SF Andrew Wiggins PF Jayson Tatum G Langston Galloway UTIL Tyus Jones,,,
4779,974167609,rikkidee (30/75),0,235.25,SG James Harden C Al Horford PF Kawhi Leonard F Robert Covington UTIL Eric Gordon SF Jayson Tatum PG Ish Smith G Tyus Jones,,,
4779,974199937,moklovin (13/150),0,235.25,C Joel Embiid G Jimmy Butler PF Tobias Harris UTIL Kawhi Leonard SG Eric Gordon F Jayson Tatum SF Trevor Ariza PG Tyus Jones,,,
4779,974300120,darcmaniluk (35/150),0,235.25,G James Harden C Karl-Anthony Towns PF Kawhi Leonard SG Eric Gordon SF Andrew Wiggins F Marcus Smart PG Langston Galloway UTIL Tyus Jones,,,
4779,974300135,darcmaniluk (50/150),0,235.25,SG James Harden C Karl-Anthony Towns PF Kawhi Leonard G Andrew Wiggins F Trevor Ariza PG Ish Smith SF Stanley Johnson UTIL Tyus Jones,,,
4779,974326277,ChipotleAddict (139/150),0,235.25,C Karl-Anthony Towns UTIL Ben Simmons PF Al Horford G Eric Bledsoe SF Trevor Ariza F Marcus Smart SG Reggie Bullock PG Langston Galloway,,,
4785,974160461,petteytheft89 (69/75),0,235,F Giannis Antetokounmpo G Damian Lillard UTIL CJ McCollum PF Tobias Harris PG Ish Smith C Bismack Biyombo SF Stanley Johnson SG Tyus Jones,,,
4785,974466869,anilprao88 (87/150),0,235,UTIL Joel Embiid C Karl-Anthony Towns SG Jimmy Butler F Robert Covington SF Andrew Wiggins G Trevor Ariza PF Ed Davis PG Tyus Jones,,,
4785,974512775,a2747,0,235,SG James Harden UTIL Kyrie Irving PF Kawhi Leonard F Robert Covington SF Jayson Tatum PG Ish Smith C John Henson G Tyus Jones,,,
4785,974639669,trkaoun,0,235,UTIL Giannis Antetokounmpo C Joel Embiid PF Kawhi Leonard SF Robert Covington G Ish Smith F Bismack Biyombo SG Shabazz Napier PG Tyus Jones,,,
4789,974156297,youdacao (93/150),0,234.75,C Karl-Anthony Towns PG Kyrie Irving PF Al Horford SF Tobias Harris SG Eric Gordon G Trevor Ariza F Al-Farouq Aminu UTIL Tyus Jones,,,
4789,974165639,JL003 (5/20),0,234.75,G James Harden UTIL Giannis Antetokounmpo F Kawhi Leonard PG Ish Smith PF Al-Farouq Aminu C Bismack Biyombo SF Reggie Bullock SG Tyus Jones,,,
4789,974226010,RTR_Hope (2/3),0,234.75,UTIL Joel Embiid C Andre Drummond G Damian Lillard F Taj Gibson SG Malcolm Brogdon PF Bismack Biyombo SF Reggie Bullock PG Tyus Jones,,,
4789,974257055,pianoclub (109/150),0,234.75,G James Harden UTIL Damian Lillard PF Kristaps Porzingis SF Evan Fournier PG Ish Smith C Bismack Biyombo SG Jamal Crawford F Ed Davis,,,
4789,974300165,darcmaniluk (80/150),0,234.75,SG James Harden UTIL Karl-Anthony Towns PF Tobias Harris F Andrew Wiggins SF Trevor Ariza C John Henson PG Langston Galloway G Tyus Jones,,,
4789,974307598,kencamnat (2/3),0,234.75,G James Harden C Andre Drummond SF Tobias Harris UTIL Trevor Ariza PG Ish Smith F Ryan Anderson SG Langston Galloway PF Daniel Theis,,,
4789,974487468,Papawang5150,0,234.75,PF Giannis Antetokounmpo PG Kyrie Irving SF Tobias Harris C Taj Gibson SG JJ Redick G Ish Smith F Courtney Lee UTIL Jamal Crawford,,,
4789,974493927,stlcardinals84 (7/18),0,234.75,PF Giannis Antetokounmpo C Karl-Anthony Towns SF Ben Simmons PG Ish Smith F Ryan Anderson UTIL Terry Rozier SG Langston Galloway G Tyus Jones,,,
4797,974429489,Kobe4MVP (89/150),0,234.5,C Karl-Anthony Towns PG Kyrie Irving UTIL Jimmy Butler F Al Horford PF Kawhi Leonard G Ish Smith SF Reggie Bullock SG Tyus Jones,,,
4797,974466852,anilprao88 (70/150),0,234.5,F Giannis Antetokounmpo SG Jimmy Butler PF Tobias Harris UTIL Robert Covington SF Andrew Wiggins G Trevor Ariza C Bismack Biyombo PG Tyus Jones,,,
4797,974529238,papagates (135/150),0,234.5,PF Giannis Antetokounmpo UTIL Karl-Anthony Towns SG Eric Gordon SF Jayson Tatum F JJ Redick G Marcus Smart C John Henson PG Langston Galloway,,,
4797,974584426,JJ8478 (3/3),0,234.5,C Karl-Anthony Towns UTIL Kyrie Irving SG Jimmy Butler PF Al Horford SF Kawhi Leonard PG Ish Smith F Reggie Bullock G Tyus Jones,,,
4797,974607487,BrandonAdams (7/15),0,234.5,SG James Harden C Karl-Anthony Towns SF Aaron Gordon PF Robert Covington UTIL Ish Smith F Reggie Bullock G Langston Galloway PG Tyus Jones,,,
4797,974632121,madoublet98 (86/101),0,234.5,PG James Harden SF Giannis Antetokounmpo F Kawhi Leonard PF Jayson Tatum SG Trevor Ariza C Kyle O'Quinn UTIL Frank Ntilikina G Tyus Jones,,,
4803,974156281,youdacao (77/150),0,234.25,SF Giannis Antetokounmpo C Karl-Anthony Towns F Al Horford SG Eric Gordon PG Ish Smith PF Ryan Anderson G Langston Galloway UTIL Tyus Jones,,,
4803,974156353,youdacao (149/150),0,234.25,C Joel Embiid G Damian Lillard PF Tobias Harris SG Eric Gordon F Trevor Ariza UTIL Marcus Smart PG Ish Smith SF Reggie Bullock,,,
4803,974167585,rikkidee (6/75),0,234.25,PG James Harden PF Aaron Gordon C Al Horford UTIL Kawhi Leonard G Evan Fournier F Marcus Smart SF Reggie Bullock SG Tyus Jones,,,
4803,974199951,moklovin (27/150),0,234.25,G James Harden C Karl-Anthony Towns UTIL Kawhi Leonard SF Trevor Ariza F Marcus Smart PG Ish Smith PF Bismack Biyombo SG Langston Galloway,,,
4803,974698352,dolfan1300,0,234.25,SG James Harden G Ben Simmons PF Al Horford SF Tobias Harris UTIL Trevor Ariza C Nene Hilario F Ed Davis PG Tyus Jones,,,
4808,974326163,ChipotleAddict (25/150),0,234,F Giannis Antetokounmpo SG Jimmy Butler G CJ McCollum SF Tobias Harris UTIL Jayson Tatum C Ryan Anderson PG Langston Galloway PF Ed Davis,,,
4808,974466904,anilprao88 (122/150),0,234,PG James Harden C Karl-Anthony Towns PF Kawhi Leonard SG Eric Gordon SF Evan Fournier F Trevor Ariza UTIL Doug McDermott G Tyus Jones,,,
4808,974468880,jlmccor03,0,234,UTIL Giannis Antetokounmpo C Karl-Anthony Towns SG Jimmy Butler PF Al Horford F Bismack Biyombo SF Reggie Bullock PG Tyus Jones G Matthew Dellavedova,,,
4808,974646817,bellaedward4eva (96/150),0,234,G James Harden C Andre Drummond SG Jimmy Butler F Al Horford UTIL Langston Galloway SF Evan Turner PF Tarik Black PG Tyus Jones,,,
4812,974287517,taylor1610 (1/6),0,233.75,SG James Harden C Enes Kanter UTIL Elfrid Payton PF Tobias Harris SF Kawhi Leonard F P.J. Tucker G Shabazz Napier PG Tyus Jones,,,
4812,974312105,CasBrM (25/110),0,233.75,G James Harden PF Giannis Antetokounmpo SF Robert Covington SG Eric Gordon UTIL Courtney Lee F Stanley Johnson C Ed Davis PG Tyus Jones,,,
4812,974466802,anilprao88 (20/150),0,233.75,SG James Harden UTIL Karl-Anthony Towns SF Kawhi Leonard F Robert Covington PG Ish Smith C John Henson PF Bismack Biyombo G Tyus Jones,,,
4815,974169183,shawnzhan (149/150),0,233.5,PG James Harden SG Jimmy Butler F Khris Middleton PF Kawhi Leonard SF Evan Fournier UTIL Malcolm Brogdon C Kyle O'Quinn G Tyus Jones,,,
4815,974256991,pianoclub (45/150),0,233.5,PG James Harden G Damian Lillard PF Al Horford SF Jayson Tatum F Marcus Smart C John Henson SG Terry Rozier UTIL Tyus Jones,,,
4815,974300186,darcmaniluk (101/150),0,233.5,F Giannis Antetokounmpo C Karl-Anthony Towns SG Jimmy Butler SF Trevor Ariza G Marcus Smart PF Ryan Anderson PG Langston Galloway UTIL Tyus Jones,,,
4815,974334983,dally9er,0,233.5,PF Al Horford SG Eric Bledsoe C Enes Kanter G Elfrid Payton F Tobias Harris SF Robert Covington UTIL JJ Redick PG Terry Rozier,,,
4815,974429520,Kobe4MVP (120/150),0,233.5,SG James Harden PF Kristaps Porzingis C Al Horford F Kawhi Leonard SF Trevor Ariza G Ish Smith UTIL Nene Hilario PG Tyus Jones,,,
4815,974466831,anilprao88 (49/150),0,233.5,G James Harden PG Kyrie Irving C Al Horford PF Robert Covington SF Trevor Ariza F Marcus Smart SG Langston Galloway UTIL Tyus Jones,,,
4815,974523935,bishomc,0,233.5,SG James Harden UTIL Kyrie Irving PF Al Horford SF Kawhi Leonard C Taj Gibson PG Ish Smith F Maurice Harkless G Tyus Jones,,,
4815,974632108,madoublet98 (73/101),0,233.5,G James Harden PG Kyrie Irving PF Al Horford F Kawhi Leonard SG Eric Gordon SF Reggie Bullock C Nene Hilario UTIL Tyus Jones,,,
4815,974646788,bellaedward4eva (67/150),0,233.5,UTIL Karl-Anthony Towns SG Jimmy Butler C Al Horford PG Elfrid Payton PF Robert Covington F Jayson Tatum G Terry Rozier SF Evan Turner,,,
4824,974199978,moklovin (54/150),0,233.25,C Karl-Anthony Towns PG Damian Lillard G Jimmy Butler PF Tobias Harris SG Eric Gordon F Marcus Smart SF Reggie Bullock UTIL Tyus Jones,,,
4824,974300176,darcmaniluk (91/150),0,233.25,SG James Harden C Andre Drummond PF Tobias Harris F Robert Covington SF Trevor Ariza UTIL Nene Hilario PG Langston Galloway G Tyus Jones,,,
4826,974167640,rikkidee (61/75),0,233,SG James Harden C Karl-Anthony Towns F Kristaps Porzingis UTIL Eric Gordon SF Courtney Lee PG Langston Galloway PF Daniel Theis G Tyus Jones,,,
4826,974300092,darcmaniluk (7/150),0,233,G James Harden PF Giannis Antetokounmpo PG Kyrie Irving C John Henson SF Reggie Bullock SG Langston Galloway F Doug McDermott UTIL Tyus Jones,,,
4826,974466925,anilprao88 (143/150),0,233,PG James Harden C Joel Embiid F Kawhi Leonard PF Jayson Tatum SF Trevor Ariza UTIL Malcolm Brogdon SG Jamal Crawford G Tyus Jones,,,
4826,974466931,anilprao88 (149/150),0,233,C Karl-Anthony Towns SG Jimmy Butler PG Elfrid Payton SF Tobias Harris F Kawhi Leonard G Andrew Wiggins PF Ryan Anderson UTIL Tyus Jones,,,
4826,974529151,papagates (48/150),0,233,C Karl-Anthony Towns UTIL Ben Simmons SG Khris Middleton SF Andrew Wiggins PF Jayson Tatum G Marcus Smart F Courtney Lee PG Langston Galloway,,,
4826,974607492,BrandonAdams (12/15),0,233,SG James Harden SF Giannis Antetokounmpo UTIL Al Horford PF Jayson Tatum F Reggie Bullock C Nene Hilario G Langston Galloway PG Tyus Jones,,,
4832,974169039,shawnzhan (5/150),0,232.75,PF Giannis Antetokounmpo C Kristaps Porzingis SG Jimmy Butler F Kawhi Leonard UTIL JJ Redick PG Ish Smith SF Reggie Bullock G Tyus Jones,,,
4832,974284747,cheddabisque (107/150),0,232.75,PG James Harden SF Giannis Antetokounmpo PF Kawhi Leonard SG Eric Gordon G Ish Smith F Reggie Bullock C Zach Collins UTIL Tyus Jones,,,
4832,974312135,CasBrM (55/110),0,232.75,C Joel Embiid PG Damian Lillard SG Jimmy Butler PF Jayson Tatum SF Trevor Ariza F JJ Redick G Ish Smith UTIL Tyus Jones,,,
4832,974632063,madoublet98 (28/101),0,232.75,C Joel Embiid G Damian Lillard SG Jimmy Butler PF Jayson Tatum SF Trevor Ariza F JJ Redick PG Ish Smith UTIL Tyus Jones,,,
4832,974632094,madoublet98 (59/101),0,232.75,PG James Harden UTIL Joel Embiid PF Al Horford F Taj Gibson C John Henson SG Jamal Crawford SF Tony Snell G Tyus Jones,,,
4837,974199991,moklovin (67/150),0,232.5,G James Harden C Karl-Anthony Towns SF Tobias Harris PF Kawhi Leonard PG Ish Smith F Al-Farouq Aminu SG Reggie Bullock UTIL Tyus Jones,,,
4837,974257093,pianoclub (147/150),0,232.5,F Giannis Antetokounmpo C Joel Embiid PF Kawhi Leonard UTIL Andrew Wiggins SF Jayson Tatum PG Ish Smith SG Stanley Johnson G Tyus Jones,,,
4837,974456240,Jaywalker72,0,232.5,SG James Harden UTIL Jimmy Butler PF Tobias Harris SF Kawhi Leonard F Robert Covington C Bismack Biyombo G Terry Rozier PG Tyus Jones,,,
4837,974465994,gn1ghtmoon (12/15),0,232.5,G James Harden C Karl-Anthony Towns SF Tobias Harris F Kawhi Leonard PG Ish Smith PF Bismack Biyombo SG Langston Galloway UTIL Tyus Jones,,,
4837,974466813,anilprao88 (31/150),0,232.5,SF Giannis Antetokounmpo G Kyrie Irving PG Elfrid Payton PF Kawhi Leonard F Robert Covington C Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,,
4837,974466902,anilprao88 (120/150),0,232.5,G James Harden C Karl-Anthony Towns F Kawhi Leonard SG Eric Gordon SF Trevor Ariza PF Ryan Anderson PG Tony Parker UTIL Tyus Jones,,,
4837,974466923,anilprao88 (141/150),0,232.5,G James Harden C Karl-Anthony Towns SF Tobias Harris F Kawhi Leonard PG Ish Smith PF Bismack Biyombo SG Langston Galloway UTIL Tyus Jones,,,
4837,974605020,dean78904 (2/2),0,232.5,G James Harden C Karl-Anthony Towns PF Tobias Harris SF Kawhi Leonard PG Ish Smith F Bismack Biyombo UTIL Langston Galloway SG Tyus Jones,,,
4837,974646805,bellaedward4eva (84/150),0,232.5,G James Harden SF Khris Middleton PF Al Horford F Dario Saric UTIL Robert Covington C John Henson SG Langston Galloway PG Tyus Jones,,,
4846,974169181,shawnzhan (147/150),0,232.25,PG James Harden UTIL Ben Simmons SF Khris Middleton F Robert Covington PF Jayson Tatum C Marreese Speights SG Langston Galloway G Tyus Jones,,,
4846,974312127,CasBrM (47/110),0,232.25,C Joel Embiid SG Jimmy Butler PF Enes Kanter F Kawhi Leonard UTIL Eric Gordon G Marcus Smart SF Courtney Lee PG Tyus Jones,,,
4846,974372537,suidmach (20/21),0,232.25,PF Giannis Antetokounmpo C Kristaps Porzingis SF Tobias Harris UTIL Kawhi Leonard F Jayson Tatum PG Ish Smith G Malcolm Brogdon SG Tyus Jones,,,
4846,974466798,anilprao88 (16/150),0,232.25,G James Harden SG Jimmy Butler C Al Horford PF Robert Covington SF Trevor Ariza F Marcus Smart PG Langston Galloway UTIL Tyus Jones,,,
4846,974529214,papagates (111/150),0,232.25,PG Kyrie Irving PF Kristaps Porzingis F Khris Middleton C Al Horford UTIL Jayson Tatum SF Evan Fournier G Malcolm Brogdon SG Langston Galloway,,,
4851,974134828,GreyPoupon (28/30),0,232,G James Harden C Karl-Anthony Towns UTIL Kyrie Irving F Kawhi Leonard PG Ish Smith SF Evan Turner PF Ed Davis SG Tyus Jones,,,
4851,974169074,shawnzhan (40/150),0,232,SG James Harden G Kyrie Irving PF Kawhi Leonard F Robert Covington SF Andrew Wiggins PG Ish Smith C John Henson UTIL Tyus Jones,,,
4851,974200050,moklovin (126/150),0,232,G James Harden C Joel Embiid PF Tobias Harris F Kawhi Leonard PG Ish Smith SF Reggie Bullock SG Langston Galloway UTIL Tyus Jones,,,
4851,974312107,CasBrM (27/110),0,232,PF Giannis Antetokounmpo C Karl-Anthony Towns G Eric Bledsoe F Kawhi Leonard PG Ish Smith SF Courtney Lee SG Jamal Crawford UTIL Tyus Jones,,,
4851,974326185,ChipotleAddict (47/150),0,232,UTIL Ben Simmons G Kyrie Irving SF Khris Middleton PF Tobias Harris F Andrew Wiggins PG Ish Smith C Ryan Anderson SG Langston Galloway,,,
4851,974379527,trmhorses (1/2),0,232,C Andre Drummond PG Damian Lillard SF Tobias Harris PF Dario Saric UTIL Eric Gordon SG Marcus Smart G Mario Hezonja F Stanley Johnson,,,
4851,974387668,Awesemo (81/150),0,232,PG James Harden UTIL Ben Simmons C Al Horford PF Tobias Harris SF Evan Fournier F Evan Turner SG Luke Kennard G Tyus Jones,,,
4851,974406172,harko,0,232,G James Harden C Al Horford PF Tobias Harris SF Robert Covington SG Eric Gordon UTIL Courtney Lee F Al-Farouq Aminu PG Tyus Jones,,,
4851,974466881,anilprao88 (99/150),0,232,G James Harden C Karl-Anthony Towns SF Tobias Harris PF Kawhi Leonard SG Eric Gordon PG Tony Parker F Doug McDermott UTIL Tyus Jones,,,
4851,974594294,Don3000,0,232,F Ben Simmons SG Jimmy Butler UTIL Al Horford PF Tobias Harris SF Robert Covington C Taj Gibson G Ish Smith PG Tyus Jones,,,
4861,974312112,CasBrM (32/110),0,231.75,PG Kyrie Irving PF LaMarcus Aldridge SG Jimmy Butler G Elfrid Payton SF Kawhi Leonard F Courtney Lee C John Henson UTIL Reggie Bullock,,,
4861,974312177,CasBrM (97/110),0,231.75,C Karl-Anthony Towns G Kyrie Irving SG Jimmy Butler PF Tobias Harris SF Kawhi Leonard F JJ Redick PG T.J. McConnell UTIL Tyus Jones,,,
4861,974341534,Coreym2223,0,231.75,C Andre Drummond G Kyrie Irving UTIL Jimmy Butler PF Al Horford SF JJ Redick F Ryan Anderson PG Langston Galloway SG Jamal Crawford,,,
4861,974529216,papagates (113/150),0,231.75,C Karl-Anthony Towns PG Kyrie Irving G Khris Middleton UTIL Andrew Wiggins PF Jayson Tatum SF Evan Fournier F Trevor Ariza SG Langston Galloway,,,
4861,974607489,BrandonAdams (9/15),0,231.75,SG James Harden C Joel Embiid PF Tobias Harris SF Kawhi Leonard F Marcus Smart UTIL Reggie Bullock G Langston Galloway PG Tyus Jones,,,
4866,974124845,EmileHeskey (64/150),0,231.5,G James Harden PF Giannis Antetokounmpo C Al Horford SG Eric Gordon SF Reggie Bullock PG Langston Galloway F Ed Davis UTIL Tyus Jones,,,
4866,974300172,darcmaniluk (87/150),0,231.5,C Karl-Anthony Towns G Kyrie Irving PG Elfrid Payton SG Jonathon Simmons F Kawhi Leonard SF Andrew Wiggins PF Ryan Anderson UTIL Tyus Jones,,,
4866,974312134,CasBrM (54/110),0,231.5,C Joel Embiid PG Damian Lillard SG Khris Middleton PF Al Horford SF Marcus Smart G Ish Smith F Reggie Bullock UTIL Tyus Jones,,,
4866,974536332,Arossum (2/2),0,231.5,UTIL Joel Embiid C Karl-Anthony Towns SF Ben Simmons G Jimmy Butler F Reggie Bullock SG Langston Galloway PF Ed Davis PG Tyus Jones,,,
4866,974624321,tafs178,0,231.5,SF Giannis Antetokounmpo C Joel Embiid PF Kawhi Leonard F Andrew Wiggins SG Trevor Ariza UTIL Ish Smith G Terry Rozier PG Tyus Jones,,,
4866,974625232,NILKNARF (30/30),0,231.5,C Karl-Anthony Towns G Jimmy Butler PG Elfrid Payton PF Kawhi Leonard F Robert Covington SG Eric Gordon SF Evan Fournier UTIL Tyus Jones,,,
4872,974156237,youdacao (33/150),0,231.25,SG James Harden C Karl-Anthony Towns PF Al Horford SF Trevor Ariza F Marcus Smart UTIL Al-Farouq Aminu PG Langston Galloway G Tyus Jones,,,
4872,974200032,moklovin (108/150),0,231.25,G James Harden C Al Horford SF Tobias Harris PF Kawhi Leonard SG Eric Gordon PG Ish Smith F Al-Farouq Aminu UTIL Tyus Jones,,,
4872,974529248,papagates (145/150),0,231.25,SF Giannis Antetokounmpo C Karl-Anthony Towns PF Tobias Harris UTIL Jayson Tatum G Evan Fournier F Marcus Smart PG Langston Galloway SG Jamal Crawford,,,
4872,974579269,balletta777 (11/19),0,231.25,PG Damian Lillard G CJ McCollum C Pau Gasol SF Tobias Harris PF Dario Saric SG Trevor Ariza UTIL JJ Redick F Al-Farouq Aminu,,,
4872,974800435,ChiefST,0,231.25,PG James Harden C Al Horford PF Tobias Harris SF Kawhi Leonard SG Eric Gordon G Ish Smith F Al-Farouq Aminu UTIL Tyus Jones,,,
4877,974156311,youdacao (107/150),0,231,C Karl-Anthony Towns G Damian Lillard PG Kyrie Irving SG Eric Gordon F Jayson Tatum SF Trevor Ariza PF Bismack Biyombo UTIL Tyus Jones,,,
4877,974169078,shawnzhan (44/150),0,231,SF Giannis Antetokounmpo F Ben Simmons G Damian Lillard C Jusuf Nurkic PG Ish Smith UTIL Frank Ntilikina PF Ed Davis SG Tyus Jones,,,
4879,974129669,Ram33 (1/3),0,230.75,UTIL James Harden G Kyrie Irving SF Khris Middleton C Al Horford F Trevor Ariza PG Langston Galloway PF Maurice Harkless SG Tyus Jones,,,
4879,974312136,CasBrM (56/110),0,230.75,UTIL James Harden PG Damian Lillard C Al Horford PF Jayson Tatum SF Trevor Ariza G Ish Smith F Reggie Bullock SG Tyus Jones,,,
4879,974466858,anilprao88 (76/150),0,230.75,SG James Harden C Karl-Anthony Towns UTIL Robert Covington F Andrew Wiggins SF Trevor Ariza PF Ryan Anderson G Shabazz Napier PG Langston Galloway,,,
4882,974124841,EmileHeskey (60/150),0,230.5,PF Giannis Antetokounmpo C Karl-Anthony Towns SG Jimmy Butler SF Andrew Wiggins PG Ish Smith F Al-Farouq Aminu G Langston Galloway UTIL Tyus Jones,,,
4882,974312085,CasBrM (5/110),0,230.5,C Karl-Anthony Towns G Kyrie Irving SG Jimmy Butler PF Robert Covington SF Jayson Tatum F Trevor Ariza PG Ish Smith UTIL Langston Galloway,,,
4882,974453147,Brucewins,0,230.5,UTIL James Harden G Kyrie Irving F Enes Kanter C Taj Gibson PF Jayson Tatum SF Trevor Ariza SG Langston Galloway PG Tyus Jones,,,
4882,974488088,ps5555,0,230.5,UTIL James Harden PF Giannis Antetokounmpo F Enes Kanter SF Evan Fournier G Terry Rozier C Nene Hilario PG Langston Galloway SG Tyus Jones,,,
4886,974167581,rikkidee (2/75),0,230.25,PF Giannis Antetokounmpo C Joel Embiid UTIL Kawhi Leonard F Jayson Tatum SF Trevor Ariza G Marcus Smart SG Reggie Bullock PG Tyus Jones,,,
4886,974169103,shawnzhan (69/150),0,230.25,C Karl-Anthony Towns UTIL Ben Simmons G Khris Middleton F Kawhi Leonard SF Jayson Tatum SG Evan Fournier PF Bismack Biyombo PG Tyus Jones,,,
4886,974326225,ChipotleAddict (87/150),0,230.25,F Giannis Antetokounmpo UTIL Ben Simmons G CJ McCollum PF Taj Gibson PG Ish Smith C Ryan Anderson SF Stanley Johnson SG Langston Galloway,,,
4886,974683972,bday15 (3/3),0,230.25,F Ben Simmons G Kyrie Irving C Al Horford SF Tobias Harris PF Kawhi Leonard UTIL Eric Gordon PG Shabazz Napier SG Tyus Jones,,,
