Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1257,974160407,petteytheft89 (15/75),0,283.5,SG James Harden G Kyrie Irving F Khris Middleton SF Evan Fournier PG Ish Smith C John Henson PF Bismack Biyombo UTIL Tyus Jones,,,
1257,974160412,petteytheft89 (20/75),0,283.5,G Kyrie Irving PF Kristaps Porzingis UTIL CJ McCollum SF Tobias Harris C Jusuf Nurkic F Robert Covington PG Ish Smith SG Tyus Jones,,,
1257,974326144,ChipotleAddict (6/150),0,283.5,PG Kyrie Irving PF Kristaps Porzingis G CJ McCollum SF Tobias Harris SG Andrew Wiggins F Jayson Tatum C Ryan Anderson UTIL Shabazz Napier,,,
1257,974326196,ChipotleAddict (58/150),0,283.5,F Giannis Antetokounmpo SG Jimmy Butler G CJ McCollum PF Tobias Harris SF Trevor Ariza C Bismack Biyombo UTIL Shabazz Napier PG Frank Ntilikina,,,
1257,974387709,Awesemo (122/150),0,283.5,C Andre Drummond SG Jimmy Butler F Al Horford UTIL CJ McCollum SF Robert Covington PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
1257,974387711,Awesemo (124/150),0,283.5,C Kristaps Porzingis SG Jimmy Butler PF Al Horford UTIL CJ McCollum SF Tobias Harris F Evan Fournier PG Ish Smith G Tyus Jones,,,
1257,974405505,mattmarsh (1/3),0,283.5,PG James Harden C Karl-Anthony Towns SG Jimmy Butler SF Andrew Wiggins G Ish Smith PF Bismack Biyombo F Doug McDermott UTIL Tyus Jones,,,
1257,974410853,mattmarsh (2/3),0,283.5,PG James Harden C Karl-Anthony Towns SG Jimmy Butler SF Andrew Wiggins G Ish Smith PF Bismack Biyombo F Doug McDermott UTIL Tyus Jones,,,
1257,974417209,mattmarsh (3/3),0,283.5,PG James Harden C Karl-Anthony Towns SG Jimmy Butler SF Andrew Wiggins G Ish Smith PF Bismack Biyombo F Doug McDermott UTIL Tyus Jones,,,
1257,974466816,anilprao88 (34/150),0,283.5,PG James Harden G Jimmy Butler PF Dario Saric SG Eric Gordon F Andrew Wiggins SF Trevor Ariza C John Henson UTIL Tyus Jones,,,
1257,974526410,balletta777 (5/19),0,283.5,PG James Harden C Andre Drummond PF Taj Gibson SG Trevor Ariza SF JJ Redick G Ish Smith F Bismack Biyombo UTIL Tyus Jones,,,
1257,974588182,grejust,0,283.5,PF LaMarcus Aldridge UTIL Jimmy Butler SF Khris Middleton PG Elfrid Payton SG Eric Gordon G Ish Smith F Courtney Lee C Bismack Biyombo,,,
1257,974616758,chess_is_ok (3/150),0,283.5,PG James Harden C Karl-Anthony Towns SF Tobias Harris F Jayson Tatum UTIL Ish Smith PF Rudy Gay SG Shabazz Napier G Tyus Jones,,,
1257,974646807,bellaedward4eva (86/150),0,283.5,SF Giannis Antetokounmpo F Al Horford G Elfrid Payton C Jusuf Nurkic PF Jayson Tatum PG Ish Smith UTIL Terry Rozier SG Shabazz Napier,,,
1273,974124814,EmileHeskey (33/150),0,283.25,C Joel Embiid SG Jimmy Butler PF Al Horford UTIL Jusuf Nurkic F Andrew Wiggins SF Evan Fournier PG Ish Smith G Tyus Jones,,,
1273,974180420,dichiarom2,0,283.25,UTIL Joel Embiid C Karl-Anthony Towns G Kyrie Irving SF Jayson Tatum PG Ish Smith PF Ryan Anderson F Bismack Biyombo SG Tyus Jones,,,
1273,974216442,DMillat39,0,283.25,SG James Harden UTIL Kyrie Irving G Eric Bledsoe C Taj Gibson F Evan Fournier PG Ish Smith SF Reggie Bullock PF Maurice Harkless,,,
1273,974276215,matteo26 (3/3),0,283.25,C Andre Drummond UTIL Karl-Anthony Towns PF Tobias Harris SG Eric Gordon SF JJ Redick PG Ish Smith F Bismack Biyombo G Terry Rozier,,,
1273,974284657,cheddabisque (17/150),0,283.25,UTIL James Harden PG Kyrie Irving PF Tobias Harris C Jusuf Nurkic F Jayson Tatum G Ish Smith SF Evan Turner SG Tyus Jones,,,
1273,974284741,cheddabisque (101/150),0,283.25,UTIL James Harden SG Jimmy Butler F Khris Middleton SF Andrew Wiggins G Ish Smith C Ryan Anderson PF Bismack Biyombo PG Tyus Jones,,,
1273,974300117,darcmaniluk (32/150),0,283.25,PF Giannis Antetokounmpo C Andre Drummond SG Eric Gordon SF Andrew Wiggins F Marcus Smart PG Ish Smith UTIL John Henson G Tyus Jones,,,
1273,974300160,darcmaniluk (75/150),0,283.25,PG James Harden C Karl-Anthony Towns SG Jimmy Butler F Andrew Wiggins PF Bismack Biyombo UTIL Shabazz Napier SF Stanley Johnson G Tyus Jones,,,
1273,974321888,bcalicore (8/10),0,283.25,C Andre Drummond F Khris Middleton PF Al Horford SG Eric Bledsoe SF Jayson Tatum UTIL Ish Smith PG Malcolm Brogdon G Tyus Jones,,,
1273,974361666,DannibalLecter (2/20),0,283.25,G James Harden F Ben Simmons SG CJ McCollum C Dario Saric PG Ish Smith PF Al-Farouq Aminu SF Evan Turner UTIL Tyus Jones,,,
1273,974361668,DannibalLecter (4/20),0,283.25,UTIL James Harden G Kyrie Irving F Tobias Harris C Jusuf Nurkic PF Jayson Tatum PG Ish Smith SF Evan Turner SG Tyus Jones,,,
1273,974387682,Awesemo (95/150),0,283.25,SG James Harden PG Kyrie Irving PF Tobias Harris SF Evan Fournier F Trevor Ariza G Marcus Smart C Bismack Biyombo UTIL Tyus Jones,,,
1273,974465986,gn1ghtmoon (4/15),0,283.25,SG James Harden C Karl-Anthony Towns SF Tobias Harris F Jayson Tatum PG Ish Smith PF Bismack Biyombo G Tony Parker UTIL Tyus Jones,,,
1273,974466867,anilprao88 (85/150),0,283.25,C Andre Drummond SG Jimmy Butler SF Aaron Gordon PG Elfrid Payton F Trevor Ariza G Marcus Smart PF Bismack Biyombo UTIL Tyus Jones,,,
1273,974492499,shado,0,283.25,G James Harden C Karl-Anthony Towns UTIL Eric Gordon PF Jayson Tatum F JJ Redick PG Ish Smith SF Courtney Lee SG Tyus Jones,,,
1273,974492837,edlover76 (2/2),0,283.25,C Andre Drummond UTIL Kyrie Irving G Jimmy Butler F Al Horford PG Ish Smith SF Courtney Lee PF Bismack Biyombo SG Tyus Jones,,,
1273,974529213,papagates (110/150),0,283.25,C Andre Drummond F Khris Middleton PG CJ McCollum SG Eric Gordon UTIL Andrew Wiggins PF Jayson Tatum SF Evan Fournier G Jamal Crawford,,,
1273,974567727,smushsmush (2/2),0,283.25,UTIL James Harden C Karl-Anthony Towns SG Jimmy Butler PF Jayson Tatum F Courtney Lee G Shabazz Napier SF Reggie Bullock PG Tyus Jones,,,
1273,974576872,Hoyeroyals (1/2),0,283.25,F Kristaps Porzingis SG Jimmy Butler SF Tobias Harris C Jusuf Nurkic UTIL Eric Gordon PF Jayson Tatum PG Ish Smith G Malcolm Brogdon,,,
1273,974616783,chess_is_ok (28/150),0,283.25,G James Harden C Karl-Anthony Towns F Tobias Harris PF Jayson Tatum SF Marcus Smart UTIL Rudy Gay SG Shabazz Napier PG Tyus Jones,,,
1273,974616868,chess_is_ok (113/150),0,283.25,SG James Harden C Karl-Anthony Towns SF Tobias Harris F Andrew Wiggins PF Jayson Tatum UTIL Kyle Anderson G Shabazz Napier PG Tyus Jones,,,
1273,974621859,MattD,0,283.25,G James Harden C Karl-Anthony Towns UTIL Eric Gordon PF Jayson Tatum SF JJ Redick PG Ish Smith F Courtney Lee SG Tyus Jones,,,
1273,974661546,emaz_83 (3/3),0,283.25,G Kyrie Irving SG CJ McCollum PF Tobias Harris F Jonathon Simmons C Jusuf Nurkic UTIL Eric Gordon PG Ish Smith SF Rudy Gay,,,
1273,974670540,Deener23 (8/12),0,283.25,SG James Harden PG Kyrie Irving G Jimmy Butler PF Jayson Tatum SF Marcus Smart C John Henson F Reggie Bullock UTIL Tyus Jones,,,
1297,974009350,supremexjp,0,283,G James Harden C Karl-Anthony Towns PF Jayson Tatum SF Trevor Ariza UTIL JJ Redick F Marcus Smart PG Ish Smith SG Tyus Jones,,,
1297,974124189,Dgriggsii,0,283,UTIL James Harden SG Jimmy Butler F Tobias Harris C Taj Gibson SF Jayson Tatum PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
1297,974134822,GreyPoupon (22/30),0,283,UTIL James Harden G Kyrie Irving C Al Horford F Evan Fournier SF JJ Redick PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
1297,974156319,youdacao (115/150),0,283,C Karl-Anthony Towns PG Kyrie Irving G Eric Bledsoe SF Tobias Harris SG Eric Gordon F Marcus Smart PF Ryan Anderson UTIL Tyus Jones,,,
1297,974167630,rikkidee (51/75),0,283,F Giannis Antetokounmpo C Karl-Anthony Towns G CJ McCollum PF Tobias Harris PG Ish Smith UTIL Shabazz Napier SF Reggie Bullock SG Tyus Jones,,,
1297,974199963,moklovin (39/150),0,283,G James Harden SG Jimmy Butler F Kawhi Leonard C Dario Saric PF Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Tyus Jones,,,
1297,974256982,pianoclub (36/150),0,283,PG James Harden F Giannis Antetokounmpo PF Jayson Tatum SF Marcus Smart G Malcolm Brogdon C Bismack Biyombo SG Terry Rozier UTIL Tyus Jones,,,
1297,974264067,tiltstickels,0,283,PG James Harden C Karl-Anthony Towns F Tobias Harris SG Eric Gordon SF Marcus Smart UTIL Ish Smith PF Ed Davis G Tyus Jones,,,
1297,974268514,rsbathla (70/150),0,283,UTIL James Harden SG Jimmy Butler SF Tobias Harris C Taj Gibson F Jayson Tatum PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
1297,974283975,reaperlegend25,0,283,UTIL James Harden C Karl-Anthony Towns F Tobias Harris SG Eric Gordon SF Marcus Smart G Ish Smith PF Ed Davis PG Tyus Jones,,,
1297,974284719,cheddabisque (79/150),0,283,UTIL James Harden F Kristaps Porzingis SF Tobias Harris C Jusuf Nurkic SG Eric Gordon PG Ish Smith PF Zach Collins G Tyus Jones,,,
1297,974350185,nomoreiloveyous (8/25),0,283,C Andre Drummond PG Kyrie Irving SG Jimmy Butler PF Al Horford F Jayson Tatum G Ish Smith SF Reggie Bullock UTIL Tyus Jones,,,
1297,974358431,seekanddestroy6 (2/2),0,283,UTIL James Harden C Karl-Anthony Towns SF Tobias Harris G Eric Gordon F Marcus Smart PG Ish Smith PF Ed Davis SG Tyus Jones,,,
1297,974387663,Awesemo (76/150),0,283,SG James Harden G Kyrie Irving C Al Horford SF Evan Fournier F JJ Redick PG Ish Smith PF Bismack Biyombo UTIL Tyus Jones,,,
1297,974416454,ERIII (1/3),0,283,G James Harden C Karl-Anthony Towns F Tobias Harris UTIL Eric Gordon SF Marcus Smart PG Ish Smith PF Ed Davis SG Tyus Jones,,,
1297,974430608,mazwa (53/100),0,283,PG James Harden C Karl-Anthony Towns UTIL Elfrid Payton F Jayson Tatum SF Evan Fournier G Ish Smith PF Gorgui Dieng SG Tyus Jones,,,
1297,974430621,mazwa (66/100),0,283,C Karl-Anthony Towns SG Jimmy Butler PF Al Horford PG Eric Bledsoe F Jayson Tatum SF Evan Fournier UTIL Ish Smith G Tyus Jones,,,
1297,974466922,anilprao88 (140/150),0,283,SG James Harden C Andre Drummond PG Elfrid Payton F Trevor Ariza G Ish Smith PF Al-Farouq Aminu SF Reggie Bullock UTIL Tyus Jones,,,
1297,974529224,papagates (121/150),0,283,SG James Harden UTIL Karl-Anthony Towns PF Jayson Tatum SF Evan Fournier F Marcus Smart PG Ish Smith G Courtney Lee C Nene Hilario,,,
1297,974555853,jpecanac (2/3),0,283,G James Harden C Karl-Anthony Towns F Robert Covington SF Jayson Tatum UTIL Marcus Smart PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
1297,974608760,JayCabay12,0,283,PG James Harden C Karl-Anthony Towns F Tobias Harris SG Eric Gordon SF Marcus Smart UTIL Ish Smith PF Ed Davis G Tyus Jones,,,
1297,974616775,chess_is_ok (20/150),0,283,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Evan Fournier UTIL Ish Smith SF Rudy Gay PG Shabazz Napier G Tyus Jones,,,
1297,974616876,chess_is_ok (121/150),0,283,UTIL James Harden C Karl-Anthony Towns PF Aaron Gordon SF Jayson Tatum F Bismack Biyombo SG Terry Rozier PG Shabazz Napier G Tyus Jones,,,
1297,974632052,madoublet98 (17/101),0,283,SG James Harden C Andre Drummond PG Elfrid Payton F Trevor Ariza G Ish Smith PF Al-Farouq Aminu SF Reggie Bullock UTIL Tyus Jones,,,
1297,974632057,madoublet98 (22/101),0,283,UTIL Joel Embiid C Karl-Anthony Towns G CJ McCollum PF Jayson Tatum SF Trevor Ariza F JJ Redick PG Ish Smith SG Tyus Jones,,,
1297,974640693,scout326 (4/7),0,283,C Karl-Anthony Towns PF Kristaps Porzingis UTIL CJ McCollum SF Tobias Harris SG Eric Gordon F Trevor Ariza PG Ish Smith G Tyus Jones,,,
1297,974678658,dueFORaWIN (3/3),0,283,C Andre Drummond PG Kyrie Irving SG Jimmy Butler PF Al Horford F Jayson Tatum G Ish Smith SF Reggie Bullock UTIL Tyus Jones,,,
1324,974160432,petteytheft89 (40/75),0,282.75,SG James Harden PF Giannis Antetokounmpo SF Evan Fournier G Marcus Smart PG Ish Smith C Ryan Anderson F Reggie Bullock UTIL Tyus Jones,,,
1324,974167635,rikkidee (56/75),0,282.75,C Andre Drummond G Ben Simmons SF Aaron Gordon UTIL Eric Gordon PF Jayson Tatum PG Ish Smith F Bismack Biyombo SG Tyus Jones,,,
1324,974268579,rsbathla (135/150),0,282.75,UTIL James Harden C Karl-Anthony Towns SF Tobias Harris SG Marcus Smart PG Ish Smith F P.J. Tucker PF Bismack Biyombo G Tyus Jones,,,
1324,974283704,Redman910 (1/2),0,282.75,PG James Harden C Karl-Anthony Towns PF Dario Saric G Eric Gordon SF Evan Fournier F JJ Redick UTIL Ed Davis SG Tyus Jones,,,
1324,974299209,cgiven2 (2/2),0,282.75,G James Harden UTIL Kyrie Irving C Al Horford SF Jayson Tatum PG Ish Smith F Ryan Anderson PF Bismack Biyombo SG Tyus Jones,,,
1324,974300166,darcmaniluk (81/150),0,282.75,PG James Harden C Karl-Anthony Towns PF Dario Saric G Andrew Wiggins SF Evan Fournier SG Trevor Ariza F Reggie Bullock UTIL Tyus Jones,,,
1324,974334123,RexGrossman (13/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974334144,RexGrossman (34/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974334165,RexGrossman (55/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974334186,RexGrossman (76/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974334207,RexGrossman (97/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974334228,RexGrossman (118/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974334249,RexGrossman (139/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974429502,Kobe4MVP (102/150),0,282.75,C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF Tobias Harris UTIL Eric Gordon PG Ish Smith F Bismack Biyombo G Tyus Jones,,,
1324,974509008,rickybobbyns,0,282.75,G James Harden C Karl-Anthony Towns UTIL Andrew Wiggins SF Jayson Tatum F Trevor Ariza PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
1324,974529140,papagates (37/150),0,282.75,C Andre Drummond PF Kristaps Porzingis PG Elfrid Payton SG Andrew Wiggins SF Jayson Tatum G Marcus Smart F Courtney Lee UTIL John Henson,,,
1324,974552073,socratesphilosophies,0,282.75,G James Harden UTIL Kyrie Irving PF Al Horford SF Jayson Tatum PG Ish Smith F Ryan Anderson C Bismack Biyombo SG Tyus Jones,,,
1324,974562220,btwice80 (14/30),0,282.75,G James Harden UTIL Jimmy Butler SF Khris Middleton F Jayson Tatum PG Ish Smith C John Henson PF Bismack Biyombo SG Tyus Jones,,,
1324,974616826,chess_is_ok (71/150),0,282.75,UTIL James Harden C Karl-Anthony Towns PF Kristaps Porzingis SF Jayson Tatum G Ish Smith PG Shabazz Napier F Zach Collins SG Tyus Jones,,,
1324,974616860,chess_is_ok (105/150),0,282.75,G James Harden C Karl-Anthony Towns SF Tobias Harris F Evan Fournier UTIL Marcus Smart PF Rudy Gay PG Shabazz Napier SG Tyus Jones,,,
1324,974616863,chess_is_ok (108/150),0,282.75,G James Harden C Karl-Anthony Towns UTIL Aaron Gordon SF Jayson Tatum PF Bismack Biyombo F Kyle Anderson SG Shabazz Napier PG Tyus Jones,,,
1324,974616900,chess_is_ok (145/150),0,282.75,UTIL James Harden C Karl-Anthony Towns SG Jimmy Butler SF Tobias Harris PF Bismack Biyombo G Shabazz Napier PG Tyus Jones F Pat Connaughton,,,
1324,974623281,mclev06,0,282.75,C Karl-Anthony Towns SG Jimmy Butler PF Al Horford UTIL Pau Gasol F Dario Saric SF Trevor Ariza PG Ish Smith G Tyus Jones,,,
1324,974632110,madoublet98 (75/101),0,282.75,G James Harden C Karl-Anthony Towns SG Eric Gordon F Jayson Tatum SF Evan Fournier PG Ish Smith PF Marcus Morris UTIL Tyus Jones,,,
1348,974124889,EmileHeskey (108/150),0,282.5,PG James Harden UTIL CJ McCollum C Jusuf Nurkic PF Kawhi Leonard SG Eric Gordon SF Jayson Tatum F Bismack Biyombo G Tyus Jones,,,
1348,974124905,EmileHeskey (124/150),0,282.5,PF Giannis Antetokounmpo C Karl-Anthony Towns UTIL CJ McCollum F Jayson Tatum SG Evan Fournier PG Ish Smith SF Reggie Bullock G Tyus Jones,,,
1348,974160409,petteytheft89 (17/75),0,282.5,PG James Harden SG Jimmy Butler SF Khris Middleton UTIL Jayson Tatum F Marcus Smart C John Henson PF Bismack Biyombo G Tyus Jones,,,
1348,974165620,JL003 (1/20),0,282.5,G James Harden C Karl-Anthony Towns PF Tobias Harris SF Trevor Ariza F Marcus Smart PG Ish Smith UTIL Terry Rozier SG Tyus Jones,,,
1348,974167616,rikkidee (37/75),0,282.5,SG James Harden PG Kyrie Irving UTIL Al Horford PF Jayson Tatum SF Marcus Smart C Ryan Anderson F Bismack Biyombo G Tyus Jones,,,
1348,974200063,moklovin (139/150),0,282.5,SG James Harden C Karl-Anthony Towns PF Tobias Harris SF Trevor Ariza F Marcus Smart PG Ish Smith G Terry Rozier UTIL Tyus Jones,,,
1348,974257064,pianoclub (118/150),0,282.5,G James Harden PF Kristaps Porzingis UTIL Eric Bledsoe SF Trevor Ariza F JJ Redick PG Ish Smith C John Henson SG Tyus Jones,,,
1348,974268572,rsbathla (128/150),0,282.5,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Trevor Ariza SF Marcus Smart PG Ish Smith UTIL Terry Rozier G Tyus Jones,,,
1348,974284738,cheddabisque (98/150),0,282.5,UTIL James Harden C Karl-Anthony Towns PF Tobias Harris SF Trevor Ariza F Marcus Smart PG Ish Smith SG Terry Rozier G Tyus Jones,,,
1348,974290777,SLips713 (3/3),0,282.5,PG James Harden C Kristaps Porzingis SG Jimmy Butler UTIL Jayson Tatum F JJ Redick PF Bismack Biyombo SF Reggie Bullock G Tyus Jones,,,
1348,974372538,suidmach (21/21),0,282.5,PF Giannis Antetokounmpo C Karl-Anthony Towns G CJ McCollum UTIL Jayson Tatum SF Evan Fournier PG Ish Smith F Reggie Bullock SG Tyus Jones,,,
1348,974392473,rmj11222 (2/5),0,282.5,UTIL Andre Drummond C Karl-Anthony Towns PF Al Horford SG Eric Bledsoe SF Trevor Ariza PG Ish Smith F Marreese Speights G Tyus Jones,,,
1348,974429478,Kobe4MVP (78/150),0,282.5,SF Giannis Antetokounmpo C Andre Drummond UTIL Eric Gordon PF Jayson Tatum G Trevor Ariza PG Ish Smith F Bismack Biyombo SG Tyus Jones,,,
1348,974466790,anilprao88 (8/150),0,282.5,SG James Harden G Kyrie Irving PF Tobias Harris F Jayson Tatum SF Evan Fournier PG Ish Smith C John Henson UTIL Tyus Jones,,,
1348,974481650,habs1980 (3/3),0,282.5,UTIL James Harden PF Giannis Antetokounmpo SF Jayson Tatum G Ish Smith F Ryan Anderson C Bismack Biyombo SG Terry Rozier PG Tyus Jones,,,
1348,974519505,Louster003,0,282.5,SG James Harden SF Giannis Antetokounmpo PF Jayson Tatum UTIL Ish Smith F Ryan Anderson C Bismack Biyombo G Terry Rozier PG Tyus Jones,,,
1348,974562236,btwice80 (30/30),0,282.5,G James Harden PG Kyrie Irving F Al Horford SF Jayson Tatum UTIL Marcus Smart PF Ryan Anderson C Bismack Biyombo SG Tyus Jones,,,
1348,974579913,KaiserSose199 (3/3),0,282.5,PG James Harden C Karl-Anthony Towns F Kristaps Porzingis PF Dario Saric G Ish Smith SF Reggie Bullock UTIL Aron Baynes SG Tyus Jones,,,
1348,974600493,MattyFatStackS,0,282.5,SG James Harden C Al Horford UTIL Elfrid Payton SF Tobias Harris F JJ Redick G Ish Smith PF Bismack Biyombo PG Tyus Jones,,,
1348,974616835,chess_is_ok (80/150),0,282.5,PG James Harden C Karl-Anthony Towns PF Kristaps Porzingis G Ish Smith F Al-Farouq Aminu SF Kyle Anderson UTIL Shabazz Napier SG Tyus Jones,,,
1348,974616901,chess_is_ok (146/150),0,282.5,SG James Harden C Karl-Anthony Towns PF Kristaps Porzingis SF Jayson Tatum F Marcus Smart G Shabazz Napier UTIL Zach Collins PG Tyus Jones,,,
1348,974619512,totoroll33 (2/3),0,282.5,SG James Harden C Karl-Anthony Towns PF Tobias Harris SF Trevor Ariza F Marcus Smart G Ish Smith UTIL Terry Rozier PG Tyus Jones,,,
1348,974646816,bellaedward4eva (95/150),0,282.5,G James Harden PF Al Horford SF Tobias Harris C Jusuf Nurkic F Jayson Tatum PG Ish Smith SG Malcolm Brogdon UTIL Tyus Jones,,,
1348,974646856,bellaedward4eva (135/150),0,282.5,C Andre Drummond F Aaron Gordon UTIL Eric Bledsoe G Elfrid Payton PF Robert Covington SF Jayson Tatum SG Shabazz Napier PG Tyus Jones,,,
1372,974124881,EmileHeskey (100/150),0,282.25,C Andre Drummond UTIL Karl-Anthony Towns PG Kyrie Irving SG Eric Gordon SF Marcus Smart PF Al-Farouq Aminu F Bismack Biyombo G Tyus Jones,,,
1372,974160437,petteytheft89 (45/75),0,282.25,PF Giannis Antetokounmpo SG Khris Middleton SF Tobias Harris C Dario Saric F Jayson Tatum G Marcus Smart PG Ish Smith UTIL Tyus Jones,,,
1372,974279201,IamPGM (4/5),0,282.25,SG James Harden C Enes Kanter UTIL Elfrid Payton PF Dario Saric SF Jayson Tatum G Ish Smith F Al-Farouq Aminu PG Tyus Jones,,,
1372,974300221,darcmaniluk (136/150),0,282.25,UTIL Joel Embiid C Karl-Anthony Towns PG Elfrid Payton PF Jayson Tatum SF Evan Fournier F Trevor Ariza G Ish Smith SG Tyus Jones,,,
1372,974361674,DannibalLecter (10/20),0,282.25,SG James Harden G Kyrie Irving C Al Horford PF Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier F Evan Turner,,,
1372,974387612,Awesemo (25/150),0,282.25,SF Giannis Antetokounmpo SG Jimmy Butler F Al Horford C Jusuf Nurkic G Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Tyus Jones,,,
1372,974387673,Awesemo (86/150),0,282.25,G James Harden C Kristaps Porzingis SG Jimmy Butler PF Jayson Tatum SF Evan Fournier PG Ish Smith F Evan Turner UTIL Tyus Jones,,,
1372,974529197,papagates (94/150),0,282.25,C Andre Drummond SG Jimmy Butler PG Elfrid Payton PF Jayson Tatum SF Evan Fournier F Trevor Ariza G Marcus Smart UTIL John Henson,,,
1372,974529241,papagates (138/150),0,282.25,G Kyrie Irving UTIL Eric Bledsoe PG Elfrid Payton PF Tobias Harris SG Eric Gordon F Jayson Tatum SF Evan Fournier C John Henson,,,
1372,974672204,Deener23 (11/12),0,282.25,SG James Harden UTIL Kyrie Irving G Eric Gordon PF Taj Gibson F Andrew Wiggins SF Jayson Tatum C Bismack Biyombo PG Tyus Jones,,,
1372,974698712,trmhorses (2/2),0,282.25,PG James Harden G Kyrie Irving PF Tobias Harris SF Jayson Tatum UTIL Ish Smith C Ryan Anderson F Bismack Biyombo SG Reggie Bullock,,,
1383,974256964,pianoclub (18/150),0,282,SG James Harden C Andre Drummond F Aaron Gordon SF Evan Fournier PG Ish Smith UTIL Terry Rozier PF Ed Davis G Tyus Jones,,,
1383,974256976,pianoclub (30/150),0,282,C Andre Drummond G Kyrie Irving SG Jimmy Butler F Al Horford SF Jayson Tatum PF Bismack Biyombo PG Terry Rozier UTIL Tyus Jones,,,
1383,974268506,rsbathla (62/150),0,282,UTIL James Harden C Andre Drummond SF Khris Middleton PG Ish Smith F Al-Farouq Aminu PF Bismack Biyombo SG Reggie Bullock G Tyus Jones,,,
1383,974268539,rsbathla (95/150),0,282,UTIL James Harden C Karl-Anthony Towns F Kristaps Porzingis SG Marcus Smart PG Ish Smith PF Bismack Biyombo SF Anthony Tolliver G Tyus Jones,,,
1383,974274741,jdpolanski (2/3),0,282,SF Giannis Antetokounmpo G Kyrie Irving UTIL Elfrid Payton PF Jayson Tatum F Marcus Smart PG Ish Smith C Ryan Anderson SG Tyus Jones,,,
1383,974284668,cheddabisque (28/150),0,282,G James Harden F Giannis Antetokounmpo UTIL Eric Gordon SF Marcus Smart PG Ish Smith PF P.J. Tucker C Marreese Speights SG Tyus Jones,,,
1383,974302956,bric75 (2/35),0,282,SG James Harden C Andre Drummond G Kyrie Irving F Trevor Ariza PG Ish Smith SF Reggie Bullock PF Ed Davis UTIL Tyus Jones,,,
1383,974313594,blue8659,0,282,UTIL James Harden F Giannis Antetokounmpo SF Tobias Harris PG Ish Smith PF Bismack Biyombo G Shabazz Napier C Nene Hilario SG Tyus Jones,,,
1383,974529127,papagates (24/150),0,282,C Andre Drummond UTIL Karl-Anthony Towns SG Eric Gordon PF Jayson Tatum SF Evan Fournier G JJ Redick PG Ish Smith F Courtney Lee,,,
1383,974533552,stack4456,0,282,SG James Harden C Karl-Anthony Towns F Al Horford SF Trevor Ariza PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier G Tyus Jones,,,
1383,974616787,chess_is_ok (32/150),0,282,PG James Harden C Karl-Anthony Towns PF Tobias Harris SF Marcus Smart G Ish Smith F Al-Farouq Aminu SG Shabazz Napier UTIL Tyus Jones,,,
1383,974640696,scout326 (7/7),0,282,SG James Harden C Kristaps Porzingis UTIL CJ McCollum PF Tobias Harris PG Ish Smith SF Courtney Lee F Evan Turner G Tyus Jones,,,
1383,974697343,laxccm83 (2/2),0,282,UTIL James Harden F Giannis Antetokounmpo PF Jayson Tatum G Ish Smith SF Courtney Lee C Bismack Biyombo PG Terry Rozier SG Tyus Jones,,,
1396,974256987,pianoclub (41/150),0,281.75,G James Harden SG Jimmy Butler PF Aaron Gordon F Evan Fournier SF Marcus Smart PG Malcolm Brogdon C Bismack Biyombo UTIL Tyus Jones,,,
