"Kevin Durant_GS","Russell Westbrook_OKC","Giannis Antetokounmpo_MIL","DeMarcus Cousins_NO","Anthony Davis_NO","Victor Oladipo_IND","Karl-Anthony Towns_MIN","Stephen Curry_GS","Jimmy Butler_MIN","Kyrie Irving_BOS","John Wall_WAS","Nikola Vucevic_ORL","Damian Lillard_POR","Marc Gasol_MEM","Devin Booker_PHO","Tyreke Evans_MEM","Bradley Beal_WAS","CJ McCollum_POR","LaMarcus Aldridge_SA","Khris Middleton_MIL","Nikola Jokic_DEN","Aaron Gordon_ORL","Blake Griffin_LAC","Jrue Holiday_NO","DeAndre Jordan_LAC","Dwight Howard_CHA","Al Horford_BOS","Draymond Green_GS","Paul George_OKC","Klay Thompson_GS","Lou Williams_LAC","Hassan Whiteside_MIA","Dennis Schroder_ATL","Kris Dunn_CHI","Lonzo Ball_LAL","Donovan Mitchell_UTA","D'Angelo Russell_BKN","Kemba Walker_CHA","Brandon Ingram_LAL","Jusuf Nurkic_POR","Kyle Kuzma_LAL","Kent Bazemore_ATL","Rudy Gobert_UTA","TJ Warren_PHO","Paul Millsap_DEN","Harrison Barnes_DAL","Nikola Mirotic_CHI","Myles Turner_IND","Jonathon Simmons_ORL","Steven Adams_OKC","Rodney Hood_UTA","Spencer Dinwiddie_BKN","Mike Conley_MEM","Eric Bledsoe_MIL","Josh Richardson_MIA","Taurean Prince_ATL","Gary Harris_DEN","Rondae Hollis-Jefferson_BKN","Jeff Teague_MIN","James Johnson_MIA","Thaddeus Young_IND","Zach Randolph_SAC","Kawhi Leonard_SA","Andrew Wiggins_MIN","Goran Dragic_MIA","Carmelo Anthony_OKC","Taj Gibson_MIN","Pau Gasol_SA","Otto Porter_WAS","Elfrid Payton_ORL","Dion Waiters_MIA","Kelly Olynyk_MIA","Jamal Murray_DEN","Evan Fournier_ORL","Will Barton_DEN","Jayson Tatum_BOS","Ricky Rubio_UTA","Derrick Favors_UTA","Kentavious Caldwell-Pope_LAL","Danilo Gallinari_LAC","Rajon Rondo_NO","Alex Len_PHO","Marcin Gortat_WAS","John Collins_ATL","Jaylen Brown_BOS","Darren Collison_IND","Domantas Sabonis_IND","Austin Rivers_LAC","Tyler Johnson_MIA","Dewayne Dedmon_ATL","Justin Holiday_CHI","Marcus Smart_BOS","Julius Randle_LAL","Nicolas Batum_CHA","Caris LeVert_BKN","Larry Nance_LAL","Al-Farouq Aminu_POR","Willie Cauley-Stein_SAC","Rudy Gay_SA","Jeremy Lamb_CHA","Dennis Smith_DAL","Lauri Markkanen_CHI","Shabazz Napier_POR","Joe Ingles_UTA","Danny Green_SA","Jabari Parker_MIL","Jordan Clarkson_LAL","Denzel Valentine_CHI","DeMarre Carroll_BKN","Isaiah Canaan_PHO","Mike Scott_WAS","JJ Barea_DAL","Zach LaVine_CHI","Greg Monroe_PHO","Kyle Anderson_SA","Milos Teodosic_LAC","JaMychal Green_MEM","Yogi Ferrell_DAL","Bobby Portis_CHI","Marcus Morris_BOS","Alec Burks_UTA","Kelly Oubre_WAS","E'Twaun Moore_NO","Omri Casspi_GS","Mason Plumlee_DEN","Wesley Matthews_DAL","Dirk Nowitzki_DAL","Ersan Ilyasova_ATL","Buddy Hield_SAC","Mario Hezonja_ORL","Malcolm Brogdon_MIL","Wilson Chandler_DEN","Trey Lyles_DEN","Robin Lopez_CHI","Lance Stephenson_IND","Brook Lopez_LAL","Tyson Chandler_PHO","George Hill_SAC","Bojan Bogdanovic_IND","De'Aaron Fox_SAC","Tony Parker_SA","Dejounte Murray_SA","Markieff Morris_WAS","John Henson_MIL","Jordan Bell_GS","Allen Crabbe_BKN","Patty Mills_SA","Michael Kidd-Gilchrist_CHA","Andre Iguodala_GS","Terry Rozier_BOS","Evan Turner_POR","Bogdan Bogdanovic_SAC","Wesley Johnson_LAC","Bam Adebayo_MIA","Seth Curry_DAL","David Nwaba_CHI","Josh Jackson_PHO","Manu Ginobili_SA","Frank Mason III_SAC","Marvin Williams_CHA","Maxi Kleber_DAL","Cory Joseph_IND","Jamal Crawford_MIN","Mario Chalmers_MEM","Chandler Parsons_MEM","Andrew Harrison_MEM","Frank Kaminsky_CHA","Justise Winslow_MIA","Wayne Ellington_MIA","Jordan Mickey_MIA","Malcolm Delaney_ATL","Isaiah Taylor_ATL","Jonas Jerebko_UTA","Ekpe Udoh_UTA","Joe Johnson_UTA","Joe Harris_BKN","Josh Hart_LAL","Troy Daniels_PHO","DJ Augustin_ORL","Dillon Brooks_MEM","Cody Zeller_CHA","Emmanuel Mudiay_DEN","Torrey Craig_DEN","Marco Belinelli_ATL","Jerian Grant_CHI","Aron Baynes_BOS","Jerami Grant_OKC","Glenn Robinson III_IND","Ed Davis_POR","Tyler Ulis_PHO","Jamil Wilson_LAC","Patrick McCaw_GS","Devin Harris_DAL","Thabo Sefolosha_UTA","Mike James_PHO","Marquese Chriss_PHO","Kosta Koufos_SAC","Garrett Temple_SAC","Sam Dekker_LAC","Kenneth Faried_DEN","Shaun Livingston_GS","DeAndre' Bembry_ATL","Miles Plumlee_ATL","Jahlil Okafor_BKN","Corey Brewer_LAL","Bryn Forbes_SA","Terrence Ross_ORL","Tomas Satoransky_WAS","Tim Frazier_WAS","Montrezl Harrell_LAC","Jarell Martin_MEM","Tony Snell_MIL","David West_GS","Tyler Cavanaugh_ATL","Daniel Theis_BOS","Andre Roberson_OKC","Raul Neto_UTA","Tyler Zeller_BKN","Jarrett Allen_BKN","Nik Stauskas_BKN","Maurice Harkless_POR","Zach Collins_POR","Gorgui Dieng_MIN","Dragan Bender_PHO","Tyus Jones_MIN","Davis Bertans_SA","Brandon Paul_SA","Shelvin Mack_ORL","Ian Mahinmi_WAS","Arron Afflalo_ORL","Jawun Evans_LAC","CJ Williams_LAC","Thon Maker_MIL","Jameer Nelson_NO","Kevon Looney_GS","Paul Zipser_CHI","Shane Larkin_BOS","Alex Abrines_OKC","Quincy Acy_BKN","Pat Connaughton_POR","Nemanja Bjelica_MIN","Shabazz Muhammad_MIN","Skal Labissiere_SAC","Jakarr Sampson_SAC","Jonathan Isaac_ORL","Michael Carter-Williams_CHA","DeAndre Liggins_MIL","Dante Cunningham_NO","Darius Miller_NO","Zaza Pachulia_GS","Nick Young_GS","Juancho Hernangomez_DEN","Semi Ojeleye_BOS","Patrick Patterson_OKC","Al Jefferson_IND","Isaiah Whitehead_BKN","Meyers Leonard_POR","Caleb Swanigan_POR","Ivica Zubac_LAL","Jared Dudley_PHO","Wes Iwundu_ORL","James Ennis III_MEM","Ben McLemore_MEM","Mirza Teletovic_MIL","Matthew Dellavedova_MIL","JaVale McGee_GS","Malik Beasley_DEN","Dwight Powell_DAL","Luke Babbitt_ATL","Antonio Blakeney_CHI","Raymond Felton_OKC","Noah Vonleh_POR","Vince Carter_SAC","Bismack Biyombo_ORL","Jodie Meeks_WAS","Tony Allen_NO","Quinn Cook_GS","Mike Muscala_ATL","Nerlens Noel_DAL","Salah Mejri_DAL","Johnathan Motley_DAL","Kyle Collinsworth_DAL","Josh Magette_ATL","Dorian Finney-Smith_DAL","Tyler Dorsey_ATL","Josh McRoberts_DAL","Cristiano Felicio_CHI","Quincy Pondexter_CHI","Guerschon Yabusele_BOS","Abdel Nader_BOS","Jabari Bird_BOS","Kadeem Allen_BOS","Ryan Arcidiacono_CHI","Gordon Hayward_BOS","Cameron Payne_CHI","Royce O'Neale_UTA","Josh Huestis_OKC","Dakari Johnson_OKC","Kyle Singler_OKC","Nick Collison_OKC","Tony Bradley_UTA","Terrance Ferguson_OKC","Nate Wolters_UTA","PJ Dozier_OKC","Dante Exum_UTA","Daniel Hamilton_OKC","Erik McCree_UTA","Jeremy Lin_BKN","Timofey Mozgov_BKN","TJ Leaf_IND","Jacob Wiley_BKN","Joe Young_IND","Damien Wilkins_IND","Ike Anigbogu_IND","Alex Poythress_IND","Milton Doyle_BKN","Yakuba Ouattara_BKN","Edmond Sumner_IND","Andrew Bogut_LAL","Luol Deng_LAL","Tyler Ennis_LAL","Alex Caruso_LAL","Jake Layman_POR","Vander Blue_LAL","Thomas Bryant_LAL","CJ Wilcox_POR","Wade Baldwin IV_POR","Danuel House_PHO","Aaron Brooks_MIN","Alec Peters_PHO","Cole Aldrich_MIN","Marcus Georges-Hunt_MIN","Alan Williams_PHO","Brandon Knight_PHO","Justin Patton_MIN","Davon Reed_PHO","Anthony Brown_MIN","Matt Costello_SA","Joffrey Lauvergne_SA","Justin Jackson_SAC","Georgios Papagiannis_SAC","Malachi Richardson_SAC","Derrick White_SA","Jack Cooley_SAC","Darrun Hilliard_SA","Harry Giles_SAC","Marreese Speights_ORL","Jason Smith_WAS","Chris McCullough_WAS","Adreian Payne_ORL","Jamel Artis_ORL","Khem Birch_ORL","Mike Young_WAS","Sheldon Mac_WAS","Devin Robinson_WAS","Patrick Beverley_LAC","Brandan Wright_MEM","Willie Reed_LAC","Deyonta Davis_MEM","Sindarius Thornwell_LAC","Wayne Selden_MEM","Brice Johnson_LAC","Kobi Simmons_MEM","Vince Hunter_MEM","Ivan Rabb_MEM","Malik Monk_CHA","Treveon Graham_CHA","Johnny O'Bryant III_CHA","Sean Kilpatrick_MIL","Dwayne Bacon_CHA","Rashad Vaughn_MIL","Julyan Stone_CHA","Jason Terry_MIL","Sterling Brown_MIL","Joel Bolomboy_MIL","Marcus Paige_CHA","Mangok Mathiang_CHA","DJ Wilson_MIL","Ian Clark_NO","Okaro White_MIA","Cheick Diallo_NO","Omer Asik_NO","Charles Cooke_NO","Jalen Jones_NO","Udonis Haslem_MIA","Derrick Walton_MIA","Frank Jackson_NO","Alexis Ajinca_NO","Rodney McGruder_MIA","Matt Williams_MIA","Solomon Hill_NO","AJ Hammons_MIA","Darrell Arthur_DEN","Richard Jefferson_DEN","Monte Morris_DEN","Damian Jones_GS","Chris Boucher_GS","Tyler Lydon_DEN"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72.4263392857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5825892857143,0,0,0,0,-122.635044642857,0,0,0,0,-75.7310267857143,0,0,0,0,0,-27.5892857142857,97.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.472098214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.1495535714286,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.84375,-36.0825892857143,35.8046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8303571428571,30.9486607142857,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2633928571429,0,0,0,0,0,0,0,0,0,0,0,0,-75.9523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.883928571429,0,0,0,0,0,0,0,0,0,0,49.3288690476191,0,0,0,0,0,-30.9389880952381,0,0,0,0,0,0,0,0,0,0,-13.5044642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2217261904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.7113095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.99851190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6964285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10.5848214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.8452380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5059523809524,0,0,0,0,0,0,0,0,89.5193452380952,0,0,0,0,0,0,64.0505952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.9747023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4508928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.8720238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.9806547619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.8005952380952,-19.3303571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0892857142857,0,0,0,-11.0580357142857,0,-30.1830357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2321428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,125.425595238095,0,0,-80.6175595238095,0,0,0,0,0,0,0,0,0,0,11.8616071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.8705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.623511904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0758928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1875,0,0,0,0,0,0,0,0,0,0,0,70.6830357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3571428571429,0,0,0,0,0,-67.4419642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20982142857143,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,-1.54464285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3482142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.8660714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.2901785714286,9.48214285714286,0,0,-18.5223214285714,0,-14.25,0,0,0,0,-8.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.510416666666667,0,0,0,0,0,41.1205357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9107142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4895833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.4702380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4285714285714,-20.3764880952381,-13.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66964285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.73065476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.24851190476191,0,0,0,54.1651785714286,0,-13.5848214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.0773809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.6175595238095,0,0,85.9732142857143,0,0,0,0,0,0,0,0,0,0,7.17113095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.2738095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0818452380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3154761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.69196428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-13.8660714285714,0,0,0,0,25.3943452380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.6547619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2380952380952,0,0,0,0,0,-20.4032738095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.58928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1383928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73660714285714,5.16517857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.2232142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.4241071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.6726190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.928819444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129.986111111111,0,0,0,0,0,0,0,0,20.3003472222222,0,1.37239583333333,0,0,0,0,0,0,0,0,0,0,0,1.45138888888889,0,0,0,0,0,0,-9.44965277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.62586805555556,28.4852430555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5842013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0902777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57118055555556,0,1.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
