"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,946154262,"boz_is_boss",0,337.5,"G Russell Westbrook UTIL Bradley Beal SG Donovan Mitchell C Steven Adams PF Serge Ibaka F Greg Monroe PG Alec Burks SF Al-Farouq Aminu",NA,"Greg Monroe","F","85.43%",34
2,945991477,"DrNickIsIn (10/20)",0,328.5,"PG Russell Westbrook SF DeMar DeRozan SG Bradley Beal PF Carmelo Anthony F Serge Ibaka C Greg Monroe UTIL Jakob Poeltl G Fred VanVleet",NA,"Alec Burks","SG","65.04%",21
3,945991567,"DrNickIsIn (19/20)",0,325.25,"PG Russell Westbrook G Bradley Beal C Jusuf Nurkic UTIL Donovan Mitchell F Serge Ibaka SG Alec Burks SF Al-Farouq Aminu PF Jakob Poeltl",NA,"Russell Westbrook","G","64.55%",77.25
4,946063186,"jsimmo12",0,324,"UTIL Russell Westbrook PG Kyle Lowry SF DeMar DeRozan SG Donovan Mitchell PF Al-Farouq Aminu F Thabo Sefolosha C Jakob Poeltl G Fred VanVleet",NA,"Devin Booker","SF","48.72%",43.25
5,945987540,"DrNickIsIn (8/20)",0,323.25,"PG Russell Westbrook G Kyle Lowry SG Bradley Beal SF Carmelo Anthony F Joe Ingles PF Greg Monroe C Jakob Poeltl UTIL Fred VanVleet",NA,"Damian Lillard","UTIL","48.02%",53
5,945991488,"DrNickIsIn (11/20)",0,323.25,"PG Russell Westbrook G Kyle Lowry SG Bradley Beal F Carmelo Anthony PF Serge Ibaka SF Al-Farouq Aminu C Jakob Poeltl UTIL Fred VanVleet",NA,"Al-Farouq Aminu","F","45.57%",27
7,945987513,"DrNickIsIn (6/20)",0,321.25,"PG Russell Westbrook SG DeMar DeRozan G Bradley Beal C Jusuf Nurkic PF Greg Monroe SF Al-Farouq Aminu F Jakob Poeltl UTIL Fred VanVleet",NA,"Fred VanVleet","PG","44.21%",21.5
8,946298721,"hondizzle (1/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"DeMar DeRozan","SF","39.37%",46.75
8,946298722,"hondizzle (2/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"T.J. Warren","PF","35.56%",10.75
8,946298723,"hondizzle (3/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Pascal Siakam","PF","33.22%",19.5
8,946298724,"hondizzle (4/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Kyle Lowry","PG","33.17%",48.5
8,946298725,"hondizzle (5/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Jakob Poeltl","PF","28.38%",21.25
8,946298726,"hondizzle (6/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Serge Ibaka","C","26.43%",37
8,946298727,"hondizzle (7/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Otto Porter","F","21.91%",22
8,946298728,"hondizzle (8/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"C.J. McCollum","G","20.88%",28
8,946298729,"hondizzle (9/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Steven Adams","UTIL","15.72%",33.75
8,946298730,"hondizzle (10/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Bradley Beal","SG","15.55%",59.25
8,946298731,"hondizzle (11/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Paul George","SF","14.85%",28.25
8,946298732,"hondizzle (12/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Jusuf Nurkic","C","13.43%",34.25
8,946298733,"hondizzle (13/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Markieff Morris","SF","10.88%",22.5
8,946298734,"hondizzle (14/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Tyler Ulis","UTIL","10.22%",11.75
8,946298735,"hondizzle (15/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Carmelo Anthony","SF","9.14%",31.5
8,946298736,"hondizzle (16/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Joe Ingles","G","7.23%",30
8,946298737,"hondizzle (17/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Jonas Valanciunas","C","7.18%",17
8,946298738,"hondizzle (18/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Ricky Rubio","UTIL","6.25%",22
8,946298739,"hondizzle (19/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Tomas Satoransky","G","5.17%",17
8,946298740,"hondizzle (20/20)",0,321,"G Russell Westbrook PG Damian Lillard UTIL Bradley Beal SF Joe Ingles C Greg Monroe SG Alec Burks PF Al-Farouq Aminu F Pascal Siakam",NA,"Pat Connaughton","F","5.00%",7.75
28,945991590,"DrNickIsIn (20/20)",0,320.75,"PG Russell Westbrook G Kyle Lowry SG Bradley Beal F Carmelo Anthony PF Serge Ibaka SF Al-Farouq Aminu UTIL Andre Roberson C Jakob Poeltl",NA,"Andre Roberson","SF","4.35%",19
28,946375796,"caton84 (1/2)",0,320.75,"PG Russell Westbrook UTIL Devin Booker SG Donovan Mitchell C Serge Ibaka F Kelly Oubre Jr. SF Joe Ingles PF Greg Monroe G Alec Burks",NA,"Marcin Gortat","UTIL","3.75%",26.75
30,945991469,"DrNickIsIn (9/20)",0,320.25,"PG Russell Westbrook G Kyle Lowry SG Bradley Beal SF Carmelo Anthony PF Greg Monroe F Al-Farouq Aminu C Jakob Poeltl UTIL Fred VanVleet",NA,"Derrick Favors","PF","3.70%",18.5
31,946309439,"rebel1971 (1/2)",0,317.75,"G Russell Westbrook SG Bradley Beal PG Donovan Mitchell SF T.J. Warren PF Serge Ibaka F Joe Ingles C Greg Monroe UTIL Jakob Poeltl",NA,"Kelly Oubre Jr.","SG","3.10%",30
32,945931769,"PowerTron (2/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Donovan Mitchell","PG","2.88%",48.25
32,945931776,"PowerTron (9/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Tyson Chandler","UTIL","2.45%",0
32,945931783,"PowerTron (16/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Alex Len","C","2.34%",25.25
32,945931790,"PowerTron (23/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Norman Powell","F","2.28%",6.75
32,945931797,"PowerTron (30/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Rudy Gobert","C","2.01%",16
32,945931804,"PowerTron (37/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Royce O'Neale","F","1.90%",2
32,945931811,"PowerTron (44/55)",0,316,"PG Russell Westbrook G Damian Lillard SG DeMar DeRozan C Serge Ibaka PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Fred VanVleet",NA,"Marquese Chriss","C","1.41%",9
