"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,946059538,"RexGrossman (72/148)",0,339,"UTIL Russell Westbrook PG Damian Lillard SG Bradley Beal PF Serge Ibaka SF Joe Ingles C Greg Monroe F Al-Farouq Aminu G Fred VanVleet",NA,"Greg Monroe","PF","62.42%",34
1,946059565,"RexGrossman (99/148)",0,339,"UTIL Russell Westbrook PG Damian Lillard SG Bradley Beal PF Serge Ibaka SF Kelly Oubre Jr. C Greg Monroe F Al-Farouq Aminu G Fred VanVleet",NA,"Russell Westbrook","PG","44.53%",77.25
3,946059502,"RexGrossman (36/148)",0,337.5,"UTIL Russell Westbrook PG Kyle Lowry SG Bradley Beal PF Serge Ibaka SF Kelly Oubre Jr. F Joe Ingles C Greg Monroe G Fred VanVleet",NA,"Alec Burks","SG","44.37%",21
4,946368770,"wakeywakey (17/25)",0,332.25,"PG Russell Westbrook G Damian Lillard SG Bradley Beal C Serge Ibaka PF Greg Monroe F Alex Len SF Al-Farouq Aminu UTIL Pascal Siakam",NA,"DeMar DeRozan","SF","40.29%",46.75
5,946289764,"btwice80 (18/30)",0,331.5,"UTIL Russell Westbrook G Damian Lillard SG Bradley Beal C Serge Ibaka SF Markieff Morris PF Greg Monroe F Al-Farouq Aminu PG Fred VanVleet",NA,"Kyle Lowry","PG","39.56%",48.5
6,946059474,"RexGrossman (8/148)",0,330,"UTIL Russell Westbrook PG Kyle Lowry SG Bradley Beal PF Serge Ibaka F Joe Ingles SF Markieff Morris C Greg Monroe G Fred VanVleet",NA,"Damian Lillard","PG","37.52%",53
7,946245278,"supremexjp",0,329.75,"UTIL Russell Westbrook PG Damian Lillard SG Bradley Beal F Serge Ibaka C Greg Monroe G Alec Burks SF Al-Farouq Aminu PF Jakob Poeltl",NA,"Devin Booker","SF","37.15%",43.25
8,945720893,"ChipotleAddict (143/148)",0,329,"PG Russell Westbrook SG Bradley Beal C Jusuf Nurkic G Donovan Mitchell F Joe Ingles PF Greg Monroe UTIL Al-Farouq Aminu SF Andre Roberson",NA,"T.J. Warren","UTIL","36.65%",10.75
9,946014071,"youdacao (21/148)",0,327.75,"G Russell Westbrook UTIL Damian Lillard SG Bradley Beal C Steven Adams PF Serge Ibaka F Al-Farouq Aminu SF Andre Roberson PG Fred VanVleet",NA,"Fred VanVleet","G","33.37%",21.5
10,945720767,"ChipotleAddict (17/148)",0,327.25,"PG Kyle Lowry SG Devin Booker UTIL Bradley Beal G Donovan Mitchell PF Serge Ibaka SF Joe Ingles C Greg Monroe F Al-Farouq Aminu",NA,"Bradley Beal","SG","31.45%",59.25
11,945720783,"ChipotleAddict (33/148)",0,326,"PG Russell Westbrook UTIL Damian Lillard G Donovan Mitchell C Serge Ibaka SG Joe Ingles PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam",NA,"Serge Ibaka","PF","30.52%",37
11,946059525,"RexGrossman (59/148)",0,326,"UTIL Russell Westbrook PG Damian Lillard SG Bradley Beal PF Serge Ibaka C Jonas Valanciunas F Greg Monroe SF Al-Farouq Aminu G Fred VanVleet",NA,"C.J. McCollum","SG","28.10%",28
13,946014125,"youdacao (75/148)",0,325.25,"G Russell Westbrook UTIL Damian Lillard SG Bradley Beal C Steven Adams PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam PG Fred VanVleet",NA,"Al-Farouq Aminu","PF","27.43%",27
13,946368766,"wakeywakey (13/25)",0,325.25,"G Russell Westbrook UTIL Damian Lillard SG Bradley Beal C Steven Adams PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam PG Fred VanVleet",NA,"Jakob Poeltl","F","24.30%",21.25
15,945629590,"shawnzhan (137/148)",0,325,"PG Russell Westbrook G Damian Lillard SG Bradley Beal UTIL Steven Adams PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam C Jakob Poeltl",NA,"Pascal Siakam","F","23.77%",19.5
15,946368762,"wakeywakey (9/25)",0,325,"PG Russell Westbrook G Damian Lillard SG Bradley Beal C Steven Adams PF Greg Monroe SF Al-Farouq Aminu F Pascal Siakam UTIL Jakob Poeltl",NA,"Otto Porter","PF","23.13%",22
17,945629600,"shawnzhan (147/148)",0,324.75,"PG Russell Westbrook SG DeMar DeRozan UTIL Bradley Beal C Serge Ibaka SF Joe Ingles PF Greg Monroe G Alec Burks F Pascal Siakam",NA,"Paul George","F","21.67%",28.25
17,945915322,"fallfromgrace (15/90)",0,324.75,"G Russell Westbrook F DeMar DeRozan SG Bradley Beal UTIL Serge Ibaka SF Joe Ingles C Greg Monroe PG Alec Burks PF Pascal Siakam",NA,"Jusuf Nurkic","C","19.77%",34.25
17,946014100,"youdacao (50/148)",0,324.75,"G Russell Westbrook UTIL Damian Lillard SG Bradley Beal F Carmelo Anthony C Greg Monroe SF Al-Farouq Aminu PF Jakob Poeltl PG Fred VanVleet",NA,"Tyler Ulis","UTIL","16.88%",11.75
17,946376113,"bcan14",0,324.75,"PG Russell Westbrook G Damian Lillard SG Bradley Beal SF Carmelo Anthony PF Greg Monroe F Al-Farouq Aminu C Jakob Poeltl UTIL Fred VanVleet",NA,"Markieff Morris","F","15.77%",22.5
21,945887335,"mazwa (2/50)",0,324.5,"PG Russell Westbrook UTIL Damian Lillard SG Bradley Beal C Serge Ibaka PF Greg Monroe F Alex Len SF Al-Farouq Aminu G Tyler Ulis",NA,"Steven Adams","UTIL","14.64%",33.75
