"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,966608064,"knadeau12",0,338.75,"PG James Harden C DeAndre Jordan PF Kyle Kuzma SG Eric Gordon G Austin Rivers F Trey Lyles UTIL Shabazz Napier SF Evan Turner",NA,"James Harden","SG","85.38%",73
1,967070222,"capostatus00",0,338.75,"PG James Harden UTIL DeAndre Jordan SF Kyle Kuzma C Enes Kanter PF Kelly Olynyk F P.J. Tucker SG Shabazz Napier G Wayne Ellington",NA,"CJ McCollum","G","68.06%",22.75
3,966989253,"shayray",0,334.25,"SG James Harden PF Kyle Kuzma G Eric Gordon PG Austin Rivers SF Trevor Ariza C Julius Randle UTIL John Collins F Kelly Oubre Jr.",NA,"Shabazz Napier","UTIL","67.01%",33
4,966775811,"Gibbathy",0,325.25,"SF Kevin Durant SG CJ McCollum F Kyle Kuzma C Enes Kanter G Elfrid Payton PF Julius Randle PG Shabazz Napier UTIL David West",NA,"Marreese Speights","PF","61.79%",8.75
5,966767356,"squirrelnut17 (1/2)",0,310.75,"C DeAndre Jordan SG Jrue Holiday PF Harrison Barnes F Kyle Kuzma SF Josh Richardson UTIL Eric Gordon PG Tyler Johnson G Shabazz Napier",NA,"Eric Gordon","UTIL","48.04%",38
6,966851544,"Atlmaverick08 (11/16)",0,308,"SG James Harden C Nikola Jokic G Lonzo Ball F Kyle Kuzma UTIL Carmelo Anthony PG Shabazz Napier PF Jordan Mickey SF Evan Turner",NA,"P.J. Tucker","SF","39.95%",17.5
6,966851557,"Atlmaverick08 (12/16)",0,308,"SG James Harden C Nikola Jokic G Lonzo Ball F Kyle Kuzma UTIL Carmelo Anthony PG Shabazz Napier PF Jordan Mickey SF Evan Turner",NA,"Trevor Ariza","F","39.16%",22
6,966851564,"Atlmaverick08 (13/16)",0,308,"SG James Harden C Nikola Jokic G Lonzo Ball F Kyle Kuzma UTIL Carmelo Anthony PG Shabazz Napier PF Jordan Mickey SF Evan Turner",NA,"Evan Turner","SF","37.25%",14.5
6,966851577,"Atlmaverick08 (14/16)",0,308,"SG James Harden C Nikola Jokic G Lonzo Ball F Kyle Kuzma UTIL Carmelo Anthony PG Shabazz Napier PF Jordan Mickey SF Evan Turner",NA,"Nene Hilario","C","32.38%",5.5
10,966929847,"CSommermann",0,304.25,"PG James Harden C Nikola Vucevic F Josh Richardson G Austin Rivers UTIL Tyler Johnson PF P.J. Tucker SG Shabazz Napier SF Evan Turner",NA,"Al-Farouq Aminu","F","23.41%",16.5
