Contest_Date,Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,FPPM,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exposure,Con.,Value,Mins,Score,Val
20171202,Timothe Luwawu-Cabarrot,SG/SFSGSF,PHI,vs DET,8th,108.5,3200,6.2,22.5,11.7,0.73,20.3,6.0,16.0,18.89,13.17,13.17,%,60,4.1,13.0,8.5,2.7
20171202,Maxi Kleber,PF,DAL,vs LAC,16th,106.5,3200,1.2,25.0,9.3,0.67,14.0,3.6,13.8,16.83,11.43,11.43,%,27,3.6,23.0,14.0,4.4
20171202,Deyonta Davis,PF/CPFC,MEM,@ CLE,20th,96.75,3200,1.8,26.6,10.6,0.94,15.8,2.8,11.3,13.9,12.4,12.4,%,33,3.9,0.0,0.0,
20171202,Salah Mejri,C,DAL,vs LAC,25th,106.5,3100,0.3,33.6,14.0,1.13,10.8,1.9,12.4,12.14,14.58,14.58,%,32,4.7,15.0,8.0,2.6
20171202,Tony Allen,SG/SFSGSF,NOP,@ POR,2nd,101.5,3100,1.3,19.9,9.6,0.76,20.9,4.4,12.7,12.5,9.3,9.3,%,45,3.0,17.0,11.0,3.5
20171202,Langston Galloway,PG/SGPGSG,DET,@ PHI,15th,104.5,3100,1.3,23.8,10.9,0.81,18.8,5.1,13.5,14.0,10.96,10.96,%,41,3.5,9.0,9.5,3.1
20171202,Cheick Diallo,PF,NOP,@ POR,2nd,101.5,3100,3.1,20.0,6.4,0.81,14.6,2.5,7.9,15.0,10.31,10.31,%,25,3.3,0.0,0.0,
20171202,Brice Johnson,PF/CPFC,LAC,@ DAL,23rd,102.5,3000,0.0,12.8,5.3,1.2,17.9,1.4,4.4,4.0,5.22,5.22,%,28,1.7,5.0,6.75,2.3
20171202,JaKarr Sampson,SF/PFSFPF,SAC,@ MIL,5th,93.25,3000,0.0,7.2,6.9,1.25,20.1,2.0,5.5,0.0,0.0,0.0,%,0,0.0,24.0,11.25,3.8
20171202,Jeff Withey,C,DAL,vs LAC,25th,106.5,3000,0.0,5.5,3.5,0.9,23.2,1.7,3.9,0.0,0.0,0.0,%,21,0.0,6.0,6.0,2.0
20171202,C.J. Williams,SG,LAC,@ DAL,16th,102.5,3000,0.7,14.1,6.1,0.63,16.3,2.5,9.7,10.0,6.46,6.46,%,37,2.2,22.0,11.75,3.9
20171202,Vince Carter,SG/SFSGSF,SAC,@ MIL,29th,93.25,3000,0.3,15.3,7.2,0.63,16.9,3.5,11.5,10.45,6.73,6.73,%,41,2.2,7.0,0.0,
20171202,Jamil Wilson,SF/PFSFPF,LAC,@ DAL,10th,102.5,3000,0.0,6.5,4.5,1.8,23.5,1.5,2.5,0.0,0.0,0.0,%,0,0.0,14.0,13.0,4.3
20171202,Jason Terry,PG/SGPGSG,MIL,vs SAC,21st,106.25,3000,2.0,17.6,5.3,0.51,12.8,2.1,10.3,16.9,8.69,8.69,%,16,2.9,21.0,10.75,3.6
20171202,Josh Hart,PG/SGPGSG,LAL,@ DEN,11th,109.25,3000,0.0,18.3,7.9,0.59,10.6,2.8,13.4,14.5,7.8,7.8,%,33,2.6,22.0,23.25,7.8
20171202,Omer Asik,C,NOP,@ POR,9th,101.5,3000,0.0,0.0,7.3,0.73,20.6,5.0,10.0,0.0,0.0,0.0,%,0,0.0,13.0,11.25,3.8
20171202,Willie Reed,C,LAC,@ DAL,23rd,102.5,3000,6.5,29.2,11.3,1.08,19.3,3.3,10.5,14.4,16.19,16.19,%,43,5.4,6.0,2.0,0.7
20171202,Richard Jefferson,SF/PFSFPF,DEN,vs LAL,12th,113.25,3000,0.0,5.0,3.0,0.48,10.3,1.3,6.2,0.0,0.0,0.0,%,16,0.0,13.0,7.75,2.6
20171202,Jawun Evans,PG,LAC,@ DAL,25th,102.5,3000,5.1,22.9,8.7,0.75,23.1,4.2,11.6,15.73,12.76,12.76,%,42,4.3,18.0,9.25,3.1
20171202,Antonius Cleveland,SG,DAL,vs LAC,28th,106.5,3000,0.0,2.9,2.6,0.68,14.7,0.5,3.8,0.0,0.0,0.0,%,45,0.0,7.0,6.25,2.1
20171202,Eric Moreland,PF/CPFC,DET,@ PHI,21st,104.5,3000,0.8,24.0,7.9,0.8,7.6,1.1,9.9,12.1,10.7,10.7,%,16,3.6,7.0,2.25,0.8
20171202,Boban Marjanovic,C,DET,@ PHI,11th,104.5,3000,0.0,10.0,8.1,1.4,40.4,3.0,5.8,0.0,0.0,0.0,%,39,0.0,5.0,7.5,2.5
20171202,Corey Brewer,SG/SFSGSF,LAL,@ DEN,8th,109.25,3000,0.0,18.0,7.9,0.66,13.6,2.5,12.0,9.7,6.86,6.86,%,30,2.3,9.0,0.0,
20171202,Jose Calderon,PG,CLE,vs MEM,11th,108.75,3000,0.9,23.1,7.5,0.54,8.7,2.0,13.9,20.87,10.44,10.44,%,15,3.5,13.0,1.5,0.5
20171202,Nik Stauskas,PG/SFPGSF,PHI,vs DET,8th,108.5,3000,0.3,7.4,2.6,0.4,9.4,0.5,6.5,8.6,3.36,3.36,%,22,1.1,8.0,3.5,1.2
20171204,LeBron James,SF/PFSFPF,CLE,@ CHI,16th,109.25,11800,35.6,83.7,56.3,1.53,30.5,18.9,36.7,35.61,56.19,56.19,%,76,4.8,34.0,44.75,3.8
20171204,DeMarcus Cousins,PF/CPFC,NOP,vs GSW,7th,109.5,11000,28.9,72.5,54.6,1.55,34.2,19.3,35.2,36.61,47.56,47.56,%,77,4.3,31.0,58.75,5.3
20171204,Giannis Antetokounmpo,SF/PFSFPF,MIL,@ BOS,6th,99.0,10600,39.9,65.8,55.5,1.52,34.5,20.0,36.5,36.9,51.0,51.0,%,87,4.8,39.0,55.25,5.2
20171204,Joel Embiid,C,PHI,vs PHX,17th,118.0,9800,30.0,76.8,45.8,1.57,34.7,16.8,29.2,30.83,50.07,50.07,%,71,5.1,34.0,49.5,5.1
20171204,Ben Simmons,PG/SFPGSF,PHI,vs PHX,30th,118.0,9800,37.5,72.3,45.6,1.29,24.7,14.7,35.3,37.25,52.41,52.41,%,78,5.3,36.0,51.0,5.2
20171204,Stephen Curry,PG/SGPGSG,GSW,@ NOP,23rd,118.5,9400,38.0,65.8,46.4,1.45,31.3,17.6,32.0,33.7,49.94,49.94,%,83,5.3,34.0,58.75,6.3
20171204,Kevin Durant,SF/PFSFPF,GSW,@ NOP,14th,118.5,9000,37.0,60.6,45.5,1.35,29.1,17.3,33.6,34.17,47.12,47.12,%,85,5.2,34.0,38.25,4.3
20171204,Andre Drummond,C,DET,@ SAS,15th,98.5,8800,33.4,68.6,44.3,1.35,21.2,10.3,32.9,34.14,48.51,48.51,%,77,5.5,31.0,41.25,4.7
20171204,Victor Oladipo,PG/SGPGSG,IND,vs NYK,21st,110.75,8700,26.8,66.8,41.3,1.26,31.0,17.7,32.9,34.9,43.94,43.94,%,72,5.1,29.0,33.75,3.9
20171204,Kyrie Irving,PG,BOS,vs MIL,7th,104.0,8500,23.8,64.9,38.5,1.24,31.8,17.5,31.1,35.0,41.44,41.44,%,69,4.9,33.0,42.0,4.9
20171204,LaMarcus Aldridge,PF/CPFC,SAS,vs DET,14th,102.5,8300,27.9,62.1,40.3,1.23,29.1,17.3,32.7,34.58,42.6,42.6,%,76,5.1,35.0,37.5,4.5
20171204,Karl-Anthony Towns,C,MIN,@ MEM,9th,102.25,8300,23.1,60.1,41.3,1.21,24.3,14.6,34.1,35.29,38.96,38.96,%,74,4.7,37.0,27.75,3.3
20171204,Kevin Love,PF/CPFC,CLE,@ CHI,11th,109.25,8200,21.7,63.7,37.9,1.3,26.7,12.9,29.2,31.89,39.73,39.73,%,68,4.8,22.0,45.25,5.5
20171204,Marc Gasol,C,MEM,vs MIN,28th,99.25,8100,23.3,61.0,40.9,1.2,28.7,15.9,34.1,33.21,39.42,39.42,%,74,4.9,34.0,38.75,4.8
20171204,Dennis Schroder,PG,ATL,vs BKN,30th,110.75,8000,34.1,60.0,35.3,1.12,30.5,17.6,31.6,33.77,45.22,45.22,%,79,5.7,30.0,31.25,3.9
20171204,Aaron Gordon,SF/PFSFPF,ORL,@ CHA,21st,105.75,7900,19.6,65.5,36.8,1.12,22.2,13.1,32.8,36.68,39.25,39.25,%,64,5.0,35.0,30.0,3.8
20171204,Devin Booker,SG/SFSGSF,PHX,@ PHI,4th,108.0,7800,18.4,62.2,36.9,1.11,29.3,18.4,33.1,36.8,37.17,37.17,%,66,4.8,38.0,64.5,8.3
20171204,Dwight Howard,C,CHA,vs ORL,23rd,112.75,7700,19.6,59.5,35.1,1.22,26.4,9.9,28.7,30.9,36.65,36.65,%,68,4.8,29.0,24.25,3.1
20171204,Al Horford,PF/CPFC,BOS,vs MIL,29th,104.0,7600,29.0,51.4,34.8,1.09,18.4,10.0,32.0,32.18,38.62,38.62,%,82,5.1,34.0,44.75,5.9
20171204,Kemba Walker,PG,CHA,vs ORL,29th,112.75,7500,24.1,62.5,38.3,1.1,26.6,16.5,34.7,33.8,40.56,40.56,%,71,5.4,34.0,50.5,6.7
20171204,Rudy Gobert,C,UTA,vs WAS,8th,100.75,7500,10.3,45.6,35.0,1.05,16.9,8.3,33.4,25.2,25.4,25.4,%,71,3.4,21.0,26.0,3.5
20171204,Draymond Green,PF/CPFC,GSW,@ NOP,28th,118.5,7400,28.6,56.7,34.6,1.11,15.9,7.6,31.2,32.8,40.67,40.67,%,77,5.5,38.0,53.25,7.2
20171204,Bradley Beal,SG,WAS,@ UTA,1st,96.75,7400,18.4,55.8,36.5,1.07,28.7,17.4,34.1,36.02,34.44,34.44,%,71,4.7,27.0,13.25,1.8
20171204,Tyreke Evans,SG/SFSGSF,MEM,vs MIN,5th,99.25,7300,18.7,57.3,32.7,1.14,27.6,13.6,28.6,31.89,35.24,35.24,%,66,4.8,33.0,43.25,5.9
20171204,Nikola Vucevic,C,ORL,@ CHA,12th,105.75,7100,16.0,57.2,36.1,1.24,24.7,14.1,29.2,31.18,33.64,33.64,%,67,4.7,27.0,34.5,4.9
20171204,Klay Thompson,SG,GSW,@ NOP,25th,118.5,7000,24.6,50.8,33.5,1.03,24.2,16.1,32.6,34.33,35.81,35.81,%,78,5.1,37.0,31.25,4.5
20171204,Spencer Dinwiddie,PG/SGPGSG,BKN,@ ATL,20th,109.75,7000,18.9,58.2,28.6,1.11,20.4,10.3,25.7,29.9,35.76,35.76,%,61,5.1,30.0,29.75,4.3
20171204,Will Barton,SG/SFSGSF,DEN,@ DAL,10th,103.25,6900,10.0,50.0,29.2,1.01,22.2,11.7,29.0,29.59,27.13,27.13,%,61,3.9,41.0,46.0,6.7
20171204,Jimmy Butler,SG,MIN,@ MEM,9th,102.25,6900,21.9,56.7,36.2,1.01,22.9,14.5,36.0,38.0,36.82,36.82,%,73,5.3,40.0,48.0,7.0
20171204,Donovan Mitchell,PG/SGPGSG,UTA,vs WAS,6th,100.75,6900,16.6,57.4,28.8,1.01,28.7,14.8,28.4,33.05,34.07,34.07,%,60,4.9,25.0,27.75,4.0
20171204,T.J. Warren,SF/PFSFPF,PHX,@ PHI,28th,108.0,6700,15.6,60.2,30.7,1.0,25.3,15.5,30.6,32.56,34.71,34.71,%,59,5.2,34.0,43.0,6.4
20171204,Derrick Favors,PF/CPFC,UTA,vs WAS,23rd,100.75,6700,17.2,57.3,27.7,1.0,20.5,9.7,27.7,28.25,34.38,34.38,%,59,5.1,24.0,23.5,3.5
20171204,Eric Bledsoe,PG/SGPGSG,MIL,@ BOS,14th,99.0,6700,16.8,54.4,32.1,1.1,27.7,13.4,29.3,30.08,32.94,32.94,%,67,4.9,34.0,28.75,4.3
20171204,Harrison Barnes,SF/PFSFPF,DAL,vs DEN,9th,105.25,6600,19.1,45.7,32.2,0.93,24.6,15.0,34.7,35.02,30.5,30.5,%,76,4.6,36.0,40.5,6.1
20171204,Otto Porter,SF/PFSFPF,WAS,@ UTA,5th,96.75,6600,11.0,50.0,32.5,1.01,18.8,12.2,32.3,30.55,27.74,27.74,%,66,4.2,28.0,24.0,3.6
20171204,Andrew Wiggins,SF/PFSFPF,MIN,@ MEM,17th,102.25,6500,17.1,45.3,30.5,0.84,23.7,15.5,36.4,37.96,29.15,29.15,%,74,4.5,36.0,21.25,3.3
20171204,Tobias Harris,SF/PFSFPF,DET,@ SAS,22nd,98.5,6400,15.8,49.9,31.0,0.96,22.8,15.1,32.2,30.73,30.39,30.39,%,69,4.7,39.0,26.25,4.1
20171204,Jeff Teague,PG,MIN,@ MEM,5th,102.25,6400,15.8,51.9,32.9,0.98,20.4,11.1,33.5,34.6,31.28,31.28,%,69,4.9,32.0,15.25,2.4
20171204,Jrue Holiday,PG/SGPGSG,NOP,vs GSW,8th,109.5,6300,15.8,47.9,31.8,0.89,21.1,13.8,35.9,36.32,29.56,29.56,%,71,4.7,38.0,50.0,7.9
20171204,Khris Middleton,SG/SFSGSF,MIL,@ BOS,8th,99.0,6300,10.8,58.5,35.1,0.97,25.4,16.0,36.1,35.17,31.23,31.23,%,61,5.0,41.0,42.5,6.7
20171204,Robert Covington,SF/PFSFPF,PHI,vs PHX,23rd,118.0,6200,20.2,57.8,30.9,0.99,19.1,11.6,31.3,34.43,36.32,36.32,%,65,5.9,33.0,28.5,4.6
20171204,Enes Kanter,PF/CPFC,NYK,@ IND,13th,99.75,6200,19.7,52.6,31.8,1.24,21.0,9.5,25.7,28.9,33.78,33.78,%,70,5.4,18.0,16.0,2.6
20171204,Myles Turner,C,IND,vs NYK,25th,110.75,6100,19.9,52.4,30.8,1.08,21.5,11.3,28.6,30.52,33.79,33.79,%,70,5.5,25.0,22.25,3.6
20171204,Lauri Markkanen,PF,CHI,vs CLE,18th,100.25,6100,17.9,46.4,29.9,1.0,22.3,12.7,30.0,29.54,30.13,30.13,%,73,4.9,31.0,28.75,4.7
20171204,Kris Dunn,PG/SGPGSG,CHI,vs CLE,25th,100.25,6100,18.5,53.5,27.4,1.03,25.5,11.5,26.5,30.07,33.53,33.53,%,64,5.5,30.0,31.5,5.2
20171204,Elfrid Payton,PG,ORL,@ CHA,19th,105.75,6000,16.6,55.9,29.3,1.11,21.6,9.3,26.5,30.25,33.46,33.46,%,62,5.6,31.0,27.5,4.6
20171204,Jaylen Brown,SG/SFSGSF,BOS,vs MIL,7th,104.0,6000,13.1,39.6,27.5,0.88,21.4,11.8,31.3,28.49,24.44,24.44,%,72,4.1,22.0,19.25,3.2
20171204,Jayson Tatum,SF/PFSFPF,BOS,vs MIL,7th,104.0,6000,13.5,41.0,26.5,0.89,18.5,9.2,29.8,29.64,25.28,25.28,%,70,4.2,32.0,26.0,4.3
20171204,Reggie Jackson,PG,DET,@ SAS,4th,98.5,5900,15.7,42.0,29.1,1.07,26.0,12.2,27.1,28.85,26.95,26.95,%,74,4.6,33.0,38.0,6.4
20171204,Taj Gibson,PF/CPFC,MIN,@ MEM,9th,102.25,5900,15.4,47.8,26.3,0.81,14.2,8.1,32.5,38.0,29.3,29.3,%,65,5.0,37.0,27.75,4.7
20171204,DeMarre Carroll,SF/PFSFPF,BKN,@ ATL,25th,109.75,5900,19.3,44.3,28.7,0.99,19.6,10.5,29.1,30.2,30.02,30.02,%,75,5.1,27.0,29.0,4.9
20171204,Jeremy Lamb,SG/SFSGSF,CHA,vs ORL,20th,112.75,5800,15.0,43.0,30.1,1.06,24.4,12.4,28.3,22.8,27.0,27.0,%,73,4.7,22.0,17.5,3.0
20171204,Gary Harris,SG,DEN,@ DAL,15th,103.25,5800,20.1,42.2,27.1,0.84,18.3,11.6,32.4,35.42,29.61,29.61,%,77,5.1,42.0,37.75,6.5
20171204,Rondae Hollis-Jefferson,SF/PFSFPF,BKN,@ ATL,26th,109.75,5700,18.4,54.0,26.1,1.0,22.1,9.9,26.2,32.6,33.61,33.61,%,61,5.9,29.0,37.5,6.6
20171204,Kent Bazemore,SG/SFSGSF,ATL,vs BKN,15th,110.75,5700,14.0,45.2,27.0,0.96,22.2,10.4,28.1,27.91,27.41,27.41,%,67,4.8,25.0,21.25,3.7
20171204,Nicolas Batum,SG/SFSGSF,CHA,vs ORL,20th,112.75,5700,15.2,47.7,22.3,0.83,20.4,10.1,27.0,32.6,29.14,29.14,%,58,5.1,37.0,36.25,6.4
20171204,Darren Collison,PG,IND,vs NYK,17th,110.75,5700,9.5,49.0,28.7,0.91,17.1,9.6,31.4,31.43,26.43,26.43,%,61,4.6,25.0,41.5,7.3
20171204,Dario Saric,PF/CPFC,PHI,vs PHX,30th,118.0,5600,16.2,51.5,24.1,0.87,18.3,10.2,27.8,31.0,31.34,31.34,%,58,5.6,33.0,28.75,5.1
20171204,Dennis Smith Jr.,PG/SGPGSG,DAL,vs DEN,22nd,105.25,5600,14.5,46.4,26.9,0.97,29.6,14.4,27.6,27.49,28.18,28.18,%,66,5.0,30.0,30.25,5.4
20171204,Thaddeus Young,SF/PFSFPF,IND,vs NYK,25th,110.75,5600,16.4,42.2,27.7,0.85,18.3,12.0,32.7,32.03,27.45,27.45,%,73,4.9,26.0,33.0,5.9
20171204,Dwyane Wade,PG/SGPGSG,CLE,@ CHI,30th,109.25,5600,17.7,57.2,25.1,1.09,25.3,10.0,23.0,26.21,34.62,34.62,%,55,6.2,25.0,35.0,6.3
20171204,Justin Holiday,SG/SFSGSF,CHI,vs CLE,19th,100.25,5600,15.1,43.5,27.7,0.81,20.8,13.7,34.0,34.71,27.25,27.25,%,71,4.9,30.0,31.5,5.6
20171204,Pau Gasol,PF/CPFC,SAS,vs DET,27th,102.5,5500,21.2,53.4,28.5,1.14,20.2,8.3,24.9,28.45,34.99,34.99,%,68,6.4,28.0,38.5,7.0
20171204,Evan Fournier,SG/SFSGSF,ORL,@ CHA,29th,105.75,5500,17.5,49.0,29.7,0.93,23.7,13.8,31.8,33.57,30.99,30.99,%,70,5.6,29.0,25.75,4.7
20171204,Ricky Rubio,PG,UTA,vs WAS,11th,100.75,5500,6.0,42.5,27.5,0.98,24.1,10.4,28.1,25.33,21.63,21.63,%,62,3.9,23.0,18.75,3.4
20171204,Avery Bradley,PG/SGPGSG,DET,@ SAS,3rd,98.5,5400,11.1,38.0,25.5,0.82,24.8,13.9,31.2,31.2,22.62,22.62,%,70,4.2,33.0,9.25,1.7
20171204,Denzel Valentine,SG/SFSGSF,CHI,vs CLE,19th,100.25,5400,11.9,43.5,24.0,0.85,17.7,9.8,28.4,30.0,25.44,25.44,%,62,4.7,30.0,13.75,2.5
20171204,Marcus Smart,SG/SFSGSF,BOS,vs MIL,7th,104.0,5400,12.2,39.3,26.1,0.86,19.5,9.7,30.2,30.46,23.82,23.82,%,70,4.4,29.0,24.0,4.4
20171204,J.J. Redick,SG/SFSGSF,PHI,vs PHX,24th,118.0,5300,18.2,48.5,26.9,0.82,19.2,13.0,32.7,34.14,31.2,31.2,%,68,5.9,33.0,30.25,5.7
20171204,Mario Chalmers,PG,MEM,vs MIN,15th,99.25,5300,4.0,35.1,19.9,0.84,20.0,7.6,23.6,20.16,17.34,17.34,%,55,3.3,20.0,10.0,1.9
20171204,Robin Lopez,C,CHI,vs CLE,22nd,100.25,5300,15.2,38.8,24.6,0.84,21.0,11.5,29.4,30.0,25.32,25.32,%,73,4.8,25.0,27.25,5.1
20171204,Taurean Prince,SG/SFSGSF,ATL,vs BKN,15th,110.75,5300,12.7,44.6,25.8,0.85,21.0,11.5,30.2,30.86,26.35,26.35,%,65,5.0,27.0,19.0,3.6
20171204,Courtney Lee,SG/SFSGSF,NYK,@ IND,16th,99.75,5200,19.1,44.8,25.6,0.8,16.0,9.8,32.2,34.15,30.15,30.15,%,71,5.8,19.0,8.0,1.5
20171204,Marcin Gortat,C,WAS,@ UTA,1st,96.75,5200,3.5,37.4,25.9,0.88,15.3,7.8,29.3,26.02,18.01,18.01,%,63,3.5,23.0,20.25,3.9
20171204,Jamal Murray,PG/SGPGSG,DEN,@ DAL,15th,103.25,5100,9.5,48.5,23.0,0.86,24.6,12.3,26.9,30.93,26.23,26.23,%,52,5.1,28.0,28.0,5.5
20171204,Domantas Sabonis,PF/CPFC,IND,vs NYK,25th,110.75,5100,12.1,43.6,27.6,1.11,21.9,8.5,24.8,22.79,25.59,25.59,%,67,5.0,24.0,29.0,5.7
20171204,Kelly Oubre Jr.,SG/SFSGSF,WAS,@ UTA,5th,96.75,5100,10.2,41.5,23.1,0.85,19.7,9.5,27.3,25.94,23.63,23.63,%,61,4.6,27.0,11.25,2.2
20171204,Joe Ingles,SG/SFSGSF,UTA,vs WAS,21st,100.75,5100,17.3,43.8,24.7,0.85,15.7,8.1,29.2,31.53,28.66,28.66,%,69,5.6,22.0,18.5,3.6
20171204,Rajon Rondo,PG,NOP,vs GSW,8th,109.5,5000,10.2,47.2,22.2,0.98,16.6,6.4,22.7,28.57,26.06,26.06,%,52,5.2,27.0,38.75,7.8
20171204,Jonathon Simmons,SG/SFSGSF,ORL,@ CHA,13th,105.75,5000,14.6,43.2,21.8,0.84,24.7,10.6,26.0,35.82,26.9,26.9,%,63,5.4,34.0,24.5,4.9
20171204,Trevor Booker,PF/CPFC,BKN,@ ATL,20th,109.75,5000,6.1,41.9,22.0,1.02,20.9,8.4,21.6,21.38,21.44,21.44,%,53,4.3,19.0,27.0,5.4
20171204,Caris LeVert,SG/SFSGSF,BKN,@ ATL,26th,109.75,4900,15.2,34.7,22.5,0.89,21.5,9.7,25.2,24.85,23.56,23.56,%,75,4.8,27.0,33.5,6.8
20171204,Marcus Morris,SF/PFSFPF,BOS,vs MIL,7th,104.0,4900,18.0,35.4,24.5,1.04,24.8,10.7,23.6,25.24,25.44,25.44,%,80,5.2,24.0,15.5,3.2
20171204,Rudy Gay,SF/PFSFPF,SAS,vs DET,27th,102.5,4800,14.6,41.9,23.3,1.08,26.6,9.5,21.5,24.8,26.29,26.29,%,67,5.5,31.0,36.5,7.6
20171204,Kenneth Faried,PF/CPFC,DEN,@ DAL,24th,103.25,4800,5.5,43.6,13.2,0.99,17.5,4.3,13.3,22.82,21.86,21.86,%,18,4.6,27.0,31.25,6.5
20171204,Bobby Portis,PF,CHI,vs CLE,18th,100.25,4800,4.8,35.7,24.7,1.15,25.7,10.0,21.5,14.86,18.04,18.04,%,64,3.8,26.0,26.75,5.6
20171204,Malcolm Brogdon,PG/SGPGSG,MIL,@ BOS,8th,99.0,4800,4.2,36.2,24.4,0.83,20.3,10.7,29.5,24.31,17.89,17.89,%,63,3.7,31.0,17.5,3.6
20171204,Ersan Ilyasova,SF/PFSFPF,ATL,vs BKN,13th,110.75,4800,11.5,43.2,16.7,0.82,15.9,6.8,20.3,30.2,25.1,25.1,%,46,5.2,20.0,15.5,3.2
20171204,Wilson Chandler,SF/PFSFPF,DEN,@ DAL,10th,103.25,4700,3.1,33.8,19.8,0.67,13.8,7.4,29.7,27.0,16.23,16.23,%,56,3.5,27.0,16.75,3.6
20171204,Dirk Nowitzki,PF/CPFC,DAL,vs DEN,27th,105.25,4700,18.2,44.7,23.2,0.95,19.9,9.4,24.3,24.94,29.55,29.55,%,67,6.3,20.0,20.0,4.3
20171204,JaMychal Green,SF/PFSFPF,MEM,vs MIN,7th,99.25,4700,9.5,37.1,19.9,0.81,19.4,7.8,24.6,28.07,21.31,21.31,%,60,4.5,36.0,29.75,6.3
20171204,Markieff Morris,SF/PFSFPF,WAS,@ UTA,10th,96.75,4700,6.4,37.0,19.3,0.86,22.5,9.1,22.5,23.65,19.49,19.49,%,55,4.1,22.0,15.75,3.4
20171204,Allen Crabbe,SG/SFSGSF,BKN,@ ATL,26th,109.75,4700,13.8,45.9,22.0,0.82,18.1,10.1,26.7,32.3,27.55,27.55,%,58,5.9,22.0,16.5,3.5
20171204,Juan Jose Barea,PG/SGPGSG,DAL,vs DEN,22nd,105.25,4600,14.9,41.8,25.2,1.16,27.4,10.4,21.7,21.8,26.42,26.42,%,69,5.7,19.0,27.0,5.9
20171204,Jerian Grant,PG/SGPGSG,CHI,vs CLE,25th,100.25,4600,3.5,35.5,22.6,0.89,18.2,7.7,25.3,17.8,17.23,17.23,%,60,3.7,13.0,6.0,1.3
20171204,John Henson,C,MIL,@ BOS,5th,99.0,4600,7.8,42.7,21.7,0.94,15.4,5.4,23.0,27.5,22.72,22.72,%,54,4.9,21.0,6.75,1.5
20171204,Alex Len,PF/CPFC,PHX,@ PHI,11th,108.0,4500,3.3,38.0,24.1,1.07,16.3,6.0,22.5,17.1,18.16,18.16,%,59,4.0,11.0,10.75,2.4
20171204,Michael Carter-Williams,PG,CHA,vs ORL,29th,112.75,4500,2.8,30.8,16.5,0.92,18.3,5.0,18.0,14.4,14.8,14.8,%,52,3.3,13.0,8.25,1.8
20171204,Wesley Matthews,SG/SFSGSF,DAL,vs DEN,10th,105.25,4500,5.8,41.5,22.9,0.67,16.7,10.4,34.0,35.0,21.07,21.07,%,55,4.7,33.0,22.75,5.1
20171204,Lance Stephenson,SG/SFSGSF,IND,vs NYK,21st,110.75,4500,11.0,41.1,19.2,0.92,19.6,7.1,20.9,23.42,23.89,23.89,%,55,5.3,29.0,18.75,4.2
20171204,Bojan Bogdanovic,SG/SFSGSF,IND,vs NYK,21st,110.75,4500,10.5,42.5,22.4,0.73,18.5,10.9,30.7,34.05,24.24,24.24,%,59,5.4,29.0,28.0,6.2
20171204,Danny Green,SG/SFSGSF,SAS,vs DET,7th,102.5,4400,6.4,42.0,21.9,0.78,17.5,9.0,27.9,29.24,21.64,21.64,%,54,4.9,34.0,29.5,6.7
20171204,Marco Belinelli,SG,ATL,vs BKN,27th,110.75,4400,9.0,39.4,22.0,0.87,20.3,10.0,25.4,25.34,22.05,22.05,%,61,5.0,18.0,13.5,3.1
20171204,Mike James,PG,PHX,@ PHI,16th,108.0,4300,6.6,36.8,22.8,1.03,25.2,10.3,22.2,19.86,19.52,19.52,%,62,4.5,5.0,8.25,1.9
20171204,Tyson Chandler,C,PHX,@ PHI,11th,108.0,4300,8.4,36.8,22.4,0.9,11.4,4.8,24.8,23.3,20.57,20.57,%,64,4.8,36.0,37.5,8.7
20171204,Mason Plumlee,PF/CPFC,DEN,@ DAL,24th,103.25,4300,20.5,48.5,16.7,0.98,18.9,4.6,17.0,31.5,32.48,32.48,%,52,7.6,19.0,18.75,4.4
20171204,Josh Jackson,SG/SFSGSF,PHX,@ PHI,28th,108.0,4200,7.0,36.2,17.6,0.85,24.5,9.1,20.7,19.02,19.51,19.51,%,53,4.6,23.0,13.75,3.3
20171204,Kyle O'Quinn,PF/CPFC,NYK,@ IND,29th,99.75,4200,5.3,43.0,19.8,1.22,19.5,4.7,16.2,15.75,21.45,21.45,%,46,5.1,7.0,13.0,3.1
20171204,Terry Rozier,PG/SGPGSG,BOS,vs MIL,7th,104.0,4100,0.8,35.1,20.1,0.89,19.6,8.5,22.5,20.04,15.49,15.49,%,51,3.8,24.0,16.0,3.9
20171204,Joe Harris,SG/SFSGSF,BKN,@ ATL,26th,109.75,4100,11.0,35.8,18.3,0.8,17.1,8.0,22.9,24.48,21.62,21.62,%,61,5.3,31.0,17.5,4.3
20171204,Darius Miller,SF,NOP,vs GSW,30th,109.5,4100,16.9,47.5,12.8,0.7,16.2,5.1,18.3,31.6,29.99,29.99,%,32,7.3,34.0,15.0,3.7
20171204,Tyler Ulis,PG,PHX,@ PHI,16th,108.0,4100,5.8,33.1,17.4,0.78,20.1,7.8,22.2,24.64,17.47,17.47,%,55,4.3,37.0,32.75,8.0
20171204,Tomas Satoransky,PG/SGPGSG,WAS,@ UTA,1st,96.75,4100,3.9,37.5,12.2,0.88,16.9,3.4,13.8,23.38,18.31,18.31,%,21,4.5,24.0,13.5,3.3
20171204,Tim Frazier,PG,WAS,@ UTA,10th,96.75,4100,6.7,28.9,14.0,0.82,13.9,3.5,17.0,21.98,16.24,16.24,%,55,4.0,19.0,8.0,2.0
