Contest_Date,Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
2017-12-05,Raul Neto,1.0,O,PG,3200,UTA,@OKC,0,96.0,18.0,13.0,99,100,-6%,5,4,5,17,16,15,11.2,12.0,2.7,21.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Alan Williams,,O,C,3200,PHO,@TOR,0,105.0,,,100,103,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Meyers Leonard,0.0,,PF/C,3200,POR,WAS,2,104.0,,,100,104,-3%,6,5,4,12,13,11,13.6,11.2,1.8,20.6,0.0,0.0,0.0,3.4,3.3,1.0
2017-12-05,Patrick Patterson,,,PF/C,3100,OKC,UTA,1,104.0,9.0,5.0,98,102,-7%,2,1,3,12,10,14,3.2,6.4,2.1,10.8,11.5,6.3,2.0,13.0,9.8,3.2
2017-12-05,Mike Scott,1.0,,PF,3100,WAS,@POR,0,98.0,18.0,13.0,100,100,-6%,6,5,6,17,16,18,12.4,13.5,6.0,20.9,11.5,8.4,2.7,16.1,23.8,7.7
2017-12-05,Davon Reed,,O,SG/SF,3000,PHO,@TOR,0,105.0,,,100,103,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Chris McCullough,,,PF/C,3000,WAS,@POR,0,98.0,,,100,100,-6%,4,3,4,6,8,8,6.8,7.2,3.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Ekpe Udoh,,,PF/C,3000,UTA,@OKC,0,96.0,9.0,14.0,99,100,-3%,4,4,2,11,15,15,10.9,11.3,6.2,16.4,0.0,0.0,0.0,3.6,0.0,0.0
2017-12-05,Royce O'Neale,0.0,,SF,3000,UTA,@OKC,0,96.0,,,99,100,-11%,4,3,2,18,16,12,15.2,7.4,-2.1,16.8,14.0,10.3,3.4,17.5,2.0,0.7
2017-12-05,Alec Peters,,O,PF,3000,PHO,@TOR,0,105.0,,,100,103,-3%,2,2,2,7,7,7,5.6,5.6,0.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Derrick Jones Jr.,,O,SF,3000,PHO,@TOR,0,105.0,,,100,103,-7%,0,1,1,4,5,6,4.3,4.4,0.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Jake Layman,,,SF/PF,3000,POR,WAS,2,104.0,,,100,104,-5%,1,2,2,3,5,5,3.5,3.4,0.8,6.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Nick Collison,,,PF/C,3000,OKC,UTA,1,104.0,,,98,102,-7%,0,1,1,1,4,4,3.4,3.4,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Alfonzo McKinnie,,,PF,3000,TOR,PHO,3,119.0,,,105,110,6%,2,1,1,5,5,4,4.2,3.0,-2.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0
2017-12-05,Bruno Caboclo,,,SF,3000,TOR,PHO,3,119.0,,,105,110,6%,1,1,1,3,3,3,2.4,2.4,-1.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Kyle Singler,,,SG/SF,3000,OKC,UTA,1,104.0,,,98,102,-7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Tony Bradley,,,C,3000,UTA,@OKC,0,96.0,,,99,100,-3%,1,2,1,2,2,3,1.9,2.2,0.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Terrance Ferguson,,,SG/SF,3000,OKC,UTA,1,104.0,,,98,102,-9%,2,2,1,11,10,6,3.0,1.9,-1.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Zach Collins,,,PF/C,3000,POR,WAS,2,104.0,,,100,104,-3%,0,1,1,2,4,5,1.5,1.6,-0.2,3.3,0.0,0.0,0.0,3.5,0.0,0.0
2017-12-05,Nate Wolters,,,PG,3000,UTA,@OKC,0,96.0,,,99,100,-6%,1,1,1,2,3,3,1.0,1.0,-0.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Sheldon Mac,,O,SG,3000,WAS,@POR,0,98.0,,,100,100,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Mike Young,,O,PF,3000,WAS,@POR,0,98.0,,,100,100,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Devin Robinson,,O,SG,3000,WAS,@POR,0,98.0,,,100,100,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,C.J. Wilcox,,O,SG/SF,3000,POR,WAS,2,104.0,,,100,104,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Wade Baldwin IV,,O,PG/SG,3000,POR,WAS,2,104.0,,,100,104,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Dante Exum,,O,PG/SG,3000,UTA,@OKC,0,96.0,,,99,100,-6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Eric Griffin,,O,SF/PF,3000,UTA,@OKC,0,96.0,,,99,100,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,PJ Dozier,,,PG/SG,3000,OKC,UTA,1,104.0,,,98,102,-4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Daniel Hamilton,,,SF,3000,OKC,UTA,1,104.0,,,98,102,-9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Josh Huestis,,,SF/PF,3000,OKC,UTA,1,104.0,12.0,4.0,98,102,-7%,3,2,3,10,11,11,4.8,6.4,2.0,10.7,12.5,8.4,2.8,0.0,0.0,0.0
2017-12-05,Malcolm Miller,,,PF,3000,TOR,PHO,3,119.0,,,105,110,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Brandon Knight,,O,PG/SG,3000,PHO,@TOR,0,105.0,,,100,103,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,Lorenzo Brown,,,PG,3000,TOR,PHO,3,119.0,,,105,110,17%,2,2,2,10,12,12,6.1,6.1,2.9,9.2,0.0,0.0,0.0,0.5,0.0,0.0
2017-12-06,LeBron James,11.0,,SF/PF,11600,CLE,SAC,1,111.0,30.0,31.0,97,110,1%,19,17,19,37,34,37,55.0,56.6,42.8,70.3,36.0,55.0,4.7,41.1,69.8,6.0
2017-12-06,DeMarcus Cousins,23.0,,PF/C,11300,NOR,DEN,1,114.0,32.0,23.0,100,107,-2%,22,18,19,33,35,36,48.0,56.0,44.8,67.1,36.0,60.4,5.3,39.6,81.0,7.2
2017-12-06,Giannis Antetokounmpo,14.0,,SF/PF,11100,MIL,DET,1,104.0,32.0,32.0,99,104,1%,20,20,21,37,38,38,53.4,56.0,48.8,63.2,38.0,55.4,5.0,37.7,49.0,4.4
2017-12-06,Anthony Davis,,O,PF/C,10500,NOR,DEN,1,114.0,25.0,29.0,100,107,6%,14,16,17,25,30,36,41.8,51.2,37.7,64.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Kevin Durant,25.0,,SF/PF,10100,GSW,@CHA,1,110.0,28.0,23.0,101,104,2%,20,19,18,32,34,34,40.9,45.1,38.2,52.1,34.0,49.3,4.9,35.9,72.3,7.2
2017-12-06,Stephen Curry,,O,PG/SG,9700,GSW,@CHA,1,110.0,30.0,28.0,101,104,-1%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Andre Drummond,15.0,,C,9100,DET,@MIL,1,100.0,21.0,23.0,98,106,6%,8,9,10,33,34,34,50.5,44.6,34.4,54.7,34.0,45.3,5.0,37.2,62.0,6.8
2017-12-06,Victor Oladipo,10.0,,PG/SG,8900,IND,CHI,1,108.0,29.0,23.0,98,110,2%,16,16,18,34,33,34,44.7,40.9,29.1,52.7,35.0,42.0,4.7,38.8,45.5,5.1
2017-12-06,Kyrie Irving,5.0,,PG,8500,BOS,DAL,1,105.0,31.0,25.0,98,106,3%,19,19,19,32,34,33,38.6,40.3,31.7,48.9,34.5,42.5,5.0,32.1,35.5,4.2
2017-12-06,Kevin Love,7.0,,PF/C,8400,CLE,SAC,1,111.0,25.0,25.0,97,110,8%,13,14,13,27,27,30,42.5,39.1,27.7,50.6,30.0,39.6,4.7,29.9,38.8,4.6
2017-12-06,Nikola Jokic,,O,C,8300,DEN,@NOR,1,108.0,23.0,25.0,102,107,-2%,7,11,12,21,28,30,36.5,41.1,26.8,55.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Dennis Schroder,14.0,,PG,8200,ATL,@ORL,1,105.0,30.0,19.0,103,108,9%,21,18,18,31,31,32,33.8,35.3,27.7,42.9,33.5,39.6,4.8,39.4,46.3,5.6
2017-12-06,Aaron Gordon,10.0,,SF/PF,8100,ORL,ATL,1,111.0,20.0,20.0,100,108,9%,13,16,13,37,39,34,43.6,36.8,23.3,50.2,35.5,38.7,4.8,45.2,48.3,6.0
2017-12-06,Karl-Anthony Towns,15.0,,C,8100,MIN,@LAC,1,108.0,22.0,22.0,99,108,-1%,10,16,15,38,38,36,40.0,42.6,33.7,51.6,38.0,42.7,5.3,39.0,53.5,6.6
2017-12-06,Kristaps Porzingis,9.0,,PF/C,8100,NYK,MEM,1,100.0,32.0,25.0,97,104,3%,17,18,20,35,34,33,38.2,43.2,31.7,54.7,34.0,42.6,5.3,34.1,28.8,3.6
2017-12-06,LaMarcus Aldridge,12.0,,PF/C,8100,SAS,MIA,1,103.0,27.0,26.0,99,105,0%,17,18,18,34,35,34,44.0,40.6,30.8,50.4,34.5,38.9,4.8,32.6,24.5,3.0
2017-12-06,Marc Gasol,10.0,,C,8000,MEM,@NYK,1,98.0,27.0,18.0,99,106,-6%,19,16,16,38,35,35,37.6,40.8,30.0,51.6,34.5,39.0,4.9,34.5,34.5,4.3
2017-12-06,Blake Griffin,0.0,O,PF/C,8000,LAC,MIN,2,103.0,30.0,21.0,98,108,-7%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Draymond Green,2.0,O,PF/C,7900,GSW,@CHA,1,110.0,17.0,17.0,101,104,3%,9,10,8,35,36,33,41.0,36.0,27.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Kemba Walker,13.0,,PG,7800,CHA,GSW,1,106.0,27.0,22.0,104,102,-1%,14,17,17,33,35,35,36.1,38.9,27.6,50.2,34.0,37.8,4.8,36.9,44.0,5.6
2017-12-06,Kawhi Leonard,,O,SF/PF,7700,SAS,MIA,1,103.0,,,99,105,-6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Tyreke Evans,12.0,,SG/SF,7600,MEM,@NYK,1,98.0,26.0,22.0,99,106,3%,17,15,14,36,33,29,36.8,33.2,21.9,44.4,32.0,35.6,4.7,33.0,22.3,2.9
2017-12-06,Jimmy Butler,25.0,,SG,7600,MIN,@LAC,1,108.0,23.0,20.0,99,108,12%,21,17,15,40,38,37,44.4,36.7,26.5,46.9,39.0,42.4,5.6,42.8,40.5,5.3
2017-12-06,Nikola Vucevic,10.0,,C,7500,ORL,ATL,1,111.0,23.0,20.0,100,108,3%,16,14,14,31,31,30,37.6,35.9,23.9,48.0,31.5,38.9,5.2,39.7,61.5,8.2
2017-12-06,Hassan Whiteside,,O,C,7500,MIA,@SAS,2,95.0,21.0,26.0,97,100,0%,11,9,11,20,23,27,29.6,37.0,24.1,49.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Klay Thompson,14.0,,SG,7400,GSW,@CHA,1,110.0,22.0,19.0,101,104,2%,14,15,16,34,35,34,33.5,33.1,25.6,40.6,34.0,35.8,4.8,36.3,32.0,4.3
2017-12-06,Al Horford,9.0,,PF/C,7400,BOS,DAL,1,105.0,19.0,20.0,98,106,-8%,10,11,10,33,33,33,39.8,36.0,29.3,42.6,33.0,35.2,4.8,32.6,50.5,6.8
2017-12-06,Dwight Howard,6.0,,C,7300,CHA,GSW,1,106.0,24.0,17.0,104,102,4%,13,13,10,30,30,30,36.8,35.4,24.0,46.7,29.5,35.5,4.9,29.6,26.8,3.7
2017-12-06,Lou Williams,18.0,,PG/SG,7100,LAC,MIN,2,103.0,28.0,20.0,98,108,8%,15,16,14,34,36,30,40.6,30.8,18.4,43.3,36.5,37.6,5.3,36.6,42.3,6.0
2017-12-06,Will Barton,14.0,,SG/SF,6900,DEN,@NOR,1,108.0,22.0,18.0,102,107,3%,16,15,12,35,34,31,37.3,30.6,18.7,42.4,35.5,35.8,5.2,34.4,28.3,4.1
2017-12-06,DeAndre Jordan,11.0,,C,6900,LAC,MIN,2,103.0,12.0,19.0,98,108,0%,8,6,7,33,31,32,31.1,32.2,21.5,43.0,33.5,35.6,5.2,34.3,47.3,6.9
2017-12-06,Tim Hardaway Jr.,,O,SG/SF,6800,NYK,MEM,1,100.0,23.0,16.0,97,104,-21%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Andrew Wiggins,2.0,,SF/PF,6700,MIN,@LAC,1,108.0,22.0,14.0,99,108,2%,16,16,16,37,38,38,29.1,30.5,22.5,38.6,37.0,30.3,4.5,36.4,20.5,3.1
2017-12-06,Khris Middleton,11.0,,SG/SF,6700,MIL,DET,1,104.0,24.0,17.0,99,104,11%,13,17,16,38,38,37,40.5,36.1,22.4,49.8,35.5,34.2,5.1,36.6,36.8,5.5
2017-12-06,Eric Bledsoe,10.0,,PG/SG,6600,MIL,DET,1,104.0,26.0,19.0,99,104,-3%,9,12,13,34,30,30,35.0,31.8,21.1,42.6,33.0,34.3,5.2,31.4,36.8,5.6
2017-12-06,Jeff Teague,8.0,,PG,6600,MIN,@LAC,1,108.0,22.0,16.0,99,108,0%,8,10,11,34,35,35,32.4,33.2,22.2,44.1,34.5,31.8,4.8,37.3,35.8,5.4
2017-12-06,Jrue Holiday,24.0,,PG/SG,6600,NOR,DEN,1,114.0,21.0,14.0,100,107,7%,20,19,14,38,39,37,38.7,32.9,22.6,43.2,36.5,37.4,5.7,35.0,40.3,6.1
2017-12-06,Isaiah Thomas,,O,PG,6500,CLE,SAC,1,111.0,,,97,110,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Elfrid Payton,16.0,,PG,6500,ORL,ATL,1,111.0,22.0,18.0,100,108,5%,10,10,10,33,31,28,33.0,30.3,19.7,41.0,31.0,34.6,5.3,39.8,25.3,3.9
2017-12-06,Enes Kanter,4.0,,PF/C,6400,NYK,MEM,1,100.0,20.0,25.0,97,104,-3%,11,9,9,25,28,26,34.4,31.0,21.0,41.1,28.5,30.0,4.7,27.6,30.0,4.7
2017-12-06,Paul Millsap,0.0,O,PF/C,6400,DEN,@NOR,1,108.0,24.0,18.0,102,107,3%,15,14,13,31,33,31,39.5,33.0,21.1,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Mike Conley,,O,PG,6400,MEM,@NYK,1,98.0,26.0,16.0,99,106,8%,12,15,14,30,31,31,27.4,28.8,20.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Harrison Barnes,6.0,,SF/PF,6300,DAL,@BOS,1,97.0,23.0,16.0,98,99,-14%,14,13,15,33,34,35,33.1,32.5,24.8,40.3,36.0,32.3,5.1,33.0,32.3,5.1
2017-12-06,Tobias Harris,3.0,,SF/PF,6200,DET,@MIL,1,100.0,21.0,19.0,98,106,-4%,15,14,16,37,33,34,32.0,31.5,22.0,40.9,34.0,29.9,4.8,39.0,34.3,5.5
2017-12-06,Myles Turner,6.0,,C,6200,IND,CHI,1,108.0,20.0,17.0,98,110,-1%,10,11,11,30,30,29,28.4,30.3,20.8,39.8,33.0,33.6,5.4,31.9,35.3,5.7
2017-12-06,Goran Dragic,2.0,,PG,6200,MIA,@SAS,2,95.0,24.0,17.0,97,100,-12%,11,12,14,27,28,33,26.4,31.3,23.3,39.3,30.5,27.2,4.4,29.0,22.5,3.6
2017-12-06,Taj Gibson,1.0,,PF/C,6200,MIN,@LAC,1,108.0,14.0,15.0,99,108,6%,10,9,8,39,38,34,28.4,27.0,18.2,35.8,37.0,28.3,4.6,36.4,43.5,7.0
2017-12-06,Austin Rivers,9.0,,PG/SG,6100,LAC,MIN,2,103.0,21.0,12.0,98,108,1%,15,15,13,33,35,34,33.9,25.7,15.8,35.7,34.5,28.9,4.7,37.0,35.5,5.8
2017-12-06,Kris Dunn,5.0,,PG/SG,6100,CHI,@IND,1,98.0,25.0,13.0,101,106,-3%,11,11,12,29,28,28,31.4,28.3,18.2,38.3,29.5,28.9,4.7,34.1,37.0,6.1
2017-12-06,Evan Fournier,7.0,,SG/SF,6100,ORL,ATL,1,111.0,22.0,17.0,100,108,17%,13,13,14,34,34,33,27.9,30.0,21.1,38.9,33.0,28.8,4.7,40.8,37.5,6.1
2017-12-06,Darren Collison,5.0,,PG,6100,IND,CHI,1,108.0,18.0,17.0,98,110,8%,12,10,10,30,30,32,29.6,29.8,18.3,41.3,32.0,29.0,4.8,20.7,18.8,3.1
2017-12-06,Reggie Jackson,2.0,,PG,6000,DET,@MIL,1,100.0,27.0,20.0,98,106,-8%,17,13,13,32,29,28,28.9,29.3,21.4,37.1,28.0,26.6,4.4,32.1,25.8,4.3
2017-12-06,Gary Harris,18.0,,SG,6000,DEN,@NOR,1,108.0,18.0,16.0,102,107,3%,16,16,12,39,38,34,33.5,28.2,21.8,34.5,36.5,32.1,5.4,37.3,38.8,6.5
2017-12-06,Thaddeus Young,4.0,,SF/PF,5900,IND,CHI,1,108.0,17.0,15.0,98,110,5%,12,12,12,30,31,33,27.6,28.7,22.0,35.4,33.0,28.5,4.8,37.9,28.8,4.9
2017-12-06,Justin Holiday,3.0,,SG/SF,5800,CHI,@IND,1,98.0,20.0,12.0,101,106,2%,11,13,14,34,35,35,31.9,28.4,20.4,36.4,33.5,26.3,4.5,36.4,16.0,2.8
2017-12-06,Lauri Markkanen,9.0,,PF,5800,CHI,@IND,1,98.0,21.0,14.0,101,106,6%,13,14,13,30,31,31,28.4,30.7,23.3,38.0,31.0,30.2,5.2,30.9,20.5,3.5
2017-12-06,Jayson Tatum,3.0,,SF/PF,5800,BOS,DAL,1,105.0,17.0,17.0,98,106,10%,7,8,9,30,32,31,24.1,27.1,19.8,34.5,34.0,28.8,5.0,32.8,34.0,5.9
2017-12-06,Dwyane Wade,5.0,,PG/SG,5800,CLE,SAC,1,111.0,25.0,18.0,97,110,-5%,11,12,10,25,25,24,33.4,25.5,14.0,37.0,25.0,27.7,4.8,24.7,15.3,2.6
2017-12-06,Nicolas Batum,18.0,,SG/SF,5700,CHA,GSW,1,106.0,20.0,11.0,104,102,-4%,11,10,10,36,31,30,24.7,25.9,16.9,34.8,34.5,31.7,5.6,35.6,30.3,5.3
2017-12-06,John Collins,,O,PF/C,5700,ATL,@ORL,1,105.0,19.0,20.0,103,108,2%,6,8,8,23,29,23,26.9,24.2,14.6,33.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Jaylen Brown,,O,SG/SF,5700,BOS,DAL,1,105.0,20.0,14.0,98,106,-3%,9,10,12,28,29,32,22.8,27.9,21.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Pau Gasol,4.0,,PF/C,5700,SAS,MIA,1,103.0,20.0,20.0,99,105,2%,10,11,9,29,29,26,31.9,29.7,20.9,38.5,27.5,30.2,5.3,20.2,24.3,4.3
2017-12-06,Dion Waiters,1.0,,SG/SF,5600,MIA,@SAS,2,95.0,26.0,10.0,97,100,-7%,12,13,15,27,29,31,21.6,25.5,15.7,35.3,30.0,24.8,4.4,34.5,33.8,6.0
2017-12-06,Robin Lopez,2.0,,C,5600,CHI,@IND,1,98.0,20.0,15.0,101,106,12%,10,12,11,27,30,30,26.6,24.8,18.0,31.5,29.5,24.9,4.4,33.8,24.8,4.4
2017-12-06,James Johnson,1.0,,SF/PF,5500,MIA,@SAS,2,95.0,20.0,15.0,97,100,-10%,7,8,9,29,29,28,25.4,26.8,15.4,38.3,28.5,25.2,4.6,23.9,20.8,3.8
2017-12-06,Danilo Gallinari,3.0,,SF/PF,5500,LAC,MIN,2,103.0,20.0,11.0,98,108,-3%,10,13,13,31,35,34,26.3,26.9,23.7,30.0,25.5,23.0,4.2,26.0,13.5,2.5
2017-12-06,Jeremy Lamb,1.0,,SG/SF,5500,CHA,GSW,1,106.0,23.0,18.0,104,102,-4%,11,12,12,24,27,29,27.1,29.5,21.1,37.9,22.5,22.6,4.1,19.9,14.0,2.5
2017-12-06,Rajon Rondo,20.0,,PG,5500,NOR,DEN,1,114.0,18.0,15.0,100,107,7%,9,8,7,28,28,26,28.9,25.6,15.3,36.0,28.0,30.2,5.5,26.0,28.5,5.2
2017-12-06,Taurean Prince,4.0,,SG/SF,5400,ATL,@ORL,1,105.0,20.0,11.0,103,108,12%,11,11,11,28,28,31,21.1,25.4,16.4,34.4,29.5,24.9,4.6,35.6,29.5,5.5
2017-12-06,Kent Bazemore,5.0,,SG/SF,5400,ATL,@ORL,1,105.0,22.0,14.0,103,108,8%,8,9,11,29,30,29,24.6,27.6,19.3,35.9,29.0,26.5,4.9,36.1,23.0,4.3
2017-12-06,Dennis Smith Jr.,2.0,,PG/SG,5300,DAL,@BOS,1,97.0,29.0,12.0,98,99,-11%,12,13,15,27,27,29,24.6,28.1,20.2,36.0,28.0,26.6,5.0,24.7,25.0,4.7
2017-12-06,Zach Randolph,24.0,,PF/C,5300,SAC,@CLE,3,99.0,25.0,19.0,100,108,1%,17,14,12,33,27,25,31.3,26.3,15.3,37.4,30.5,31.3,5.9,31.9,48.0,9.1
2017-12-06,JaMychal Green,3.0,,SF/PF,5300,MEM,@NYK,1,98.0,16.0,16.0,99,106,-10%,12,10,9,34,30,28,23.1,22.4,15.4,29.3,31.0,24.8,4.7,27.1,11.8,2.2
2017-12-06,Kyle Anderson,,O,PG/SF,5200,SAS,MIA,1,103.0,15.0,17.0,99,105,-6%,4,6,7,23,28,27,24.9,24.5,16.6,32.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Courtney Lee,4.0,,SG/SF,5200,NYK,MEM,1,100.0,16.0,15.0,97,104,-6%,11,11,10,32,34,33,30.2,25.6,18.1,33.1,34.5,24.8,4.8,37.6,33.3,6.4
2017-12-06,Dewayne Dedmon,,O,C,5200,ATL,@ORL,1,105.0,17.0,18.0,103,108,2%,10,8,8,24,25,25,24.1,25.3,15.2,35.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Jonathon Simmons,14.0,,SG/SF,5200,ORL,ATL,1,111.0,22.0,14.0,100,108,17%,13,12,11,36,36,27,23.4,22.0,13.7,30.2,34.5,27.3,5.3,40.9,27.0,5.2
2017-12-06,Willie Cauley-Stein,0.0,O,PF/C,5200,SAC,@CLE,3,99.0,20.0,17.0,100,108,1%,10,10,9,24,27,25,32.6,24.8,14.3,35.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Rudy Gay,19.0,,SF/PF,5200,SAS,MIA,1,103.0,24.0,19.0,99,105,-6%,11,11,10,26,25,23,28.6,24.7,17.3,32.1,29.5,29.7,5.7,32.9,35.3,6.8
2017-12-06,Domantas Sabonis,1.0,,PF/C,5200,IND,CHI,1,108.0,21.0,19.0,98,110,-1%,11,9,9,22,24,25,25.1,27.6,18.7,36.6,21.0,21.6,4.2,21.1,13.3,2.6
2017-12-06,Marcus Smart,10.0,,SG/SF,5200,BOS,DAL,1,105.0,20.0,11.0,98,106,3%,7,8,10,29,31,31,28.9,26.1,18.3,33.8,34.0,29.7,5.7,33.8,7.3,1.4
2017-12-06,Denzel Valentine,1.0,,SG/SF,5200,CHI,@IND,1,98.0,16.0,12.0,101,106,-9%,7,8,10,28,35,29,24.9,23.5,14.3,32.8,30.5,22.8,4.4,32.5,32.5,6.3
2017-12-06,Jabari Parker,,O,SF/PF,5200,MIL,DET,1,104.0,,,99,104,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Jamal Murray,8.0,,PG/SG,5100,DEN,@NOR,1,108.0,24.0,14.0,102,107,5%,16,14,12,31,32,27,25.9,23.2,12.0,34.4,28.5,25.5,5.0,22.6,27.8,5.5
2017-12-06,Avery Bradley,4.0,,PG/SG,5100,DET,@MIL,1,100.0,23.0,12.0,98,106,-3%,10,12,14,32,33,33,19.1,25.3,16.7,33.9,33.0,24.5,4.8,32.8,27.3,5.4
2017-12-06,Kenneth Faried,10.0,,PF/C,5000,DEN,@NOR,1,108.0,18.0,20.0,102,107,3%,10,8,5,27,26,15,27.9,14.1,2.5,25.7,27.0,27.6,5.5,23.7,16.3,3.3
2017-12-06,Nikola Mirotic,,O,PF/C,4900,CHI,@IND,1,98.0,,,101,106,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Mario Chalmers,,,PG,4900,MEM,@NYK,1,98.0,20.0,10.0,99,106,8%,6,6,7,18,21,24,13.4,19.4,10.3,28.6,17.5,14.7,3.0,22.8,22.3,4.6
2017-12-06,Ersan Ilyasova,8.0,,SF/PF,4800,ATL,@ORL,1,105.0,15.0,11.0,103,108,2%,8,9,7,22,24,22,21.5,17.9,9.6,26.2,24.0,21.9,4.6,27.5,26.8,5.6
2017-12-06,Bojan Bogdanovic,2.0,,SG/SF,4800,IND,CHI,1,108.0,17.0,15.0,98,110,6%,11,12,11,32,33,32,19.9,23.3,14.4,32.2,33.0,24.1,5.0,37.8,27.0,5.6
2017-12-06,Bobby Portis,1.0,,PF,4700,CHI,@IND,1,98.0,24.0,19.0,101,106,6%,11,9,10,22,22,22,20.9,24.9,16.0,33.7,18.5,18.0,3.8,19.4,21.3,4.5
2017-12-06,Mason Plumlee,11.0,,PF/C,4700,DEN,@NOR,1,108.0,18.0,15.0,102,107,-2%,5,4,5,25,20,18,16.4,16.8,8.8,24.8,24.5,23.4,5.0,22.9,13.8,2.9
2017-12-06,Buddy Hield,,,SG/SF,4700,SAC,@CLE,3,99.0,23.0,17.0,100,108,1%,11,10,11,26,21,23,23.1,22.6,12.0,33.1,21.5,19.7,4.2,25.7,34.0,7.2
2017-12-06,Zach LaVine,,O,PG/SG,4700,CHI,@IND,1,98.0,,,101,106,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,Malcolm Brogdon,2.0,,PG/SG,4700,MIL,DET,1,104.0,19.0,14.0,99,104,-3%,13,10,11,29,25,30,22.3,24.1,14.8,33.4,29.0,22.8,4.9,25.6,24.3,5.2
