Contest_Date,Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
2017-11-29,Bismack Biyombo,,,PF/C,3200,ORL,OKC,1,104.0,13.0,10.0,99,99,-3%,3,4,3,11,17,16,13.8,12.6,6.8,18.4,17.0,13.5,4.2,17.1,15.0,4.7
2017-11-29,Maxi Kleber,,,PF,3200,DAL,BKN,1,108.0,12.0,11.0,106,108,6%,4,3,3,17,14,14,9.1,8.1,2.8,13.4,15.0,10.5,3.3,22.6,27.3,8.5
2017-11-29,Nerlens Noel,,Q,C,3200,DAL,BKN,1,108.0,14.0,16.0,106,108,13%,2,1,3,4,4,13,2.8,12.1,2.3,21.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Timofey Mozgov,,,C,3200,BKN,@DAL,1,102.0,14.0,12.0,98,107,1%,4,4,4,16,16,16,13.7,12.3,6.9,17.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Lance Thomas,,,SF/PF,3200,NYK,MIA,1,104.0,12.0,5.0,99,103,-7%,1,3,3,9,12,14,5.0,7.4,2.8,12.0,0.0,0.0,0.0,21.1,16.0,5.0
2017-11-29,Deyonta Davis,,,PF/C,3200,MEM,@SAS,2,93.0,,,97,101,1%,2,3,3,17,14,11,12.8,10.5,2.7,18.4,14.0,10.9,3.4,12.8,4.5,1.4
2017-11-29,Jordan Bell,,,PF/C,3200,GSW,@LAL,1,120.0,13.0,22.0,106,102,4%,1,2,2,6,10,9,12.8,10.8,2.2,19.3,0.0,0.0,0.0,12.4,15.5,4.8
2017-11-29,Salah Mejri,,,C,3100,DAL,BKN,1,108.0,10.0,20.0,106,108,13%,3,2,2,20,13,13,11.7,14.7,5.1,24.4,14.0,14.5,4.7,6.7,2.5,0.8
2017-11-29,Patrick Patterson,,,PF/C,3100,OKC,@ORL,3,110.0,9.0,6.0,103,108,1%,2,2,3,10,10,14,4.3,6.9,2.8,11.0,11.0,6.9,2.2,7.1,0.0,0.0
2017-11-29,Zaza Pachulia,,,C,3100,GSW,@LAL,1,120.0,16.0,14.0,106,102,-1%,7,4,4,17,16,15,18.4,14.4,8.6,20.2,15.0,15.2,4.9,14.2,23.0,7.4
2017-11-29,Tomas Satoransky,1.0,,PG/SG,3100,WAS,@PHI,0,102.0,,,105,103,2%,5,3,3,18,11,12,11.7,9.2,1.8,16.5,18.0,12.3,4.0,28.9,26.5,8.5
2017-11-29,Marreese Speights,,,PF/C,3100,ORL,OKC,1,104.0,25.0,19.0,99,99,0%,9,8,7,13,14,12,15.4,14.0,5.9,22.0,12.5,13.5,4.4,0.0,0.0,0.0
2017-11-29,Ramon Sessions,,,PG,3100,NYK,MIA,1,104.0,,,99,103,-9%,3,4,4,10,11,15,10.3,12.5,3.3,21.6,14.5,10.8,3.5,24.0,18.0,5.8
2017-11-29,Bobby Brown,,,PG,3100,HOU,IND,1,118.0,,,101,106,-1%,3,2,3,5,4,7,2.2,4.8,-1.0,10.6,0.0,0.0,0.0,2.4,0.0,0.0
2017-11-29,Marcus Paige,,O,PG,3000,CHA,@TOR,3,99.0,,,100,103,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Okaro White,,O,SF/PF,3000,MIA,@NYK,0,102.0,,,99,106,-11%,3,3,3,13,16,13,8.4,7.0,2.7,11.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Corey Brewer,,,SG/SF,3000,LAL,GSW,1,108.0,12.0,10.0,104,101,7%,4,3,3,10,10,13,11.8,8.1,2.4,13.8,0.0,0.0,0.0,12.1,3.5,1.2
2017-11-29,Joffrey Lauvergne,,,PF/C,3000,SAS,MEM,1,102.0,,,97,103,-3%,0,2,3,6,8,10,6.0,8.6,2.9,14.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Ron Baker,,,PG/SG,3000,NYK,MIA,1,104.0,,,99,103,1%,2,2,2,5,12,12,9.0,9.0,1.1,16.9,0.0,0.0,0.0,8.8,12.5,4.2
2017-11-29,Josh Hart,,,PG/SG,3000,LAL,GSW,1,108.0,10.0,7.0,104,101,-5%,2,3,3,16,15,15,8.9,8.4,3.0,13.7,13.5,9.3,3.1,12.7,9.3,3.1
2017-11-29,TJ Leaf,,,SF/PF,3000,IND,@HOU,1,106.0,,,102,102,-12%,3,2,4,5,8,12,6.2,7.8,1.7,13.9,0.0,0.0,0.0,2.9,1.3,0.4
2017-11-29,Reggie Bullock,,,SG/SF,3000,DET,PHO,1,114.0,10.0,7.0,106,109,6%,2,4,3,9,20,16,10.3,7.7,1.5,14.0,0.0,0.0,0.0,5.4,0.8,0.3
2017-11-29,JaVale McGee,,,C,3000,GSW,@LAL,1,120.0,18.0,20.0,106,102,-1%,1,2,3,7,8,8,7.9,9.1,3.6,14.6,10.0,12.8,4.3,0.0,0.0,0.0
2017-11-29,Eric Moreland,,,PF/C,3000,DET,PHO,1,114.0,7.0,9.0,106,109,14%,0,1,1,9,13,10,8.5,7.6,1.2,13.9,11.5,9.1,3.0,14.8,19.5,6.5
2017-11-29,Julyan Stone,,,PG/SG,3000,CHA,@TOR,3,99.0,,,100,103,-10%,2,2,2,9,9,9,9.6,9.6,1.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Andrew Bogut,,,C,3000,LAL,GSW,1,108.0,,,104,101,5%,0,1,1,6,8,8,8.7,7.4,0.5,14.4,0.0,0.0,0.0,5.3,6.0,2.0
2017-11-29,Tony Allen,,P,SG/SF,3000,NOR,MIN,3,111.0,17.0,9.0,100,108,8%,6,5,5,11,14,14,10.8,9.8,4.4,15.2,11.5,8.9,3.0,15.6,13.3,4.4
2017-11-29,Omer Asik,,,C,3000,NOR,MIN,3,111.0,,,100,108,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Justin Anderson,,O,SF/PF,3000,PHI,WAS,1,109.0,17.0,10.0,100,104,0%,3,5,5,10,13,13,11.5,9.9,2.1,17.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Mario Hezonja,,,PG/SF,3000,ORL,OKC,1,104.0,16.0,9.0,99,99,-5%,1,2,3,7,8,10,4.9,6.9,0.8,13.1,0.0,0.0,0.0,4.0,4.0,1.3
2017-11-29,Josh Huestis,1.0,,SF/PF,3000,OKC,@ORL,3,110.0,12.0,4.0,103,108,10%,2,2,3,8,8,11,3.4,6.5,1.9,11.2,11.0,7.5,2.5,0.0,0.0,0.0
2017-11-29,Chris McCullough,,,PF/C,3000,WAS,@PHI,0,102.0,,,105,103,-5%,2,2,2,5,6,6,6.4,6.4,3.7,9.1,0.0,0.0,0.0,17.4,12.5,4.2
2017-11-29,Johnny O'Bryant III,,,PF/C,3000,CHA,@TOR,3,99.0,,,100,103,-4%,3,4,5,4,9,11,6.3,10.2,2.9,17.5,0.0,0.0,0.0,1.3,4.0,1.3
2017-11-29,Lorenzo Brown,,,PG,3000,TOR,CHA,3,106.0,,,101,104,-4%,2,2,2,10,12,12,6.1,6.1,2.9,9.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Dorian Finney-Smith,,O,SF,3000,DAL,BKN,1,108.0,,,106,108,-3%,3,2,3,9,9,12,4.2,5.9,-0.4,12.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Boban Marjanovic,,,C,3000,DET,PHO,1,114.0,,,106,109,1%,4,4,4,7,7,7,10.3,10.3,1.4,19.1,0.0,0.0,0.0,5.4,4.8,1.6
2017-11-29,Jacob Wiley,,,PG,3000,BKN,@DAL,1,102.0,,,98,107,11%,0,1,1,3,7,7,4.7,4.7,-2.9,12.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Kevon Looney,,,SF/PF,3000,GSW,@LAL,1,120.0,13.0,14.0,106,102,-2%,1,2,2,7,11,12,11.7,10.5,4.1,16.9,0.0,0.0,0.0,12.9,11.0,3.7
2017-11-29,Davis Bertans,,,SF/PF,3000,SAS,MEM,1,102.0,,,97,103,-20%,1,2,2,5,8,7,5.7,5.4,-0.8,11.5,0.0,0.0,0.0,0.5,0.0,0.0
2017-11-29,Alec Peters,,O,PF,3000,PHO,@DET,0,103.0,,,98,104,0%,2,2,2,7,7,7,5.6,5.6,0.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Arron Afflalo,,,SG/SF,3000,ORL,OKC,1,104.0,10.0,4.0,99,99,-5%,3,3,2,14,15,11,7.8,5.3,-1.4,12.0,0.0,0.0,0.0,16.2,2.8,0.9
2017-11-29,Langston Galloway,,,PG/SG,3000,DET,PHO,1,114.0,17.0,16.0,106,109,1%,4,5,5,11,12,14,9.5,11.0,4.7,17.3,14.0,10.6,3.5,19.8,18.5,6.2
2017-11-29,Quinn Cook,,O,PG,3000,GSW,@LAL,1,120.0,,,106,102,8%,2,2,2,9,6,6,5.2,5.2,-2.1,12.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Derrick White,,O,PG/SG,3000,SAS,MEM,1,102.0,,,97,103,7%,0,1,1,4,5,5,3.9,3.9,0.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Luol Deng,,,SF/PF,3000,LAL,GSW,1,108.0,,,104,101,7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,James Michael McAdoo,,O,PF,3000,PHI,WAS,1,109.0,,,100,104,-6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Alex Caruso,,,PG/SG,3000,LAL,GSW,1,108.0,,,104,101,-5%,1,1,1,10,10,10,4.8,4.8,3.3,6.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Jordan Mickey,,,PF/C,3000,MIA,@NYK,0,102.0,,,99,106,-7%,3,3,3,9,11,11,11.1,11.1,5.9,16.2,0.0,0.0,0.0,5.2,4.5,1.5
2017-11-29,Joe Young,,,PG/SG,3000,IND,@HOU,1,106.0,,,102,102,-8%,3,3,3,7,6,6,5.4,4.8,1.5,8.0,0.0,0.0,0.0,4.3,4.0,1.3
2017-11-29,Tyler Ennis,,,PG/SG,3000,LAL,GSW,1,108.0,,,104,101,-4%,1,2,2,2,6,6,6.7,4.7,-1.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Nick Collison,,,PF/C,3000,OKC,@ORL,3,110.0,,,103,108,1%,1,1,1,6,6,6,4.6,4.6,0.2,9.0,0.0,0.0,0.0,0.3,0.0,0.0
2017-11-29,Derrick Jones Jr.,,O,SF,3000,PHO,@DET,0,103.0,,,98,104,7%,0,1,1,4,5,6,4.3,4.4,0.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Treveon Graham,,,SG/SF,3000,CHA,@TOR,3,99.0,12.0,8.0,100,103,6%,7,4,4,21,21,21,12.3,11.9,7.8,16.0,0.0,0.0,0.0,1.3,0.0,0.0
2017-11-29,Wes Iwundu,,,SG/SF,3000,ORL,OKC,1,104.0,,,99,99,-11%,1,2,2,2,5,5,4.0,4.0,1.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Zhou Qi,,O,PF/C,3000,HOU,IND,1,118.0,,,101,106,10%,3,2,2,7,6,5,5.3,4.1,0.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Aaron Brooks,,,PG/SG,3000,MIN,@NOR,0,105.0,,,103,105,1%,2,2,2,9,7,5,4.4,4.0,1.0,6.9,0.0,0.0,0.0,7.2,7.8,2.6
2017-11-29,Damien Wilkins,,,SG/SF,3000,IND,@HOU,1,106.0,,,102,102,7%,2,2,2,8,7,7,4.7,3.5,1.2,5.7,0.0,0.0,0.0,2.4,0.0,0.0
2017-11-29,Jeff Withey,,,C,3000,DAL,BKN,1,108.0,,,106,108,13%,2,2,2,3,3,4,2.9,3.5,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Troy Williams,,O,SG,3000,HOU,IND,1,118.0,,,101,106,-11%,1,2,2,5,4,4,3.3,3.3,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Demetrius Jackson,,O,PG,3000,HOU,IND,1,118.0,,,101,106,-1%,1,1,1,3,3,6,1.1,3.1,-1.7,7.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Khem Birch,,O,PF/C,3000,ORL,OKC,1,104.0,,,99,99,-3%,2,2,2,3,3,3,3.0,3.0,-1.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Alfonzo McKinnie,,,PF,3000,TOR,CHA,3,106.0,,,101,104,3%,2,1,1,5,5,4,4.2,3.0,-2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Nik Stauskas,,,PG/SF,3000,PHI,WAS,1,109.0,,,100,104,0%,1,1,1,5,6,6,2.8,2.8,-0.1,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Charles Cooke,,O,SG,3000,NOR,MIN,3,111.0,,,100,108,8%,2,2,2,3,3,3,2.8,2.8,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Jalen Jones,,O,SF,3000,NOR,MIN,3,111.0,,,100,108,-5%,1,1,1,4,3,3,2.7,2.7,0.8,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Antonius Cleveland,,,SG,3000,DAL,BKN,1,108.0,,,106,108,10%,0,0,0,1,3,3,2.1,2.1,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Mangok Mathiang,,O,PF/C,3000,CHA,@TOR,3,99.0,,,100,103,-4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Wayne Selden Jr.,,O,PG/SG,3000,MEM,@SAS,2,93.0,,,97,101,-2%,2,2,2,10,10,10,8.3,8.3,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Bruno Caboclo,,,SF,3000,TOR,CHA,3,106.0,,,101,104,3%,1,1,1,3,3,3,2.4,2.4,-1.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Furkan Korkmaz,,,SG/SF,3000,PHI,WAS,1,109.0,,,100,104,0%,2,1,1,3,2,2,2.3,2.3,-0.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Darrun Hilliard,,,SG/SF,3000,SAS,MEM,1,102.0,,,97,103,-7%,3,2,2,9,9,9,2.2,2.2,0.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Terrance Ferguson,,,SG/SF,3000,OKC,@ORL,3,110.0,,,103,108,14%,3,1,1,11,7,6,3.0,2.1,-1.3,5.5,0.0,0.0,0.0,19.5,2.5,0.8
2017-11-29,Kyle Singler,,,SG/SF,3000,OKC,@ORL,3,110.0,,,103,108,10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Udonis Haslem,,,PF/C,3000,MIA,@NYK,0,102.0,,,99,106,-11%,1,1,1,4,4,4,1.6,1.6,1.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Ike Anigbogu,,O,PF/C,3000,IND,@HOU,1,106.0,,,102,102,2%,1,1,1,3,3,3,2.4,2.0,-0.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Alex Poythress,,,SF,3000,IND,@HOU,1,106.0,,,102,102,3%,1,1,0,2,3,3,2.0,1.6,-1.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Henry Ellenson,,,PF/C,3000,DET,PHO,1,114.0,,,106,109,14%,5,5,6,11,12,13,9.6,11.7,2.4,21.0,0.0,0.0,0.0,5.4,8.0,2.7
2017-11-29,Cole Aldrich,,,C,3000,MIN,@NOR,0,105.0,,,103,105,-5%,0,0,0,1,2,2,1.1,1.1,-0.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Marcus Georges-Hunt,,,SG/SF,3000,MIN,@NOR,0,105.0,,,103,105,2%,1,1,1,2,1,2,1.8,1.0,-1.4,3.5,0.0,0.0,0.0,0.8,0.0,0.0
2017-11-29,Vander Blue,,,PG/SG,3000,LAL,GSW,1,108.0,,,104,101,-5%,1,1,1,5,7,7,0.9,0.9,-0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Derrick Walton Jr.,,,PG/SG,3000,MIA,@NYK,0,102.0,,,99,106,10%,1,1,1,3,3,3,2.2,2.2,1.2,3.2,0.0,0.0,0.0,4.0,2.0,0.7
2017-11-29,Briante Weber,,,PG,3000,HOU,IND,1,118.0,,,101,106,-1%,0,0,0,5,5,5,0.5,0.5,-0.2,1.2,0.0,0.0,0.0,2.4,4.5,1.5
2017-11-29,Jon Leuer,,O,PF/C,3000,DET,PHO,1,114.0,16.0,9.0,106,109,14%,4,4,5,9,13,17,11.8,11.8,9.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Brandon Knight,,O,PG/SG,3000,PHO,@DET,0,103.0,,,98,104,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Davon Reed,,O,SG/SF,3000,PHO,@DET,0,103.0,,,98,104,-8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Dwight Buycks,,,PG,3000,DET,PHO,1,114.0,,,106,109,17%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Luis Montero,,,SF,3000,DET,PHO,1,114.0,,,106,109,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Chris Boucher,,,PF,3000,GSW,@LAL,1,120.0,,,106,102,4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Damian Jones,,O,C,3000,GSW,@LAL,1,120.0,,,106,102,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Thomas Bryant,,,PF/C,3000,LAL,GSW,1,108.0,,,104,101,5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Jamel Artis,,,SG/SF,3000,ORL,OKC,1,104.0,,,99,99,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Adreian Payne,,O,PF,3000,ORL,OKC,1,104.0,,,99,99,0%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Daniel Hamilton,,,SF,3000,OKC,@ORL,3,110.0,,,103,108,14%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,PJ Dozier,,,PG/SG,3000,OKC,@ORL,3,110.0,,,103,108,7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Rodney McGruder,,O,SG/SF,3000,MIA,@NYK,0,102.0,,,99,106,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,A.J. Hammons,,O,C,3000,MIA,@NYK,0,102.0,,,99,106,-7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Matt Williams,,O,SG,3000,MIA,@NYK,0,102.0,,,99,106,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Isaiah Hicks,,,PF,3000,NYK,MIA,1,104.0,,,99,103,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Luke Kornet,,,PF,3000,NYK,MIA,1,104.0,,,99,103,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Matt Costello,,,PF,3000,SAS,MEM,1,102.0,,,97,103,-20%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Chinanu Onuaku,,O,PF/C,3000,HOU,IND,1,118.0,,,101,106,10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Edmond Sumner,,O,PG,3000,IND,@HOU,1,106.0,,,102,102,-8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Jahlil Okafor,,,C,3000,PHI,WAS,1,109.0,,,100,104,-6%,5,5,5,13,13,13,12.6,12.6,-3.8,29.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Josh McRoberts,,O,PF/C,3000,DAL,BKN,1,108.0,,,106,108,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Johnathan Motley,,O,PF/C,3000,DAL,BKN,1,108.0,,,106,108,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Yakuba Ouattara,,,SG,3000,BKN,@DAL,1,102.0,,,98,107,-2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Sheldon Mac,,O,SG,3000,WAS,@PHI,0,102.0,,,105,103,4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Mike Young,,O,PF,3000,WAS,@PHI,0,102.0,,,105,103,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Devin Robinson,,O,SG,3000,WAS,@PHI,0,102.0,,,105,103,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Jacob Pullen,,,PG,3000,PHI,WAS,1,109.0,,,100,104,-6%,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Justin Patton,,O,C,3000,MIN,@NOR,0,105.0,,,103,105,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Anthony Brown,,,SG/SF,3000,MIN,@NOR,0,105.0,,,103,105,10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Solomon Hill,,O,SF/PF,3000,NOR,MIN,3,111.0,,,100,108,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Frank Jackson,,O,PG,3000,NOR,MIN,3,111.0,,,100,108,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Alexis Ajinca,,O,C,3000,NOR,MIN,3,111.0,,,100,108,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Jeremy Lin,,O,PG/SG,3000,BKN,@DAL,1,102.0,,,98,107,5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Vince Hunter,,,PF,3000,MEM,@SAS,2,93.0,,,97,101,-4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Ivan Rabb,,O,PF/C,3000,MEM,@SAS,2,93.0,,,97,101,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,Kobi Simmons,,,SG,3000,MEM,@SAS,2,93.0,,,97,101,-15%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.7
2017-11-29,Malcolm Miller,,,PF,3000,TOR,CHA,3,106.0,,,101,104,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-30,LeBron James,33.0,,SF/PF,11700,CLE,@ATL,1,113.0,31.0,31.0,100,108,18%,20,18,19,30,32,37,56.7,56.2,41.4,70.9,36.0,56.5,4.8,37.6,59.0,5.0
2017-11-30,Giannis Antetokounmpo,19.0,,SF/PF,11100,MIL,@POR,1,99.0,31.0,31.0,99,99,-9%,20,19,21,39,39,39,49.8,55.8,48.4,63.2,38.0,52.8,4.8,36.6,50.8,4.6
2017-11-30,Joel Embiid,,O,C,9500,PHI,@BOS,0,101.0,33.0,24.0,99,98,-5%,20,18,17,33,30,30,46.7,46.3,32.3,60.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-30,Ben Simmons,25.0,,PG/SF,9300,PHI,@BOS,0,101.0,25.0,20.0,99,98,-10%,14,17,16,38,37,36,49.4,47.7,38.3,57.0,38.0,48.6,5.2,39.9,40.5,4.4
2017-11-30,Nikola Jokic,19.0,,C,9100,DEN,CHI,1,110.0,23.0,25.0,99,108,-2%,12,11,12,31,30,31,40.4,42.2,28.6,55.8,33.0,47.3,5.2,15.9,19.0,2.1
2017-11-30,Damian Lillard,15.0,,PG,8500,POR,MIL,2,103.0,31.0,25.0,98,106,-9%,19,20,19,39,37,37,43.5,44.1,33.8,54.4,36.5,43.2,5.1,39.6,35.8,4.2
2017-11-30,Blake Griffin,,O,PF/C,8500,LAC,UTA,2,100.0,30.0,21.0,98,101,-8%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-30,Kyrie Irving,16.0,,PG,8400,BOS,PHI,2,110.0,30.0,25.0,105,103,2%,18,19,18,35,33,33,42.6,40.4,31.5,49.2,34.5,42.0,5.0,32.5,47.0,5.6
2017-11-30,Kevin Love,20.0,,PF/C,8000,CLE,@ATL,1,113.0,24.0,24.0,100,108,7%,14,13,13,25,28,30,37.5,38.3,26.4,50.3,31.0,39.7,5.0,33.4,49.0,6.1
2017-11-30,Dennis Schroder,18.0,,PG,7500,ATL,CLE,4,105.0,30.0,19.0,100,108,6%,15,16,17,31,32,33,34.9,35.2,27.1,43.4,33.5,37.8,5.0,33.0,36.5,4.9
2017-11-30,Rudy Gobert,,O,C,7500,UTA,@LAC,1,102.0,16.0,20.0,100,106,1%,8,8,8,36,35,35,39.9,36.3,26.4,46.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-30,Lou Williams,17.0,,PG/SG,7300,LAC,UTA,2,100.0,28.0,20.0,98,101,-6%,18,15,14,37,33,29,35.7,30.1,17.1,43.0,37.0,38.4,5.3,36.9,34.5,4.7
2017-11-30,DeAndre Jordan,12.0,,C,7100,LAC,UTA,2,100.0,12.0,18.0,98,101,-9%,4,5,6,30,33,32,29.4,31.6,20.2,43.0,34.0,33.5,4.7,31.0,31.0,4.4
2017-11-30,Donovan Mitchell,9.0,,PG/SG,6900,UTA,@LAC,1,102.0,27.0,13.0,100,106,7%,14,13,15,30,30,29,31.0,28.2,18.0,38.4,34.5,33.6,4.9,36.4,36.5,5.3
