Contest_Date,Contest_Name,Player,Roster.Position,FPTS,X.Drafted
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Blake Griffin,PF,50.25,93.09%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Klay Thompson,SG,36.25,88.38%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Draymond Green,F,34.0,76.48%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Lou Williams,PG,53.5,71.73%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),DeAndre Jordan,UTIL,19.75,57.66%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Lonzo Ball,PG,20.75,46.38%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Brandon Ingram,SF,24.75,45.68%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Omri Casspi,SF,16.0,42.84%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Zach Randolph,C,23.0,34.58%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kentavious Caldwell-Pope,G,46.0,27.90%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Austin Rivers,SG,39.0,22.79%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Buddy Hield,UTIL,6.75,21.03%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Wesley Johnson,SF,9.25,20.49%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Willie Cauley-Stein,F,43.0,20.39%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Shaun Livingston,PG,14.75,20.37%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kyle Kuzma,F,22.0,17.06%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Brook Lopez,C,11.75,14.32%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Julius Randle,F,16.75,9.83%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),De'Aaron Fox,PG,20.0,8.96%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Patrick McCaw,G,40.25,8.45%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jordan Clarkson,UTIL,34.0,7.09%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Nick Young,G,8.75,6.68%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Zaza Pachulia,UTIL,13.75,6.65%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Andre Iguodala,UTIL,19.25,5.99%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),George Hill,UTIL,21.5,5.24%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Larry Nance Jr.,F,29.0,5.22%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Bogdan Bogdanovic,G,18.0,3.35%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jordan Bell,UTIL,12.25,1.72%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Garrett Temple,G,25.75,1.67%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),David West,PF,22.25,1.15%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Skal Labissiere,C,18.5,0.88%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kosta Koufos,C,1.5,0.88%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kevon Looney,SF,1.0,0.64%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Frank Mason III,G,24.75,0.60%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Quinn Cook,PG,0.0,0.38%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Justin Jackson,F,0.0,0.29%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Sindarius Thornwell,SG,6.75,0.28%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jawun Evans,PG,8.5,0.07%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Stephen Curry,PG,0.0,0.06%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Sam Dekker,SF,17.5,0.06%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Montrezl Harrell,F,2.5,0.05%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Corey Brewer,F,13.5,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),JaVale McGee,C,10.0,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Willie Reed,C,2.75,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Vince Carter,F,16.75,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kevin Durant,SF,0.0,0.03%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Georgios Papagiannis,C,0.0,0.02%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Luol Deng,SF,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Patrick Beverley,PG,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Andrew Bogut,UTIL,1.5,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Danilo Gallinari,SF,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jakarr Sampson,F,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Malachi Richardson,G,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Ivica Zubac,C,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jamil Wilson,PF,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Tyler Ennis,PG,0.0,0.00%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jack Cooley,PF,0.0,0.00%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Thomas Bryant,C,0.0,0.00%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Blake Griffin,PF,50.25,93.09%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Klay Thompson,SG,36.25,88.38%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Draymond Green,F,34.0,76.48%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Lou Williams,PG,53.5,71.73%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),DeAndre Jordan,UTIL,19.75,57.66%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Lonzo Ball,PG,20.75,46.38%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Brandon Ingram,SF,24.75,45.68%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Omri Casspi,SF,16.0,42.84%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Zach Randolph,C,23.0,34.58%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kentavious Caldwell-Pope,G,46.0,27.90%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Austin Rivers,SG,39.0,22.79%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Buddy Hield,UTIL,6.75,21.03%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Wesley Johnson,SF,9.25,20.49%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Willie Cauley-Stein,F,43.0,20.39%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Shaun Livingston,PG,14.75,20.37%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kyle Kuzma,F,22.0,17.06%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Brook Lopez,C,11.75,14.32%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Julius Randle,F,16.75,9.83%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),De'Aaron Fox,PG,20.0,8.96%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Patrick McCaw,G,40.25,8.45%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jordan Clarkson,UTIL,34.0,7.09%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Nick Young,G,8.75,6.68%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Zaza Pachulia,UTIL,13.75,6.65%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Andre Iguodala,UTIL,19.25,5.99%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),George Hill,UTIL,21.5,5.24%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Larry Nance Jr.,F,29.0,5.22%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Bogdan Bogdanovic,G,18.0,3.35%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jordan Bell,UTIL,12.25,1.72%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Garrett Temple,G,25.75,1.67%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),David West,PF,22.25,1.15%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Skal Labissiere,C,18.5,0.88%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kosta Koufos,C,1.5,0.88%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kevon Looney,SF,1.0,0.64%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Frank Mason III,G,24.75,0.60%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Quinn Cook,PG,0.0,0.38%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Justin Jackson,F,0.0,0.29%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Sindarius Thornwell,SG,6.75,0.28%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jawun Evans,PG,8.5,0.07%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Stephen Curry,PG,0.0,0.06%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Sam Dekker,SF,17.5,0.06%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Montrezl Harrell,F,2.5,0.05%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Corey Brewer,F,13.5,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),JaVale McGee,C,10.0,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Willie Reed,C,2.75,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Vince Carter,F,16.75,0.04%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Kevin Durant,SF,0.0,0.03%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Georgios Papagiannis,C,0.0,0.02%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Luol Deng,SF,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Patrick Beverley,PG,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Andrew Bogut,UTIL,1.5,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Danilo Gallinari,SF,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jakarr Sampson,F,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Malachi Richardson,G,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Ivica Zubac,C,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jamil Wilson,PF,0.0,0.01%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Tyler Ennis,PG,0.0,0.00%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Jack Cooley,PF,0.0,0.00%
20171127,$8.00entry_NBA $250K West Coast Special [$50K to 1st] (Night),Thomas Bryant,C,0.0,0.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Bradley Beal,SG,21.0,52.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Tim Frazier,G,9.25,46.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Nikola Jokic,C,27.0,44.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Willie Cauley-Stein,F,23.5,43.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Denzel Valentine,SF,24.5,39.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Eric Bledsoe,UTIL,42.25,37.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Otto Porter,F,33.5,35.88%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Markieff Morris,PF,7.0,30.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kevin Love,PF,56.75,27.88%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Giannis Antetokounmpo,SF,57.25,26.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Karl-Anthony Towns,C,43.75,24.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Joe Ingles,SF,18.0,24.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Gary Harris,G,26.25,22.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Ricky Rubio,PG,30.0,21.88%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Jimmy Butler,G,45.25,21.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Will Barton,SF,14.5,21.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Justin Holiday,G,49.25,21.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kenneth Faried,C,20.0,21.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Marcin Gortat,C,19.25,20.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],LeBron James,F,58.0,19.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Donovan Mitchell,UTIL,26.75,15.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Lauri Markkanen,PF,27.0,14.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Robin Lopez,C,24.25,10.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Tyler Johnson,PG,6.25,8.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Rodney Hood,SF,0.0,8.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kris Dunn,G,48.5,8.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Frank Mason III,PG,21.5,7.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],John Henson,C,22.25,7.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Tyus Jones,G,30.5,7.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Derrick Favors,F,50.25,7.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Taj Gibson,C,32.25,6.88%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],T.J. Warren,PF,38.75,6.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Garrett Temple,G,21.5,6.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Wayne Ellington,UTIL,11.0,5.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],James Johnson,UTIL,25.75,5.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Dion Waiters,UTIL,32.25,5.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Malcolm Brogdon,G,25.5,5.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Devin Booker,G,54.0,4.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Goran Dragic,PG,17.5,4.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Dwyane Wade,G,32.75,4.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Juancho Hernangómez,F,22.0,3.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Mike James,PG,18.25,3.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Tyson Chandler,C,12.25,3.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Andrew Wiggins,SF,23.5,2.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kelly Olynyk,PF,8.75,2.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Jerian Grant,G,14.75,2.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Mason Plumlee,UTIL,4.0,2.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Jamal Murray,PG,14.75,2.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Zach Randolph,C,18.75,2.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],George Hill,PG,7.5,2.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Bobby Portis,PF,17.25,2.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],De'Aaron Fox,G,7.25,1.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Greg Monroe,C,0.0,1.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kelly Oubre Jr.,SF,29.5,1.63%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Jeff Green,PF,15.5,1.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Tony Snell,F,19.0,1.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kyle Korver,SF,16.5,1.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],J.R. Smith,SG,24.25,1.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Tyler Ulis,PG,32.5,1.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Buddy Hield,F,17.5,1.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Hassan Whiteside,C,35.5,1.00%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Josh Richardson,SF,23.0,0.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Bogdan Bogdanovic,G,11.5,0.75%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Ekpe Udoh,UTIL,10.0,0.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Jae Crowder,SF,1.5,0.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Khris Middleton,G,22.0,0.50%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Justise Winslow,UTIL,12.5,0.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Skal Labissiere,PF,18.5,0.38%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Josh Jackson,SF,1.25,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Vince Carter,F,4.5,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Trey Lyles,PF,10.0,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Channing Frye,F,9.5,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Alec Burks,PG,22.5,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Dragan Bender,F,8.0,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Alex Len,PF,37.5,0.25%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Gary Payton II,SG,1.0,0.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Emmanuel Mudiay,G,15.75,0.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Raul Neto,UTIL,4.5,0.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Kosta Koufos,C,12.25,0.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Jeff Teague,PG,0.0,0.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Marquese Chriss,PF,12.5,0.13%
20171128,$555.00entry_NBA $400K Alley Oop [$100K to 1st],Justin Jackson,F,1.25,0.13%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Tim Frazier,G,9.25,43.38%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Bradley Beal,SG,21.0,41.25%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Willie Cauley-Stein,UTIL,23.5,40.20%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Otto Porter,PF,33.5,31.96%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Denzel Valentine,F,24.5,31.82%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],LeBron James,SF,58.0,31.59%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Giannis Antetokounmpo,PF,57.25,31.45%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Nikola Jokic,C,27.0,31.14%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Eric Bledsoe,PG,42.25,31.12%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Kevin Love,C,56.75,21.02%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Kenneth Faried,F,20.0,20.57%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Jimmy Butler,SG,45.25,18.87%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Donovan Mitchell,UTIL,26.75,18.10%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Joe Ingles,SF,18.0,17.93%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Lauri Markkanen,PF,27.0,17.63%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Marcin Gortat,C,19.25,17.10%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Gary Harris,SG,26.25,17.08%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Markieff Morris,SF,7.0,16.32%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Karl-Anthony Towns,C,43.75,15.96%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Will Barton,G,14.5,15.19%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Ricky Rubio,PG,30.0,13.84%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Dwyane Wade,PG,32.75,13.45%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Justin Holiday,G,49.25,12.43%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Tyus Jones,SG,30.5,11.02%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],T.J. Warren,SF,38.75,10.97%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Derrick Favors,PF,50.25,10.74%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Taj Gibson,C,32.25,10.32%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Wayne Ellington,F,11.0,9.66%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Goran Dragic,PG,17.5,9.45%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Andrew Wiggins,F,23.5,9.28%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Rodney Hood,F,0.0,8.92%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Dion Waiters,SG,32.25,8.77%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Kris Dunn,SG,48.5,8.17%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Mike James,G,18.25,7.62%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Frank Mason III,PG,21.5,7.48%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Robin Lopez,C,24.25,7.46%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],James Johnson,PF,25.75,7.13%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],John Henson,UTIL,22.25,6.85%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Jerian Grant,G,14.75,6.83%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Devin Booker,SF,54.0,6.80%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Malcolm Brogdon,SG,25.5,6.32%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Tyler Johnson,PG,6.25,5.87%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Kelly Oubre Jr.,G,29.5,5.71%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Hassan Whiteside,C,35.5,5.49%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Garrett Temple,G,21.5,5.22%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Bobby Portis,PF,17.25,4.98%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Zach Randolph,UTIL,18.75,4.54%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Jeff Green,UTIL,15.5,3.79%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Jamal Murray,UTIL,14.75,3.62%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Kyle Korver,F,16.5,3.13%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],George Hill,PG,7.5,3.09%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Tyson Chandler,C,12.25,3.03%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Alex Len,F,37.5,2.99%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Buddy Hield,F,17.5,2.92%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],Mason Plumlee,PF,4.0,2.77%
20171128,$8.00entry_NBA $450K Excellent 8’s [$50K to 1st!],J.R. Smith,G,24.25,2.75%
