Contest_Date,Contest_Name,Player,Roster.Position,FPTS,X.Drafted
20171212,$2.00entry_NBA $2 Double Up,Lonzo Ball,UTIL,43.0,4.35%
20171212,$2.00entry_NBA $2 Double Up,Jordan Clarkson,UTIL,24.0,4.26%
20171212,$2.00entry_NBA $2 Double Up,Marquese Chriss,C,21.5,3.92%
20171212,$2.00entry_NBA $2 Double Up,Alex Len,C,25.0,3.83%
20171212,$2.00entry_NBA $2 Double Up,Brandon Ingram,SG,22.75,3.66%
20171212,$2.00entry_NBA $2 Double Up,Mike Scott,UTIL,15.75,3.57%
20171212,$2.00entry_NBA $2 Double Up,De'Aaron Fox,G,12.0,3.39%
20171212,$2.00entry_NBA $2 Double Up,Kent Bazemore,F,47.0,3.31%
20171212,$2.00entry_NBA $2 Double Up,Dario Saric,UTIL,30.5,3.22%
20171212,$2.00entry_NBA $2 Double Up,Zach Randolph,C,34.75,3.05%
20171212,$2.00entry_NBA $2 Double Up,Buddy Hield,G,17.5,3.05%
20171212,$2.00entry_NBA $2 Double Up,Reggie Jackson,UTIL,21.5,2.96%
20171212,$2.00entry_NBA $2 Double Up,Courtney Lee,SG,23.25,2.96%
20171212,$2.00entry_NBA $2 Double Up,Gorgui Dieng,C,14.75,2.79%
20171212,$2.00entry_NBA $2 Double Up,Jeff Green,F,21.75,2.70%
20171212,$2.00entry_NBA $2 Double Up,Tim Frazier,UTIL,12.25,2.52%
20171212,$2.00entry_NBA $2 Double Up,Willie Cauley-Stein,C,23.5,2.52%
20171212,$2.00entry_NBA $2 Double Up,Dennis Schroder,PG,23.75,2.44%
20171212,$2.00entry_NBA $2 Double Up,Dwyane Wade,PG,0.0,2.44%
20171212,$2.00entry_NBA $2 Double Up,Mason Plumlee,C,32.25,2.44%
20171212,$2.00entry_NBA $2 Double Up,Ish Smith,PG,20.0,2.44%
20171212,$2.00entry_NBA $2 Double Up,Taj Gibson,F,32.5,2.35%
20171212,$2.00entry_NBA $2 Double Up,Bogdan Bogdanovic,F,24.75,2.35%
20171212,$2.00entry_NBA $2 Double Up,Marco Belinelli,SG,12.0,2.26%
20171212,$2.00entry_NBA $2 Double Up,Tyler Zeller,UTIL,24.5,2.26%
20171212,$2.00entry_NBA $2 Double Up,Jarrett Jack,PG,24.5,2.09%
20171212,$2.00entry_NBA $2 Double Up,Caris LeVert,SG,31.25,2.00%
20171212,$2.00entry_NBA $2 Double Up,Kentavious Caldwell-Pope,G,41.0,1.91%
20171212,$2.00entry_NBA $2 Double Up,Jeff Teague,G,23.75,1.91%
20171212,$2.00entry_NBA $2 Double Up,Kenneth Faried,C,0.0,1.83%
20171212,$2.00entry_NBA $2 Double Up,Emmanuel Mudiay,PG,4.5,1.83%
20171212,$2.00entry_NBA $2 Double Up,Rudy Gay,PF,35.75,1.83%
20171212,$2.00entry_NBA $2 Double Up,Otto Porter Jr.,UTIL,21.75,1.65%
20171212,$2.00entry_NBA $2 Double Up,Trey Lyles,F,26.0,1.48%
20171212,$2.00entry_NBA $2 Double Up,Maxi Kleber,UTIL,10.5,1.48%
20171212,$2.00entry_NBA $2 Double Up,Kyle Kuzma,F,33.5,1.39%
20171212,$2.00entry_NBA $2 Double Up,Taurean Prince,G,41.75,1.39%
20171212,$2.00entry_NBA $2 Double Up,Joel Embiid,C,58.0,1.39%
20171212,$2.00entry_NBA $2 Double Up,Harrison Barnes,SF,30.5,1.31%
20171212,$2.00entry_NBA $2 Double Up,George Hill,UTIL,36.75,1.22%
20171212,$2.00entry_NBA $2 Double Up,Avery Bradley,PG,7.25,1.04%
20171212,$2.00entry_NBA $2 Double Up,Trevor Booker,PF,31.75,1.04%
20171212,$2.00entry_NBA $2 Double Up,Frank Mason III,G,20.5,1.04%
20171212,$2.00entry_NBA $2 Double Up,Jahlil Okafor,C,0.0,0.96%
20171212,$2.00entry_NBA $2 Double Up,Markieff Morris,F,6.75,0.96%
20171212,$2.00entry_NBA $2 Double Up,Brook Lopez,C,24.5,0.70%
20171212,$2.00entry_NBA $2 Double Up,Jae Crowder,SF,17.75,0.70%
20171212,$2.00entry_NBA $2 Double Up,LaMarcus Aldridge,C,42.25,0.61%
20171212,$2.00entry_NBA $2 Double Up,Kevin Love,C,37.5,0.61%
20171212,$2.00entry_NBA $2 Double Up,Jarrett Allen,C,17.5,0.52%
20171212,$2.00entry_NBA $2 Double Up,Jakarr Sampson,F,0.0,0.52%
20171212,$2.00entry_NBA $2 Double Up,Reggie Bullock,G,11.5,0.52%
20171212,$2.00entry_NBA $2 Double Up,Doug McDermott,SF,11.5,0.44%
20171212,$2.00entry_NBA $2 Double Up,Kelly Oubre Jr.,F,26.25,0.44%
20171212,$2.00entry_NBA $2 Double Up,Kyle O'Quinn,UTIL,15.75,0.44%
20171212,$2.00entry_NBA $2 Double Up,Dirk Nowitzki,C,11.5,0.44%
20171212,$2.00entry_NBA $2 Double Up,José Calderón,G,25.25,0.44%
20171212,$2.00entry_NBA $2 Double Up,Greg Monroe,PF,0.0,0.35%
20171212,$2.00entry_NBA $2 Double Up,Kawhi Leonard,F,26.5,0.35%
20171212,$2.00entry_NBA $2 Double Up,Jerryd Bayless,PG,9.0,0.26%
20171212,$2.00entry_NBA $2 Double Up,Tony Parker,G,18.25,0.17%
20171212,$2.00entry_NBA $2 Double Up,Larry Nance Jr.,PF,17.75,0.17%
20171212,$2.00entry_NBA $2 Double Up,Malcolm Delaney,UTIL,3.5,0.09%
20171212,$2.00entry_NBA $2 Double Up,Jamal Murray,PG,40.5,0.09%
20171212,$2.00entry_NBA $2 Double Up,Miles Plumlee,C,6.0,0.09%
20171212,$2.00entry_NBA $2 Double Up,John Wall,PG,0.0,0.09%
20171212,$2.00entry_NBA $2 Double Up,Kosta Koufos,UTIL,22.5,0.09%
20171212,$2.00entry_NBA $2 Double Up,Guillermo Hernangómez,C,0.0,0.09%
20171212,$2.00entry_NBA $2 Double Up,Gary Harris,SG,36.5,0.09%
20171212,$2.00entry_NBA $2 Double Up,Bryn Forbes,G,13.75,0.09%
20171212,$2.00entry_NBA $2 Double Up,Jodie Meeks,UTIL,25.5,0.09%
20171212,$2.00entry_NBA $2 Double Up,Ron Baker,PG,5.5,0.09%
20171212,$2.00entry_NBA $2 Double Up,Pau Gasol,C,13.75,0.09%
20171212,$2.00entry_NBA $2 Double Up,Stanley Johnson,G,2.75,0.09%
20171212,$2.00entry_NBA $2 Double Up,Patty Mills,G,18.25,0.09%
20171212,$2.00entry_NBA $2 Double Up,Devin Harris,G,19.25,0.09%
20171212,$2.00entry_NBA $2 Double Up,Jamal Crawford,G,12.0,0.09%
20171212,$2.00entry_NBA $2 Double Up,Damyean Dotson,SF,0.0,0.09%
20171212,$2.00entry_NBA $2 Double Up,Dwight Powell,C,30.0,0.09%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kristaps Porzingis,C,66.75,85.38%
20171212,$5.00entry_NBA GIANT $5 Double Up,Spencer Dinwiddie,PG,43.0,69.13%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jimmy Butler,G,53.0,50.95%
20171212,$5.00entry_NBA GIANT $5 Double Up,T.J. Warren,F,27.75,49.71%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tyler Cavanaugh,PF,25.25,45.90%
20171212,$5.00entry_NBA GIANT $5 Double Up,LeBron James,SF,64.75,44.81%
20171212,$5.00entry_NBA GIANT $5 Double Up,Yogi Ferrell,UTIL,32.0,39.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Josh Jackson,UTIL,16.75,28.21%
20171212,$5.00entry_NBA GIANT $5 Double Up,Wilson Chandler,F,25.0,27.84%
20171212,$5.00entry_NBA GIANT $5 Double Up,Mike James,G,25.75,27.21%
20171212,$5.00entry_NBA GIANT $5 Double Up,Karl-Anthony Towns,C,57.0,22.28%
20171212,$5.00entry_NBA GIANT $5 Double Up,Julius Randle,PF,21.5,21.47%
20171212,$5.00entry_NBA GIANT $5 Double Up,Andre Drummond,C,23.0,19.08%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tyler Ulis,G,19.75,18.47%
20171212,$5.00entry_NBA GIANT $5 Double Up,Rondae Hollis-Jefferson,F,36.0,15.75%
20171212,$5.00entry_NBA GIANT $5 Double Up,Marcin Gortat,UTIL,20.25,11.55%
20171212,$5.00entry_NBA GIANT $5 Double Up,Allen Crabbe,SG,28.75,11.33%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kyle Korver,SG,23.75,10.79%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tomas Satoransky,G,18.5,9.61%
20171212,$5.00entry_NBA GIANT $5 Double Up,J.R. Smith,G,22.25,9.11%
20171212,$5.00entry_NBA GIANT $5 Double Up,JJ Redick,G,33.0,9.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ersan Ilyasova,SF,14.5,8.61%
20171212,$5.00entry_NBA GIANT $5 Double Up,J.J. Barea,PG,33.0,8.40%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tyson Chandler,UTIL,25.0,7.92%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ben Simmons,SF,21.25,7.85%
20171212,$5.00entry_NBA GIANT $5 Double Up,Lonzo Ball,UTIL,43.0,7.72%
20171212,$5.00entry_NBA GIANT $5 Double Up,Dennis Schroder,PG,23.75,7.20%
20171212,$5.00entry_NBA GIANT $5 Double Up,Wesley Matthews,SF,28.75,6.59%
20171212,$5.00entry_NBA GIANT $5 Double Up,Zach Randolph,C,34.75,6.18%
20171212,$5.00entry_NBA GIANT $5 Double Up,Frank Ntilikina,UTIL,29.75,5.37%
20171212,$5.00entry_NBA GIANT $5 Double Up,Brandon Ingram,SF,22.75,4.74%
20171212,$5.00entry_NBA GIANT $5 Double Up,Buddy Hield,SG,17.5,4.42%
20171212,$5.00entry_NBA GIANT $5 Double Up,Otto Porter Jr.,SF,21.75,4.35%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tyler Zeller,UTIL,24.5,4.29%
20171212,$5.00entry_NBA GIANT $5 Double Up,DeMarre Carroll,SF,29.0,4.15%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tobias Harris,PF,13.5,4.13%
20171212,$5.00entry_NBA GIANT $5 Double Up,Enes Kanter,PF,28.75,4.05%
20171212,$5.00entry_NBA GIANT $5 Double Up,Trey Lyles,F,26.0,3.94%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jarrett Jack,PG,24.5,3.87%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jeff Green,PF,21.75,3.59%
20171212,$5.00entry_NBA GIANT $5 Double Up,Reggie Bullock,SG,11.5,3.46%
20171212,$5.00entry_NBA GIANT $5 Double Up,Maxi Kleber,F,10.5,3.18%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jordan Clarkson,G,24.0,3.00%
20171212,$5.00entry_NBA GIANT $5 Double Up,Frank Mason III,G,20.5,2.91%
20171212,$5.00entry_NBA GIANT $5 Double Up,Will Barton,F,30.0,2.41%
20171212,$5.00entry_NBA GIANT $5 Double Up,Dario Saric,UTIL,30.5,2.39%
20171212,$5.00entry_NBA GIANT $5 Double Up,Andrew Wiggins,SF,37.75,2.22%
20171212,$5.00entry_NBA GIANT $5 Double Up,Marquese Chriss,F,21.5,2.20%
20171212,$5.00entry_NBA GIANT $5 Double Up,Bradley Beal,SG,39.5,2.13%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jeff Teague,PG,23.75,2.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kent Bazemore,F,47.0,2.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,De'Aaron Fox,G,12.0,1.94%
20171212,$5.00entry_NBA GIANT $5 Double Up,Markieff Morris,F,6.75,1.68%
20171212,$5.00entry_NBA GIANT $5 Double Up,Gorgui Dieng,C,14.75,1.65%
20171212,$5.00entry_NBA GIANT $5 Double Up,Taurean Prince,G,41.75,1.59%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jahlil Okafor,C,0.0,1.41%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kenneth Faried,C,0.0,1.37%
20171212,$5.00entry_NBA GIANT $5 Double Up,Bogdan Bogdanovic,F,24.75,1.37%
20171212,$5.00entry_NBA GIANT $5 Double Up,George Hill,PG,36.75,1.35%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kevin Love,C,37.5,1.26%
20171212,$5.00entry_NBA GIANT $5 Double Up,Marco Belinelli,UTIL,12.0,1.24%
20171212,$5.00entry_NBA GIANT $5 Double Up,Reggie Jackson,UTIL,21.5,1.20%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kentavious Caldwell-Pope,SG,41.0,1.13%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ish Smith,UTIL,20.0,1.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Dirk Nowitzki,F,11.5,1.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Caris LeVert,SG,31.25,1.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Taj Gibson,F,32.5,1.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kelly Oubre Jr.,F,26.25,0.98%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kyle Kuzma,F,33.5,0.94%
20171212,$5.00entry_NBA GIANT $5 Double Up,Doug McDermott,SF,11.5,0.91%
20171212,$5.00entry_NBA GIANT $5 Double Up,Avery Bradley,PG,7.25,0.87%
20171212,$5.00entry_NBA GIANT $5 Double Up,Trevor Booker,C,31.75,0.78%
20171212,$5.00entry_NBA GIANT $5 Double Up,Rudy Gay,F,35.75,0.70%
20171212,$5.00entry_NBA GIANT $5 Double Up,LaMarcus Aldridge,C,42.25,0.63%
20171212,$5.00entry_NBA GIANT $5 Double Up,Courtney Lee,SG,23.25,0.57%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jae Crowder,SF,17.75,0.54%
20171212,$5.00entry_NBA GIANT $5 Double Up,Dennis Smith Jr.,G,0.0,0.54%
20171212,$5.00entry_NBA GIANT $5 Double Up,José Calderón,UTIL,25.25,0.50%
20171212,$5.00entry_NBA GIANT $5 Double Up,Greg Monroe,C,0.0,0.50%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tony Parker,PG,18.25,0.50%
20171212,$5.00entry_NBA GIANT $5 Double Up,Willie Cauley-Stein,UTIL,23.5,0.48%
20171212,$5.00entry_NBA GIANT $5 Double Up,Harrison Barnes,SF,30.5,0.48%
20171212,$5.00entry_NBA GIANT $5 Double Up,Brook Lopez,UTIL,24.5,0.44%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kawhi Leonard,SF,26.5,0.39%
20171212,$5.00entry_NBA GIANT $5 Double Up,Dwyane Wade,G,0.0,0.37%
20171212,$5.00entry_NBA GIANT $5 Double Up,Alex Len,C,25.0,0.35%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kyle O'Quinn,F,15.75,0.33%
20171212,$5.00entry_NBA GIANT $5 Double Up,Emmanuel Mudiay,G,4.5,0.30%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jarrett Allen,C,17.5,0.28%
20171212,$5.00entry_NBA GIANT $5 Double Up,Patty Mills,UTIL,18.25,0.26%
20171212,$5.00entry_NBA GIANT $5 Double Up,Joel Embiid,UTIL,58.0,0.26%
20171212,$5.00entry_NBA GIANT $5 Double Up,Gary Harris,SG,36.5,0.24%
20171212,$5.00entry_NBA GIANT $5 Double Up,Richard Jefferson,SF,0.0,0.22%
20171212,$5.00entry_NBA GIANT $5 Double Up,Amir Johnson,F,3.5,0.17%
20171212,$5.00entry_NBA GIANT $5 Double Up,Mason Plumlee,F,32.25,0.17%
20171212,$5.00entry_NBA GIANT $5 Double Up,Guillermo Hernangómez,F,0.0,0.17%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jamal Murray,PG,40.5,0.15%
20171212,$5.00entry_NBA GIANT $5 Double Up,Mike Scott,PF,15.75,0.13%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jerryd Bayless,G,9.0,0.11%
20171212,$5.00entry_NBA GIANT $5 Double Up,Stanley Johnson,UTIL,2.75,0.11%
20171212,$5.00entry_NBA GIANT $5 Double Up,Richaun Holmes,C,34.75,0.09%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tim Frazier,UTIL,12.25,0.09%
20171212,$5.00entry_NBA GIANT $5 Double Up,Larry Nance Jr.,PF,17.75,0.09%
20171212,$5.00entry_NBA GIANT $5 Double Up,Dejounte Murray,PG,2.5,0.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ron Baker,G,5.5,0.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jakarr Sampson,SF,0.0,0.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ramon Sessions,UTIL,0.0,0.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Pau Gasol,UTIL,13.75,0.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Robert Covington,UTIL,0.0,0.07%
20171212,$5.00entry_NBA GIANT $5 Double Up,Joe Harris,G,12.0,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ante Zizic,F,4.5,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Timothé Luwawu-Cabarrot,SF,5.75,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Justin Jackson,F,0.0,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Skal Labissiere,C,13.5,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Miles Plumlee,UTIL,6.0,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jamal Crawford,G,12.0,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Lance Thomas,F,10.75,0.04%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tristan Thompson,UTIL,0.0,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Kosta Koufos,UTIL,22.5,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,John Wall,PG,0.0,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Luke Kennard,G,3.5,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Isaiah Whitehead,SG,0.0,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Quincy Acy,F,5.0,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Manu Ginobili,G,10.75,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Tyus Jones,SG,13.25,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Langston Galloway,G,23.0,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Troy Daniels,SG,16.5,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Ian Mahinmi,C,0.0,0.02%
20171212,$5.00entry_NBA GIANT $5 Double Up,Jodie Meeks,UTIL,25.5,0.02%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],LeBron James,SF,64.75,38.88%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kristaps Porzingis,C,66.75,37.05%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Spencer Dinwiddie,PG,43.0,29.43%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jimmy Butler,SG,53.0,27.90%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Ben Simmons,SF,21.25,23.22%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Ersan Ilyasova,PF,14.5,18.68%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],T.J. Warren,SF,27.75,18.33%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Karl-Anthony Towns,C,57.0,17.98%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Zach Randolph,C,34.75,17.88%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Lonzo Ball,G,43.0,16.73%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Rondae Hollis-Jefferson,F,36.0,16.05%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Andre Drummond,UTIL,23.0,15.31%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Yogi Ferrell,SG,32.0,15.10%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Wilson Chandler,PF,25.0,14.71%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Julius Randle,F,21.5,14.36%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Mike James,G,25.75,13.16%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],J.J. Barea,G,33.0,13.11%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Enes Kanter,PF,28.75,12.16%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Brandon Ingram,SF,22.75,11.77%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jordan Clarkson,PG,24.0,11.70%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Buddy Hield,G,17.5,11.45%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],JJ Redick,SG,33.0,11.28%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Andrew Wiggins,SF,37.75,10.76%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Bradley Beal,G,39.5,10.69%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Will Barton,SG,30.0,10.61%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Dario Saric,C,30.5,10.28%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Reggie Jackson,PG,21.5,10.24%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Dennis Schroder,UTIL,23.75,10.10%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jeff Teague,PG,23.75,9.68%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kent Bazemore,SF,47.0,9.26%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Otto Porter Jr.,SF,21.75,9.13%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Marcin Gortat,C,20.25,8.95%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kentavious Caldwell-Pope,SG,41.0,8.91%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],J.R. Smith,G,22.25,8.61%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Tyler Cavanaugh,F,25.25,8.35%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Tobias Harris,SF,13.5,8.22%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Wesley Matthews,UTIL,28.75,7.71%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Caris LeVert,SG,31.25,6.92%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kenneth Faried,C,0.0,6.87%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jarrett Jack,PG,24.5,6.85%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],LaMarcus Aldridge,C,42.25,6.69%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Courtney Lee,SG,23.25,6.64%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Tyson Chandler,UTIL,25.0,6.63%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kyle Kuzma,PF,33.5,6.47%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Trevor Booker,C,31.75,6.35%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Bogdan Bogdanovic,UTIL,24.75,6.32%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Harrison Barnes,SF,30.5,6.25%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Josh Jackson,G,16.75,5.96%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],DeMarre Carroll,F,29.0,5.70%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jeff Green,F,21.75,5.57%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Taj Gibson,C,32.5,5.50%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Marco Belinelli,SG,12.0,5.46%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kyle Korver,G,23.75,5.27%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Tomas Satoransky,PG,18.5,5.09%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Trey Lyles,UTIL,26.0,5.08%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Taurean Prince,SG,41.75,5.01%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jahlil Okafor,C,0.0,4.74%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],De'Aaron Fox,UTIL,12.0,4.70%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Frank Mason III,G,20.5,4.65%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Dwyane Wade,G,0.0,4.50%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Tyler Ulis,G,19.75,4.50%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kevin Love,PF,37.5,4.46%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kelly Oubre Jr.,G,26.25,4.43%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Allen Crabbe,SG,28.75,4.39%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Avery Bradley,PG,7.25,4.13%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Greg Monroe,C,0.0,4.13%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],George Hill,UTIL,36.75,3.86%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Kawhi Leonard,PF,26.5,3.69%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Brook Lopez,C,24.5,3.68%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Ish Smith,G,20.0,3.65%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Dirk Nowitzki,F,11.5,3.37%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Jae Crowder,PF,17.75,3.36%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Frank Ntilikina,PG,29.75,2.99%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Marquese Chriss,C,21.5,2.88%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Markieff Morris,F,6.75,2.61%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Maxi Kleber,F,10.5,2.50%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Doug McDermott,F,11.5,2.50%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Joel Embiid,C,58.0,2.49%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Gary Harris,SG,36.5,2.48%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Mason Plumlee,C,32.25,2.46%
20171212,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Rudy Gay,PF,35.75,2.41%
