Contest_Date,player,salary,team,pos,opp,ceil,floor,fpts
2017-12-01,Elfrid Payton,6100,ORL,PG,GSW,47.2752,18.3848,32.83
2017-12-01,D.J. Augustin,3900,ORL,PG/SG,GSW,21.593000000000004,7.007000000000001,14.3
2017-12-01,Mario Hezonja,3400,ORL,PG/SF,GSW,9.7881,1.2719,5.53
2017-12-01,Arron Afflalo,3400,ORL,SG/SF,GSW,22.1517,5.0283,13.59
2017-12-01,Evan Fournier,5500,ORL,SG/SF,GSW,40.2113,13.0487,26.63
2017-12-01,Nikola Vucevic,7200,ORL,C,GSW,48.4416,18.8384,33.64
2017-12-01,Jonathon Simmons,5100,ORL,SG/SF,GSW,42.3269,10.2531,26.29
2017-12-01,Bismack Biyombo,3200,ORL,PF/C,GSW,22.1805,6.4395,14.31
2017-12-01,Kevin Durant,9600,GSW,SF/PF,ORL,70.7319,21.7281,46.23
2017-12-01,Chris McCullough,3000,WAS,PF/C,DET,6.3336,0.9464,3.64
2017-12-01,Boban Marjanovic,3000,DET,C,WAS,,,0.0
2017-12-01,Langston Galloway,3000,DET,PG/SG,WAS,16.9076,2.7524,9.83
2017-12-01,Reggie Bullock,3000,DET,SG/SF,WAS,,,0.0
2017-12-01,Eric Moreland,3000,DET,PF/C,WAS,15.0048,5.8352,10.42
2017-12-01,Henry Ellenson,3000,DET,PF/C,WAS,,,0.0
2017-12-01,Luke Kennard,3300,DET,SG,WAS,18.5328,7.2072,12.87
2017-12-01,Ish Smith,4100,DET,PG,WAS,28.0656,10.9144,19.49
2017-12-01,Andre Drummond,8800,DET,C,WAS,60.5608,28.4992,44.53
2017-12-01,Tobias Harris,6300,DET,SF/PF,WAS,40.446,19.474,29.96
2017-12-01,Reggie Jackson,6000,DET,PG,WAS,44.6775,10.8225,27.75
2017-12-01,Anthony Tolliver,3400,DET,SF/PF,WAS,17.6064,3.3536,10.48
2017-12-01,Stanley Johnson,3800,DET,SG/SF,WAS,33.3336,5.4264,19.38
2017-12-01,Bradley Beal,7900,WAS,SG,DET,54.0191,24.8409,39.43
2017-12-01,Tim Frazier,4200,WAS,PG,DET,35.046,4.553999999999999,19.8
2017-12-01,Ian Mahinmi,3400,WAS,C,DET,25.636,4.524,15.08
2017-12-01,Jason Smith,3400,WAS,PF/C,DET,,,0.0
2017-12-01,Tomas Satoransky ,3800,WAS,PG/SG,DET,25.56,9.94,17.75
2017-12-01,Carrick Felix,3000,WAS,SG/SF,DET,,,0.0
2017-12-01,Jodie Meeks,3500,WAS,SG,DET,18.6539,3.6861,11.17
2017-12-01,Mike Scott,3200,WAS,PF,DET,14.7136,2.0064,8.36
2017-12-01,Otto Porter,6500,WAS,SF/PF,DET,43.3576,17.2824,30.32
2017-12-01,Marcin Gortat,4900,WAS,C,DET,27.7965,13.3835,20.59
2017-12-01,Kelly Oubre,4800,WAS,SG/SF,DET,27.288,10.612,18.95
2017-12-01,Markieff Morris,4600,WAS,SF/PF,DET,29.6234,10.9566,20.29
2017-12-01,Victor Oladipo,8000,IND,PG/SG,TOR,62.0928,18.5472,40.32
2017-12-01,Thaddeus Young,5600,IND,SF/PF,TOR,39.6489,13.5711,26.61
2017-12-01,Marcus Georges-Hunt,3000,MIN,SG/SF,OKC,,,0.0
2017-12-01,Shabazz Muhammad,3500,MIN,SG/SF,OKC,5.8384,1.2816,3.56
2017-12-01,Aaron Brooks,3000,MIN,PG/SG,OKC,,,0.0
2017-12-01,Gorgui Dieng,3800,MIN,PF/C,OKC,21.978,10.582,16.28
2017-12-01,Cole Aldrich,3000,MIN,C,OKC,,,0.0
2017-12-01,Nemanja Bjelica,3600,MIN,SF/PF,OKC,,,0.0
2017-12-01,Tyus Jones,4700,MIN,PG/SG,OKC,16.9743,2.2057,9.59
2017-12-01,Andrew Wiggins,6700,MIN,SF/PF,OKC,38.8608,20.0192,29.44
2017-12-01,Jeff Teague,6500,MIN,PG,OKC,43.754,23.046,33.4
2017-12-01,Taj Gibson,5700,MIN,PF/C,OKC,42.4276,15.6924,29.06
2017-12-01,Jamal Crawford,3600,MIN,SG,OKC,24.18,8.06,16.12
2017-12-01,Paul George,8200,OKC,SF,MIN,56.728,24.311999999999998,40.52
2017-12-01,Russell Westbrook,11400,OKC,PG,MIN,70.1961,43.9439,57.07
2017-12-01,Nick Collison,3000,OKC,PF/C,MIN,,,0.0
2017-12-01,Josh Huestis,3000,OKC,SF/PF,MIN,,,0.0
2017-12-01,Dakari Johnson,3300,OKC,C,MIN,,,0.0
2017-12-01,Carmelo Anthony,6700,OKC,SF/PF,MIN,43.2535,16.4065,29.83
2017-12-01,Steven Adams,5800,OKC,C,MIN,40.3542,16.8858,28.62
2017-12-01,Terrance Ferguson,3000,OKC,SG/SF,MIN,16.0272,6.2328,11.13
2017-12-01,Patrick Patterson,3100,OKC,PF/C,MIN,11.4408,2.1792,6.81
2017-12-01,Andre Roberson,3400,OKC,SG/SF,MIN,27.0774,9.7626,18.42
2017-12-01,Alex Abrines,3300,OKC,SG/SF,MIN,,,0.0
2017-12-01,Jerami Grant,4000,OKC,SF/PF,MIN,22.5835,6.5565,14.57
2017-12-01,Raymond Felton,3300,OKC,PG/SG,MIN,21.0086,4.1514,12.58
2017-12-01,Karl-Anthony Towns,8600,MIN,C,OKC,51.786,30.414,41.1
2017-12-01,Jimmy Butler,7300,MIN,SG,OKC,49.2456,20.1144,34.68
2017-12-01,Al Jefferson,3400,IND,PF/C,TOR,,,0.0
2017-12-01,Lance Stephenson,4500,IND,SG/SF,TOR,38.3292,7.0308,22.68
2017-12-01,Damien Wilkins,3000,IND,SG/SF,TOR,,,0.0
2017-12-01,Joseph Young,3000,IND,PG/SG,TOR,,,0.0
2017-12-01,DeMar DeRozan,7900,TOR,SG/SF,IND,54.5106,22.8094,38.66
2017-12-01,TJ Leaf,3000,IND,SF/PF,TOR,,,0.0
2017-12-01,Cory Joseph,3500,IND,PG,TOR,25.5816,8.0784,16.83
2017-12-01,Darren Collison,5800,IND,PG,TOR,43.0616,13.5984,28.33
2017-12-01,Myles Turner,6300,IND,C,TOR,41.4462,20.4138,30.93
2017-12-01,Domantas Sabonis,5300,IND,PF/C,TOR,40.4508,11.4092,25.93
2017-12-01,Bojan Bogdanovic,4600,IND,SG/SF,TOR,35.313,12.087,23.7
2017-12-01,Kyle Lowry,8100,TOR,PG,IND,64.4182,19.2418,41.83
2017-12-01,Serge Ibaka,4800,TOR,PF/C,IND,32.4186,13.2414,22.83
2017-12-01,Pascal Siakam,4100,TOR,PF,IND,33.1698,4.3102,18.74
2017-12-01,Lucas Nogueira,3400,TOR,C,IND,,,0.0
2017-12-01,Alfonzo McKinnie,3000,TOR,PF,IND,,,0.0
2017-12-01,Norman Powell,4000,TOR,SG/SF,IND,29.1375,4.1625,16.65
2017-12-01,Lorenzo Brown,3000,TOR,PG,IND,,,0.0
2017-12-01,Fred VanVleet,3400,TOR,PG,IND,26.2491,3.4109,14.83
2017-12-01,OG Anunoby,3500,TOR,SF/PF,IND,19.3824,7.5376,13.46
2017-12-01,Delon Wright,3500,TOR,PG/SG,IND,,,0.0
2017-12-01,Jonas Valanciunas,4800,TOR,C,IND,31.9891,12.7509,22.37
2017-12-01,C.J. Miles,3900,TOR,SG/SF,IND,23.4205,6.7995,15.11
2017-12-01,Jakob Poeltl,3400,TOR,PF/C,IND,25.2402,3.2798,14.26
2017-12-01,Avery Bradley,5800,DET,PG/SG,WAS,44.3232,10.3968,27.36
2017-12-02,Garrett Temple,3900,SAC,PG/SG,MIL,30.4824,8.5976,19.54
2017-12-02,Kosta Koufos,3400,SAC,C,MIL,20.8817,5.0583,12.97
2017-12-02,Frank Mason,3700,SAC,PG/SG,MIL,19.3536,7.5264,13.44
2017-12-02,Vince Carter,3000,SAC,SG/SF,MIL,7.9442,2.1758,5.06
2017-12-02,Skal Labissiere,3400,SAC,PF/C,MIL,22.62,3.38,13.0
2017-12-02,Zach Randolph,5000,SAC,PF/C,MIL,37.4139,12.8061,25.11
2017-12-02,Bogdan Bogdanovic,3600,SAC,SG/SF,MIL,24.5376,9.5424,17.04
2017-12-02,De'Aaron Fox,4500,SAC,PG,MIL,30.8304,11.9896,21.41
2017-12-02,George Hill,4000,SAC,PG/SG,MIL,29.4192,6.9008,18.16
2017-12-02,Buddy Hield,4400,SAC,SG/SF,MIL,18.3144,5.1656,11.74
2017-12-02,Giannis Antetokounmpo,11600,MIL,SF/PF,SAC,70.7531,37.2669,54.01
2017-12-02,Khris Middleton,6900,MIL,SG/SF,SAC,48.36,14.04,31.2
2017-12-02,Jason Terry,3000,MIL,PG/SG,SAC,16.199,3.201,9.7
2017-12-02,D.J. Wilson,3000,MIL,PF/C,SAC,,,0.0
2017-12-02,Rashad Vaughn,3000,MIL,PG/SF,SAC,,,0.0
2017-12-02,Joel Bolomboy,3000,MIL,PF,SAC,,,0.0
2017-12-02,DeAndre Liggins,3500,MIL,PG/SF,SAC,14.4078,1.8722,8.14
2017-12-02,Thon Maker,3800,MIL,PF/C,SAC,18.9567,2.4633,10.71
2017-12-02,Malcolm Brogdon,4900,MIL,PG/SG,SAC,29.0373,9.4227,19.23
2017-12-02,Eric Bledsoe,7100,MIL,PG/SG,SAC,47.7584,15.0816,31.42
2017-12-02,Tony Snell,3800,MIL,SG/SF,SAC,21.5007,7.3593,14.43
2017-12-02,John Henson,4800,MIL,C,SAC,45.985,8.115,27.05
2017-12-02,Willie Cauley-Stein,5200,SAC,PF/C,MIL,42.5154,5.5246,24.02
2017-12-02,James McAdoo,3000,PHI,PF,DET,,,0.0
2017-12-02,Langston Galloway,3100,DET,PG/SG,PHI,15.1188,2.4612,8.79
2017-12-02,Boban Marjanovic,3000,DET,C,PHI,,,0.0
2017-12-02,Eric Moreland,3000,DET,PF/C,PHI,10.6128,4.1272,7.37
2017-12-02,Stanley Johnson,3700,DET,SG/SF,PHI,31.3556,5.1044,18.23
2017-12-02,Luke Kennard,3400,DET,SG,PHI,18.72,7.28,13.0
2017-12-02,Ish Smith,4000,DET,PG,PHI,28.4832,11.0768,19.78
2017-12-02,Andre Drummond,8600,DET,C,PHI,66.368,31.232,48.8
2017-12-02,Tobias Harris,6400,DET,SF/PF,PHI,42.012,20.227999999999998,31.12
2017-12-02,Reggie Jackson,6100,DET,PG,PHI,46.5129,11.2671,28.89
2017-12-02,Anthony Tolliver,3400,DET,SF/PF,PHI,17.4888,3.3312,10.41
2017-12-02,Ben Simmons,9600,PHI,PG/SF,DET,70.9344,27.5856,49.26
2017-12-02,J.J. Redick,5300,PHI,SG/SF,DET,36.1775,13.7225,24.95
2017-12-02,Furkan Korkmaz,3000,PHI,SG/SF,DET,,,0.0
2017-12-02,Richaun Holmes,3700,PHI,PF/C,DET,,,0.0
2017-12-02,Jerryd Bayless,3400,PHI,PG/SG,DET,16.5558,10.3642,13.46
2017-12-02,Nik Stauskas,3000,PHI,PG/SF,DET,10.1724,3.6676,6.92
2017-12-02,Timothe Luwawu-Cabarrot,3200,PHI,SG/SF,DET,22.2312,2.8888,12.56
2017-12-02,Amir Johnson,3700,PHI,PF/C,DET,20.144000000000002,5.0360000000000005,12.59
2017-12-02,Robert Covington,5900,PHI,SF/PF,DET,49.2195,13.4805,31.35
2017-12-02,Joel Embiid,9700,PHI,C,DET,81.2278,21.5922,51.41
2017-12-02,T.J. McConnell,4600,PHI,PG,DET,,,0.0
2017-12-02,Dario Saric,5400,PHI,PF/C,DET,37.1332,13.0468,25.09
2017-12-02,Gary Payton,3000,MIL,SG,SAC,,,0.0
2017-12-02,Lonzo Ball,6600,LAL,PG,DEN,48.1536,18.7264,33.44
2017-12-02,Omer Asik,3000,NOP,C,POR,9.169,1.431,5.3
2017-12-02,Rajon Rondo,4600,NOP,PG,POR,44.928000000000004,11.232000000000001,28.08
2017-12-02,Tony Allen,3100,NOP,SG/SF,POR,11.2632,3.1768,7.22
2017-12-02,Damian Lillard,8900,POR,PG,NOP,60.86,28.64,44.75
2017-12-02,Cheick Diallo,3100,NOP,PF,POR,,,0.0
2017-12-02,Darius Miller,3400,NOP,SF,POR,18.5328,7.2072,12.87
2017-12-02,E'Twaun Moore,3500,NOP,SG/SF,POR,33.4952,11.4648,22.48
2017-12-02,Jameer Nelson,3500,NOP,PG/SG,POR,23.8836,6.7364,15.31
2017-12-02,Dante Cunningham,3300,NOP,SF/PF,POR,21.3642,4.3758,12.87
2017-12-02,Ian Clark,3200,NOP,PG/SG,POR,6.1242,0.7958,3.46
2017-12-02,C.J. McCollum,6700,POR,PG/SG,NOP,41.8704,21.5696,31.72
2017-12-02,Evan Turner,3900,POR,SG/SF,NOP,30.0498,8.2302,19.14
2017-12-02,Jake Layman,3000,POR,SF/PF,NOP,,,0.0
2017-12-02,Zach Collins,3000,POR,PF/C,NOP,,,0.0
2017-12-02,Meyers Leonard,3200,POR,PF/C,NOP,14.784,2.016,8.4
2017-12-02,Al-Farouq Aminu,4300,POR,SF/PF,NOP,26.3879,6.3921,16.39
2017-12-02,Shabazz Napier,3500,POR,PG/SG,NOP,19.8417,2.5783,11.21
2017-12-02,Ed Davis,3300,POR,PF/C,NOP,22.0011,2.8589,12.43
2017-12-02,Jusuf Nurkic,7000,POR,C,NOP,61.596000000000004,8.004,34.8
2017-12-02,Moe Harkless,3400,POR,SF/PF,NOP,8.3088,3.2312,5.77
2017-12-02,Noah Vonleh,4100,POR,PF/C,NOP,29.1726,4.9474,17.06
2017-12-02,Pat Connaughton,3400,POR,SG/SF,NOP,12.705,2.695,7.7
2017-12-02,Jrue Holiday,6000,NOP,PG/SG,POR,55.8247,18.1153,36.97
2017-12-02,DeMarcus Cousins,10400,NOP,PF/C,POR,85.2709,33.9891,59.63
2017-12-02,Andrew Bogut,3000,LAL,C,DEN,8.9908,1.6492,5.32
2017-12-02,Tyler Ennis,3000,LAL,PG/SG,DEN,,,0.0
2017-12-02,Corey Brewer,3000,LAL,SG/SF,DEN,10.296,2.904,6.6
2017-12-02,Ivica Zubac,3400,LAL,C,DEN,,,0.0
2017-12-02,Julius Randle,5100,LAL,PF/C,DEN,38.5352,12.5048,25.52
2017-12-02,Jordan Clarkson,4900,LAL,PG/SG,DEN,31.3445,13.7555,22.55
2017-12-02,Kentavious Caldwell-Pope,5900,LAL,SG,DEN,43.5396,12.2804,27.91
2017-12-02,Brandon Ingram,6300,LAL,SG/SF,DEN,43.4037,14.8563,29.13
2017-12-02,Brook Lopez,5000,LAL,C,DEN,30.316999999999997,12.383,21.35
2017-12-02,Kyle Kuzma,5600,LAL,SF/PF,DEN,30.456,11.844000000000001,21.15
2017-12-02,Larry Nance,5500,LAL,SF/PF,DEN,32.544000000000004,12.655999999999999,22.6
2017-12-02,Will Barton,6800,DEN,SG/SF,LAL,62.532,14.668,38.6
2017-12-02,Juan Hernangomez,3700,DEN,SF/PF,LAL,26.9925,3.5075,15.25
2017-12-02,Trey Lyles,3700,DEN,SF/PF,LAL,38.3504,5.2296,21.79
2017-12-02,Richard Jefferson,3000,DEN,SF/PF,LAL,10.584000000000001,4.1160000000000005,7.35
2017-12-02,Gary Harris,5800,DEN,SG,LAL,49.0038,12.6362,30.82
2017-12-02,Darrell Arthur,3000,DEN,PF,LAL,10.982000000000001,1.9380000000000002,6.46
2017-12-02,Kenneth Faried,4800,DEN,PF/C,LAL,51.883,9.517000000000001,30.7
2017-12-02,Wilson Chandler,4800,DEN,SF/PF,LAL,,,0.0
2017-12-02,Jamal Murray,4900,DEN,PG/SG,LAL,46.2522,12.6678,29.46
2017-12-02,Emmanuel Mudiay,3900,DEN,PG,LAL,28.8135,4.8865,16.85
2017-12-02,Mason Plumlee,3800,DEN,PF/C,LAL,41.313,17.287,29.3
2017-12-02,Avery Bradley,5600,DET,PG/SG,PHI,45.3438,10.6362,27.99
2017-12-02,Jose Calderon,3000,CLE,PG,MEM,15.2928,1.9872,8.64
2017-12-02,Sindarius Thornwell,3200,LAC,SG,DAL,8.1504,3.1696,5.66
2017-12-02,Jawun Evans,3000,LAC,PG,DAL,11.9664,4.6536,8.31
2017-12-02,Brice Johnson,3000,LAC,PF/C,DAL,,,0.0
2017-12-02,Danilo Gallinari,6000,LAC,SF/PF,DAL,,,0.0
2017-12-02,Willie Reed,3000,LAC,C,DAL,28.5147,3.7053,16.11
2017-12-02,Montrezl Harrell,4000,LAC,PF/C,DAL,42.0112,5.7288,23.87
2017-12-02,Austin Rivers,6100,LAC,PG/SG,DAL,56.4876,15.9324,36.21
2017-12-02,Lou Williams,7800,LAC,PG/SG,DAL,58.536,22.764,40.65
2017-12-02,Sam Dekker,3700,LAC,SF/PF,DAL,20.2376,4.4424,12.34
2017-12-02,Wesley Johnson,4800,LAC,SG/SF,DAL,46.6218,6.0582,26.34
2017-12-02,C.J. Williams,3000,LAC,SG,DAL,13.3056,5.1744,9.24
2017-12-02,Jamil Wilson,3000,LAC,SF/PF,DAL,,,0.0
2017-12-02,J.J. Barea,4700,DAL,PG/SG,LAC,30.816,11.984000000000002,21.4
2017-12-02,Dwight Powell,4000,DAL,PF/C,LAC,26.8464,5.1136,15.98
2017-12-02,Maxi Kleber,3200,DAL,PF,LAC,16.8336,6.5464,11.69
2017-12-02,Jeff Withey,3000,DAL,C,LAC,,,0.0
2017-12-02,Nerlens Noel,3200,DAL,C,LAC,,,0.0
2017-12-02,Dirk Nowitzki,5000,DAL,PF/C,LAC,35.4729,9.1471,22.31
2017-12-02,Harrison Barnes,6700,DAL,SF/PF,LAC,41.5891,20.9509,31.27
2017-12-02,Wesley Matthews,4900,DAL,SG/SF,LAC,35.6265,13.5135,24.57
2017-12-02,Yogi Ferrell,4000,DAL,PG/SG,LAC,22.160999999999998,4.539,13.35
2017-12-02,Dennis Smith Jr.,5800,DAL,PG/SG,LAC,36.6048,14.2352,25.42
2017-12-02,DeAndre Jordan,7300,LAC,C,DAL,47.2164,24.3236,35.77
2017-12-02,Kyrie Irving,9200,BOS,PG,PHO,67.2006,28.1194,47.66
2017-12-02,Dragan Bender,3400,PHO,PF/C,BOS,17.8593,2.3207,10.09
2017-12-02,Alex Len,4600,PHO,PF/C,BOS,,,0.0
2017-12-02,Troy Daniels,3300,PHO,SG,BOS,11.4519,1.4881,6.47
2017-12-02,Greg Monroe,4700,PHO,PF/C,BOS,36.9672,13.6728,25.32
2017-12-02,Tyler Ulis,4200,PHO,PG,BOS,29.9661,3.8939,16.93
2017-12-02,Josh Jackson,4400,PHO,SG/SF,BOS,28.8,11.2,20.0
2017-12-02,TJ Warren,6400,PHO,SF/PF,BOS,50.8886,11.5514,31.22
2017-12-02,Mike James,4400,PHO,PG,BOS,28.2816,10.9984,19.64
2017-12-02,Marquese Chriss,4000,PHO,PF/C,BOS,33.5013,8.6387,21.07
2017-12-02,Tyson Chandler,4300,PHO,C,BOS,20.6245,4.0755,12.35
2017-12-02,Jared Dudley,3600,PHO,PF,BOS,16.6152,2.7048,9.66
2017-12-02,Jaylen Brown,6300,BOS,SG/SF,PHO,47.46,6.78,27.12
2017-12-02,Shane Larkin,3200,BOS,PG,PHO,,,0.0
2017-12-02,Marcus Morris,4900,BOS,SF/PF,PHO,29.6646,10.6954,20.18
2017-12-02,Daniel Theis,3800,BOS,PF/C,PHO,16.128,6.272,11.2
2017-12-02,Guerschon Yabusele,3000,BOS,PF/C,PHO,,,0.0
2017-12-02,Semi Ojeleye,3200,BOS,SG/SF,PHO,9.1152,3.5448,6.33
2017-12-02,Aron Baynes,3700,BOS,C,PHO,21.1869,3.5931,12.39
2017-12-02,Marcus Smart,5700,BOS,SG/SF,PHO,35.98,15.42,25.7
2017-12-02,Jayson Tatum,6200,BOS,SF/PF,PHO,35.9568,13.9832,24.97
2017-12-02,Al Horford,8100,BOS,PF/C,PHO,52.1947,17.8653,35.03
2017-12-02,Terry Rozier,4200,BOS,PG/SG,PHO,30.921,6.559,18.74
2017-12-02,Salah Mejri,3100,DAL,C,LAC,19.1337,2.4863,10.81
2017-12-02,Devin Harris,3900,DAL,PG/SG,LAC,26.7033,5.2767,15.99
2017-12-02,Mario Chalmers,5600,MEM,PG,CLE,23.0832,8.9768,16.03
2017-12-02,Brandan Wright,3300,MEM,PF/C,CLE,16.64,4.16,10.4
2017-12-02,Andrew Harrison,3400,MEM,PG/SG,CLE,9.0459,1.5341,5.29
2017-12-02,Ben McLemore,3500,MEM,SG/SF,CLE,23.0454,2.9946,13.02
2017-12-02,Chandler Parsons,3800,MEM,SF/PF,CLE,29.4354,6.9046,18.17
2017-12-02,Dillon Brooks,3800,MEM,SG/SF,CLE,20.6064,8.0136,14.31
2017-12-02,Isaiah Whitehead,3500,BKN,PG/SG,ATL,,,0.0
2017-12-02,Marc Gasol,7900,MEM,C,CLE,54.6117,21.7683,38.19
2017-12-02,James Ennis,3800,MEM,SG/SF,CLE,28.509,5.031000000000001,16.77
2017-12-02,Tyreke Evans,6900,MEM,SG/SF,CLE,55.4812,12.1788,33.83
2017-12-02,Deyonta Davis ,3200,MEM,PF/C,CLE,14.2992,5.5608,9.93
2017-12-02,Jarell Martin,3400,MEM,PF/C,CLE,12.3723,1.6077,6.99
2017-12-02,Jeff Green,3800,CLE,SF/PF,MEM,26.3622,6.7978,16.58
2017-12-02,Kyle Korver,3600,CLE,SG/SF,MEM,23.9276,5.2524,14.59
2017-12-02,Channing Frye,3400,CLE,PF/C,MEM,16.912,4.228,10.57
2017-12-02,Cedi Osman,3000,CLE,SG/SF,MEM,8.7984,3.4216,6.11
2017-12-02,Dwyane Wade,5600,CLE,PG/SG,MEM,36.2199,9.9201,23.07
2017-12-02,J.R. Smith,4100,CLE,SG/SF,MEM,30.8428,6.3172,18.58
2017-12-02,JaMychal Green,4700,MEM,SF/PF,CLE,30.5082,9.3718,19.94
2017-12-02,LeBron James,11400,CLE,SF/PF,MEM,77.4495,37.2905,57.37
2017-12-02,Jae Crowder,3800,CLE,SF/PF,MEM,28.689,10.610999999999999,19.65
2017-12-02,Kevin Love,7700,CLE,PF/C,MEM,57.6818,15.7982,36.74
2017-12-02,Tyler Zeller,3700,BKN,C,ATL,24.8685,3.2315,14.05
2017-12-02,Sean Kilpatrick,3600,BKN,PG/SG,ATL,14.7352,3.3448,9.04
2017-12-02,Tyler Cavanaugh,3300,ATL,PF,BKN,14.8032,5.7568,10.28
2017-12-02,Ersan Ilyasova,4500,ATL,SF/PF,BKN,40.8816,15.8984,28.39
2017-12-02,Luke Babbitt,4300,ATL,SF/PF,BKN,28.9218,3.7582,16.34
2017-12-02,Miles Plumlee,3400,ATL,C,BKN,15.9123,2.0677,8.99
2017-12-02,DeAndre Bembry,3900,ATL,SG/SF,BKN,23.6448,9.1952,16.42
2017-12-02,Malcolm Delaney,3600,ATL,PG/SG,BKN,,,0.0
2017-12-02,Dennis Schroder,8500,ATL,PG,BKN,56.6358,26.0442,41.34
2017-12-02,Taurean Prince,5600,ATL,SG/SF,BKN,50.3919,6.5481,28.47
2017-12-02,Kent Bazemore,6000,ATL,SG/SF,BKN,53.2608,16.8192,35.04
2017-12-02,Marco Belinelli,4700,ATL,SG,BKN,33.6984,10.6416,22.17
2017-12-02,Isaiah Taylor,3300,ATL,PG,BKN,16.9512,3.2288,10.09
2017-12-02,Caris LeVert,5000,BKN,SG/SF,ATL,42.1245,8.9355,25.53
2017-12-02,Timofey Mozgov,3200,BKN,C,ATL,,,0.0
2017-12-02,Jarrett Allen,3600,BKN,PF/C,ATL,22.5936,8.7864,15.69
2017-12-02,Quincy Acy,3300,BKN,PF/C,ATL,,,0.0
2017-12-02,Joe Harris,4500,BKN,SG/SF,ATL,27.6051,5.4549,16.53
2017-12-02,Spencer Dinwiddie,7000,BKN,PG/SG,ATL,57.6264,16.2536,36.94
2017-12-02,Trevor Booker,5500,BKN,PF/C,ATL,34.9146,10.7254,22.82
2017-12-02,DeMarre Carroll,5900,BKN,SF/PF,ATL,40.2447,9.1353,24.69
2017-12-02,Allen Crabbe,5100,BKN,SG/SF,ATL,40.6492,13.1908,26.92
2017-12-02,Rondae Hollis-Jefferson,6300,BKN,SF/PF,ATL,46.6288,15.1312,30.88
2017-12-02,Devin Booker,7500,PHO,SG/SF,BOS,46.2384,17.9816,32.11
2017-12-04,Jamal Crawford,3500,MIN,SG,MEM,19.635,6.545,13.09
2017-12-04,Taj Gibson,5900,MIN,PF/C,MEM,41.7268,15.4332,28.58
2017-12-04,Jeff Teague,6400,MIN,PG,MEM,43.8981,23.1219,33.51
2017-12-04,Andrew Wiggins,6500,MIN,SF/PF,MEM,39.1776,20.1824,29.68
2017-12-04,Tyus Jones,3800,MIN,PG/SG,MEM,15.9654,2.0746,9.02
2017-12-04,Shabazz Muhammad,3500,MIN,SG/SF,MEM,6.0516,1.3284,3.69
2017-12-04,Gorgui Dieng,3600,MIN,PF/C,MEM,21.5325,10.3675,15.95
2017-12-04,Aaron Brooks,3000,MIN,PG/SG,MEM,,,0.0
2017-12-04,Marcus Georges-Hunt,3000,MIN,SG/SF,MEM,,,0.0
2017-12-04,Karl-Anthony Towns,8300,MIN,C,MEM,53.0082,31.1318,42.07
2017-12-04,Jimmy Butler,6900,MIN,SG,MEM,52.5684,21.4716,37.02
2017-12-04,Rajon Rondo,5000,NOP,PG,GSW,38.128,9.532,23.83
2017-12-04,Omer Asik,3000,NOP,C,GSW,16.6426,2.5974,9.62
2017-12-04,Solomon Hill,3000,NOP,SF/PF,GSW,,,0.0
2017-12-04,Cheick Diallo,3100,NOP,PF,GSW,,,0.0
2017-12-04,Tony Allen,3100,NOP,SG/SF,GSW,17.316,4.8839999999999995,11.1
2017-12-04,Alexis Ajinca,3000,NOP,C,GSW,,,0.0
2017-12-04,Frank Jackson,3000,NOP,PG,GSW,,,0.0
2017-12-04,Charles Cooke,3000,NOP,SG,GSW,,,0.0
2017-12-04,Jalen Jones,3000,NOP,SF,GSW,,,0.0
2017-12-04,Cole Aldrich,3000,MIN,C,MEM,,,0.0
2017-12-04,Marc Gasol,8100,MEM,C,MIN,56.4707,22.5093,39.49
2017-12-04,Kobi Simmons,3000,MEM,SG,MIN,,,0.0
2017-12-04,JaMychal Green,4700,MEM,SF/PF,MIN,36.5517,11.2283,23.89
2017-12-04,Jarell Martin,3400,MEM,PF/C,MIN,22.125,2.875,12.5
2017-12-04,Deyonta Davis ,3200,MEM,PF/C,MIN,,,0.0
2017-12-04,Vince Hunter,3000,MEM,PF,MIN,,,0.0
2017-12-04,Ivan Rabb,3000,MEM,PF/C,MIN,,,0.0
2017-12-04,Jamal Murray,5100,DEN,PG/SG,DAL,35.325,9.675,22.5
2017-12-04,Wilson Chandler,4700,DEN,SF/PF,DAL,18.8916,5.3284,12.11
2017-12-04,Will Barton,6900,DEN,SG/SF,DAL,47.8224,11.2176,29.52
2017-12-04,Ben McLemore,3500,MEM,SG/SF,MIN,28.5501,3.7099,16.13
2017-12-04,Andrew Harrison,3400,MEM,PG/SG,MIN,20.349,3.451,11.9
2017-12-04,Tyreke Evans,7300,MEM,SG/SF,MIN,61.1228,13.4172,37.27
2017-12-04,James Ennis,3700,MEM,SG/SF,MIN,23.97,4.23,14.1
2017-12-04,Mike Conley,6400,MEM,PG,MIN,,,0.0
2017-12-04,Dillon Brooks,3800,MEM,SG/SF,MIN,25.0704,9.7496,17.41
2017-12-04,Chandler Parsons,3800,MEM,SF/PF,MIN,,,0.0
2017-12-04,Brandan Wright,3300,MEM,PF/C,MIN,,,0.0
2017-12-04,Wayne Selden,3000,MEM,PG/SG,MIN,,,0.0
2017-12-04,Mario Chalmers,5300,MEM,PG,MIN,21.8592,8.5008,15.18
2017-12-04,Darius Miller,4100,NOP,SF,GSW,30.1536,11.7264,20.94
2017-12-04,Ian Clark,3200,NOP,PG/SG,GSW,12.567,1.633,7.1
2017-12-04,Bobby Portis,4800,CHI,PF,CLE,16.9743,2.2057,9.59
