Contest_Date,player,salary,team,pos,opp,ceil,floor,fpts
2017-11-29,Russell Westbrook,11200,OKC,PG,ORL,67.3671,42.1729,54.77
2017-11-29,Eric Moreland,3000,DET,PF/C,PHO,14.6736,5.7064,10.19
2017-11-29,Reggie Bullock,3000,DET,SG/SF,PHO,,,0.0
2017-11-29,Ish Smith,3800,DET,PG,PHO,27.936,10.864,19.4
2017-11-29,Anthony Tolliver,3400,DET,SF/PF,PHO,22.9656,4.3744,13.67
2017-11-29,Luke Kennard,3300,DET,SG,PHO,17.2224,6.6976,11.96
2017-11-29,Langston Galloway,3000,DET,PG/SG,PHO,19.178,3.122,11.15
2017-11-29,Boban Marjanovic,3000,DET,C,PHO,,,0.0
2017-11-29,Tomas Satoransky ,3100,WAS,PG/SG,PHI,22.6368,8.8032,15.72
2017-11-29,Chris McCullough,3000,WAS,PF/C,PHI,,,0.0
2017-11-29,James Johnson,6100,MIA,PF,NYK,43.9116,15.4284,29.67
2017-11-29,Goran Dragic,7600,MIA,PG,NYK,49.9213,19.8987,34.91
2017-11-29,Justise Winslow,4000,MIA,SF/PF,NYK,24.0312,7.5888,15.81
2017-11-29,Tyler Johnson,4300,MIA,PG/SG,NYK,31.5092,11.0708,21.29
2017-11-29,Wayne Ellington,3900,MIA,SG/SF,NYK,25.541999999999998,5.417999999999999,15.48
2017-11-29,Kelly Olynyk,4200,MIA,PF/C,NYK,33.2151,8.5649,20.89
2017-11-29,Dion Waiters,6400,MIA,SG/SF,NYK,51.5616,11.3184,31.44
2017-11-29,Josh Richardson,4400,MIA,SG/SF,NYK,36.7565,8.3435,22.55
2017-11-29,Lucas Nogueira,3400,TOR,C,CHA,7.0269,0.9131,3.97
2017-11-29,Fred VanVleet,3400,TOR,PG,CHA,28.1961,3.6639,15.93
2017-11-29,Pascal Siakam,3800,TOR,PF,CHA,38.0306,7.7894,22.91
2017-11-29,Alfonzo McKinnie,3000,TOR,PF,CHA,,,0.0
2017-11-29,Lorenzo Brown,3000,TOR,PG,CHA,,,0.0
2017-11-29,Norman Powell,4000,TOR,SG/SF,CHA,35.21,5.03,20.12
2017-11-29,Bam Adebayo,3600,MIA,PF/C,NYK,28.0512,10.9088,19.48
2017-11-29,Jordan Mickey,3000,MIA,PF/C,NYK,,,0.0
2017-11-29,Joakim Noah,3400,NYK,C,MIA,,,0.0
2017-11-29,Jarrett Jack,4100,NYK,PG,MIA,39.646,6.454,23.05
2017-11-29,Michael Beasley,3600,NYK,SF/PF,MIA,12.3728,1.6872,7.03
2017-11-29,Damyean Dotson,3200,NYK,SG,MIA,7.7616,3.0184,5.39
2017-11-29,Ramon Sessions,3100,NYK,PG,MIA,14.0548,3.0852,8.57
2017-11-29,Guillermo Hernangomez,3400,NYK,PF/C,MIA,,,0.0
2017-11-29,Kyle O'Quinn,4500,NYK,PF/C,MIA,28.308000000000003,5.392,16.85
2017-11-29,Lance Thomas,3200,NYK,SF/PF,MIA,9.9474,1.2926,5.62
2017-11-29,Kristaps Porzingis,8200,NYK,PF/C,MIA,63.0952,19.9248,41.51
2017-11-29,Derrick Walton,3000,MIA,PG/SG,NYK,,,0.0
2017-11-29,Tim Hardaway Jr.,6500,NYK,SG/SF,MIA,47.7216,18.5584,33.14
2017-11-29,Courtney Lee,4800,NYK,SG/SF,MIA,38.7051,13.9549,26.33
2017-11-29,Doug McDermott,3300,NYK,SF/PF,MIA,25.4732,4.1468,14.81
2017-11-29,Enes Kanter,5800,NYK,PF/C,MIA,49.4224,13.1376,31.28
2017-11-29,OG Anunoby,3600,TOR,SF/PF,CHA,18.9936,7.3864,13.19
2017-11-29,Jakob Poeltl,3400,TOR,PF/C,CHA,17.4876,2.2724,9.88
2017-11-29,Richaun Holmes,3700,PHI,PF/C,WAS,,,0.0
2017-11-29,Furkan Korkmaz,3000,PHI,SG/SF,WAS,,,0.0
2017-11-29,Jahlil Okafor,3000,PHI,C,WAS,,,0.0
2017-11-29,Jerryd Bayless,3400,PHI,PG/SG,WAS,18.0072,11.2728,14.64
2017-11-29,Dwight Howard,7100,CHA,C,TOR,55.4484,19.9916,37.72
2017-11-29,Jeremy Lamb,5500,CHA,SG/SF,TOR,42.5015,8.3985,25.45
2017-11-29,Timothe Luwawu-Cabarrot,3200,PHI,SG/SF,WAS,16.6734,2.1666,9.42
2017-11-29,Amir Johnson,3400,PHI,PF/C,WAS,20.592,5.148,12.87
2017-11-29,J.J. Redick,5200,PHI,SG/SF,WAS,38.1495,14.4705,26.31
2017-11-29,Ben Simmons,9700,PHI,PG/SF,WAS,65.6784,25.5416,45.61
2017-11-29,Robert Covington,6200,PHI,SF/PF,WAS,47.2413,12.9387,30.09
2017-11-29,Joel Embiid,9800,PHI,C,WAS,73.8808,19.6392,46.76
2017-11-29,Dario Saric,5000,PHI,PF/C,WAS,37.5772,13.2028,25.39
2017-11-29,T.J. McConnell,4600,PHI,PG,WAS,34.0626,13.5774,23.82
2017-11-29,Frank Kaminsky,3800,CHA,PF/C,TOR,25.42,7.38,16.4
2017-11-29,Marvin Williams,3700,CHA,SF/PF,TOR,32.715,10.905,21.81
2017-11-29,DeMar DeRozan,7900,TOR,SG/SF,CHA,55.1874,23.0926,39.14
2017-11-29,Treveon Graham,3000,CHA,SG/SF,TOR,,,0.0
2017-11-29,Kyle Lowry,7800,TOR,PG,CHA,61.0456,18.2344,39.64
2017-11-29,Serge Ibaka,4700,TOR,PF/C,CHA,33.796,13.804,23.8
2017-11-29,C.J. Miles,4200,TOR,SG/SF,CHA,26.1795,7.6005,16.89
2017-11-29,Jonas Valanciunas,4600,TOR,C,CHA,26.3835,10.5165,18.45
2017-11-29,Nicolas Batum,5800,CHA,SG/SF,TOR,45.5086,19.9714,32.74
2017-11-29,Michael Carter-Williams,4200,CHA,PG,TOR,39.3578,10.4622,24.91
2017-11-29,Malik Monk,3600,CHA,PG/SG,TOR,22.2768,8.6632,15.47
2017-11-29,Michael Kidd-Gilchrist,4000,CHA,SF,TOR,30.631999999999998,13.128,21.88
2017-11-29,Dwayne Bacon,3300,CHA,SG/SF,TOR,8.64,3.36,6.0
2017-11-29,Johnny O'Bryant,3000,CHA,PF/C,TOR,,,0.0
2017-11-29,Cody Zeller,3600,CHA,C,TOR,25.3712,6.9488,16.16
2017-11-29,Devin Booker,7700,PHO,SG/SF,DET,50.1264,19.4936,34.81
2017-11-30,DeAndre Liggins,3500,MIL,PG/SF,POR,16.4079,2.1321,9.27
2017-11-30,Jason Terry,3000,MIL,PG/SG,POR,7.849,1.551,4.7
2017-11-30,Thon Maker,3800,MIL,PF/C,POR,26.1429,3.3971,14.77
2017-11-30,Matthew Dellavedova,3200,MIL,PG/SG,POR,,,0.0
2017-11-30,Tony Snell,3800,MIL,SG/SF,POR,27.3713,9.3687,18.37
2017-11-30,John Henson,4700,MIL,C,POR,42.891000000000005,7.569,25.23
2017-11-30,D.J. Wilson,3000,MIL,PF/C,POR,,,0.0
2017-11-30,Rashad Vaughn,3000,MIL,PG/SF,POR,,,0.0
2017-11-30,Evan Turner,3900,POR,SG/SF,MIL,25.3398,6.9402,16.14
2017-11-30,Jusuf Nurkic,6700,POR,C,MIL,58.1445,7.5555,32.85
2017-11-30,C.J. McCollum,6700,POR,PG/SG,MIL,41.9892,21.6308,31.81
2017-11-30,Damian Lillard,8500,POR,PG,MIL,60.3432,28.3968,44.37
2017-11-30,Joel Bolomboy,3000,MIL,PF,POR,,,0.0
2017-11-30,Gary Payton,3000,MIL,SG,POR,,,0.0
2017-11-30,Eric Bledsoe,6800,MIL,PG/SG,POR,53.1088,16.7712,34.94
2017-11-30,Malcolm Brogdon,5000,MIL,PG/SG,POR,30.653000000000002,9.947000000000001,20.3
2017-11-30,Mason Plumlee,3500,DEN,PF/C,CHI,23.2368,9.7232,16.48
2017-11-30,Kenneth Faried,4300,DEN,PF/C,CHI,37.2476,6.8324,22.04
2017-11-30,Emmanuel Mudiay,3900,DEN,PG,CHI,31.5153,5.3447,18.43
2017-11-30,Jamal Murray,5000,DEN,PG/SG,CHI,38.5435,10.5565,24.55
2017-11-30,David Nwaba,4000,CHI,PG/SG,DEN,23.1264,3.1536,13.14
2017-11-30,Will Barton,6500,DEN,SG/SF,CHI,51.0462,11.9738,31.51
2017-11-30,Malik Beasley,3000,DEN,SG,CHI,5.2256,2.1344,3.68
2017-11-30,Darrell Arthur,3000,DEN,PF,CHI,,,0.0
2017-11-30,Giannis Antetokounmpo,11100,MIL,SF/PF,POR,71.9452,37.8948,54.92
2017-11-30,Khris Middleton,6500,MIL,SG/SF,POR,49.6,14.4,32.0
2017-11-30,Torrey Craig,3000,DEN,SG/SF,CHI,,,0.0
2017-11-30,Gary Harris,5600,DEN,SG,CHI,42.5007,10.9593,26.73
2017-11-30,Juan Hernangomez,3700,DEN,SF/PF,CHI,31.86,4.14,18.0
2017-11-30,Richard Jefferson,3000,DEN,SF/PF,CHI,,,0.0
2017-11-30,Moe Harkless,3500,POR,SF/PF,MIL,14.5728,5.6672,10.12
2017-11-30,Noah Vonleh,4000,POR,PF/C,MIL,30.7287,5.2113,17.97
2017-11-30,Lou Williams,7300,LAC,PG/SG,UTA,59.7888,23.2512,41.52
2017-11-30,Sam Dekker,3500,LAC,SF/PF,UTA,27.7324,6.0876,16.91
2017-11-30,Austin Rivers,5500,LAC,PG/SG,UTA,48.438,13.662,31.05
2017-11-30,DeAndre Jordan,7100,LAC,C,UTA,41.9364,21.6036,31.77
2017-11-30,Royce O'Neale,3000,UTA,SF,LAC,23.7744,9.2456,16.51
2017-11-30,Tony Bradley,3000,UTA,PF/C,LAC,,,0.0
2017-11-30,Wesley Johnson,4400,LAC,SF/PF,UTA,43.6659,5.6741,24.67
2017-11-30,Montrezl Harrell,3500,LAC,PF/C,UTA,33.88,4.62,19.25
2017-11-30,Jamil Wilson,3000,LAC,SF/PF,UTA,,,0.0
2017-11-30,Brice Johnson,3000,LAC,PF/C,UTA,,,0.0
2017-11-30,C.J. Williams,3000,LAC,SG,UTA,9.6048,3.7352,6.67
2017-11-30,Jawun Evans,3000,LAC,PG,UTA,15.4944,6.0256,10.76
2017-11-30,Willie Reed,3000,LAC,C,UTA,24.2313,3.1487,13.69
2017-11-30,Sindarius Thornwell,3200,LAC,SG,UTA,13.4352,5.2248,9.33
2017-11-30,Jonas Jerebko,4000,UTA,SF/PF,LAC,28.4026,5.8174,17.11
2017-11-30,Alec Burks,3600,UTA,PG/SG,LAC,34.6086,5.1714,19.89
2017-11-30,Jake Layman,3000,POR,SF/PF,MIL,,,0.0
2017-11-30,Zach Collins,3000,POR,PF/C,MIL,,,0.0
2017-11-30,Shabazz Napier,3600,POR,PG/SG,MIL,22.2666,2.8934,12.58
2017-11-30,Caleb Swanigan,3500,POR,PF,MIL,,,0.0
2017-11-30,Pat Connaughton,3400,POR,SG/SF,MIL,30.0465,6.3735,18.21
2017-11-30,Ed Davis,3300,POR,PF/C,MIL,21.2577,2.7623,12.01
2017-11-30,Meyers Leonard,3200,POR,PF/C,MIL,,,0.0
2017-11-30,Al-Farouq Aminu,4600,POR,SF/PF,MIL,27.4505,6.6495,17.05
2017-11-30,Donovan Mitchell,6900,UTA,PG/SG,LAC,50.0976,19.4824,34.79
2017-11-30,Ekpe Udoh,3000,UTA,PF/C,LAC,17.7408,6.8992,12.32
2017-11-30,Thabo Sefolosha,3900,UTA,SG/SF,LAC,34.1462,6.9938,20.57
2017-11-30,Derrick Favors,6600,UTA,PF/C,LAC,53.5054,9.8146,31.66
2017-11-30,Ricky Rubio,5700,UTA,PG,LAC,43.3036,16.0164,29.66
2017-11-30,Joe Ingles,4900,UTA,SG/SF,LAC,45.0275,13.0725,29.05
2017-11-30,Antonio Blakeney,3100,CHI,PG,DEN,9.3456,3.6344,6.49
2017-11-30,Lauri Markkanen,6400,CHI,PF,DEN,45.1008,17.5392,31.32
2017-11-30,Ersan Ilyasova,3700,ATL,SF/PF,CLE,24.84,9.66,17.25
2017-11-30,Luke Babbitt,3700,ATL,SF/PF,CLE,28.1607,3.6593,15.91
2017-11-30,Tyler Cavanaugh,3300,ATL,PF,CLE,5.7024,2.2176,3.96
2017-11-30,DeAndre Bembry,3200,ATL,SG/SF,CLE,16.1136,6.2664,11.19
2017-11-30,Malcolm Delaney,3400,ATL,PG/SG,CLE,16.665,3.535,10.1
2017-11-30,Tyler Dorsey,3000,ATL,PG/SG,CLE,,,0.0
2017-11-30,Josh Magette,3000,ATL,PG,CLE,,,0.0
2017-11-30,Miles Plumlee,3000,ATL,C,CLE,6.9384,0.9016,3.92
2017-11-30,Dario Saric,4900,PHI,PF/C,BOS,40.7296,14.3104,27.52
2017-11-30,Amir Johnson,3800,PHI,PF/C,BOS,35.936,8.984,22.46
2017-11-30,Robert Covington,6200,PHI,SF/PF,BOS,47.5396,13.0204,30.28
2017-11-30,J.J. Redick,5000,PHI,SG/SF,BOS,38.744,14.696,26.72
2017-11-30,Isaiah Taylor,3300,ATL,PG,CLE,16.968,3.2319999999999998,10.1
2017-11-30,Ben Simmons,9300,PHI,PG/SF,BOS,68.7888,26.7512,47.77
2017-11-30,John Collins,5500,ATL,PF/C,CLE,43.776,17.024,30.4
2017-11-30,Marco Belinelli,4200,ATL,SG,CLE,28.0136,8.8464,18.43
2017-11-30,Jeff Green,3800,CLE,SF/PF,ATL,35.2185,9.0815,22.15
2017-11-30,Kyle Korver,3600,CLE,SG/SF,ATL,30.3072,6.6528,18.48
2017-11-30,Dwyane Wade,5600,CLE,PG/SG,ATL,43.8815,12.0185,27.95
2017-11-30,J.R. Smith,4100,CLE,SG/SF,ATL,33.366,6.834,20.1
2017-11-30,Jae Crowder,3900,CLE,SF/PF,ATL,25.2142,9.3258,17.27
2017-11-30,Kevin Love,8000,CLE,PF/C,ATL,65.4376,17.9224,41.68
2017-11-30,Channing Frye,3400,CLE,PF/C,ATL,25.168000000000003,6.292000000000001,15.73
2017-11-30,Cedi Osman,3000,CLE,SG/SF,ATL,,,0.0
2017-11-30,Taurean Prince,4800,ATL,SG/SF,CLE,45.7368,5.9432,25.84
2017-11-30,Kent Bazemore,5400,ATL,SG/SF,CLE,43.3656,13.6944,28.53
2017-11-30,Dennis Schroder,7500,ATL,PG,CLE,49.5803,22.7997,36.19
2017-11-30,John Holland,3000,CLE,SG/SF,ATL,,,0.0
2017-11-30,Jose Calderon,3000,CLE,PG,ATL,20.8152,2.7048,11.76
2017-11-30,Ante Zizic,3200,CLE,PF/C,ATL,,,0.0
2017-11-30,Timothe Luwawu-Cabarrot,3200,PHI,SG/SF,BOS,24.4437,3.1763,13.81
2017-11-30,Furkan Korkmaz,3000,PHI,SG/SF,BOS,,,0.0
2017-11-30,Justin Holiday,5800,CHI,SG/SF,DEN,43.0708,11.4492,27.26
2017-11-30,Jerian Grant,4600,CHI,PG/SG,DEN,32.391,4.209,18.3
2017-11-30,Trey Lyles,3500,DEN,SF/PF,CHI,25.784000000000002,3.516,14.65
2017-11-30,Nikola Jokic,9100,DEN,C,CHI,65.7888,19.6512,42.72
2017-11-30,Abdel Nader,3000,BOS,PF,PHI,,,0.0
2017-11-30,Kyrie Irving,8400,BOS,PG,PHI,57.5139,24.0661,40.79
2017-11-30,Robin Lopez,4900,CHI,C,DEN,32.872,14.088,23.48
2017-11-30,Paul Zipser,3500,CHI,SG/SF,DEN,,,0.0
2017-11-30,Kay Felder,3000,CHI,PG,DEN,,,0.0
2017-11-30,Bobby Portis,5000,CHI,PF,DEN,37.0461,4.8139,20.93
2017-11-30,Quincy Pondexter,3000,CHI,SG/SF,DEN,,,0.0
2017-11-30,Kris Dunn,6000,CHI,PG/SG,DEN,56.583999999999996,7.716,32.15
2017-11-30,Denzel Valentine,5800,CHI,SG/SF,DEN,48.0378,6.2422,27.14
2017-11-30,Cristiano Da Silva Felicio,3000,CHI,PF/C,DEN,13.4352,5.2248,9.33
2017-11-30,Guerschon Yabusele,3000,BOS,PF/C,PHI,,,0.0
2017-11-30,Daniel Theis,3400,BOS,PF/C,PHI,8.8272,3.4328,6.13
2017-11-30,James McAdoo,3000,PHI,PF,BOS,,,0.0
2017-11-30,Jaylen Brown,6100,BOS,SG/SF,PHI,48.72,6.96,27.84
2017-11-30,Nik Stauskas,3000,PHI,PG/SF,BOS,,,0.0
2017-11-30,Jerryd Bayless,3400,PHI,PG/SG,BOS,26.5311,16.6089,21.57
2017-11-30,Richaun Holmes,4000,PHI,PF/C,BOS,37.009,6.531000000000001,21.77
2017-11-30,Jahlil Okafor,3000,PHI,C,BOS,,,0.0
2017-11-30,Marcus Smart,5200,BOS,SG/SF,PHI,38.332,16.428,27.38
2017-11-30,Jayson Tatum,5900,BOS,SF/PF,PHI,35.5968,13.8432,24.72
2017-11-30,Shane Larkin,3200,BOS,PG,PHI,,,0.0
2017-11-30,Marcus Morris,4700,BOS,SF/PF,PHI,34.545,12.455,23.5
2017-11-30,Semi Ojeleye,3200,BOS,SF/PF,PHI,9.7632,3.7968,6.78
2017-11-30,Aron Baynes,3500,BOS,C,PHI,25.8039,4.3761,15.09
2017-11-30,Al Horford,6800,BOS,PF/C,PHI,52.5076,17.9724,35.24
2017-11-30,Terry Rozier,4100,BOS,PG/SG,PHI,27.984,5.936,16.96
2017-11-30,LeBron James,11700,CLE,SF/PF,ATL,75.3705,36.2895,55.83
2017-12-01,Danny Green,4300,SAS,SG/SF,MEM,32.6976,9.2224,20.96
2017-12-01,Bryn Forbes,3700,SAS,PG/SG,MEM,17.5407,2.2793,9.91
2017-12-01,Manu Ginobili,3700,SAS,SG/SF,MEM,24.1892,5.4908,14.84
2017-12-01,Joffrey Lauvergne,3000,SAS,PF/C,MEM,,,0.0
2017-12-01,Tony Parker,3900,SAS,PG,MEM,23.1981,5.9819,14.59
2017-12-01,Brandon Paul,3600,SAS,SG,MEM,3.6864,1.4336,2.56
2017-12-01,Davis Bertans,3000,SAS,SF/PF,MEM,,,0.0
2017-12-01,Dejounte Murray,3600,SAS,PG,MEM,6.7408,0.9192,3.83
2017-12-01,Pau Gasol,6000,SAS,PF/C,MEM,45.1406,11.9994,28.57
2017-12-01,Rudy Gay,4700,SAS,SF/PF,MEM,33.6451,9.2149,21.43
2017-12-01,Patty Mills,4100,SAS,PG,MEM,26.5816,9.0984,17.84
2017-12-01,Marc Gasol,7800,MEM,C,SAS,53.0816,21.1584,37.12
2017-12-01,James Ennis,3600,MEM,SG/SF,SAS,9.265,1.635,5.45
2017-12-01,Ben McLemore,3500,MEM,SG/SF,SAS,24.5499,3.1901,13.87
2017-12-01,Andrew Harrison,3400,MEM,PG/SG,SAS,,,0.0
2017-12-01,Deyonta Davis ,3200,MEM,PF/C,SAS,,,0.0
2017-12-01,Jarell Martin,3400,MEM,PF/C,SAS,14.9919,1.9481,8.47
2017-12-01,JaMychal Green,4300,MEM,SF/PF,SAS,38.4642,11.8158,25.14
2017-12-01,Brandan Wright,3300,MEM,PF/C,SAS,20.064,5.016,12.54
2017-12-01,Wayne Selden,3000,MEM,PG/SG,SAS,,,0.0
2017-12-01,Tyreke Evans,6800,MEM,SG/SF,SAS,53.053999999999995,11.645999999999999,32.35
2017-12-01,Dillon Brooks,3800,MEM,SG/SF,SAS,26.2368,10.2032,18.22
2017-12-01,Chandler Parsons,3800,MEM,SF/PF,SAS,32.6106,7.6494,20.13
2017-12-01,Mario Chalmers,5700,MEM,PG,SAS,35.3232,13.7368,24.53
2017-12-01,Kyle Anderson,5500,SAS,PG/SF,MEM,42.3207,5.4993,23.91
2017-12-01,LaMarcus Aldridge,8500,SAS,PF/C,MEM,56.7126,20.4474,38.58
2017-12-01,Justin Jackson,3300,SAC,SG/SF,CHI,,,0.0
2017-12-01,Kosta Koufos,3400,SAC,C,CHI,19.8513,4.8087,12.33
2017-12-01,Frank Mason,3700,SAC,PG/SG,CHI,26.1648,10.1752,18.17
2017-12-01,Malachi Richardson,3000,SAC,SG/SF,CHI,,,0.0
2017-12-01,Vince Carter,3000,SAC,SG/SF,CHI,11.5866,3.1734,7.38
2017-12-01,Garrett Temple,3900,SAC,PG/SG,CHI,31.6212,8.9188,20.27
2017-12-01,Skal Labissiere,3400,SAC,PF/C,CHI,26.361,3.9389999999999996,15.15
2017-12-01,De'Aaron Fox,4400,SAC,PG,CHI,29.592,11.508,20.55
2017-12-01,George Hill,4200,SAC,PG/SG,CHI,27.8964,6.5436,17.22
2017-12-01,Buddy Hield,4600,SAC,SG/SF,CHI,28.0332,7.9068,17.97
2017-12-01,Zach Randolph,5200,SAC,PF/C,CHI,35.0746,12.0054,23.54
2017-12-01,Justin Holiday,5800,CHI,SG/SF,SAC,44.1452,11.7348,27.94
2017-12-01,Jerian Grant,4500,CHI,PG/SG,SAC,28.1961,3.6639,15.93
2017-12-01,Bobby Portis,4800,CHI,PF,SAC,32.4087,4.2113,18.31
2017-12-01,Kay Felder,3000,CHI,PG,SAC,,,0.0
2017-12-01,Lauri Markkanen,6000,CHI,PF,SAC,41.9904,16.3296,29.16
2017-12-01,Antonio Blakeney,3100,CHI,PG,SAC,10.1088,3.9312,7.02
2017-12-01,David Nwaba,3800,CHI,PG/SG,SAC,9.9616,1.3584,5.66
2017-12-01,Quincy Pondexter,3000,CHI,SG/SF,SAC,,,0.0
2017-12-01,Kris Dunn,6200,CHI,PG/SG,SAC,57.3056,7.8144,32.56
2017-12-01,Robin Lopez,5100,CHI,C,SAC,32.046,13.734000000000002,22.89
2017-12-01,Paul Zipser,3500,CHI,SG/SF,SAC,15.6999,2.0401,8.87
2017-12-01,Denzel Valentine,5700,CHI,SG/SF,SAC,48.1263,6.2537,27.19
2017-12-01,Cristiano Da Silva Felicio,3000,CHI,PF/C,SAC,8.783999999999999,3.4160000000000004,6.1
2017-12-01,Kobi Simmons,3000,MEM,SG,SAS,,,0.0
2017-12-01,Vince Hunter,3000,MEM,PF,SAS,,,0.0
2017-12-01,Cheick Diallo,3100,NOP,PF,UTA,,,0.0
2017-12-01,Darius Miller,3400,NOP,SF,UTA,22.8672,8.8928,15.88
2017-12-01,Omer Asik,3000,NOP,C,UTA,,,0.0
2017-12-01,Rajon Rondo,4700,NOP,PG,UTA,35.071999999999996,8.767999999999999,21.92
2017-12-01,Tony Allen,3100,NOP,SG/SF,UTA,11.0604,3.1196,7.09
2017-12-01,Ian Clark,3200,NOP,PG/SG,UTA,,,0.0
2017-12-01,Dante Cunningham,3300,NOP,SF/PF,UTA,13.8942,2.8458,8.37
2017-12-01,DeMarcus Cousins,10900,NOP,PF/C,UTA,74.2027,29.5773,51.89
2017-12-01,Jrue Holiday,6200,NOP,PG/SG,UTA,42.8387,13.9013,28.37
2017-12-01,E'Twaun Moore,3600,NOP,SG/SF,UTA,24.3466,8.3334,16.34
2017-12-01,Jameer Nelson,3500,NOP,PG/SG,UTA,23.79,6.71,15.25
2017-12-01,Ricky Rubio,5600,UTA,PG,NOP,37.3468,13.8132,25.58
2017-12-01,Rodney Hood,5700,UTA,SG/SF,NOP,48.972,9.328,29.15
2017-12-01,Jonas Jerebko,3900,UTA,SF/PF,NOP,26.061999999999998,5.337999999999999,15.7
2017-12-01,Raulzinho Neto,3200,UTA,PG,NOP,12.6432,4.9168,8.78
2017-12-01,Royce O'Neale,3000,UTA,SF,NOP,,,0.0
2017-12-01,Tony Bradley,3000,UTA,PF/C,NOP,,,0.0
2017-12-01,Nate Wolters,3000,UTA,PG,NOP,,,0.0
2017-12-01,Alec Burks,3600,UTA,PG/SG,NOP,23.3334,3.4866,13.41
2017-12-01,Ekpe Udoh,3000,UTA,PF/C,NOP,18.1584,7.0616,12.61
2017-12-01,Joe Ingles,4900,UTA,SG/SF,NOP,40.6875,11.8125,26.25
2017-12-01,Derrick Favors,6500,UTA,PF/C,NOP,53.9448,9.8952,31.92
2017-12-01,Thabo Sefolosha,3700,UTA,SG/SF,NOP,26.8754,5.5046,16.19
2017-12-01,Donovan Mitchell,6600,UTA,PG/SG,NOP,50.4432,19.6168,35.03
2017-12-01,Anthony Davis,10400,NOP,PF/C,UTA,68.3286,28.5914,48.46
2017-12-01,Derrick Walton,3000,MIA,PG/SG,CHA,,,0.0
2017-12-01,Johnny O'Bryant,3000,CHA,PF/C,MIA,,,0.0
2017-12-01,Dwayne Bacon,3300,CHA,SG/SF,MIA,9.432,3.668,6.55
2017-12-01,Cody Zeller,3600,CHA,C,MIA,25.8736,7.0864,16.48
2017-12-01,Michael Carter-Williams,4400,CHA,PG,MIA,48.224,6.5760000000000005,27.4
2017-12-01,Nicolas Batum,6000,CHA,SG/SF,MIA,39.7679,17.4521,28.61
2017-12-01,Malik Monk,4200,CHA,PG/SG,MIA,16.848,6.5520000000000005,11.7
2017-12-01,Michael Kidd-Gilchrist,4200,CHA,SF,MIA,28.644000000000002,12.276,20.46
2017-12-01,Jeremy Lamb,5700,CHA,SG/SF,MIA,44.2884,8.7516,26.52
2017-12-01,Dwight Howard,7500,CHA,C,MIA,55.5366,20.0234,37.78
2017-12-01,Frank Kaminsky,4000,CHA,PF/C,MIA,29.0315,8.4285,18.73
2017-12-01,Marvin Williams,3700,CHA,SF/PF,MIA,32.04,10.68,21.36
2017-12-01,Treveon Graham,3000,CHA,SG/SF,MIA,,,0.0
2017-12-01,Julyan Stone,3000,CHA,PG/SG,MIA,,,0.0
2017-12-01,Wayne Ellington,3800,MIA,SG/SF,CHA,23.9415,5.0785,14.51
2017-12-01,Kelly Olynyk,4400,MIA,PF/C,CHA,31.6092,8.1508,19.88
2017-12-01,Bam Adebayo,4100,MIA,PF/C,CHA,36.8352,14.3248,25.58
2017-12-01,Jordan Mickey,3000,MIA,PF/C,CHA,,,0.0
2017-12-01,Udonis Haslem,3000,MIA,PF/C,CHA,,,0.0
2017-12-01,Tyler Johnson,4400,MIA,PG/SG,CHA,30.3104,10.6496,20.48
2017-12-01,Justise Winslow,3900,MIA,SF/PF,CHA,20.9608,6.6192,13.79
2017-12-01,Josh Richardson,4600,MIA,SG/SF,CHA,35.4362,8.0438,21.74
2017-12-01,Dion Waiters,6400,MIA,SG/SF,CHA,48.052,10.548,29.3
2017-12-01,Goran Dragic,7000,MIA,PG,CHA,44.1727,17.6073,30.89
2017-12-01,James Johnson,5900,MIA,PF,CHA,38.8204,13.6396,26.23
2017-12-01,Bogdan Bogdanovic,3600,SAC,SG/SF,CHI,21.7296,8.4504,15.09
2017-12-01,Willie Cauley-Stein,5400,SAC,PF/C,CHI,44.1615,5.7385,24.95
2017-12-01,Jordan Bell,3200,GSW,PF/C,ORL,18.432000000000002,7.167999999999999,12.8
2017-12-01,Patrick McCaw,3600,GSW,SG/SF,ORL,10.9032,1.4168,6.16
2017-12-01,Omri Casspi,3600,GSW,SF/PF,ORL,10.0377,1.7023,5.87
2017-12-01,JaVale McGee,3000,GSW,C,ORL,,,0.0
2017-12-01,Kevon Looney,3000,GSW,SF/PF,ORL,14.4609,1.8791,8.17
2017-12-01,David West,3500,GSW,PF/C,ORL,26.5167,6.4233,16.47
2017-12-01,Nick Young,3300,GSW,SG,ORL,23.989,5.811,14.9
2017-12-01,Klay Thompson,6900,GSW,SG,ORL,46.5888,20.9312,33.76
2017-12-01,Draymond Green,7400,GSW,PF/C,ORL,48.2747,21.1853,34.73
2017-12-01,Zaza Pachulia,3200,GSW,C,ORL,23.085,5.415,14.25
2017-12-01,Shaun Livingston,3700,GSW,PG/SG,ORL,19.902,5.778,12.84
2017-12-01,Stephen Curry,9900,GSW,PG/SG,ORL,61.1246,32.1954,46.66
2017-12-01,Aaron Gordon,7600,ORL,SF/PF,GSW,58.2972,20.4828,39.39
2017-12-01,Wesley Iwundu,0,ORL,SF,GSW,,,0.0
2017-12-01,Marreese Speights,3100,ORL,PF/C,GSW,15.4308,4.6092,10.02
2017-12-01,Shelvin Mack,3300,ORL,PG,GSW,,,0.0
