"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Dante Cunningham","SF/PFSFPF","NOP","@ ORL","29th",112.5,3300,8.8,31.4,13.5,0.6,10.7,4.9,22.4,23.98,18.49,18.49,"%",52,5.6,26,14.25,4.3
"Pat Connaughton","SG/SFSGSF","POR","vs DEN","11th",101.5,3300,4,29.2,11.1,0.6,14.1,4.8,18.5,24.72,14.81,14.81,"%",35,4.5,21,17.5,5.3
"Quincy Acy","PF/CPFC","BKN","vs WAS","21st",103.75,3300,5.7,23.5,12.1,0.71,17,4.8,17,18.73,13.35,13.35,"%",58,4,23,10.25,3.1
"Isaiah Taylor","PG","ATL","@ OKC","1st",97.25,3300,0.6,24.5,11.7,0.77,18.1,4.4,15.1,16.5,10.82,10.82,"%",42,3.3,17,20.75,6.3
"Wesley Iwundu","SG/SFSGSF","ORL","vs NOP","8th",106.5,3200,0,16.5,6,0.52,19.3,3.4,11.5,14.3,6.88,6.88,"%",20,2.2,15,11,3.4
"JaVale McGee","C","GSW","vs LAL","14th",113.5,3200,0,14.9,8.9,1.16,18.8,2.7,7.7,4.2,4.14,4.14,"%",39,1.3,0,0,NA
"Dwight Powell","PF/CPFC","DAL","@ MIA","1st",97.5,3200,2.9,29.3,15.9,0.91,17.1,4.7,17.4,17.71,14.2,14.2,"%",53,4.4,16,18,5.6
"Patrick Patterson","PF/CPFC","OKC","vs ATL","19th",107.25,3200,0,19.7,8.1,0.58,11.3,2.9,14,12.61,8.37,8.37,"%",30,2.6,14,8.75,2.7
"Lance Thomas","SF/PFSFPF","NYK","@ DET","26th",98.25,3200,4.6,21.1,9.1,0.53,13,3.9,17.2,23.98,11.68,11.68,"%",48,3.7,34,15.25,4.8
"Matthew Dellavedova","PG/SGPGSG","MIL","vs CHA","15th",107.25,3200,3.4,18.9,12.6,0.66,17.6,5,19,15.04,10.03,10.03,"%",65,3.1,14,6,1.9
"Jodie Meeks","SG","WAS","@ BKN","26th",108.75,3100,0,22.3,10.8,0.66,18.9,5.7,16.3,12.88,8.72,8.72,"%",37,2.8,22,15,4.8
"Bismack Biyombo","PF/CPFC","ORL","vs NOP","23rd",106.5,3100,5.8,24.9,11.9,0.82,14.2,3.1,14.6,16.49,13.98,13.98,"%",54,4.5,16,12,3.9
"Quinn Cook","PG","GSW","vs LAL","27th",113.5,3100,5.1,25.5,8.2,0.69,13,3.4,11.9,18.36,13.83,13.83,"%",29,4.5,0,0,NA
"Luke Babbitt","SF/PFSFPF","ATL","@ OKC","10th",97.25,3100,0,23.1,12.8,0.71,15.1,5.4,18.1,9.2,6.33,6.33,"%",35,2,0,0,NA
"Raymond Felton","PG/SGPGSG","OKC","vs ATL","23rd",107.25,3100,6.6,26.3,14.1,0.87,19.6,6.5,16.3,15.82,15.03,15.03,"%",60,4.8,12,14.75,4.8
"Adreian Payne","PF","ORL","vs NOP","27th",106.5,3000,15,15,14.5,2.42,42.6,3,6,5.7,14.99,14.99,"%",0,5,13,6.5,2.2
"Sean Kilpatrick","PG/SGPGSG","MIL","vs CHA","20th",107.25,3000,0,14.7,9.3,0.85,22.6,5.4,10.9,0,0,0,"%",21,0,10,12.25,4.1
"Jamel Artis","SG/SFSGSF","ORL","vs NOP","30th",106.5,3000,0,15.8,6,0.6,11.9,4,10,10,6.26,6.26,"%",0,2.1,12,4.75,1.6
"Andrew Bogut","C","LAL","@ GSW","7th",102.5,3000,0,18.8,7.5,0.91,9.3,0.9,8.2,8.16,6.63,6.63,"%",19,2.2,11,11.25,3.8
"Kyle Collinsworth","SG","DAL","@ MIA","19th",97.5,3000,0,0,6.3,0.53,12.5,2,12,0,0,0,"%",0,0,8,5.25,1.8
"Marreese Speights","PF/CPFC","ORL","vs NOP","27th",106.5,3000,10.9,37.6,12.3,1.03,30.3,6.8,12,22,22.33,22.33,"%",38,7.4,17,8.75,2.9
"Jason Terry","PG/SGPGSG","MIL","vs CHA","15th",107.25,3000,0,11.6,6.1,0.52,11.6,2.1,11.7,6,3.05,3.05,"%",30,1,0,0,NA
"Tarik Black","PF/CPFC","HOU","vs LAC","15th",116.5,3000,3.5,30.7,7.4,0.97,18.5,2.1,7.6,16.15,15.13,15.13,"%",0,5,15,15.75,5.3
"Timofey Mozgov","C","BKN","vs WAS","16th",103.75,3000,0,11.7,10.5,0.81,15.9,3.3,13,0,0,0,"%",44,0,8,5,1.7
"Sterling Brown","SG","MIL","vs CHA","20th",107.25,3000,0,8.4,6.7,0.96,21.1,2.9,7,2.88,2.66,2.66,"%",57,0.9,7,4.75,1.6
"Derrick Walton Jr.","PG/SGPGSG","MIA","vs DAL","20th",96.5,3000,3,7.2,2.7,0.71,11.5,0.8,3.8,6.58,4.8,4.8,"%",56,1.6,23,17.5,5.8
"Demetrius Jackson","PG","HOU","vs LAC","6th",116.5,3000,0,13.4,2.9,0.62,17.5,1.2,4.7,8.16,4.55,4.55,"%",0,1.5,0,0,NA
"Jake Layman","SF/PFSFPF","POR","vs DEN","4th",101.5,3000,5.9,17.7,3.7,0.61,14.7,2.2,6.1,20.46,10.97,10.97,"%",9,3.7,9,4.25,1.4
"Salah Mejri","C","DAL","@ MIA","17th",97.5,3000,0,25.3,11.8,1.08,12.2,1.9,10.9,8,7.5,7.5,"%",25,2.5,14,12.25,4.1
"Cheick Diallo","PF","NOP","@ ORL","23rd",112.5,3000,0,9.3,6.4,0.84,16,2.4,7.6,0,0,0,"%",27,0,6,9.25,3.1
"Briante Weber","PG","HOU","vs LAC","6th",116.5,3000,0,3.4,1.7,0.57,1.4,0,3,0,0,0,"%",1,0,16,8,2.7
"Willie Reed","C","LAC","@ HOU","3rd",104.5,3000,0,17,10.2,1.05,18.8,3.1,9.7,3.06,2.6,2.6,"%",29,0.9,7,10.75,3.6
"Chris McCullough","PF/CPFC","WAS","@ BKN","18th",108.75,3000,0,8,5.7,1.02,31.4,3,5.6,0,0,0,"%",30,0,6,7.25,2.4
"Sindarius Thornwell","SG","LAC","@ HOU","22nd",104.5,3000,0,19.7,8.3,0.55,14.1,3.2,15.2,16.35,8.26,8.26,"%",31,2.8,0,0,NA
"Ian Clark","PG/SGPGSG","NOP","@ ORL","17th",112.5,3000,0,14,9.3,0.64,18.3,4.7,14.6,0,0,0,"%",25,0,18,10.75,3.6
"Udonis Haslem","PF/CPFC","MIA","vs DAL","24th",96.5,3000,2,4.9,2.2,0.65,4.5,0.4,3.4,4.8,3.24,3.24,"%",61,1.1,7,2.75,0.9
"Johnny O'Bryant","PF/CPFC","CHA","@ MIL","5th",102.25,3000,0.8,27.7,10.1,1.07,30.8,5.1,9.4,14.14,12.36,12.36,"%",24,4.1,18,13.75,4.6
"Jason Smith","PF/CPFC","WAS","@ BKN","18th",108.75,3000,0,10.5,6.5,0.66,23.4,3.8,9.8,0,0,0,"%",19,0,13,15,5
"Eric Moreland","PF/CPFC","DET","vs NYK","28th",104.25,3000,0,23.3,8.8,0.84,7.3,1.1,10.5,9.9,9.2,9.2,"%",20,3.1,21,14.25,4.8
"Bobby Brown","PG","HOU","vs LAC","6th",116.5,3000,0,14.8,4.3,0.78,36.7,3,5.5,5.35,4.38,4.38,"%",0,1.5,0,0,NA
"Josh Huestis","SF/PFSFPF","OKC","vs ATL","27th",107.25,3000,0.1,14.6,6.5,0.56,14.9,2.5,11.6,11.76,6.34,6.34,"%",36,2.1,24,18,6
